caso_id,tomo,tipo_cambio,metodo,old_outcome,new_outcome,old_vp,new_vp,old_n,new_n,old_pet,new_pet,new_firma
334_p1327,334,mejora_gano_firma,forward_con_firma,otro,hace_lugar,sin_firma,unanime,0,7,"En consecuencia, contrariamente a lo sostenido por el apelan","Por ello, oída la señora Procuradora Fiscal, se hace lugar a",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
334_p1361,334,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,6,"En consecuencia, sólo respecto de los montos indemnizatorios",Por ello se resuelve: 1º) Declarar admisible el recurso ordi,Ricardo Luis Lorenzetti — Carlos S. Fayt — Enrique Santiago Petracchi — Juan Car
334_p1580,334,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,6,atento a lo establecido en los artículos 42 y 43 de la ley 2,"Por ello, concordemente con lo dictaminado por la señora Pro",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
334_p1644,334,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,disidencia,0,6,"atento lo dispuesto por este Tribunal a fs. 1733/1734, la Sa","Por ello, y habiendo dictaminado el señor Procurador Fiscal,",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia)— Carlos S.
334_p1754,334,mejora_gano_firma,forward_con_firma,otro,originaria,sin_firma,unanime,0,5,"En consecuencia, al no subsistir las circunstancias que dete","Por ello, y de conformidad con lo oportunamente dictaminado ",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
334_p1821,334,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,4,"En consecuencia, se impone extender a la A.F.A. la responsab","Por ello, se resuelve: Hacer lugar a la demanda seguida por ",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — E.
334_p1909,334,mejora_gano_firma,forward_con_firma,otro,revoca,sin_firma,disidencia,0,7,"En consecuencia, puesto que en la resolución S.G.N. 58/03, s","Por ello, y oída la señora Procuradora Fiscal, se declara fo",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S
337_p154,337,mejora_gano_firma,forward_con_firma,otro,hace_lugar,sin_firma,unanime,0,5,"En consecuencia, carecería de asidero imponer, como pretende","Por ello, oída la señora Procuradora Fiscal, se hace lugar p",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Ca
337_p234,337,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,7,"En su mérito, a fs. 619 y dado que esta Corte ha señalado re",Por ello y concordemente con lo dictaminado por la señora Pr,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
337_p315,337,mejora_gano_firma,forward_con_firma,otro,hace_lugar,sin_firma,mixed,0,7,"en consecuencia, da cuenta de un “principio evidente” (allan","Por ello, oída la señora Procuradora Fiscal, se hace lugar a",Ricardo Luis Lorenzetti (en disidencia)— Elena I. Highton de Nolasco (en disiden
337_p365,337,mejora_gano_firma,forward_con_firma,otro,abstracto,sin_firma,unanime,0,4,"de conformidad con lo dispuesto en la ley 23.041, éste deduj","En consecuencia, será el examen particular de cada uno de lo",Ricardo Luis Lorenzetti — Juan Carlos Maqueda — E. Raúl Zaffaroni — Carmen M. Ar
337_p373,337,mejora_gano_firma,forward_con_firma,otro,confirma,sin_firma,unanime,0,4,"En consecuencia, corresponde concluir que la falta de cumpli","Por ello, se confirma la sentencia apelada en lo atinente a ",Elena I. Highton de Nolasco — Enrique Santiago Petracchi — Juan Carlos Maqueda —
337_p388,337,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,mixed,0,6,"Por ello, en el ámbito de los derechos aduaneros, cobra rele","Por ello, cabe aclarar que la invalidez de la mencionada res",Ricardo Luis Lorenzetti — Carlos S. Fayt — Enrique Santiago Petracchi (en diside
337_p530,337,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,segun_su_voto,0,6,"En consecuencia, la ampliación de la competencia de la Cámar","Por ello, oído el señor Procurador Fiscal: a) se declara que",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
337_p703,337,mejora_gano_firma,forward_con_firma,otro,hace_lugar,sin_firma,unanime,0,4,"en consecuencia, condenó a la Dirección General de Aduanas a","Por ello, de conformidad con lo dictaminado por la señora Pr",Ricardo Luis Lorenzetti — Carlos S. Fayt — Enrique Santiago Petracchi — Juan Car
337_p712,337,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,disidencia,0,5,En su mérito sostuvo que la demandante no puede desconocer l,"Por ello, oída la señora Procuradora Fiscal, se decide: I.- ",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia)— Carlos S.
337_p813,337,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,4,"En consecuencia, considera vulnerados por la norma local su ","Por ello, y oída la señora Procuradora Fiscal, se resuelve: ",Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan
337_p843,337,mejora_gano_firma,forward_con_firma,otro,competencia,sin_firma,unanime,0,4,de conformidad con los principios de congruencia y prevenció,"Por ello, oído el señor Procurador Fiscal, se declara que re",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
337_p966,337,mejora_gano_firma,forward_con_firma,otro,confirma,sin_firma,disidencia,0,8,"En consecuencia, si el Sistema Nacional de Seguros de Salud ","Por ello y oída la Sra. Procuradora Fiscal, se declara forma",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia)— Carlos S.
337_p1117,337,mejora_gano_firma,forward_con_firma,otro,revoca,sin_firma,disidencia,0,4,"Por ello, sobre la base del carácter provisorio de estas med","Por ello, oída la señora Procuradora Fiscal, se declara form",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia)— Carlos S.
337_p1136,337,mejora_gano_firma,forward_con_firma,otro,hace_lugar,sin_firma,unanime,0,3,"en consecuencia, de cancelar el crédito con los bonos sexta ","Por ello, y lo concordemente dictaminado por la señora Procu",Carlos S. Fayt — Juan Carlos Maqueda — E. Raúl Zaffaroni.
337_p1289,337,mejora_gano_firma,forward_con_firma,otro,procedente,sin_firma,segun_su_voto,0,3,"de conformidad con lo dispuesto en los artículos 8.2.h, 1.1 ","Por ello, y lo concordantemente dictaminado por el señor Pro",Carlos S. Fayt (según su voto)— Juan Carlos Maqueda — E. Raúl Zaffaroni.
337_p1337,337,mejora_gano_firma,forward_con_firma,otro,confirma,sin_firma,disidencia,0,4,"Por ello, es menester recurrir a los principios de leyes aná","Por ello, y habiendo dictaminado la señora Procuradora Fisca",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia)— Carlos S.
337_p1361,337,mejora_gano_firma,forward_con_firma,otro,hace_lugar,sin_firma,unanime,0,4,"Por estas razones, expresa que el pronunciamiento de la Supr","Por ello, oída la señora Procuradora Fiscal, se hace lugar a",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Ca
337_p1375,337,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,4,"En consecuencia, cuestiona dicho acto administrativo local, ","Por ello, concordemente con lo dictaminado por la señora Pro",Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Carlos Maqueda — E. Raúl Zaf
338_p40,338,mejora_gano_firma,forward_con_firma,otro,desestima,sin_firma,unanime,0,4,"por ello, debería establecerse en el proceso la proporción d","Por ello, y oída la señora Procuradora Fiscal subrogante, se",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Ca
338_p284,338,mejora_gano_firma,forward_con_firma,otro,nulidad,sin_firma,unanime,0,4,"Por estas razones, corresponde asumir el conocimiento para d","Por ello, oído el señor Procurador General subrogante, se ad",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Ca
338_p556,338,mejora_gano_firma,forward_con_firma,otro,confirma,sin_firma,unanime,0,3,"Por estas razones, consideró que la petición de las hermanas","Por ello, habiendo dictaminado la señora Procuradora General",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda. Rec
338_p652,338,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,3,"En consecuencia, dice, es la Provincia de Corrientes quien s","Por ello, se decide: Hacer lugar a la demanda seguida por Do",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda. Nom
338_p706,338,mejora_gano_firma,forward_con_firma,otro,abstracto,sin_firma,unanime,0,3,Atento a que la cuestión planteada comprometía los intereses,"Por ello, el Tribunal resuelve: Declarar inoficioso un pronu",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda.
338_p767,338,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,3,"En consecuencia, abogó por la declaración de inconstituciona",Por ello y de conformidad con lo dictaminado por la señora P,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda. Nom
338_p779,338,mejora_gano_firma,forward_con_firma,otro,procedente,sin_firma,unanime,0,3,de conformidad con las condiciones de vigencia de la Convenc,"Por ello, oída la señora Procuradora Fiscal subrogante, se h",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda.
338_p962,338,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,4,"Por ello, enfatiza que esta disposición se encuentra lisa y ","Por ello, concordemente con lo dictaminado por la señora Pro",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Ca
338_p1060,338,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,2,"En consecuencia, dice, la citada Comisión se circunscribió a","Por ello, concordemente con lo dictaminado por la señora Pro",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan
338_p1149,338,mejora_gano_firma,forward_con_firma,otro,procedente,sin_firma,unanime,0,2,Atento a que se encontraban comprometidos los intereses de l,"Por ello, de conformidad con lo dictaminado por el señor Pro",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan
338_p1156,338,mejora_gano_firma,forward_con_firma,otro,desestima,sin_firma,unanime,0,3,"En consecuencia, como lo ha señalado la señora Procuradora F","Por ello, y oída la señora Procuradora Fiscal, se desestima ",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda.
338_p1183,338,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,4,en consecuencia ser interpretadas las normas de aquella de m,Por ello y habiendo dictaminado la señora Procuradora Genera,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Ca
338_p1258,338,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,disidencia,0,4,"En consecuencia, a diferencia de lo afirmado por la cámara, ","En consecuencia, frente a la denegación de un requerimiento,",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia)— Carlos S.
338_p1389,338,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,4,"En su mérito, con respecto a la pretensión concerniente a la","Por ello, y oído el señor Procurador General, se decide: I. ",Ricardo Luis Lorenzetti — Carlos S. Fayt — Juan Carlos Maqueda. Parte actora: Pr
338_p1477,338,mejora_gano_firma,forward_con_firma,otro,revoca,sin_firma,unanime,0,4,"En consecuencia, es posible sostener que con independencia d","Por ello, se declara mal concedido el recurso ordinario dedu",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Ca
339_p115,339,mejora_gano_firma,forward_con_firma,otro,procedente,sin_firma,segun_su_voto,0,3,"En consecuencia, califica la decisión apelada de invasión so","Por ello, y lo concordemente dictaminado por la señora Procu",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (según su voto)— Juan Carl
339_p260,339,mejora_gano_firma,forward_con_firma,otro,mal_concedido,sin_firma,unanime,0,3,"En consecuencia, los actos administrativos impugnados en el ","Por ello, se declara mal concedido el recurso ordinario de a",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda. Rec
339_p290,339,mejora_gano_firma,forward_con_firma,otro,hace_lugar,sin_firma,unanime,0,3,"En consecuencia, condenó a dicha entidad –a la que la actora","Por ello, oída la señora Procuradora Fiscal, se hace lugar a",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda.
339_p444,339,mejora_gano_firma,forward_con_firma,otro,desestima,sin_firma,unanime,0,3,"En consecuencia, al ser el Tribunal el juez del recurso, cor","Por ello, se declara mal concedido el recurso ordinario de a",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda. Rec
339_p566,339,mejora_gano_firma,forward_con_firma,otro,originaria,sin_firma,unanime,0,3,"En consecuencia, corresponde intimar a la Provincia de Santa","Por ello, se resuelve: I. Intimar a la Provincia de Santa Fe",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda. Par
339_p569,339,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,3,"En consecuencia, corresponde determinar en primer lugar, la ","Por ello, y concordemente con lo dictaminado por la señora P",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda. Nom
339_p827,339,mejora_gano_firma,forward_con_firma,otro,confirma,sin_firma,unanime,0,3,"En consecuencia, cabe concluir que el hecho de que la inform","Por ello, habiendo dictaminado la señora Procuradora Fiscal,",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda. Rec
339_p1077,339,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,segun_su_voto,0,4,"En consecuencia, debe distinguirse entre el ejercicio del co","Por ello, y habiendo dictaminado la señora Procuradora Gener",Ricardo Luis Lorenzetti – Elena I. Highton de Nolasco – Juan Carlos Maqueda (seg
339_p1172,339,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,3,"En consecuencia, solicitó que se declare la improcedencia de","Por ello, y concordemente con lo dictaminado por la señora P",Ricardo Luis Lorenzetti – Elena I. Highton de Nolasco – Juan Carlos Maqueda. Nom
339_p1423,339,mejora_gano_firma,forward_con_firma,otro,hace_lugar,sin_firma,unanime,0,4,"Por todo lo expuesto, la recurrente concluye que la sentenci","Por ello, concordemente con lo dictaminado por el señor Proc",Ricardo Luis Lorenzetti – Juan Carlos Maqueda – Horacio Rosatti – Carlos Fernand
340_p47,340,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,mixed,0,5,"de conformidad con su competencia, la sentencia dictada por ","Por ello, habiendo dictaminado la señora Procuradora General",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda (en 
340_p257,340,mejora_gano_firma,forward_con_firma,otro,procedente,sin_firma,mixed,0,4,"De conformidad con ello, el Honorable Congreso de la Nación ","Por ello, oída la señora Procuradora Fiscal, se declara proc",Ricardo Luis Lorenzetti (según su voto)— Juan Carlos Maqueda (según su voto)— Ho
340_p493,340,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,mixed,0,5,"atento a que la Constitución es una estructura coherente y, ","Por ello, corresponde declarar procedente el recurso extraor",Ricardo Luis Lorenzetti (en disidencia)— Elena I. Highton de Nolasco (en disiden
340_p1259,340,mejora_gano_firma,forward_con_firma,otro,hace_lugar,sin_firma,disidencia,0,4,"Por ello estableció “una indemnización, teniendo en consider","Por ello, se hace lugar a la queja, se declara procedente el",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ho
340_p1581,340,mejora_gano_firma,forward_con_firma,otro,revoca,sin_firma,segun_su_voto,0,4,"Por estas razones, concluyó que el régimen establecido en el","Por ello, se declaran procedentes los recursos extraordinari",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda (seg
340_p1663,340,mejora_gano_firma,forward_con_firma,otro,hace_lugar,sin_firma,unanime,0,5,"Por ello, el juez, en su carácter de director del proceso, d","Por ello, se hace lugar a la queja, se declara procedente el",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ho
340_p1695,340,mejora_gano_firma,forward_con_firma,otro,originaria,sin_firma,disidencia,0,5,"Por lo expuesto, señala que el 80% de los años resultan sign","Por ello, y en ejercicio de las facultades previstas en el a",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ho
340_p1756,340,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,segun_su_voto,0,5,"Por ello, más allá de los imprecisos términos en que fue con","Por ello, oída la señora Procuradora General de la Nación, s",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ho
340_p1795,340,mejora_gano_firma,forward_con_firma,otro,revoca,sin_firma,disidencia,0,4,"Por estas razones, la disposición 45/09 debe ser declarada i","Por ello, habiendo dictaminado el señor Procurador Fiscal, s",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ho
341_p54,341,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,segun_su_voto,0,5,"en consecuencia, la dejan al margen del estándar definido po",Por todo lo expuesto y de conformidad con lo dictaminado por,Ricardo Luis Lorenzetti (según su voto)— Elena I. Highton de Nolasco — Juan Carl
341_p180,341,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,5,"En consecuencia, será decisiva en el caso la prueba producid","Por ello, habiendo dictaminado la señora Procuradora Fiscal,",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ho
341_p336,341,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,segun_su_voto,0,4,"Por ello, corresponde declarar improcedente el recurso extra","Por ello, oído el señor Procurador Fiscal, se resuelve: 1) D",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda (seg
341_p696,341,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,5,"Por lo expuesto en el considerando anterior, tal imperativo ","En consecuencia, y siendo ello así, si bien la Corte tiene l",Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ho
341_p1485,341,mejora_gano_firma,forward_con_firma,otro,confirma,sin_firma,disidencia,0,4,"En consecuencia, resulta improcedente la pretensión de que s","Por ello, se confirma la sentencia apelada con el alcance in",Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco — Juan Carlos Maqueda 
341_p1717,341,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,5,"En consecuencia, la decisión impugnada desatendió los agra­ ","Por ello, se resuelve hacer lugar a la queja, declarar proce",Carlos Fernando Rosenkrantz (con ampliación de fundamentos)— Elena I. Highton de
341_p1733,341,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,4,"En consecuencia, la declaración de nulidad de todo el proced","Por ello, oída la señora Procuradora Fiscal subrogante ante ",Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ricardo Luis Lorenzetti — Ho
341_p1768,341,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,mixed,0,5,"Por ello, si la Corte Suprema ha sostenido desde antaño que ","Por ello, habiendo dictaminado la Procuración General de la ",Carlos Fernando Rosenkrantz (en disidencia)— Elena I. Highton de Nolasco — Juan 
341_p1869,341,mejora_gano_firma,forward_con_firma,otro,desestima,sin_firma,segun_su_voto,0,5,de conformidad con el estándar de arbitrariedad fijado hace ,"Por ello, y de conformidad en lo pertinente con lo dictamina",Carlos Fernando Rosenkrantz (según su voto)— Elena I. Highton de Nolasco (según 
341_p1924,341,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,mixed,0,5,de conformidad con la protección especial que ha otorgado la,"Por ello, el Tribunal resuelve: 1) Declarar formalmente admi",Carlos Fernando Rosenkrantz (en disidencia) — Elena I. Highton de Nolasco (según
342_p39,342,mejora_gano_firma,forward_con_firma,otro,hace_lugar,sin_firma,unanime,0,5,"Por ello, y de acuerdo con lo normado por el art. 2340, inc.","Por ello, se hace lugar a la queja, se declara procedente el",Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco — Juan Carlos Maqueda 
342_p171,342,mejora_gano_firma,forward_con_firma,otro,originaria,sin_firma,unanime,0,5,"por ello, -y según afirman, tomando en consideración la sent","Por ello, y habiendo dictaminado la señora Procuradora Fisca",Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco — Juan Carlos Maqueda 
342_p287,342,mejora_gano_firma,forward_con_firma,otro,originaria,sin_firma,disidencia,0,5,"En consecuencia, la previsión contenida en el artículo 2°, i","Por ello, concordemente a lo dictaminado por la señora Procu",Carlos Fernando Rosenkrantz (en disidencia)— Elena I. Highton de Nolasco (en dis
342_p343,342,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,segun_su_voto,0,5,En mérito a lo expuesto no puede desconocérsele el palmario ,"Por ello, concordemente con lo dictaminado por la señora Pro",Carlos Fernando Rosenkrantz (según su voto)— Elena I. Highton de Nolasco (según 
342_p411,342,mejora_gano_firma,forward_con_firma,otro,hace_lugar,sin_firma,disidencia,0,5,"En consecuencia, la cuestión federal planteada por la Admini","Por todo lo expuesto, y oída la señora Procuradora Fiscal en",Carlos Fernando Rosenkrantz (en disidencia)— Elena I. Highton de Nolasco — Juan 
342_p584,342,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,3,"Por todo lo expuesto, concluyó que la decisión de la corte p","Por ello, corresponde: 1º) Hacer lugar a la queja, declarar ",Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ricardo Luis Lorenzetti.
342_p633,342,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,3,"En consecuencia, corresponde rechazar la demanda.","Por ello, y habiendo intervenido la señora Procuradora Fisca",Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ricardo Luis Lorenzetti. Nom
342_p697,342,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,mixed,0,4,"En consecuencia, no procede la declaración de inconstitucion","Por todo lo expuesto, y habiendo dictaminado el señor Procur",Carlos Fernando Rosenkrantz (en disidencia)— Juan Carlos Maqueda — Ricardo Luis 
342_p853,342,mejora_gano_firma,forward_con_firma,otro,hace_lugar,sin_firma,unanime,0,4,En consecuencia ordenó la suspensión inmediata de los efecto,"Por ello, se hace lugar a la queja, se declara procedente el",Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco — Juan Carlos Maqueda 
342_p917,342,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,segun_su_voto,0,5,"En consecuencia, la reglamentación específica y la práctica ","Por ello, se resuelve: I) Rechazar la demanda interpuesta po",Carlos Fernando Rosenkrantz (según su voto)— Elena I. Highton de Nolasco (según 
342_p1017,342,mejora_gano_firma,forward_con_firma,otro,desestima,sin_firma,mixed,0,4,por ello resultaba responsable en los términos del art. 1074,"Por ello, se desestima la queja interpuesta por Provincia AR",Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco — Juan Carlos Maqueda 
342_p1203,342,mejora_gano_firma,forward_con_firma,otro,hace_lugar,sin_firma,unanime,0,4,"en consecuencia, rechazó la acción de amparo.","Por ello, de conformidad con lo dictaminado por la señora Pr",Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ricardo Luis Lorenzetti — Ho
342_p1252,342,mejora_gano_firma,forward_con_firma,otro,revoca,sin_firma,unanime,0,4,de conformidad con lo establecido por el art. 3841 del Códig,"Por ello, oída la señora Procuradora Fiscal subrogante, se d",Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ricardo Luis Lorenzetti — Ho
342_p1327,342,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,disidencia,0,2,"En consecuencia, cabe sostener prima facie que los hechos de","En consecuencia, la visión del Tribunal, en casos de afectac",Carlos Fernando Rosenkrantz (en disidencia)— Elena I. Highton
342_p1404,342,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,5,"En consecuencia, esta Corte establecerá como monto indemniza","Por ello, se decide: Hacer lugar a la demanda seguida por la",Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco — Juan Carlos Maqueda 
342_p1591,342,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,disidencia,0,4,"En mérito a lo expuesto, en esta evaluación inaugural del ca",Por ello se resuelve: I. Declarar que la presente causa corr,Carlos Fernando Rosenkrantz (en disidencia)— Juan Carlos Maqueda — Ricardo Luis 
342_p1620,342,mejora_gano_firma,forward_con_firma,otro,hace_lugar,sin_firma,unanime,0,5,"En consecuencia, es indiscutible que los vicios endilgados s","Por ello, se hace lugar a la queja, se declara procedente el",Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco — Juan Carlos Maqueda 
342_p1665,342,mejora_gano_firma,forward_con_firma,otro,procedente,sin_firma,mixed,0,5,"En consecuencia, en la presente causa se suscita un conflict","Por ello, oída la señora Procuradora General, se declara ino",Carlos Fernando Rosenkrantz (en disidencia)— Elena I. Highton de Nolasco (en dis
342_p1938,342,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,mixed,0,5,"Por estas razones, se debe revocar la sentencia apelada en e","Por ello, de conformidad -en lo pertinente- con lo dictamina",Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco — Juan Carlos Maqueda 
342_p2009,342,mejora_gano_firma,forward_con_firma,otro,confirma,sin_firma,segun_su_voto,0,5,"Por ello, teniendo en cuenta el momento en que se produjo el","Por ello, y concordemente con lo dictaminado por la señora P",Carlos Fernando Rosenkrantz (según su voto)— Elena I. Highton de Nolasco — Juan 
342_p2136,342,mejora_gano_firma,forward_con_firma,otro,originaria,sin_firma,disidencia,0,5,en consecuencia.,"Por ello, se resuelve: I. Declarar concluido este proceso.",Carlos Fernando Rosenkrantz (en disidencia parcial)— Elena I. Highton de Nolasco
342_p2256,342,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,disidencia,0,5,en consecuencia ser interpretadas las normas de aquella de m,"Por ello, y de conformidad con lo dictaminado por la señora ",Carlos Fernando Rosenkrantz (en disidencia)— Elena I. Highton de Nolasco (en dis
342_p2344,342,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,disidencia,0,4,"En consecuencia, si bien es cierto que la Corte Suprema solo","Por lo expuesto, oído el señor Procurador General de la Naci",Carlos Fernando Rosenkrantz (en disidencia parcial)— Juan Carlos Maqueda — Ricar
343_p38,343,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,3,de conformidad con lo previsto en la cláusula undécima del p,"Por ello, se resuelve hacer lugar a la queja, declarar proce",Carlos Fernando Rosenkrantz — Juan Carlos Maqueda — Ricardo Luis Lorenzetti.
343_p140,343,mejora_gano_firma,forward_con_firma,otro,procedente,sin_firma,unanime,0,4,"Por ello, la revisión judicial en juego, por ser la más deli","Por ello, y concordemente con lo dictaminado por la señora P",Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco — Ricardo Luis Lorenze
343_p195,343,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,mixed,0,6,"Por todo ello, solicita la habilitación de días y horas inhá","Por todo lo expuesto, la cuestión sobre el carácter presenci",Carlos Fernando Rosenkrantz (en disidencia parcial)— Elena I. Highton de Nolasco
343_p283,343,mejora_gano_firma,forward_con_firma,otro,otro,sin_firma,unanime,0,3,"En consecuencia, el pleito corresponde al conocimiento de lo","Por ello, y oído el señor Procurador Fiscal de la Nación, se",Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco — Juan Carlos Maqueda.
