caso_id,tomo,tipo_cambio,old_outcome,new_outcome,old_vp,new_vp,old_n,new_n,old_pet,new_pet,new_variante,new_firma
334_p1162,334,mejora_gano_firma,otro,otro,sin_firma,unanime,0,7,"En consecuencia, una interpretación armónica de las normas r","Por ello, y de conformidad con lo dictaminado por la señora ",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
334_p1276,334,mejora_gano_firma,otro,revoca,sin_firma,unanime,0,7,"En consecuencia, contrariamente a lo afirmado por el a quo, ","Por ello, y lo concordemente dictaminado por la señora Procu",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
334_p1327,334,mejora_gano_firma,otro,hace_lugar,sin_firma,unanime,0,7,"En consecuencia, contrariamente a lo sostenido por el apelan","Por ello, oída la señora Procuradora Fiscal, se hace lugar a",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
334_p1361,334,mejora_gano_firma,otro,otro,sin_firma,unanime,0,6,"En consecuencia, sólo respecto de los montos indemnizatorios",Por ello se resuelve: 1º) Declarar admisible el recurso ordi,por_ello,Ricardo Luis Lorenzetti — Carlos S. Fayt — Enrique Santiago Petracchi — Juan Car
334_p1445,334,cambio_outcome,hace_lugar,otro,unanime,unanime,6,6,"Por ello, de conformidad con lo dictaminado por la señora Pr","Por ello y oído el señor Procurador General de la Nación, se",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
334_p1580,334,mejora_gano_firma,otro,otro,sin_firma,unanime,0,6,atento a lo establecido en los artículos 42 y 43 de la ley 2,"Por ello, concordemente con lo dictaminado por la señora Pro",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
334_p1644,334,mejora_gano_firma,otro,otro,sin_firma,disidencia,0,6,"atento lo dispuesto por este Tribunal a fs. 1733/1734, la Sa","Por ello, y habiendo dictaminado el señor Procurador Fiscal,",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia)— Carlos S.
334_p1754,334,mejora_gano_firma,otro,originaria,sin_firma,unanime,0,5,"En consecuencia, al no subsistir las circunstancias que dete","Por ello, y de conformidad con lo oportunamente dictaminado ",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
334_p1821,334,mejora_gano_firma,otro,otro,sin_firma,unanime,0,4,"En consecuencia, se impone extender a la A.F.A. la responsab","Por ello, se resuelve: Hacer lugar a la demanda seguida por ",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — E.
334_p1909,334,mejora_gano_firma,otro,revoca,sin_firma,disidencia,0,7,"En consecuencia, puesto que en la resolución S.G.N. 58/03, s","Por ello, y oída la señora Procuradora Fiscal, se declara fo",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S
337_p97,337,cambio_outcome,otro,nulidad,unanime,unanime,6,6,"En consecuencia, corresponde disponer la nulidad de todo lo ","Por ello, y habiendo dictaminado la señora Procuradora Gener",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
337_p154,337,mejora_gano_firma,otro,hace_lugar,sin_firma,unanime,0,5,"En consecuencia, carecería de asidero imponer, como pretende","Por ello, oída la señora Procuradora Fiscal, se hace lugar p",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Ca
337_p234,337,mejora_gano_firma,otro,otro,sin_firma,unanime,0,7,"En su mérito, a fs. 619 y dado que esta Corte ha señalado re",Por ello y concordemente con lo dictaminado por la señora Pr,por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
337_p315,337,mejora_gano_firma,otro,hace_lugar,sin_firma,mixed,0,7,"en consecuencia, da cuenta de un “principio evidente” (allan","Por ello, oída la señora Procuradora Fiscal, se hace lugar a",por_ello,Ricardo Luis Lorenzetti (en disidencia)— Elena I. Highton de Nolasco (en disiden
337_p365,337,mejora_gano_firma,otro,confirma,sin_firma,unanime,0,4,"de conformidad con lo dispuesto en la ley 23.041, éste deduj","Por ello, y habiendo dictaminado la señora Procuradora Fisca",por_ello,Ricardo Luis Lorenzetti — Juan Carlos Maqueda — E. Raúl Zaffaroni — Carmen M. Ar
337_p373,337,mejora_gano_firma,otro,confirma,sin_firma,unanime,0,4,"En consecuencia, corresponde concluir que la falta de cumpli","Por ello, se confirma la sentencia apelada en lo atinente a ",por_ello,Elena I. Highton de Nolasco — Enrique Santiago Petracchi — Juan Carlos Maqueda —
337_p388,337,mejora_gano_firma,otro,confirma,sin_firma,mixed,0,6,"Por ello, en el ámbito de los derechos aduaneros, cobra rele","Por ello, oído el señor Procurador General de la Nación, se ",por_ello,Ricardo Luis Lorenzetti — Carlos S. Fayt — Enrique Santiago Petracchi (en diside
337_p530,337,mejora_gano_firma,otro,otro,sin_firma,segun_su_voto,0,6,"En consecuencia, la ampliación de la competencia de la Cámar","Por ello, oído el señor Procurador Fiscal: a) se declara que",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
337_p590,337,cambio_outcome,otro,desestima,segun_su_voto,segun_su_voto,5,5,"En consecuencia, frente a la tardía introducción del planteo","Por ello, se desestima la queja. Notifíquese y, oportunament",por_ello,Ricardo Luis Lorenzetti (según su voto)— Elena I. Highton de Nolasco — Carlos S.
337_p703,337,mejora_gano_firma,otro,hace_lugar,sin_firma,unanime,0,4,"en consecuencia, condenó a la Dirección General de Aduanas a","Por ello, de conformidad con lo dictaminado por la señora Pr",por_ello,Ricardo Luis Lorenzetti — Carlos S. Fayt — Enrique Santiago Petracchi — Juan Car
337_p712,337,mejora_gano_firma,otro,otro,sin_firma,disidencia,0,5,En su mérito sostuvo que la demandante no puede desconocer l,"Por ello, oída la señora Procuradora Fiscal, se decide: I.- ",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia)— Carlos S.
337_p813,337,mejora_gano_firma,otro,otro,sin_firma,unanime,0,4,"En consecuencia, considera vulnerados por la norma local su ","Por ello, y oída la señora Procuradora Fiscal, se resuelve: ",por_ello,Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan
337_p843,337,mejora_gano_firma,otro,competencia,sin_firma,unanime,0,4,de conformidad con los principios de congruencia y prevenció,"Por ello, oído el señor Procurador Fiscal, se declara que re",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
337_p966,337,mejora_gano_firma,otro,revoca,sin_firma,unanime,0,2,"En consecuencia, si el Sistema Nacional de Seguros de Salud ","Por ello, habiendo dictaminado la señora Procuradora Fiscal,",por_ello,Elena I. Highton de Nolasco — Carlos S. Fayt. Recurso extraordinario interpuesto
337_p1117,337,mejora_gano_firma,otro,revoca,sin_firma,disidencia,0,4,"Por ello, sobre la base del carácter provisorio de estas med","Por ello, oída la señora Procuradora Fiscal, se declara form",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia)— Carlos S.
337_p1136,337,mejora_gano_firma,otro,hace_lugar,sin_firma,unanime,0,3,"en consecuencia, de cancelar el crédito con los bonos sexta ","Por ello, y lo concordemente dictaminado por la señora Procu",por_ello,Carlos S. Fayt — Juan Carlos Maqueda — E. Raúl Zaffaroni.
337_p1289,337,mejora_gano_firma,otro,procedente,sin_firma,segun_su_voto,0,3,"de conformidad con lo dispuesto en los artículos 8.2.h, 1.1 ","Por ello, y lo concordantemente dictaminado por el señor Pro",por_ello,Carlos S. Fayt (según su voto)— Juan Carlos Maqueda — E. Raúl Zaffaroni.
337_p1323,337,cambio_outcome,otro,desestima,disidencia,disidencia,5,5,"en consecuencia, la nulidad de la resolución 300/2012 del Co","Por ello, y habiendo dictaminado la señora Procuradora Fisca",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt (en disid
337_p1337,337,mejora_gano_firma,otro,confirma,sin_firma,disidencia,0,4,"Por ello, es menester recurrir a los principios de leyes aná","Por ello, y habiendo dictaminado la señora Procuradora Fisca",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia)— Carlos S.
337_p1361,337,mejora_gano_firma,otro,hace_lugar,sin_firma,unanime,0,4,"Por estas razones, expresa que el pronunciamiento de la Supr","Por ello, oída la señora Procuradora Fiscal, se hace lugar a",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Ca
337_p1375,337,mejora_gano_firma,otro,otro,sin_firma,unanime,0,4,"En consecuencia, cuestiona dicho acto administrativo local, ","Por ello, concordemente con lo dictaminado por la señora Pro",por_ello,Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Carlos Maqueda — E. Raúl Zaf
337_p1555,337,REGRESION_menos_jueces,otro,otro,segun_su_voto,unanime,5,1,"Por ello, habiendo dictaminado el señor Procurador Fiscal, s","Por ello, habiendo dictaminado el señor Procurador Fiscal, s",por_ello,Elena I. Highton de Nolasco. Recurso extraordinario interpuesto por el apoderado
338_p40,338,mejora_gano_firma,otro,desestima,sin_firma,unanime,0,4,"por ello, debería establecerse en el proceso la proporción d","Por ello, y oída la señora Procuradora Fiscal subrogante, se",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Ca
338_p53,338,REGRESION_menos_jueces,hace_lugar,procedente,segun_su_voto,unanime,4,1,"Por ello, de conformidad con lo dictaminado, se hace lugar a","Por ello, y habiendo dictaminado la señora Procuradora Fis­ ",por_ello,Ricardo Luis Lorenzetti.
338_p284,338,mejora_gano_firma,otro,nulidad,sin_firma,unanime,0,4,"Por estas razones, corresponde asumir el conocimiento para d","Por ello, oído el señor Procurador General subrogante, se ad",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Ca
338_p539,338,REGRESION_menos_jueces,otro,procedente,segun_su_voto,unanime,5,1,"Por lo expuesto, si se concluyera que los actores no han ten","Por ello, habiendo dictaminado la señora Procuradora Fiscal,",por_ello,Carlos S. Fayt.
338_p556,338,mejora_gano_firma,otro,confirma,sin_firma,unanime,0,3,"Por estas razones, consideró que la petición de las hermanas","Por ello, habiendo dictaminado la señora Procuradora General",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda. Rec
338_p652,338,mejora_gano_firma,otro,otro,sin_firma,unanime,0,3,"En consecuencia, dice, es la Provincia de Corrientes quien s","Por ello, se decide: Hacer lugar a la demanda seguida por Do",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda. Nom
338_p699,338,cambio_outcome,competencia,originaria,unanime,segun_su_voto,3,3,Por los fundamentos y conclusiones del dictamen del señor Pr,"Por ello, habiendo dictaminado la señora Procuradora Fiscal,",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (según su voto)— Juan Carl
338_p706,338,mejora_gano_firma,otro,abstracto,sin_firma,unanime,0,3,Atento a que la cuestión planteada comprometía los intereses,"Por ello, el Tribunal resuelve: Declarar inoficioso un pronu",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda.
338_p767,338,mejora_gano_firma,otro,otro,sin_firma,unanime,0,3,"En consecuencia, abogó por la declaración de inconstituciona",Por ello y de conformidad con lo dictaminado por la señora P,por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda. Nom
338_p779,338,mejora_gano_firma,otro,procedente,sin_firma,unanime,0,3,de conformidad con las condiciones de vigencia de la Convenc,"Por ello, oída la señora Procuradora Fiscal subrogante, se h",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda.
338_p959,338,cambio_outcome,otro,originaria,unanime,unanime,3,3,"En consecuencia, se debe anular el pronunciamiento de fs. 56","Por ello, se resuelve: I. Declarar la nulidad de la sentenci",por_ello,Ricardo Luis Lorenzetti — Carlos S. Fayt — Juan Carlos Maqueda. Inhibitoria pres
338_p962,338,mejora_gano_firma,otro,otro,sin_firma,unanime,0,4,"Por ello, enfatiza que esta disposición se encuentra lisa y ","Por ello, concordemente con lo dictaminado por la señora Pro",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Ca
338_p1032,338,cambio_outcome,otro,revoca,unanime,unanime,4,4,"En consecuencia, no corresponde formular juicio de reproche ",Por ello y habiendo dictaminado la señora Procuradora Genera,por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Ca
338_p1060,338,mejora_gano_firma,otro,otro,sin_firma,unanime,0,2,"En consecuencia, dice, la citada Comisión se circunscribió a","Por ello, concordemente con lo dictaminado por la señora Pro",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan
338_p1149,338,mejora_gano_firma,otro,procedente,sin_firma,unanime,0,2,Atento a que se encontraban comprometidos los intereses de l,"Por ello, de conformidad con lo dictaminado por el señor Pro",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan
338_p1156,338,mejora_gano_firma,otro,desestima,sin_firma,unanime,0,3,"En consecuencia, como lo ha señalado la señora Procuradora F","Por ello, y oída la señora Procuradora Fiscal, se desestima ",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda.
338_p1183,338,mejora_gano_firma,otro,otro,sin_firma,unanime,0,4,en consecuencia ser interpretadas las normas de aquella de m,Por ello y habiendo dictaminado la señora Procuradora Genera,por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Ca
338_p1258,338,mejora_gano_firma,otro,hace_lugar,sin_firma,disidencia,0,4,"En consecuencia, a diferencia de lo afirmado por la cámara, ","Por todo lo expuesto, oída la señora Procuradora Fiscal y en",por_todo_lo_exp,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia)— Carlos S.
338_p1291,338,mejora_mas_jueces,otro,desestima,unanime,segun_su_voto,2,3,"En consecuencia, para accionar invocando –en los términos de","Por ello, habiendo dictaminado la señora Procuradora Fiscal ",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (según su voto)— Juan Carl
338_p1389,338,mejora_gano_firma,otro,otro,sin_firma,unanime,0,4,"En su mérito, con respecto a la pretensión concerniente a la","Por ello, y oído el señor Procurador General, se decide: I. ",por_ello,Ricardo Luis Lorenzetti — Carlos S. Fayt — Juan Carlos Maqueda. Parte actora: Pr
338_p1477,338,mejora_gano_firma,otro,revoca,sin_firma,unanime,0,4,"En consecuencia, es posible sostener que con independencia d","Por ello, se declara mal concedido el recurso ordinario dedu",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Ca
339_p115,339,mejora_gano_firma,otro,procedente,sin_firma,segun_su_voto,0,3,"En consecuencia, califica la decisión apelada de invasión so","Por ello, y lo concordemente dictaminado por la señora Procu",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (según su voto)— Juan Carl
339_p201,339,cambio_outcome,otro,hace_lugar,unanime,unanime,3,3,"en consecuencia, el amparo resultaba ser la vía idónea para ","Por ello, concordemente con lo dictaminado por la señora Pro",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda.
339_p260,339,mejora_gano_firma,otro,mal_concedido,sin_firma,unanime,0,3,"En consecuencia, los actos administrativos impugnados en el ","Por ello, se declara mal concedido el recurso ordinario de a",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda. Rec
339_p290,339,mejora_gano_firma,otro,hace_lugar,sin_firma,unanime,0,3,"En consecuencia, condenó a dicha entidad –a la que la actora","Por ello, oída la señora Procuradora Fiscal, se hace lugar a",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda.
339_p444,339,mejora_gano_firma,otro,desestima,sin_firma,unanime,0,3,"En consecuencia, al ser el Tribunal el juez del recurso, cor","Por ello, se declara mal concedido el recurso ordinario de a",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda. Rec
339_p468,339,cambio_outcome,otro,revoca,unanime,unanime,3,3,"En consecuencia, aun en la hipótesis de descartarse la confi","Por ello, se revoca la sentencia apelada y se rechaza la acc",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda. Rec
339_p566,339,mejora_gano_firma,otro,originaria,sin_firma,unanime,0,3,"En consecuencia, corresponde intimar a la Provincia de Santa","Por ello, se resuelve: I. Intimar a la Provincia de Santa Fe",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda. Par
339_p569,339,mejora_gano_firma,otro,otro,sin_firma,unanime,0,3,"En consecuencia, corresponde determinar en primer lugar, la ","Por ello, y concordemente con lo dictaminado por la señora P",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda. Nom
339_p658,339,cambio_outcome,otro,desestima,unanime,unanime,3,3,Atento a que se encontraban comprometidos los intereses de l,"Por ello, se desestima esta presentación directa. Por no cor",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda.
339_p683,339,cambio_outcome,otro,procedente,unanime,unanime,3,3,"En consecuencia, corresponde revocar la sentencia apelada y ","Por ello, oída la señora Procuradora Fiscal subrogante, se h",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda.
339_p760,339,cambio_outcome,otro,hace_lugar,unanime,unanime,3,3,"En consecuencia, corresponde revocar el fallo apelado.","Por ello, y oída la señora Procuradora Fiscal subrogante: 1)",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda.
339_p827,339,mejora_gano_firma,otro,confirma,sin_firma,unanime,0,3,"En consecuencia, cabe concluir que el hecho de que la inform","Por ello, habiendo dictaminado la señora Procuradora Fiscal,",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda. Rec
339_p1077,339,mejora_gano_firma,otro,otro,sin_firma,segun_su_voto,0,4,"En consecuencia, debe distinguirse entre el ejercicio del co","Por ello, y habiendo dictaminado la señora Procuradora Gener",por_ello,Ricardo Luis Lorenzetti – Elena I. Highton de Nolasco – Juan Carlos Maqueda (seg
339_p1172,339,mejora_gano_firma,otro,otro,sin_firma,unanime,0,3,"En consecuencia, solicitó que se declare la improcedencia de","Por ello, y concordemente con lo dictaminado por la señora P",por_ello,Ricardo Luis Lorenzetti – Elena I. Highton de Nolasco – Juan Carlos Maqueda. Nom
339_p1423,339,mejora_gano_firma,otro,hace_lugar,sin_firma,unanime,0,4,"Por todo lo expuesto, la recurrente concluye que la sentenci","Por ello, concordemente con lo dictaminado por el señor Proc",por_ello,Ricardo Luis Lorenzetti – Juan Carlos Maqueda – Horacio Rosatti – Carlos Fernand
340_p47,340,mejora_gano_firma,otro,otro,sin_firma,mixed,0,5,"de conformidad con su competencia, la sentencia dictada por ","Por ello, habiendo dictaminado la señora Procuradora General",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda (en 
340_p114,340,cambio_outcome,otro,revoca,disidencia,disidencia,5,5,"En consecuencia, corresponde considerar que el plazo para in","Por ello, se revoca la resolución de fs. 705. Notifíquese y ",por_ello,Ricardo Luis Lorenzetti (en disidencia)— Elena I. Highton de Nolasco (en disiden
340_p218,340,cambio_outcome,abstracto,otro,unanime,unanime,3,3,De conformidad con lo dictaminado por el señor Procurador Fi,"Por ello, remítanse las presentes actuaciones al Juzgado Fed",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda.
340_p257,340,mejora_gano_firma,otro,procedente,sin_firma,mixed,0,4,"De conformidad con ello, el Honorable Congreso de la Nación ","Por ello, oída la señora Procuradora Fiscal, se declara proc",por_ello,Ricardo Luis Lorenzetti (según su voto)— Juan Carlos Maqueda (según su voto)— Ho
340_p493,340,mejora_gano_firma,otro,otro,sin_firma,mixed,0,5,"atento a que la Constitución es una estructura coherente y, ","Por ello, corresponde declarar procedente el recurso extraor",por_ello,Ricardo Luis Lorenzetti (en disidencia)— Elena I. Highton de Nolasco (en disiden
340_p620,340,cambio_outcome,otro,competencia,unanime,unanime,3,3,"de conformidad con lo establecido en el art. 24, inc. 7°, de","Por ello, y habiendo dictaminado el señor Procurador Fiscal,",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda.
340_p951,340,REGRESION_menos_jueces,otro,otro,unanime,unanime,5,2,"Por ello, oída la señora Procuradora Fiscal, se resuelve hac","Por ello, ACORDARON: 1°) Disponer que el “Libro de Entrada d",por_ello,CARDO LUIS LORENZETTI – ELENA I. HIGHTON DE NOLASCO – CARLOS FERNANDO ROSENKRANT
340_p1038,340,REGRESION_menos_jueces,procedente,procedente,mixed,unanime,6,1,"Por ello, y oída la señora Procuradora Fiscal subrogante, se","Por ello, y oída la señora Procuradora Fiscal subrogante, se",por_ello,Ricardo Luis Lorenzetti.
340_p1175,340,REGRESION_perdio_firma,otro,otro,unanime,sin_firma,5,0,"Por ello, de conformidad con lo solicitado por la señora Pro",De conformidad con el art. 1741 del Código Civil y Comercial,de_conformidad,
340_p1259,340,mejora_gano_firma,otro,hace_lugar,sin_firma,disidencia,0,4,"Por ello estableció “una indemnización, teniendo en consider","Por ello, se hace lugar a la queja, se declara procedente el",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ho
340_p1269,340,cambio_outcome,otro,hace_lugar,unanime,unanime,3,3,en consecuencia a fin de la actualización de sus valores– co,"Por ello, oído el señor Procurador Fiscal, se hace lugar a l",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda.
340_p1380,340,cambio_outcome,otro,hace_lugar,unanime,unanime,4,4,"En consecuencia, corresponde invalidar lo resuelto sobre los","Por ello, se hace lugar a la queja, se declara procedente el",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ca
340_p1554,340,cambio_outcome,desistimiento,otro,unanime,unanime,5,5,"Por ello, se tiene por desistida la queja y se intima al ape",de conformidad con lo prescripto en la acordada 47/91. Notif,de_conformidad,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ho
340_p1581,340,mejora_gano_firma,otro,revoca,sin_firma,segun_su_voto,0,4,"Por estas razones, concluyó que el régimen establecido en el","Por ello, se declaran procedentes los recursos extraordinari",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda (seg
340_p1663,340,mejora_gano_firma,otro,hace_lugar,sin_firma,unanime,0,5,"Por ello, el juez, en su carácter de director del proceso, d","Por ello, se hace lugar a la queja, se declara procedente el",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ho
340_p1695,340,mejora_gano_firma,otro,originaria,sin_firma,disidencia,0,5,"Por lo expuesto, señala que el 80% de los años resultan sign","Por ello, y en ejercicio de las facultades previstas en el a",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ho
340_p1756,340,mejora_gano_firma,otro,otro,sin_firma,segun_su_voto,0,5,"Por ello, más allá de los imprecisos términos en que fue con","Por ello, oída la señora Procuradora General de la Nación, s",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ho
340_p1795,340,mejora_gano_firma,otro,otro,sin_firma,disidencia,0,4,"Por estas razones, la disposición 45/09 debe ser declarada i","en consecuencia, de las prácticas religiosas tal como se han",en_consecuencia,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ho
340_p2029,340,REGRESION_perdio_firma,otro,otro,unanime,sin_firma,4,0,"Por ello, se rechaza la reposición planteada y se reitera la",Por ello ACORDARON: I. Declarar que la ley 27.275 resulta co,por_ello,
341_p54,341,mejora_gano_firma,otro,otro,sin_firma,segun_su_voto,0,5,"en consecuencia, la dejan al margen del estándar definido po",Por todo lo expuesto y de conformidad con lo dictaminado por,por_todo_lo_exp,Ricardo Luis Lorenzetti (según su voto)— Elena I. Highton de Nolasco — Juan Carl
341_p84,341,cambio_outcome,otro,hace_lugar,mixed,mixed,5,5,"En consecuencia, resulta evidente que la interpretación que ","Por ello, y habiendo dictaminado la señora Procuradora Fisca",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ho
341_p180,341,mejora_gano_firma,otro,otro,sin_firma,unanime,0,5,"En consecuencia, será decisiva en el caso la prueba producid","Por ello, habiendo dictaminado la señora Procuradora Fiscal,",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ho
341_p242,341,cambio_outcome,otro,procedente,unanime,unanime,4,4,"En consecuencia, se ordena el dictado de un nuevo pronunciam","Por ello, se declara procedente el recurso extraordinario y ",por_ello,Elena I. Highton de Nolasco — Juan Carlos Maqueda — Horacio Rosatti — Carlos Fer
341_p336,341,mejora_gano_firma,otro,otro,sin_firma,segun_su_voto,0,4,"Por ello, corresponde declarar improcedente el recurso extra","Por ello, oído el señor Procurador Fiscal, se resuelve: 1) D",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda (seg
341_p696,341,mejora_gano_firma,otro,otro,sin_firma,unanime,0,5,"Por lo expuesto en el considerando anterior, tal imperativo ","Por ello, oída la señora Procuradora Fiscal subrogante, se d",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ho
341_p1017,341,cambio_outcome,otro,confirma,mixed,mixed,5,5,en consecuencia.,"Por lo expuesto, de conformidad con lo dictaminado en lo per",por_lo_expuesto,Ricardo Luis Lorenzetti (en disidencia)— Elena I. Highton de Nolasco — Juan Carl
341_p1148,341,cambio_outcome,abstracto,originaria,segun_su_voto,segun_su_voto,5,5,"Por ello, resulta inoficioso todo pronunciamiento sobre la a","Por ello, oída la Procuración General de la Nación, se resue",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ho
341_p1485,341,mejora_gano_firma,otro,confirma,sin_firma,disidencia,0,4,"En consecuencia, resulta improcedente la pretensión de que s","Por ello, se confirma la sentencia apelada con el alcance in",por_ello,Carlos Fernando Rosenkrantz — Elena I. Highton de Nolasco — Juan Carlos Maqueda 
341_p1717,341,mejora_gano_firma,otro,otro,sin_firma,unanime,0,5,"En consecuencia, la decisión impugnada desatendió los agra­ ","Por ello, se resuelve hacer lugar a la queja, declarar proce",por_ello,Carlos Fernando Rosenkrantz (con ampliación de fundamentos)— Elena I. Highton de
341_p1733,341,mejora_gano_firma,otro,otro,sin_firma,unanime,0,4,"En consecuencia, la declaración de nulidad de todo el proced","Por ello, oída la señora Procuradora Fiscal subrogante ante ",por_ello,Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ricardo Luis Lorenzetti — Ho
341_p1768,341,mejora_gano_firma,otro,otro,sin_firma,mixed,0,5,"Por ello, si la Corte Suprema ha sostenido desde antaño que ","Por ello, habiendo dictaminado la Procuración General de la ",por_ello,Carlos Fernando Rosenkrantz (en disidencia)— Elena I. Highton de Nolasco — Juan 
