caso_id,tomo,tipo_cambio,old_outcome,new_outcome,old_vp,new_vp,old_n,new_n,old_pet,new_pet,new_variante,new_firma
331_p211,331,cambio_outcome,otro,competencia,unanime,unanime,7,7,"Por ello, habiendo dictaminado la señora Procuradora Fiscal ",Por los fundamentos y conclusiones del dictamen del señor Pr,por_los_fund,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
331_p382,331,mejora_gano_firma,otro,otro,sin_firma,unanime,0,4,de conformidad con la directiva impuesta en el art. 1º. Asim,"Por ello, y oída la señora Procuradora Fiscal, se resuelve: ",por_ello,Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan
331_p530,331,REGRESION_menos_jueces,desestima,desestima,segun_su_voto,unanime,7,3,Por ello se declaran inadmisibles los recursos extraordinari,"Por ello, se declaran inadmisibles los recursos extraordinar",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda. Pro
331_p600,331,REGRESION_menos_jueces,hace_lugar,otro,segun_su_voto,unanime,8,1,"Por ello, y oído el señor Procurador Fiscal, se hace lugar a","Por ello, y habiendo dictaminado el señor Procurador Fiscal,",por_ello,Carmen M. Argibay.
331_p622,331,cambio_outcome,desestima,otro,mixed,mixed,7,7,"Por ello, se desestima la queja. Intímese a la recurrente pa",de conformidad con lo prescripto en la acordada 47/91. Notif,de_conformidad,Ricardo Luis Lorenzetti (en disidencia) — Elena I. Highton de Nolasco — Carlos S
331_p718,331,mejora_gano_firma,otro,hace_lugar,sin_firma,mixed,0,7,"Por ello, solicita que se declaren erróneos los criterios in","Por ello y oído el señor Procurador General, se hace lugar p",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt (en disid
331_p819,331,mejora_gano_firma,otro,hace_lugar,sin_firma,mixed,0,6,"Por estas razones, cabe concluir que en la sentencia atacada","Por ello, y lo concordemente dictaminado por la señora Procu",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (según su voto) — Carlos S
331_p831,331,REGRESION_menos_jueces,hace_lugar,confirma,mixed,unanime,5,1,"Por ello, se hace lugar la queja, se declara procedente el r","Por ello y habiendo dictaminado el señor Procurador Fiscal, ",por_ello,Carlos S. Fayt.
331_p856,331,mejora_mas_jueces,otro,procedente,unanime,disidencia,5,6,Por los fundamentos y conclusiones del dictamen del señor Pr,"Por ello y habiendo dictaminado el señor Procurador Fiscal, ",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S
331_p1028,331,REGRESION_menos_jueces,otro,confirma,segun_su_voto,unanime,9,1,"Por ello, el Tribunal resuelve: I) Declarar reunidos los rec","Por ello, se confirma la sentencia en todo cuanto fuera mate",por_ello,Carmen M. Argibay. Abogado: Dr. Marcelo Abalsamo. Tribunales que intervinieron c
331_p1040,331,mejora_gano_firma,otro,revoca,sin_firma,mixed,0,6,de conformidad con los decretos 762/2002 y 1242/2002. Señala,"Por ello y habiendo dictaminado el señor Procurador General,",por_ello,Ricardo Luis Lorenzetti (en disidencia) — Elena I. Highton de Nolasco — Enrique 
331_p1123,331,mejora_gano_firma,otro,revoca,sin_firma,segun_su_voto,0,7,"de conformidad con los arts. 16; 75, incs. 22 y 23 de la Con","Por ello, habiendo dictaminado el señor Procurador General, ",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt (según su
331_p1234,331,mejora_gano_firma,otro,otro,sin_firma,unanime,0,6,de conformidad con lo dictaminado por el señor Procurador Ge,"Por ello, oída la señora Procuradora Fiscal, se decide: Hace",por_ello,Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan
331_p1262,331,mejora_gano_firma,otro,otro,sin_firma,unanime,0,5,"en consecuencia, conculca los arts. 14 bis, 17, 31, 75 (inc.","Por ello, y de conformidad con el dictamen de la señora Proc",por_ello,Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan
331_p1312,331,mejora_gano_firma,otro,otro,sin_firma,unanime,0,6,de conformidad con los arts. 121 y 124 de la Ley Fundamental,Por ello y concordemente con lo dictaminado por la señora Pr,por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
331_p1412,331,mejora_gano_firma,otro,otro,sin_firma,disidencia,0,5,"Por ello, pudo ser dictado este régimen en uso de las atribu","Por ello, y de conformidad con lo dictaminado por el señor P",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt (en disid
331_p1530,331,mejora_gano_firma,otro,revoca,sin_firma,segun_su_voto,0,7,Por ello corresponde transcribir los términos del editorial ,"Por ello, y lo concordemente dictaminado por el señor Procur",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (según su voto) — Carlos S
331_p1596,331,REGRESION_menos_jueces,hace_lugar,hace_lugar,disidencia,unanime,7,1,"Por ello, se hace lugar a la queja y al recurso extraordinar","Por ello, se hace lugar a la queja, se declara procedente el",por_ello,Carlos S. Fayt.
331_p1664,331,REGRESION_menos_jueces,hace_lugar,otro,disidencia,unanime,5,1,"Por ello, y lo concordemente dictaminado por el señor Procur","Por ello, habiendo dictaminado el señor Procurador Fiscal se",por_ello,Carmen M. Argibay.
331_p1690,331,mejora_gano_firma,otro,otro,sin_firma,disidencia,0,7,"En consecuencia, el aquí actor, pese a no haber sido condena","Por ello, se decide: Hacer lugar a la demanda seguida por Sa",por_ello,Ricardo Luis Lorenzetti (en disidencia parcial) — Elena I. Highton de Nolasco — 
331_p1815,331,mejora_gano_firma,otro,procedente,sin_firma,disidencia,0,6,"Por todo lo expuesto, resulta incontrastable que el art. 4º ","Por ello, oída la señora Procuradora Fiscal, se declara proc",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
331_p1846,331,REGRESION_menos_jueces,revoca,desestima,disidencia,unanime,6,1,"Por ello, y oído el señor Procurador General de la Nación, s","Por ello, y habiendo dictaminado el señor Procurador General",por_ello,Carmen M. Argibay. Recurso extraordinario interpuesto por el Estado Nacional – M
331_p1865,331,mejora_mas_jueces,hace_lugar,otro,unanime,unanime,5,6,"Por ello, se hace lugar a la queja, se declara procedente el","Por ello, habiendo dictaminado la señora Procuradora Fiscal,",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Ca
331_p1942,331,mejora_gano_firma,otro,hace_lugar,sin_firma,disidencia,0,7,"por ello, desde el momento en que el Estado organiza el serv","Por ello, oída la señora Procuradora Fiscal, se hace lugar a",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt (en disid
331_p2006,331,mejora_gano_firma,otro,otro,sin_firma,mixed,0,7,"En consecuencia, la cuestión debatida en autos es el conteni","Por ello, y oído el señor Procurador General, se declara for",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S
331_p2325,331,mejora_mas_jueces,revoca,hace_lugar,unanime,disidencia,6,7,"Por ello, de conformidad con lo dictaminado por la señora Pr","Por ello, y oído el señor Procurador Fiscal, se hace lugar a",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S
331_p2406,331,mejora_gano_firma,otro,otro,sin_firma,disidencia,0,7,"Por estas razones, concluyó que no correspondía al profesion","Por ello, habiendo dictaminado la señora Procuradora Fiscal,",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S
331_p2470,331,REGRESION_menos_jueces,abstracto,abstracto,segun_su_voto,unanime,7,1,"Por todo lo expuesto, se declara inoficioso emitir pronuncia","Por todo lo expuesto, se declara inoficioso emitir pronuncia",por_todo_lo_exp,E. Raúl Zaffaroni.
331_p2550,331,mejora_gano_firma,otro,otro,sin_firma,segun_su_voto,0,6,"Por ello, técnicamente hablando, el término perito no puede ","Por todo ello, el Tribunal declara procedente el recurso ord",por_todo_ello,Ricardo Luis Lorenzetti (según su voto) — Elena I. Highton de Nolasco — Carlos S
331_p2638,331,mejora_gano_firma,otro,otro,sin_firma,segun_su_voto,0,5,"En consecuencia, aduce que no corresponde imputar al Estado ","Por ello, de conformidad con lo dictaminado por la señora Pr",por_ello,Elena I. Highton de Nolasco (según su voto) — Carlos S. Fayt — Enrique Santiago 
331_p2691,331,mejora_gano_firma,otro,hace_lugar,sin_firma,segun_su_voto,0,7,"Por ello, a los fines del sub lite, interesa particularmente","Por ello, se hace lugar a la queja, y al recurso extraordina",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
331_p2745,331,mejora_mas_jueces,revoca,otro,unanime,unanime,1,6,"Por ello, oído el señor Procurador Fiscal subrogante, se dec","Por ello, se declaran procedentes los recursos extraordinari",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
331_p2797,331,mejora_mas_jueces,otro,otro,unanime,unanime,4,7,"Por ello, se resuelve: Correr vista al señor Procurador Gene","Por ello, se declara improcedente el recurso extraordinario ",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
331_p2907,331,cambio_outcome,originaria,otro,unanime,unanime,7,7,"Por ello, se resuelve: I. Declarar que la presente causa cor",En su mérito correr traslado de la demanda a la Provincia de,en_su_merito,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
331_p2913,331,cambio_outcome,originaria,otro,unanime,unanime,4,4,"Por ello, se resuelve: I. Declarar que la presente causa cor",de conformidad con lo dispuesto por el artículo 94 del Códig,de_conformidad,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
331_p2919,331,cambio_outcome,originaria,otro,unanime,unanime,7,7,"Por ello, se resuelve: I. Declarar que la presente causa cor",En su mérito correr traslado de la demanda a la Provincia de,en_su_merito,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p28,332,REGRESION_menos_jueces,desestima,hace_lugar,mixed,unanime,7,1,"Por ello, se desestima la presente queja. Intímase a la part","Por ello y oído el señor Procurador Fiscal, se hace lugar a ",por_ello,E. Raúl Zaffaroni.
332_p51,332,mejora_gano_firma,otro,revoca,sin_firma,unanime,0,5,"En consecuencia, lo condenó a restituir a la firma afectada ","Por ello, se declara inadmisible el recurso extraordinario d",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p66,332,mejora_gano_firma,otro,otro,sin_firma,unanime,0,6,"En consecuencia, considera que la interpretación que la acto",Por ello y concordemente con lo dictaminado por la señora Pr,por_ello,Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan
332_p111,332,mejora_gano_firma,otro,procedente,sin_firma,disidencia,0,7,por ello ha interpretado que el art. 18 de la Constitución n,"Por ello, oída la señora Procuradora Fiscal, se declara proc",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt (en disid
332_p244,332,REGRESION_menos_jueces,competencia,otro,segun_su_voto,unanime,7,1,"Por ello, oída la señora Procuradora Fiscal, con el alcance ","Por ello, oída la señora Procuradora Fiscal, se declara que ",por_ello,Juan Carlos Maqueda. EDUARDO DELMONTE
332_p433,332,mejora_gano_firma,otro,procedente,sin_firma,segun_su_voto,0,7,"En consecuencia, es menester advertir que los agravios relat","Por ello, y de conformidad con lo dictaminado por el señor P",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt (según su
332_p460,332,REGRESION_menos_jueces,procedente,otro,segun_su_voto,unanime,7,1,"Por ello, y de conformidad con lo dictaminado por la señora ","Por ello, y lo dictaminado por la señora Procuradora Fiscal,",por_ello,Carmen M. Argibay. Recurso extraordinario interpuesto por el Servicio Penitencia
332_p663,332,REGRESION_menos_jueces,otro,otro,unanime,unanime,6,4,"Por ello, oídas las exposiciones de las partes sobre la situ","Por ello, se resuelve: Aclarar la sentencia dictada a fs. 31",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
332_p674,332,mejora_gano_firma,otro,otro,sin_firma,unanime,0,7,"En consecuencia, corresponde desagregar esa proporción de I.","Por todo lo expuesto, se resuelve confirmar la sentencia ape",por_todo_lo_exp,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p903,332,cambio_outcome,otro,competencia,unanime,unanime,4,4,"Por ello, de conformidad con lo dictaminado por la señora Pr","Por ello, de conformidad con lo dictaminado por la señora Pr",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
332_p979,332,cambio_outcome,hace_lugar,otro,disidencia,disidencia,7,7,"Por ello, se hace lugar a la queja, se declara procedente el",de conformidad con lo dispuesto por la acordada 47/91. Agrég,de_conformidad,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p1280,332,cambio_outcome,originaria,otro,disidencia,disidencia,7,7,"Por ello, y de conformidad con lo dictaminado por la señora ",de conformidad con lo dispuesto por el artículo 94 del Códig,de_conformidad,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p1362,332,REGRESION_menos_jueces,otro,competencia,unanime,unanime,6,5,Por los fundamentos y conclusiones del dictamen del señor Pr,Por los fundamentos y conclusiones del dictamen del señor Pr,por_los_fund,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
332_p1406,332,REGRESION_menos_jueces,otro,hace_lugar,disidencia,unanime,6,2,"Por ello, y de conformidad con el referido dictamen, se rech","Por ello, oída la señora Procuradora Fiscal, se hace lugar a",por_ello,Ricardo Luis Lorenzetti — Enrique Santiago Petracchi.
332_p1447,332,mejora_gano_firma,otro,otro,sin_firma,unanime,0,6,por ello la obra social actora es la legítima recipiendaria ,Por ello y de conformidad con lo dictaminado por la señora P,por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p1466,332,mejora_gano_firma,otro,procedente,sin_firma,unanime,0,1,En consecuencia –continuó el actor– “ni la Constitución Naci,"Por ello, y habiendo dictaminado la señora Procuradora Fisca",por_ello,"Elena I. Highton de Nolasco. Recurso extraordinario interpuesto por I-Hsing Ni, "
332_p1519,332,cambio_outcome,originaria,otro,disidencia,disidencia,5,5,"Por ello, y de conformidad con lo dictaminado por la señora ",En su mérito correr traslado de la demanda a la Provincia de,en_su_merito,Elena I. Highton de Nolasco (en disidencia parcial) — Carlos S. Fayt — Enrique S
332_p1571,332,mejora_gano_firma,otro,hace_lugar,sin_firma,unanime,0,1,"en consecuencia, efectuó “el cálculo del ajuste por inflació","Por ello, y lo concordemente dictaminado por el señor Procur",por_ello,Enrique Santiago Petracchi.
332_p1624,332,REGRESION_menos_jueces,otro,originaria,unanime,unanime,5,4,Por los fundamentos y conclusiones del dictamen del señor Pr,"Por ello, y oída la señora Procuradora Fiscal, se resuelve: ",por_ello,Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan
332_p1633,332,mejora_gano_firma,otro,confirma,sin_firma,disidencia,0,7,"En consecuencia, sólo le corresponde a este Tribunal expedir","Por ello, se confirma la sentencia apelada. Con costas. Noti",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p1688,332,mejora_gano_firma,otro,otro,sin_firma,unanime,0,7,en consecuencia quien debe probarle al que fue su mandante h,"Por ello, se resuelve: Hacer lugar a la demanda deducida por",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p1704,332,mejora_gano_firma,otro,otro,sin_firma,disidencia,0,6,"En consecuencia, pide que el Tribunal declare que: a) la res","Por ello, y lo concordemente dictaminado por la señora Procu",por_ello,Elena I. Highton de Nolasco (en disidencia) — Carlos S. Fayt — Enrique Santiago 
332_p1933,332,mejora_gano_firma,otro,hace_lugar,sin_firma,disidencia,0,6,"en consecuencia, ordenó a la ANSeS que se abstuviera de cont","Por ello, oída la señora Procuradora Fiscal subrogante, se h",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S
332_p1960,332,REGRESION_perdio_firma,competencia,otro,unanime,sin_firma,4,0,"Por ello, y oída la señora Procuradora Fiscal, se declara qu","Por ello, y oído el señor Procurador General con arreglo a l",por_ello,
332_p2108,332,mejora_gano_firma,otro,revoca,sin_firma,mixed,0,7,"en consecuencia, rechazó la excepción de prescripción opuest","Por ello, por mayoría, y de conformidad con lo dictaminado p",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia parcial) — 
332_p2159,332,mejora_gano_firma,otro,otro,sin_firma,unanime,0,2,de conformidad con la pretensión del demandante –daños produ,"Por ello, se declara parcialmente desierto el recurso ordina",por_ello,Juan Carlos Maqueda — E. Raúl Zaffaroni. Recursos ordinarios interpuestos por Ru
332_p2288,332,mejora_gano_firma,otro,otro,sin_firma,unanime,0,5,"En consecuencia, las declaraciones que surgen de la document","Por ello, se declara admisible el recurso ordinario interpue",por_ello,Ricardo Luis Lorenzetti — Carlos S. Fayt — Enrique Santiago Petracchi — Juan Car
332_p2425,332,cambio_outcome,otro,revoca,unanime,unanime,6,6,"En su mérito, corresponde intimar al señor Gobernador de la ","Por ello, habiendo dictaminado el señor Procurador General, ",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Ca
332_p2487,332,mejora_gano_firma,otro,otro,sin_firma,unanime,0,4,"En consecuencia, no puede considerarse que la demandada haya","Por ello, y habiendo dictaminado la señora Procuradora Fisca",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
332_p2504,332,mejora_gano_firma,otro,desestima,sin_firma,mixed,0,7,"En consecuencia, el recurso debe ser desestimado también en ","Por ello, se desestima la queja. Notifíquese y, oportunament",por_ello,Ricardo Luis Lorenzetti (según su voto) — Elena I. Highton de Nolasco — Carlos S
332_p2657,332,REGRESION_menos_jueces,inadmisible_280,inadmisible_280,disidencia,unanime,6,2,"Por ello, y por no advertir motivos suficientes para apartar","Por ello, no corresponde aclaratoria alguna de la sentencia ",por_ello,Carlos S. Fayt — Enrique Santiago Petracchi.
332_p2842,332,mejora_gano_firma,otro,otro,sin_firma,segun_su_voto,0,7,"Por ello, y para cumplir con ese objetivo, el Servicio Penit","Por ello y lo dispuesto por los artículos 1068, 1078, 1079, ",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
333_p215,333,mejora_gano_firma,otro,otro,sin_firma,disidencia,0,6,"De conformidad con dicha normativa, el Estado Nacional –medi","Por ello, y lo que disponen el artículo 17 de la Constitució",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Ca
333_p255,333,cambio_outcome,procedente,otro,segun_su_voto,segun_su_voto,5,5,"Por ello, se declara procedente el recurso extraordinario y ",de conformidad con los términos del presente. Agréguese la q,de_conformidad,Ricardo Luis Lorenzetti (según su voto) — Enrique Santiago Petracchi — Juan Carl
333_p360,333,mejora_gano_firma,otro,nulidad,sin_firma,unanime,0,4,"en consecuencia, hizo lugar a la demanda promovida por cuare","Por ello, se declara la nulidad de la resolución por la que ",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
333_p364,333,mejora_gano_firma,otro,originaria,sin_firma,disidencia,0,6,"En consecuencia, al encontrarse reunidos la totalidad de los","Por ello, y de conformidad con lo dictaminado a fs. 632 por ",por_ello,Ricardo Luis Lorenzetti (en disidencia parcial) — Elena I. Highton de Nolasco — 
333_p487,333,mejora_gano_firma,otro,otro,sin_firma,unanime,0,7,En consecuencia es en aquellos juicios donde corresponde que,Por ello y concordemente con lo dictaminado por la señora Pr,por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
333_p519,333,mejora_gano_firma,otro,procedente,sin_firma,unanime,0,4,"En consecuencia, legalmente agotada toda posibilidad de apli","Por ello, oído el señor Procurador Fiscal ante esta Corte Su",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — E.
333_p802,333,REGRESION_menos_jueces,otro,otro,disidencia,unanime,7,3,"Por ello, se resuelve: Hacer lugar a las excepciones de pres","Por ello, se resuelve: 1) Hacer lugar a las excepciones de p",por_ello,Carlos S. Fayt — Enrique Santiago Petracchi — E. Raúl Zaffaroni.
333_p825,333,cambio_outcome,otro,competencia,unanime,unanime,4,4,"de conformidad con leyes anteriores (Fallos: 200:180), toda ","Por ello, oída la señora Procuradora Fiscal, se declara que ",por_ello,Carlos S. Fayt — Enrique Santiago Petracchi — Juan Carlos Maqueda — E. Raúl Zaff
333_p924,333,mejora_gano_firma,otro,originaria,sin_firma,unanime,0,4,de conformidad con lo dispuesto por el artículo 90 del Códig,"Por ello, se resuelve: I. Rechazar la oposición formulada a ",por_ello,Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan
333_p1264,333,cambio_outcome,otro,hace_lugar,unanime,unanime,6,6,"En consecuencia, en este aspecto cabe remitirse a los expres","Por ello, de conformidad con lo dictaminado por la señora Pr",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
333_p1331,333,REGRESION_menos_jueces,revoca,revoca,segun_su_voto,unanime,5,2,"Por ello, y lo concordemente dictaminado por la señora Procu","Por ello, y lo concordemente dictaminado por la señora Procu",por_ello,Elena I. Highton de Nolasco — Juan Carlos Maqueda. Recurso extraordinario interp
333_p1376,333,mejora_gano_firma,otro,revoca,sin_firma,segun_su_voto,0,6,de conformidad con los precedentes de esta Corte.,"Por todo lo expuesto, y oída la señora Procuradora Fiscal, s",por_todo_lo_exp,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (según su voto) — Carlos S
333_p1959,333,mejora_mas_jueces,originaria,otro,unanime,segun_su_voto,6,7,"Por ello, de conformidad con lo dictaminado por la señora Pr","Por ello, de conformidad con lo dictaminado, en lo pertinent",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (según su voto) — Carlos S
333_p1987,333,cambio_outcome,otro,hace_lugar,mixed,mixed,7,7,Por ello y toda vez que la prolongada duración de esta causa,"Por ello, oído el señor Procurador Fiscal, se hace lugar a l",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S
333_p2001,333,REGRESION_menos_jueces,otro,otro,segun_su_voto,unanime,5,1,"Por ello, se declara admisible la queja, procedente el recur","Por ello, oída la señora Procuradora Fiscal, se declara admi",por_ello,Carmen M. Argibay.
333_p2061,333,mejora_mas_jueces,competencia,hace_lugar,unanime,unanime,4,6,De conformidad con lo dictaminado por la señora Procuradora ,"Por ello, se hace lugar a la queja y al recurso extraordinar",por_ello,Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan
333_p2193,333,cambio_outcome,otro,revoca,unanime,unanime,6,6,"En consecuencia, tal como se señala en dicho dictamen, la ap","Por ello, de conformidad con lo dictaminado por la señora Pr",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
334_p13,334,mejora_gano_firma,otro,procedente,sin_firma,unanime,0,6,"En consecuencia, las argumentaciones vertidas en el remedio ","Por ello, y lo concordemente dictaminado por la señora Procu",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
334_p62,334,REGRESION_menos_jueces,confirma,procedente,disidencia,unanime,7,1,"Por todo ello, se declara formalmente admisible el recurso o","Por ello, se declara procedente el recurso ordinario de apel",por_ello,"Carlos S. Fayt. Recurso ordinario interpuesto por Alberto Eduardo Girondo, actor"
334_p249,334,mejora_gano_firma,otro,confirma,sin_firma,unanime,0,4,"Por lo expuesto, afirma que la actora pretende demostrar la ","Por ello, se confirma la sentencia apelada. Con costas (artí",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ca
334_p312,334,mejora_gano_firma,otro,procedente,sin_firma,unanime,0,5,"Por ello, habiéndose transferido el crédito litigioso inhere","Por ello, habiendo dictaminado la señora Procuradora Fiscal,",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Ca
334_p324,334,mejora_gano_firma,otro,otro,sin_firma,segun_su_voto,0,5,De conformidad con la previsión contenida en el decreto-ley ,"Por ello, y concordemente con lo dictaminado por la señora P",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
334_p376,334,mejora_gano_firma,otro,otro,sin_firma,disidencia,0,6,"Por ello, en atención a lo precedentemente expuesto, a la ac","Por ello, se decide: I) Admitir la defensa de prescripción y",por_ello,Ricardo Luis Lorenzetti (en disidencia parcial) — Elena I. Highton de Nolasco — 
334_p419,334,mejora_gano_firma,otro,otro,sin_firma,unanime,0,6,"Por lo expuesto, solicito que se decrete la apertura de la p","En consecuencia, soy de la opinión, que el agravio en estudi",en_consecuencia,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Ca
334_p463,334,REGRESION_menos_jueces,hace_lugar,desestima,disidencia,unanime,6,2,"Por ello, de conformidad con lo dictaminado por la señora Pr","Por ello, se desestima la queja. Declárase perdido el depósi",por_ello,Elena I. Highton de Nolasco — Carmen M. Argibay.
334_p471,334,REGRESION_menos_jueces,competencia,competencia,unanime,unanime,6,4,Por los fundamentos y conclusiones del dictamen del señor Pr,Por los fundamentos y conclusiones del dictamen del señor Pr,por_los_fund,Elena I. Highton de Nolasco — Enrique Santiago Petracchi — E. Raúl Zaffaroni — C
334_p596,334,mejora_gano_firma,otro,otro,sin_firma,segun_su_voto,0,5,"Por todo ello, concluyó en el rechazo de la acción, lo que a","Por ello, y de conformidad con lo dictaminado por el señor P",por_ello,Ricardo Luis Lorenzetti (según su voto) — Elena I. Highton de Nolasco (según su 
334_p837,334,cambio_outcome,otro,confirma,unanime,unanime,7,7,En consecuencia y sin perder de vista las directrices public,"Por ello, se confirma la sentencia apelada en lo que ha sido",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
334_p913,334,REGRESION_menos_jueces,confirma,otro,unanime,unanime,5,4,Por ello y de conformidad con lo dictaminado por la señora P,"Por ello, devuélvase a su presentante por Mesa de Entradas.",por_ello,Elena I. Highton de Nolasco — Juan Carlos Maqueda — E. Raúl Zaffaroni — Carmen M
334_p941,334,cambio_outcome,otro,confirma,unanime,unanime,6,6,"En consecuencia, no discutida la sujeción de la actora a la ","Por ello, se rechaza el recurso ordinario interpuesto y se c",por_ello,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
334_p1018,334,mejora_gano_firma,otro,procedente,sin_firma,unanime,0,4,"En consecuencia, la relación de trabajo sub examine no puede","Por ello, se declara procedente el recurso ordinario de la p",por_ello,Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Carlos Maqueda — Carmen M. A
334_p1133,334,REGRESION_perdio_firma,hace_lugar,otro,unanime,sin_firma,4,0,"Por ello, se hace lugar a la queja, se declara procedente el","Por lo expuesto, el Tribunal RESUELVE: I.– Conceder el recur",por_lo_expuesto,
