caso_id_canonico,tomo,voting_pattern,bl_voting_pattern,n_votos_baseline,bl_n_votos,n_disid_baseline,bl_n_disid,n_votos_total_a,n_disid_total_a,n_nuevos_ampliado,firma_end,firma_lines_count,por_ello_idx,inicio_votos_indiv
344_p2482,344,disidencia,disidencia,0,0,1,1,0,1,0,158,5,150,163
344_p2488,344,unanime,unanime,0,0,0,0,0,0,0,497,1,492,
344_p2500,344,unanime,unanime,0,0,0,0,0,0,0,12,1,7,
344_p2507,344,disidencia,disidencia,0,0,1,1,0,1,0,169,5,154,167
344_p2513,344,disidencia,disidencia,0,0,1,1,0,1,0,1063,5,1048,1061
344_p2543,344,unanime,unanime,0,0,0,0,0,0,0,652,2,644,
344_p2559,344,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,450,3,437,451
344_p2573,344,disidencia,disidencia,0,0,1,1,0,1,0,94,3,91,100
344_p2581,344,mixed,mixed,1,1,1,1,1,1,0,308,4,292,314
344_p2591,344,disidencia,disidencia,0,0,1,1,0,1,0,342,3,338,344
344_p2601,344,disidencia,disidencia,0,0,1,1,0,1,0,529,3,526,535
344_p2629,344,unanime,unanime,0,0,0,0,0,0,0,385,2,379,
344_p2639,344,unanime,unanime,0,0,0,0,0,0,0,202,1,196,
344_p2644,344,unanime,unanime,0,0,0,0,0,0,0,82,1,77,
344_p2647,344,unanime,unanime,0,0,0,0,0,0,0,435,2,426,
344_p2659,344,unanime,unanime,0,0,0,0,0,0,0,253,1,245,
344_p2665,344,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
344_p2669,344,unanime,unanime,0,0,0,0,0,0,0,811,2,802,
344_p2690,344,segun_su_voto,segun_su_voto,3,3,0,0,3,1,1,691,6,677,692
344_p2728,344,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,642,4,633,647
344_p2752,344,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,465,
344_p2765,344,unanime,unanime,0,0,0,0,0,0,0,568,1,562,
344_p2779,344,sin_firma,sin_firma,0,0,1,1,0,1,0,,2,,197
344_p2791,344,disidencia,disidencia,0,0,1,1,0,1,0,397,3,380,398
344_p2811,344,segun_su_voto,segun_su_voto,2,2,0,0,2,0,0,423,5,417,424
344_p2830,344,unanime,unanime,0,0,0,0,0,0,0,208,2,200,
344_p2835,344,unanime,unanime,0,0,0,0,0,0,0,14,2,6,
344_p2849,344,disidencia,disidencia,0,0,1,1,0,1,0,156,3,148,162
344_p2858,344,mixed,mixed,1,1,2,2,1,2,0,191,6,184,192
344_p2868,344,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,839,3,823,841
344_p2901,344,unanime,unanime,0,0,0,0,0,0,0,825,2,809,
344_p2922,344,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,695,3,688,697
344_p2949,344,unanime,unanime,0,0,0,0,0,0,0,258,2,251,
344_p2955,344,disidencia,disidencia,0,0,1,1,0,1,0,815,4,810,820
344_p2977,344,unanime,unanime,0,0,0,0,0,0,0,590,1,585,
344_p2991,344,disidencia,disidencia,0,0,0,0,0,0,0,440,2,433,
344_p3006,344,unanime,unanime,0,0,0,0,0,0,0,167,2,160,
344_p3011,344,segun_su_voto,segun_su_voto,2,2,0,0,2,0,0,812,6,797,811
344_p3057,344,mixed,mixed,1,1,1,1,1,1,0,323,5,314,324
344_p3070,344,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,278,
344_p3078,344,unanime,unanime,0,0,0,0,0,0,0,696,2,681,
344_p3095,344,mixed,mixed,1,1,1,1,1,1,0,142,5,137,143
344_p3104,344,disidencia,disidencia,0,0,2,2,1,2,1,704,4,697,709
344_p3132,344,disidencia,disidencia,0,0,1,1,0,1,0,522,5,512,520
344_p3146,344,segun_su_voto,segun_su_voto,2,2,0,0,2,0,0,213,4,198,215
344_p3156,344,unanime,unanime,0,0,0,0,0,0,0,2166,2,2150,
344_p3209,344,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,802,3,796,804
344_p3230,344,mixed,mixed,1,1,1,1,1,1,0,265,4,257,266
344_p3249,344,mixed,mixed,1,1,1,1,1,1,0,724,4,714,729
344_p3289,344,unanime,unanime,0,0,0,0,0,0,0,602,2,591,
344_p3305,344,unanime,unanime,0,0,0,0,0,0,0,50,2,47,
344_p3307,344,disidencia,disidencia,0,0,1,1,1,1,1,496,3,490,498
344_p3330,344,mixed,mixed,1,1,1,1,1,1,0,251,5,243,256
344_p3345,344,mixed,mixed,1,1,1,1,1,1,0,374,5,366,375
344_p3368,344,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,356,2,349,358
344_p3385,344,disidencia,disidencia,0,0,1,1,0,1,0,330,3,324,331
344_p3394,344,unanime,unanime,0,0,0,0,0,0,0,264,2,253,
344_p3401,344,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,432,3,428,438
344_p3413,344,unanime,unanime,0,0,0,0,0,0,0,196,2,170,
344_p3418,344,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,389,3,378,390
344_p3431,344,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,222,3,190,223
344_p3438,344,unanime,unanime,0,0,0,0,0,0,0,168,2,160,
344_p3442,344,unanime,unanime,0,0,0,0,0,0,0,332,2,319,
344_p3451,344,unanime,unanime,0,0,0,0,0,0,0,282,2,275,
344_p3458,344,unanime,unanime,0,0,0,0,0,0,0,408,2,395,
344_p3469,344,unanime,unanime,0,0,0,0,0,0,0,96,2,89,
344_p3472,344,unanime,unanime,0,0,0,0,0,0,0,122,2,115,
344_p3476,344,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,1563,3,1532,1564
344_p3543,344,sin_firma,sin_firma,0,0,0,0,0,0,0,,1,,
344_p3547,344,unanime,unanime,0,0,0,0,0,0,0,167,2,157,
344_p3551,344,unanime,unanime,0,0,0,0,0,0,0,607,2,601,
344_p3567,344,unanime,unanime,0,0,0,0,0,0,0,214,2,208,
344_p3573,344,disidencia,disidencia,0,0,1,1,0,1,0,255,3,251,256
344_p3580,344,unanime,unanime,0,0,0,0,0,0,0,191,2,186,
344_p3585,344,unanime,unanime,0,0,0,0,0,0,0,339,1,335,
344_p3595,344,disidencia,disidencia,0,0,1,1,0,1,0,168,6,160,169
344_p3600,344,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,259,3,251,260
344_p3610,344,unanime,unanime,0,0,0,0,0,0,0,122,2,118,
344_p3613,344,unanime,unanime,0,0,0,0,0,0,0,150,2,139,
344_p3618,344,unanime,unanime,0,0,0,0,0,0,0,218,1,212,
344_p3624,344,unanime,unanime,0,0,0,0,0,0,0,47,2,45,
344_p3625,344,unanime,unanime,0,0,0,0,0,0,0,422,1,415,
344_p3636,344,disidencia,disidencia,0,0,1,1,1,1,1,1143,3,1084,1144
344_p3683,344,unanime,unanime,0,0,0,0,0,0,0,188,2,183,
344_p3689,344,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,200,2,197,202
344_p3695,344,unanime,unanime,0,0,0,0,0,0,0,190,1,181,
344_p3700,344,unanime,unanime,0,0,0,0,0,0,0,234,1,227,
344_p3706,344,disidencia,disidencia,0,0,1,1,0,1,0,125,3,118,130
344_p3711,344,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,109,3,105,110
344_p3720,344,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
344_p3725,344,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
344_p3741,344,unanime,unanime,0,0,0,0,0,0,0,311,2,303,
344_p3749,344,segun_su_voto,segun_su_voto,2,2,0,0,2,0,0,219,4,212,224
344_p3761,344,unanime,unanime,0,0,0,0,0,0,0,829,2,822,
344_p3782,344,disidencia,disidencia,0,0,1,1,0,1,0,322,4,316,323
345_p1,345,unanime,unanime,0,0,0,0,0,0,0,427,2,421,
345_p12,345,unanime,unanime,0,0,0,0,0,0,0,49,2,46,
345_p13,345,disidencia,disidencia,0,0,1,1,0,1,0,59,3,56,60
345_p18,345,unanime,unanime,0,0,0,0,0,0,0,123,2,111,
345_p22,345,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,461,3,456,466
345_p37,345,disidencia,disidencia,0,0,1,1,0,1,0,328,3,321,333
345_p50,345,unanime,unanime,0,0,0,0,0,0,0,335,2,330,
345_p58,345,unanime,unanime,0,0,0,0,0,0,0,76,2,59,
345_p61,345,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,420,3,412,425
345_p76,345,unanime,unanime,0,0,0,0,0,0,0,198,2,188,
345_p81,345,unanime,unanime,0,0,0,0,0,0,0,88,2,79,
345_p84,345,unanime,unanime,0,0,0,0,0,0,0,124,2,116,
345_p89,345,unanime,unanime,0,0,0,0,0,0,0,353,2,324,
345_p102,345,disidencia,disidencia,0,0,1,1,0,1,0,527,3,518,532
345_p116,345,unanime,unanime,0,0,0,0,0,0,0,278,2,266,
345_p123,345,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,314,4,299,313
345_p137,345,unanime,unanime,0,0,0,0,0,0,0,97,2,91,
345_p140,345,unanime,unanime,0,0,0,0,0,0,0,588,2,582,
345_p156,345,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
345_p159,345,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
345_p163,345,unanime,unanime,0,0,0,0,0,0,0,60,1,53,
345_p165,345,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,361,3,358,362
345_p175,345,unanime,unanime,0,0,0,0,0,0,0,229,2,222,
345_p189,345,unanime,unanime,0,0,0,0,0,0,0,43,2,35,
345_p191,345,unanime,unanime,0,0,0,0,0,0,0,216,1,205,
345_p197,345,unanime,unanime,0,0,0,0,0,0,0,208,1,182,
345_p217,345,unanime,unanime,0,0,0,0,0,0,0,55,2,52,
345_p220,345,disidencia,disidencia,0,0,1,1,0,1,0,118,3,111,123
345_p224,345,unanime,unanime,0,0,0,0,0,0,0,163,1,154,
345_p229,345,unanime,unanime,0,0,0,0,0,0,0,444,2,426,
345_p241,345,unanime,unanime,0,0,0,0,0,0,0,70,2,65,
345_p263,345,unanime,unanime,0,0,0,0,0,0,0,250,2,242,
345_p270,345,unanime,unanime,0,0,0,0,0,0,0,224,2,203,
345_p278,345,unanime,unanime,0,0,0,0,0,0,0,122,2,115,
345_p281,345,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
345_p285,345,unanime,unanime,0,0,0,0,0,0,0,217,1,211,
345_p291,345,unanime,unanime,0,0,0,0,0,0,0,201,2,189,
345_p296,345,unanime,unanime,0,0,0,0,0,0,0,18,2,6,
345_p298,345,segun_su_voto,segun_su_voto,2,2,0,0,2,0,0,792,4,783,793
345_p331,345,unanime,unanime,0,0,0,0,0,0,0,220,1,215,
345_p337,345,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
345_p348,345,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,354,4,345,353
345_p358,345,unanime,unanime,0,0,0,0,0,0,0,799,2,783,
345_p378,345,sin_firma,sin_firma,0,0,0,0,0,0,0,,2,,
345_p382,345,unanime,unanime,0,0,0,0,0,0,0,40,1,38,
345_p401,345,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,583,3,578,584
345_p417,345,disidencia,disidencia,0,0,1,1,0,1,0,67,3,64,68
345_p423,345,unanime,unanime,0,0,0,0,0,0,0,241,2,235,
345_p430,345,unanime,unanime,0,0,0,0,0,0,0,366,2,360,
345_p440,345,unanime,unanime,0,0,0,0,0,0,0,1454,2,1449,
345_p477,345,disidencia,disidencia,0,0,1,1,0,1,0,173,3,162,174
345_p482,345,unanime,unanime,0,0,0,0,0,0,0,1643,2,1637,
345_p523,345,unanime,unanime,0,0,0,0,0,0,0,246,1,239,
345_p530,345,unanime,unanime,0,0,0,0,0,0,0,103,2,98,
345_p533,345,disidencia,disidencia,0,0,1,1,0,1,0,543,3,538,544
345_p549,345,unanime,unanime,0,0,0,0,0,0,0,1124,2,1116,
345_p578,345,unanime,unanime,0,0,0,0,0,0,0,144,2,134,
345_p582,345,sin_firma,sin_firma,0,0,0,0,0,0,0,,2,,
345_p583,345,disidencia,disidencia,0,0,1,1,0,1,0,271,3,249,273
345_p599,345,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
345_p608,345,unanime,unanime,0,0,0,0,0,0,0,472,2,466,
345_p621,345,unanime,unanime,0,0,0,0,0,0,0,389,1,383,
345_p630,345,unanime,unanime,0,0,0,0,0,0,0,38,2,35,
345_p632,345,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
345_p634,345,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,412,3,402,413
345_p645,345,disidencia,disidencia,0,0,1,1,0,1,0,59,3,50,60
345_p647,345,segun_su_voto,segun_su_voto,2,2,0,0,2,0,0,477,4,469,478
345_p670,345,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,433,3,430,434
345_p683,345,unanime,unanime,0,0,0,0,0,0,0,120,2,109,
345_p686,345,unanime,unanime,0,0,0,0,0,0,0,62,2,52,
345_p688,345,unanime,unanime,0,0,0,0,0,0,0,232,2,225,
345_p694,345,unanime,unanime,0,0,0,0,0,0,0,285,2,273,
345_p702,345,segun_su_voto,segun_su_voto,0,0,0,0,0,0,0,445,2,442,
345_p715,345,sin_firma,sin_firma,0,0,0,0,0,0,0,,1,,
345_p722,345,disidencia,disidencia,0,0,1,1,0,1,0,168,3,161,169
345_p728,345,unanime,unanime,0,0,0,0,0,0,0,79,2,74,
345_p730,345,segun_su_voto,segun_su_voto,2,2,0,0,2,0,0,1001,4,993,1002
345_p783,345,unanime,unanime,0,0,0,0,0,0,0,196,1,181,
345_p789,345,mixed,mixed,1,1,1,1,1,1,0,326,4,314,327
345_p801,345,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,782,3,772,783
345_p838,345,disidencia,disidencia,0,0,1,1,0,1,0,323,3,316,324
345_p847,345,unanime,unanime,0,0,0,0,0,0,0,66,2,57,
345_p869,345,mixed,mixed,1,1,1,1,1,1,0,215,4,209,217
345_p876,345,unanime,unanime,0,0,0,0,0,0,0,173,2,167,
345_p881,345,unanime,unanime,0,0,0,0,0,0,0,102,2,96,
345_p884,345,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,349,2,342,350
345_p905,345,disidencia,disidencia,0,0,1,1,0,1,0,634,4,614,635
345_p923,345,unanime,unanime,0,0,0,0,0,0,0,496,2,489,
345_p938,345,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
345_p945,345,unanime,unanime,0,0,0,0,0,0,0,197,2,190,
345_p951,345,segun_su_voto,segun_su_voto,2,2,0,0,2,0,0,1081,4,1061,1082
345_p1011,345,disidencia,disidencia,0,0,1,1,0,1,0,133,3,123,134
345_p1015,345,unanime,unanime,0,0,0,0,0,0,0,189,2,179,
345_p1021,345,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,129,3,121,130
345_p1025,345,unanime,unanime,0,0,0,0,0,0,0,316,1,307,
345_p1034,345,unanime,unanime,0,0,0,0,0,0,0,117,1,113,
345_p1037,345,disidencia,disidencia,0,0,1,1,0,1,0,174,3,168,179
345_p1042,345,unanime,unanime,0,0,0,0,0,0,0,58,2,54,
345_p1044,345,mixed,mixed,1,1,0,0,1,0,0,583,3,576,584
345_p1070,345,unanime,unanime,0,0,0,0,0,0,0,330,1,309,
345_p1079,345,unanime,unanime,0,0,0,0,0,0,0,155,2,145,
345_p1086,345,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,421,3,415,422
345_p1098,345,unanime,unanime,0,0,0,0,0,0,0,50,2,47,
345_p1101,345,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,387,4,377,386
345_p1111,345,unanime,unanime,0,0,0,0,0,0,0,59,1,56,
345_p1113,345,unanime,unanime,0,0,0,0,0,0,0,35,2,32,
345_p1114,345,disidencia,disidencia,0,0,1,1,0,1,0,184,3,178,185
345_p1125,345,unanime,unanime,0,0,0,0,0,0,0,81,2,75,
345_p1127,345,mixed,mixed,1,1,1,1,1,1,0,309,4,300,310
345_p1138,345,unanime,unanime,0,0,0,0,0,0,0,58,2,55,
345_p1140,345,unanime,unanime,0,0,0,0,0,0,0,96,2,89,
345_p1143,345,disidencia,disidencia,0,0,1,1,0,1,0,261,3,254,262
345_p1150,345,disidencia,disidencia,0,0,1,1,0,1,0,379,3,372,380
345_p1160,345,disidencia,disidencia,0,0,1,1,0,1,0,411,3,401,412
345_p1174,345,disidencia,disidencia,0,0,1,1,0,1,0,255,3,246,256
345_p1181,345,unanime,unanime,0,0,0,0,0,0,0,92,1,85,
345_p1184,345,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,666,3,658,667
345_p1205,345,disidencia,disidencia,0,0,0,0,0,0,0,171,2,164,
345_p1210,345,mixed,mixed,1,1,1,1,1,1,0,203,4,195,204
345_p1219,345,disidencia,disidencia,0,0,1,1,0,1,0,503,3,475,504
345_p1238,345,unanime,unanime,0,0,0,0,0,0,0,213,2,206,
345_p1244,345,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,167,3,163,168
345_p1249,345,segun_su_voto,segun_su_voto,1,1,0,0,1,1,1,279,3,275,280
345_p1259,345,unanime,unanime,0,0,0,0,0,0,0,272,1,265,
345_p1266,345,disidencia,disidencia,0,0,1,1,0,1,0,85,3,78,86
345_p1269,345,unanime,unanime,0,0,0,0,0,0,0,765,1,741,
345_p1291,345,unanime,unanime,0,0,0,0,0,0,0,176,2,169,
345_p1297,345,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,224,3,217,225
345_p1303,345,unanime,unanime,0,0,0,0,0,0,0,205,2,198,
345_p1312,345,unanime,unanime,0,0,0,0,0,0,0,409,2,406,
345_p1322,345,unanime,unanime,0,0,0,0,0,0,0,88,2,85,
345_p1325,345,unanime,unanime,0,0,0,0,0,0,0,276,2,273,
345_p1332,345,disidencia,disidencia,0,0,1,1,0,1,0,99,3,92,100
345_p1336,345,unanime,unanime,0,0,0,0,0,0,0,155,1,149,
345_p1342,345,unanime,unanime,0,0,0,0,0,0,0,275,1,270,
345_p1349,345,unanime,unanime,0,0,0,0,0,0,0,341,2,315,
345_p1358,345,disidencia,disidencia,0,0,1,1,0,1,0,153,3,146,154
345_p1363,345,unanime,unanime,0,0,0,0,0,0,0,73,2,70,
345_p1365,345,disidencia,disidencia,0,0,1,1,0,1,0,158,3,148,159
345_p1370,345,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
345_p1374,345,disidencia,disidencia,0,0,1,1,0,1,0,500,3,494,501
345_p1387,345,unanime,unanime,0,0,0,0,0,0,0,284,1,278,
345_p1394,345,unanime,unanime,0,0,0,0,0,0,0,417,1,407,
345_p1405,345,unanime,unanime,0,0,0,0,0,0,0,125,2,113,
345_p1409,345,unanime,unanime,0,0,0,0,0,0,0,77,2,72,
345_p1411,345,unanime,unanime,0,0,0,0,0,0,0,223,2,214,
345_p1417,345,sin_firma,sin_firma,0,0,0,0,0,0,0,,2,,
345_p1421,345,unanime,unanime,0,0,0,0,0,0,0,1425,2,1422,
345_p1457,345,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,469,3,462,470
345_p1470,345,unanime,unanime,0,0,0,0,0,0,0,120,2,109,
345_p1473,345,unanime,unanime,0,0,0,0,0,0,0,288,1,281,
345_p1481,345,disidencia,disidencia,0,0,1,1,0,1,0,174,3,171,179
345_p1498,345,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,848,
345_p1519,345,unanime,unanime,0,0,0,0,0,0,0,474,4,464,
345_p1531,345,segun_su_voto,segun_su_voto,1,1,0,0,2,0,1,525,3,519,526
345_p1549,345,disidencia,disidencia,0,0,1,1,0,1,0,230,3,224,231
346_p1,346,mixed,mixed,1,1,1,1,1,1,0,400,4,392,405
346_p12,346,mixed,mixed,1,1,1,1,1,1,0,316,4,311,317
346_p25,346,unanime,unanime,0,0,0,0,0,0,0,261,2,252,
346_p32,346,unanime,unanime,0,0,0,0,0,0,0,186,2,178,
346_p37,346,disidencia,disidencia,0,0,1,1,0,1,0,154,3,147,155
346_p42,346,unanime,unanime,0,0,0,0,0,0,0,89,2,81,
346_p44,346,unanime,unanime,0,0,0,0,0,0,0,98,1,91,
346_p47,346,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
346_p57,346,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
346_p58,346,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,606,2,601,612
346_p73,346,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
346_p84,346,mixed,mixed,1,1,1,1,1,1,0,478,4,472,484
346_p103,346,disidencia,disidencia,0,0,1,1,0,2,1,292,3,283,297
346_p116,346,unanime,unanime,0,0,0,0,0,0,0,523,2,511,
346_p129,346,unanime,unanime,0,0,0,0,0,0,0,161,2,128,
346_p133,346,unanime,unanime,0,0,0,0,0,0,0,396,2,387,
346_p143,346,unanime,unanime,0,0,0,0,0,0,0,248,2,239,
346_p150,346,unanime,unanime,0,0,0,0,0,0,0,574,2,559,
346_p165,346,unanime,unanime,0,0,0,0,0,0,0,281,1,274,
346_p173,346,unanime,unanime,0,0,0,0,0,0,0,76,2,68,
346_p175,346,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
346_p177,346,mixed,mixed,1,1,1,1,1,1,0,78,4,72,79
346_p182,346,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,348,3,342,353
346_p193,346,unanime,unanime,0,0,0,0,0,0,0,282,2,270,
346_p200,346,unanime,unanime,0,0,0,0,0,0,0,339,2,332,
346_p209,346,unanime,unanime,0,0,0,0,0,0,0,322,1,289,
346_p217,346,disidencia,disidencia,0,0,1,1,0,1,0,321,3,313,322
346_p231,346,unanime,unanime,0,0,0,0,0,0,0,60,2,51,
346_p235,346,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
346_p236,346,unanime,unanime,0,0,0,0,0,0,0,452,2,439,
346_p249,346,unanime,unanime,0,0,0,0,0,0,0,168,1,160,
346_p253,346,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
346_p257,346,unanime,unanime,0,0,0,0,0,0,0,65,2,58,
346_p259,346,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,171,2,162,172
346_p265,346,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,487,2,474,488
346_p287,346,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,512,3,495,513
346_p304,346,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,370,3,363,371
346_p314,346,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
346_p319,346,unanime,unanime,0,0,0,0,0,0,0,276,1,271,
346_p326,346,disidencia,disidencia,0,0,1,1,0,1,0,240,3,232,242
346_p333,346,unanime,unanime,0,0,0,0,0,0,0,531,2,525,
346_p347,346,unanime,unanime,0,0,0,0,0,0,0,529,1,501,
346_p361,346,unanime,unanime,0,0,0,0,0,0,0,843,2,811,
346_p382,346,unanime,unanime,0,0,0,0,0,0,0,180,2,174,
346_p387,346,unanime,unanime,0,0,0,0,0,0,0,66,2,59,
346_p391,346,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,384,3,381,389
346_p403,346,unanime,unanime,0,0,0,0,0,0,0,155,2,137,
346_p407,346,unanime,unanime,0,0,0,0,0,0,0,959,2,943,
346_p432,346,unanime,unanime,0,0,0,0,0,0,0,255,2,241,
346_p439,346,unanime,unanime,0,0,0,0,0,0,0,80,2,75,
346_p441,346,disidencia,disidencia,0,0,1,1,0,1,0,762,3,754,767
346_p461,346,unanime,unanime,0,0,0,0,0,0,0,249,1,235,
346_p467,346,unanime,unanime,0,0,0,0,0,0,0,339,2,335,
346_p476,346,disidencia,disidencia,0,0,1,1,0,1,0,274,3,269,275
346_p484,346,unanime,unanime,0,0,0,0,0,0,0,58,3,51,
346_p489,346,unanime,unanime,0,0,0,0,0,0,0,56,1,52,
346_p491,346,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
346_p494,346,unanime,unanime,0,0,0,0,0,0,0,102,2,94,
346_p497,346,unanime,unanime,0,0,0,0,0,0,0,165,2,158,
346_p502,346,disidencia,disidencia,0,0,1,1,0,1,0,161,4,153,160
346_p515,346,disidencia,disidencia,0,0,1,1,0,1,0,675,3,668,676
346_p532,346,unanime,unanime,0,0,0,0,0,0,0,87,2,79,
346_p535,346,unanime,unanime,0,0,0,0,0,0,0,87,1,81,
346_p537,346,unanime,unanime,0,0,0,0,0,0,0,166,2,156,
346_p580,346,disidencia,disidencia,0,0,2,2,0,2,0,559,5,550,558
346_p610,346,unanime,unanime,0,0,0,0,0,0,0,104,1,102,
346_p613,346,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,306,3,299,307
346_p627,346,unanime,unanime,0,0,0,0,0,0,0,66,2,59,
346_p629,346,disidencia,disidencia,0,0,0,0,0,0,0,177,3,166,
346_p634,346,unanime,unanime,0,0,0,0,0,0,0,460,2,454,
346_p646,346,disidencia,disidencia,0,0,1,1,0,1,0,116,3,108,117
346_p650,346,unanime,unanime,0,0,0,0,0,0,0,317,2,311,
346_p658,346,unanime,unanime,0,0,0,0,0,0,0,370,2,364,
346_p668,346,unanime,unanime,0,0,0,0,0,0,0,258,2,247,
346_p675,346,unanime,unanime,0,0,0,0,0,0,0,107,2,98,
346_p678,346,unanime,unanime,0,0,0,0,0,0,0,190,1,182,
346_p683,346,unanime,unanime,0,0,0,0,0,0,0,399,2,391,
346_p695,346,unanime,unanime,0,0,0,0,0,0,0,59,2,36,
346_p697,346,unanime,unanime,0,0,0,0,0,0,0,329,2,321,
346_p706,346,unanime,unanime,0,0,0,0,0,0,0,507,1,503,
346_p718,346,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,233,3,223,234
346_p730,346,unanime,unanime,0,0,0,0,0,0,0,220,2,214,
346_p736,346,unanime,unanime,0,0,0,0,0,0,0,183,2,175,
346_p741,346,unanime,unanime,0,0,0,0,0,0,0,127,1,125,
346_p745,346,unanime,unanime,0,0,0,0,0,0,0,193,1,176,
346_p750,346,unanime,unanime,0,0,0,0,0,0,0,124,1,119,
346_p754,346,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,425,3,417,426
346_p767,346,unanime,unanime,0,0,0,0,0,0,0,349,1,341,
346_p776,346,mixed,mixed,1,1,1,1,1,1,0,587,4,582,588
346_p802,346,unanime,unanime,0,0,0,0,0,0,0,175,2,166,
346_p807,346,unanime,unanime,0,0,0,0,0,0,0,154,2,143,
346_p811,346,unanime,unanime,0,0,0,0,0,0,0,85,2,78,
346_p814,346,disidencia,disidencia,0,0,1,1,0,1,0,165,3,159,166
346_p821,346,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,501,3,495,502
346_p834,346,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,406,4,394,411
346_p846,346,unanime,unanime,0,0,0,0,0,0,0,142,2,139,
346_p850,346,unanime,unanime,0,0,0,0,0,0,0,124,2,118,
346_p854,346,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,202,3,196,203
346_p866,346,unanime,unanime,0,0,0,0,0,0,0,62,1,58,
346_p868,346,disidencia,disidencia,0,0,1,1,1,1,1,172,3,168,177
346_p885,346,unanime,unanime,0,0,0,0,0,0,0,70,2,60,
346_p888,346,unanime,unanime,0,0,0,0,0,0,0,195,1,191,
346_p893,346,disidencia,disidencia,0,0,1,1,0,1,0,184,3,179,185
346_p902,346,unanime,unanime,0,0,0,0,0,0,0,728,1,722,
346_p921,346,unanime,unanime,0,0,0,0,0,0,0,425,3,419,
346_p931,346,disidencia,disidencia,0,0,0,0,0,0,0,57,3,55,
346_p939,346,disidencia,disidencia,0,0,1,1,0,1,0,159,3,154,160
346_p944,346,unanime,unanime,0,0,0,0,0,0,0,690,2,685,
