caso_id_canonico,tomo,voting_pattern,bl_voting_pattern,n_votos_baseline,bl_n_votos,n_disid_baseline,bl_n_disid,n_votos_total_a,n_disid_total_a,n_nuevos_ampliado,firma_end,firma_lines_count,por_ello_idx,inicio_votos_indiv
329_p5,329,unanime,unanime,0,0,0,0,0,0,0,131,2,125,
329_p9,329,unanime,unanime,0,0,0,0,0,0,0,88,2,86,
329_p12,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,95,5,91,96
329_p15,329,unanime,unanime,0,0,0,0,0,0,0,136,2,130,
329_p19,329,unanime,unanime,0,0,0,0,0,0,0,22,2,19,
329_p20,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,286,5,278,288
329_p28,329,mixed,mixed,1,1,1,1,1,1,0,286,11,278,285
329_p40,329,unanime,unanime,0,0,0,0,0,0,0,255,3,250,
329_p47,329,unanime,unanime,0,0,0,0,0,0,0,78,3,73,
329_p49,329,unanime,unanime,0,0,0,0,0,0,0,112,2,108,
329_p53,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,7,
329_p59,329,unanime,unanime,0,0,0,0,0,0,0,745,2,736,
329_p78,329,unanime,unanime,0,0,0,0,0,0,0,73,2,64,
329_p80,329,unanime,unanime,0,0,0,0,0,0,0,98,2,90,
329_p83,329,unanime,unanime,0,0,0,0,0,0,0,83,2,75,
329_p85,329,unanime,unanime,0,0,0,0,0,0,0,89,2,81,
329_p88,329,disidencia,disidencia,0,0,1,1,0,1,0,185,4,175,184
329_p94,329,mixed,mixed,3,3,2,2,3,2,0,403,25,393,402
329_p117,329,segun_su_voto,segun_su_voto,2,2,0,0,2,0,0,71,9,64,70
329_p120,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p123,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,436,6,431,437
329_p134,329,unanime,unanime,0,0,0,0,0,0,0,41,2,38,
329_p135,329,disidencia,disidencia,0,0,1,1,0,1,0,184,7,176,183
329_p142,329,unanime,unanime,0,0,0,0,0,0,0,180,2,169,
329_p147,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,39,6,32,37
329_p149,329,segun_su_voto,segun_su_voto,5,5,0,0,5,0,0,126,15,116,125
329_p158,329,unanime,unanime,0,0,0,0,0,0,0,150,2,146,
329_p163,329,unanime,unanime,0,0,0,0,0,0,0,89,2,83,
329_p165,329,unanime,unanime,0,0,0,0,0,0,0,71,2,64,
329_p167,329,unanime,unanime,0,0,0,0,0,0,0,116,2,108,
329_p171,329,unanime,unanime,0,0,0,0,0,0,0,144,3,135,
329_p175,329,unanime,unanime,0,0,0,0,0,0,0,90,2,83,
329_p177,329,unanime,unanime,0,0,0,0,0,0,0,171,2,159,
329_p182,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,35,6,30,34
329_p184,329,unanime,unanime,0,0,0,0,0,0,0,109,2,103,
329_p187,329,unanime,unanime,0,0,0,0,0,0,0,549,2,546,
329_p201,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p206,329,unanime,unanime,0,0,0,0,0,0,0,203,2,200,
329_p212,329,unanime,unanime,0,0,0,0,0,0,0,125,2,118,
329_p215,329,unanime,unanime,0,0,0,0,0,0,0,95,2,91,
329_p218,329,unanime,unanime,0,0,0,0,0,0,0,125,2,118,
329_p222,329,unanime,unanime,0,0,0,0,0,0,0,73,2,61,
329_p224,329,unanime,unanime,0,0,0,0,0,0,0,168,2,164,
329_p229,329,unanime,unanime,0,0,0,0,0,0,0,90,2,83,
329_p231,329,unanime,unanime,0,0,0,0,0,0,0,83,2,71,
329_p234,329,unanime,unanime,0,0,0,0,0,0,0,95,2,88,
329_p237,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p239,329,unanime,unanime,0,0,0,0,0,0,0,69,2,65,
329_p241,329,unanime,unanime,0,0,0,0,0,0,0,83,2,77,
329_p243,329,unanime,unanime,0,0,0,0,0,0,0,10,2,4,
329_p244,329,mixed,mixed,1,1,0,0,1,0,0,1880,11,1875,1881
329_p292,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,161,4,157,162
329_p297,329,disidencia,disidencia,0,0,1,1,0,1,0,78,6,72,77
329_p300,329,unanime,unanime,0,0,0,0,0,0,0,128,3,122,
329_p304,329,unanime,unanime,0,0,0,0,0,0,0,208,2,203,
329_p309,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,41,7,37,46
329_p314,329,disidencia,disidencia,0,0,1,1,0,1,0,95,5,86,94
329_p317,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,2,,
329_p318,329,mixed,mixed,3,3,1,1,3,1,0,132,8,121,131
329_p324,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p326,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,87,6,83,88
329_p329,329,unanime,unanime,0,0,0,0,0,0,0,18,3,14,
329_p330,329,disidencia,disidencia,0,0,1,1,0,1,0,55,7,51,56
329_p335,329,mixed,mixed,1,1,1,1,1,1,0,188,11,181,194
329_p342,329,disidencia,disidencia,0,0,1,1,0,1,0,140,9,134,142
329_p349,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,121,2,117,123
329_p353,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,159,5,154,160
329_p358,329,unanime,unanime,0,0,0,0,0,0,0,460,4,451,
329_p370,329,unanime,unanime,0,0,0,0,0,0,0,110,2,103,
329_p373,329,unanime,unanime,0,0,0,0,0,0,0,317,3,308,
329_p381,329,unanime,unanime,0,0,0,0,0,0,0,53,2,50,
329_p383,329,unanime,unanime,0,0,0,0,0,0,0,50,2,47,
329_p385,329,mixed,mixed,2,2,2,2,2,2,0,669,37,661,668
329_p429,329,unanime,unanime,0,0,0,0,0,0,0,52,3,46,
329_p431,329,unanime,unanime,0,0,0,0,0,0,0,48,2,43,
329_p432,329,disidencia,disidencia,0,0,1,1,0,1,0,193,8,179,192
329_p437,329,segun_su_voto,segun_su_voto,1,1,1,1,1,1,0,108,8,105,7
329_p440,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,126,5,116,127
329_p445,329,mixed,mixed,2,2,2,2,2,2,0,320,18,312,323
329_p463,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,234,5,229,235
329_p471,329,unanime,unanime,0,0,0,0,0,0,0,34,2,27,
329_p472,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p473,329,segun_su_voto,segun_su_voto,2,2,0,0,2,0,0,124,12,117,126
329_p491,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,30,3,24,32
329_p493,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,46,5,42,47
329_p495,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,155,5,149,156
329_p500,329,unanime,unanime,1,1,0,0,1,0,0,78,5,74,79
329_p502,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,202,5,188,203
329_p510,329,segun_su_voto,segun_su_voto,2,2,0,0,2,0,0,39,5,34,44
329_p513,329,disidencia,disidencia,0,0,1,1,0,1,0,170,6,161,169
329_p518,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,272,4,264,273
329_p526,329,disidencia,disidencia,0,0,1,1,0,1,0,122,6,115,127
329_p530,329,segun_su_voto,segun_su_voto,6,6,0,0,6,0,0,42,11,32,41
329_p537,329,disidencia,disidencia,0,0,1,1,0,1,0,89,7,72,94
329_p542,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p545,329,unanime,unanime,0,0,0,0,0,0,0,109,3,100,
329_p548,329,disidencia,disidencia,0,0,1,1,0,1,0,63,4,46,62
329_p551,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p553,329,disidencia,disidencia,0,0,1,1,0,1,0,209,9,195,207
329_p560,329,unanime,unanime,0,0,0,0,0,0,0,200,3,195,
329_p565,329,unanime,unanime,0,0,0,0,0,0,0,76,2,69,
329_p568,329,unanime,unanime,0,0,0,0,0,0,0,94,3,85,
329_p570,329,unanime,unanime,0,0,0,0,0,0,0,89,3,77,
329_p573,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p576,329,unanime,unanime,0,0,0,0,0,0,0,293,4,288,
329_p584,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,437,4,431,442
329_p595,329,unanime,unanime,0,0,0,0,0,0,0,872,2,865,
329_p617,329,unanime,unanime,0,0,0,0,0,0,0,84,2,77,
329_p619,329,unanime,unanime,0,0,0,0,0,0,0,20,2,15,
329_p620,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,33,5,24,32
329_p622,329,unanime,unanime,0,0,0,0,0,0,0,21,2,12,
329_p623,329,unanime,unanime,0,0,0,0,0,0,0,32,2,24,
329_p624,329,disidencia,disidencia,0,0,1,1,0,1,0,158,6,148,157
329_p629,329,unanime,unanime,0,0,0,0,0,0,0,156,3,149,
329_p634,329,disidencia,disidencia,0,0,1,1,0,1,0,198,6,181,196
329_p639,329,unanime,unanime,0,0,0,0,0,0,0,223,2,218,
329_p646,329,mixed,mixed,3,3,1,1,3,1,0,320,30,313,319
329_p669,329,unanime,unanime,0,0,1,1,0,1,0,390,5,385,4
329_p679,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,272,5,262,271
329_p689,329,disidencia,disidencia,0,0,1,1,0,1,0,197,5,190,196
329_p695,329,mixed,mixed,3,3,1,1,3,1,0,238,21,230,237
329_p710,329,disidencia,disidencia,0,0,1,1,0,1,0,174,6,164,173
329_p716,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,32,5,26,31
329_p717,329,unanime,unanime,0,0,0,0,0,0,0,230,2,227,
329_p723,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,183,3,176,185
329_p730,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,123,5,118,128
329_p734,329,mixed,mixed,1,1,1,1,1,1,0,190,9,181,191
329_p741,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,43,5,36,42
329_p743,329,disidencia,disidencia,0,0,1,1,0,1,0,310,7,290,309
329_p752,329,unanime,unanime,0,0,0,0,0,0,0,18,3,13,
329_p753,329,unanime,unanime,0,0,0,0,0,0,0,91,2,84,
329_p755,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,88,4,62,93
329_p759,329,unanime,unanime,0,0,0,0,0,0,0,536,3,527,
329_p772,329,unanime,unanime,0,0,0,0,0,0,0,145,2,140,
329_p776,329,unanime,unanime,0,0,0,0,0,0,0,92,3,79,
329_p780,329,unanime,unanime,0,0,0,0,0,0,0,98,3,92,
329_p783,329,unanime,unanime,0,0,0,0,0,0,0,248,3,244,
329_p789,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,78,5,77,81
329_p792,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,1,418,
329_p803,329,unanime,unanime,0,0,0,0,0,0,0,56,2,54,
329_p805,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p809,329,segun_su_voto,segun_su_voto,2,2,0,0,2,0,0,751,8,745,750
329_p833,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p838,329,unanime,unanime,0,0,0,0,0,0,0,83,2,79,
329_p840,329,disidencia,disidencia,0,0,1,1,0,1,0,105,7,96,106
329_p845,329,unanime,unanime,0,0,0,0,0,0,0,82,3,73,
329_p847,329,unanime,unanime,0,0,0,0,0,0,0,148,2,141,
329_p851,329,unanime,unanime,0,0,0,0,0,0,0,223,2,217,
329_p857,329,unanime,unanime,0,0,0,0,0,0,0,90,2,82,
329_p860,329,unanime,unanime,0,0,0,0,0,0,0,98,2,91,
329_p863,329,unanime,unanime,0,0,0,0,0,0,0,91,2,86,
329_p865,329,unanime,unanime,0,0,0,0,0,0,0,106,2,99,
329_p868,329,unanime,unanime,0,0,0,0,0,0,0,109,2,104,
329_p872,329,unanime,unanime,0,0,0,0,0,0,0,284,2,279,
329_p879,329,mixed,mixed,3,3,1,1,3,1,0,201,18,195,236
329_p888,329,unanime,unanime,0,0,0,0,0,0,0,140,2,133,
329_p892,329,disidencia,disidencia,0,0,2,2,0,2,0,139,5,135,140
329_p899,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,1,,
329_p904,329,unanime,unanime,0,0,0,0,0,0,0,33,2,24,
329_p906,329,disidencia,disidencia,0,0,1,1,0,1,0,90,6,84,95
329_p909,329,mixed,mixed,4,4,1,1,4,1,0,346,12,335,345
329_p926,329,unanime,unanime,0,0,0,0,0,0,0,69,3,62,
329_p928,329,unanime,unanime,0,0,1,1,0,1,0,143,9,137,142
329_p937,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p942,329,mixed,mixed,1,1,1,1,1,1,0,151,9,139,150
329_p951,329,unanime,unanime,0,0,0,0,0,0,0,143,2,138,
329_p955,329,unanime,unanime,0,0,0,0,0,0,0,132,2,127,
329_p959,329,unanime,unanime,0,0,0,0,0,0,0,93,2,89,
329_p963,329,disidencia,disidencia,0,0,1,1,0,1,0,186,9,180,188
329_p972,329,unanime,unanime,0,0,0,0,0,0,0,165,3,160,
329_p976,329,unanime,unanime,0,0,0,0,0,0,0,293,6,287,
329_p984,329,unanime,unanime,0,0,0,0,0,0,0,141,2,137,
329_p988,329,unanime,unanime,0,0,0,0,0,0,0,26,2,19,
329_p989,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,25,3,19,30
329_p991,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,2,,
329_p993,329,disidencia,disidencia,0,0,1,1,0,1,0,40,6,32,41
329_p997,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,116,3,106,117
329_p1002,329,unanime,unanime,0,0,0,0,0,0,0,157,3,148,
329_p1007,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p1012,329,disidencia,disidencia,0,0,1,1,0,1,0,261,8,253,268
329_p1019,329,unanime,unanime,0,0,0,0,0,0,0,107,3,98,
329_p1022,329,unanime,unanime,0,0,0,0,0,0,0,62,2,56,
329_p1024,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,100,6,89,101
329_p1028,329,unanime,unanime,0,0,0,0,0,0,0,93,2,86,
329_p1030,329,unanime,unanime,0,0,0,0,0,0,0,74,3,65,
329_p1033,329,unanime,unanime,0,0,0,0,0,0,0,87,3,80,
329_p1035,329,disidencia,disidencia,0,0,1,1,0,1,0,47,6,35,46
329_p1040,329,unanime,unanime,0,0,0,0,0,0,0,179,3,172,
329_p1045,329,disidencia,disidencia,0,0,1,1,0,1,0,143,5,133,144
329_p1049,329,unanime,unanime,0,0,0,0,0,0,0,128,2,124,
329_p1053,329,segun_su_voto,segun_su_voto,2,2,0,0,2,0,0,473,14,465,474
329_p1066,329,mixed,mixed,5,5,2,2,5,2,0,595,19,586,597
329_p1092,329,mixed,mixed,3,3,2,2,4,2,1,765,32,757,772
329_p1180,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,353,9,348,359
329_p1191,329,segun_su_voto,segun_su_voto,4,4,0,0,5,0,1,405,14,400,406
329_p1209,329,disidencia,disidencia,0,0,1,1,0,1,0,336,9,327,337
329_p1219,329,disidencia,disidencia,0,0,1,1,0,1,0,155,4,147,156
329_p1224,329,unanime,unanime,0,0,0,0,0,0,0,85,3,79,
329_p1226,329,segun_su_voto,segun_su_voto,2,2,0,0,2,0,0,262,7,257,264
329_p1236,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,126,7,119,125
329_p1241,329,unanime,unanime,0,0,0,0,0,0,0,60,2,53,
329_p1243,329,unanime,unanime,0,0,0,0,0,0,0,83,2,74,
329_p1245,329,mixed,mixed,1,1,1,1,1,1,0,1589,7,1572,1590
329_p1301,329,unanime,unanime,0,0,0,0,0,0,0,60,2,49,
329_p1303,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,3,,
329_p1305,329,unanime,unanime,0,0,0,0,0,0,0,36,2,32,
329_p1306,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p1307,329,unanime,unanime,0,0,0,0,0,0,0,20,2,8,
329_p1309,329,unanime,unanime,0,0,0,0,0,0,0,52,3,37,
329_p1310,329,unanime,unanime,0,0,0,0,0,0,0,10,3,5,
329_p1311,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p1317,329,unanime,unanime,0,0,0,0,0,0,0,295,6,284,
329_p1324,329,unanime,unanime,0,0,0,0,0,0,0,115,2,105,
329_p1328,329,unanime,unanime,0,0,0,0,0,0,0,80,2,68,
329_p1330,329,unanime,unanime,0,0,0,0,0,0,0,59,2,48,
329_p1332,329,unanime,unanime,0,0,0,0,0,0,0,165,4,157,
329_p1336,329,unanime,unanime,0,0,0,0,0,0,0,71,2,64,
329_p1338,329,unanime,unanime,0,0,0,0,0,0,0,83,2,71,
329_p1341,329,unanime,unanime,0,0,0,0,0,0,0,82,2,74,
329_p1343,329,unanime,unanime,0,0,0,0,0,0,0,17,4,9,
329_p1348,329,unanime,unanime,0,0,0,0,0,0,0,81,2,73,
329_p1350,329,disidencia,disidencia,0,0,1,1,0,1,0,156,132,147,155
329_p1375,329,unanime,unanime,0,0,0,0,0,0,0,67,2,56,
329_p1377,329,unanime,unanime,0,0,0,0,0,0,0,119,2,112,
329_p1380,329,unanime,unanime,0,0,0,0,0,0,0,11,4,4,
329_p1383,329,unanime,unanime,0,0,0,0,0,0,0,87,2,80,
329_p1385,329,unanime,unanime,0,0,0,0,0,0,0,125,2,117,
329_p1389,329,unanime,unanime,0,0,0,0,0,0,0,81,2,69,
329_p1391,329,unanime,unanime,0,0,0,0,0,0,0,241,2,235,
329_p1397,329,unanime,unanime,0,0,0,0,0,0,0,51,3,46,
329_p1399,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,404,13,390,403
329_p1417,329,unanime,unanime,0,0,0,0,0,0,0,292,3,283,
329_p1425,329,disidencia,disidencia,0,0,1,1,0,1,0,247,7,243,248
329_p1434,329,unanime,unanime,0,0,0,0,0,0,0,60,3,55,
329_p1436,329,disidencia,disidencia,0,0,1,1,0,1,0,130,6,121,129
329_p1440,329,disidencia,disidencia,0,0,1,1,0,1,0,237,5,229,236
329_p1447,329,mixed,mixed,1,1,2,2,1,2,0,682,27,671,681
329_p1473,329,unanime,unanime,0,0,0,0,0,0,0,247,2,241,
329_p1480,329,disidencia,disidencia,0,0,1,1,0,1,0,143,9,128,141
329_p1487,329,unanime,unanime,0,0,0,0,0,0,0,26,2,22,
329_p1488,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,71,4,68,74
329_p1490,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,59,3,54,60
329_p1493,329,unanime,unanime,0,0,0,0,0,0,0,288,2,278,
329_p1501,329,disidencia,disidencia,0,0,1,1,0,1,0,164,8,159,169
329_p1506,329,disidencia,disidencia,0,0,2,2,0,2,0,93,9,83,1
329_p1514,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,254,6,245,253
329_p1521,329,unanime,unanime,0,0,0,0,0,0,0,26,2,23,
329_p1522,329,disidencia,disidencia,0,0,1,1,0,1,0,401,8,393,400
329_p1538,329,unanime,unanime,0,0,0,0,0,0,0,29,2,26,
329_p1539,329,unanime,unanime,0,0,0,0,0,0,0,43,3,36,
329_p1541,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p1554,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p1568,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,2,,
329_p1586,329,unanime,unanime,0,0,0,0,0,0,0,647,4,642,
329_p1603,329,unanime,unanime,0,0,0,0,0,0,0,240,3,226,
329_p1609,329,unanime,unanime,0,0,0,0,0,0,0,85,6,77,
329_p1611,329,unanime,unanime,0,0,0,0,0,0,0,292,2,285,
329_p1619,329,disidencia,disidencia,0,0,1,1,0,1,0,56,6,49,55
329_p1622,329,disidencia,disidencia,0,0,1,1,0,1,0,109,5,99,108
329_p1626,329,unanime,unanime,0,0,0,0,0,0,0,75,2,66,
329_p1628,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,36,6,30,35
329_p1631,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,232,5,225,230
329_p1638,329,disidencia,disidencia,0,0,1,1,0,1,0,312,13,303,311
329_p1655,329,mixed,mixed,1,1,1,1,1,1,0,126,11,121,127
329_p1661,329,disidencia,disidencia,0,0,2,2,0,2,0,289,9,281,290
329_p1669,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,6,
329_p1671,329,unanime,unanime,0,0,0,0,0,0,0,32,2,29,
329_p1672,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p1673,329,unanime,unanime,0,0,0,0,0,0,0,67,4,63,
329_p1675,329,disidencia,disidencia,0,0,1,1,0,1,0,268,7,260,267
329_p1684,329,unanime,unanime,0,0,0,0,0,0,0,238,3,225,
329_p1690,329,unanime,unanime,0,0,0,0,0,0,0,73,3,61,
329_p1693,329,unanime,unanime,0,0,0,0,0,0,0,92,2,85,
329_p1696,329,unanime,unanime,0,0,0,0,0,0,0,126,2,122,
329_p1699,329,unanime,unanime,0,0,0,0,0,0,0,85,2,81,
329_p1703,329,disidencia,disidencia,0,0,1,1,0,1,0,422,7,381,420
329_p1714,329,unanime,unanime,0,0,0,0,0,0,0,29,2,21,
329_p1715,329,unanime,unanime,0,0,0,0,0,0,0,274,3,264,
329_p1723,329,disidencia,disidencia,0,0,2,2,0,2,0,486,31,481,487
329_p1756,329,disidencia,disidencia,0,0,1,1,0,1,0,67,6,59,66
329_p1758,329,disidencia,disidencia,0,0,2,2,0,2,0,117,12,110,8
329_p1762,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,1,,
329_p1767,329,disidencia,disidencia,0,0,1,1,0,1,0,447,6,437,446
329_p1779,329,disidencia,disidencia,0,0,1,1,0,1,0,282,6,272,281
329_p1787,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,236,5,231,237
329_p1794,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,411,8,402,412
329_p1805,329,unanime,unanime,0,0,0,0,0,0,0,283,3,278,
329_p1812,329,unanime,unanime,0,0,0,0,0,0,0,346,2,339,
329_p1821,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,133,5,126,132
329_p1826,329,unanime,unanime,0,0,0,0,0,0,0,172,2,169,
329_p1831,329,unanime,unanime,0,0,0,0,0,0,0,96,3,91,
329_p1834,329,unanime,unanime,0,0,0,0,0,0,0,75,5,71,
329_p1836,329,unanime,unanime,0,0,0,0,0,0,0,93,3,81,
329_p1839,329,disidencia,disidencia,0,0,1,1,0,1,0,125,5,115,126
329_p1843,329,unanime,unanime,0,0,0,0,0,0,0,155,2,149,
329_p1847,329,unanime,unanime,0,0,0,0,0,0,0,191,3,176,
329_p1853,329,unanime,unanime,0,0,0,0,0,0,0,132,3,127,
329_p1857,329,unanime,unanime,0,0,0,0,0,0,0,74,3,69,
329_p1859,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p1862,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,294,9,283,299
329_p1875,329,unanime,unanime,0,0,0,0,0,0,0,197,2,190,
329_p1881,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,689,
329_p1898,329,unanime,unanime,0,0,0,0,0,0,0,276,3,271,
329_p1905,329,unanime,unanime,0,0,0,0,0,0,0,97,3,89,
329_p1908,329,unanime,unanime,0,0,0,0,0,0,0,64,2,57,
329_p1910,329,unanime,unanime,0,0,0,0,0,0,0,28,3,19,
329_p1912,329,unanime,unanime,0,0,0,0,0,0,0,98,3,90,
329_p1915,329,unanime,unanime,0,0,0,0,0,0,0,96,3,88,
329_p1917,329,unanime,unanime,0,0,0,0,0,0,0,132,3,119,
329_p1921,329,unanime,unanime,0,0,0,0,0,0,0,84,2,77,
329_p1924,329,unanime,unanime,0,0,0,0,0,0,0,13,5,6,
329_p1928,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,2,,
329_p1930,329,unanime,unanime,0,0,1,1,0,1,0,23,7,20,33
329_p1933,329,unanime,unanime,0,0,0,0,0,0,0,77,2,74,
329_p1936,329,unanime,unanime,0,0,0,0,0,0,0,90,3,86,
329_p1938,329,unanime,unanime,0,0,0,0,0,0,0,484,3,476,
329_p1951,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,449,5,444,450
329_p1963,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,192,6,181,193
329_p1969,329,unanime,unanime,0,0,0,0,0,0,0,121,3,116,
329_p1972,329,unanime,unanime,0,0,0,0,0,0,0,59,3,55,
329_p1974,329,disidencia,disidencia,0,0,1,1,0,1,0,220,11,216,221
329_p1984,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,548,6,544,549
329_p1998,329,segun_su_voto,segun_su_voto,2,2,0,0,2,0,0,173,7,164,174
329_p2005,329,mixed,mixed,3,3,1,1,3,1,0,315,20,306,314
329_p2024,329,disidencia,disidencia,0,0,1,1,0,1,0,226,6,215,231
329_p2030,329,disidencia,disidencia,0,0,1,1,0,1,0,184,8,175,182
329_p2037,329,disidencia,disidencia,0,0,0,0,0,0,0,202,7,195,
329_p2043,329,unanime,unanime,0,0,0,0,0,0,0,74,2,72,
329_p2045,329,disidencia,disidencia,0,0,1,1,0,1,0,45,7,40,46
329_p2051,329,disidencia,disidencia,0,0,1,1,0,1,0,115,5,105,114
329_p2055,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,134,4,123,133
329_p2060,329,disidencia,disidencia,0,0,1,1,0,1,0,41,6,35,40
329_p2062,329,disidencia,disidencia,0,0,1,1,0,1,0,26,6,19,31
329_p2063,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p2064,329,unanime,unanime,0,0,0,0,0,0,0,23,2,20,
329_p2065,329,unanime,unanime,0,0,0,0,0,0,0,63,2,53,
329_p2067,329,unanime,unanime,0,0,0,0,0,0,0,82,2,76,
329_p2069,329,disidencia,disidencia,0,0,1,1,0,1,0,367,6,353,372
329_p2080,329,unanime,unanime,0,0,0,0,0,0,0,200,3,195,
329_p2085,329,unanime,unanime,0,0,0,0,0,0,0,100,2,95,
329_p2088,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,1,,
329_p2105,329,unanime,unanime,0,0,0,0,0,0,0,211,3,207,
329_p2111,329,unanime,unanime,0,0,0,0,0,0,0,130,2,117,
329_p2115,329,disidencia,disidencia,0,0,1,1,0,1,0,175,5,160,176
329_p2121,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p2125,329,unanime,unanime,0,0,0,0,0,0,0,189,4,185,
329_p2130,329,unanime,unanime,0,0,0,0,0,0,0,110,3,101,
329_p2133,329,unanime,unanime,0,0,0,0,0,0,0,18,5,9,
329_p2136,329,unanime,unanime,0,0,0,0,0,0,0,84,2,73,
329_p2139,329,unanime,unanime,0,0,0,0,0,0,0,92,3,83,
329_p2142,329,unanime,unanime,0,0,0,0,0,0,0,40,3,33,
329_p2144,329,unanime,unanime,0,0,0,0,0,0,0,63,2,56,
329_p2146,329,unanime,unanime,0,0,0,0,0,0,0,133,3,125,
329_p2149,329,unanime,unanime,0,0,0,0,0,0,0,94,3,83,
329_p2152,329,disidencia,disidencia,0,0,1,1,0,1,0,194,5,187,195
329_p2158,329,disidencia,disidencia,0,0,1,1,0,1,0,149,4,136,150
329_p2162,329,unanime,unanime,0,0,0,0,0,0,0,146,2,143,
329_p2166,329,unanime,unanime,0,0,0,0,0,0,0,180,2,173,
