caso_id,tomo,date,date_dt,composicion,outcome,voting_pattern,n_titulares,is_merit_decision,dictamen_presente,wc_mayoria,wc_votos,log_wc_mayoria,is_fragmented,is_dissent,is_concurrence,jueces_conocidos,tribunal_origen,quarter
329_p5,329,7 de febrero de 2006,2006-02-07,banco_de_7,procedente,unanime,5,1,1,338,0,5.82600010738045,0,0,0,Petracchi | Highton de Nolasco | Maqueda | Zaffaroni | Lorenzetti,Cámara Federal de Apelaciones de Paraná,2006Q1
329_p9,329,7 de febrero de 2006,2006-02-07,banco_de_7,desestima,unanime,5,0,0,912,0,6.816735880594968,0,0,0,Petracchi | Highton de Nolasco | Maqueda | Zaffaroni | Argibay,Cámara Nacional de Apelaciones en lo Civil y Comercial,2006Q1
329_p12,329,7 de febrero de 2006,2006-02-07,banco_de_7,desestima,segun_su_voto,7,0,0,893,95,6.795705775173514,1,0,1,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Lorenzetti | Argibay,Corte de Justicia de San Juan,2006Q1
329_p15,329,7 de febrero de 2006,2006-02-07,banco_de_7,revoca,unanime,6,1,1,475,0,6.16541785423142,0,0,0,Petracchi | Highton de Nolasco | Maqueda | Zaffaroni | Argibay | Lorenzetti,Cámara Nacional de Apelaciones en lo Comercial Sala A,2006Q1
329_p19,329,7 de febrero de 2006,2006-02-07,banco_de_7,desestima,unanime,5,0,0,270,0,5.602118820879701,0,0,0,Petracchi | Highton de Nolasco | Maqueda | Zaffaroni | Lorenzetti,Sala I de la Suprema Corte de Justicia de la Provincia de,2006Q1
329_p20,329,7 de febrero de 2006,2006-02-07,banco_de_7,procedente,segun_su_voto,7,1,1,990,191,6.898714534329988,1,0,1,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Lorenzetti | Argibay,Sala I de la Cámara Nacional de Apelaciones en lo Civil,2006Q1
329_p28,329,7 de febrero de 2006,2006-02-07,banco_de_7,otro,mixed,7,0,1,1077,1609,6.982862751468942,1,1,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Lorenzetti | Argibay,SIN_TRIBUNAL_ORIGEN,2006Q1
329_p59,329,7 de febrero de 2006,2006-02-07,banco_de_7,otro,unanime,6,0,1,4898,0,8.496786381638575,0,0,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Argibay,SIN_TRIBUNAL_ORIGEN,2006Q1
329_p80,329,7 de febrero de 2006,2006-02-07,banco_de_7,competencia,unanime,5,0,1,307,0,5.730099782973574,0,0,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni,SIN_TRIBUNAL_ORIGEN,2006Q1
329_p83,329,7 de febrero de 2006,2006-02-07,banco_de_7,competencia,unanime,6,0,1,194,0,5.272999558563747,0,0,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Lorenzetti,SIN_TRIBUNAL_ORIGEN,2006Q1
329_p85,329,7 de febrero de 2006,2006-02-07,banco_de_7,competencia,unanime,5,0,1,291,0,5.676753802268282,0,0,0,Petracchi | Highton de Nolasco | Maqueda | Zaffaroni | Argibay,SIN_TRIBUNAL_ORIGEN,2006Q1
329_p88,329,7 de febrero de 2006,2006-02-07,banco_de_7,otro,disidencia,6,0,1,1029,115,6.937314081223682,1,1,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Argibay,Sala III de la Cámara Federal de la Seguridad Social,2006Q1
329_p94,329,14 de febrero de 2006,2006-02-14,banco_de_7,originaria,mixed,7,0,0,4005,4993,8.295548516225763,1,1,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Lorenzetti | Argibay,Cámara Federal de Apelaciones de Tucumán,2006Q1
329_p117,329,14 de febrero de 2006,2006-02-14,banco_de_7,desestima,segun_su_voto,7,0,0,621,180,6.432940092739179,1,0,1,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Lorenzetti | Argibay,"Tribunal Oral en lo Criminal Federal de Mar del Plata, Pro-",2006Q1
329_p120,329,14 de febrero de 2006,2006-02-14,banco_de_7,nulidad,unanime,5,1,0,718,0,6.577861357721047,0,0,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Lorenzetti,Cámara Nacional de Apelaciones en lo Comercial de la Capi-,2006Q1
329_p123,329,14 de febrero de 2006,2006-02-14,banco_de_7,revoca,segun_su_voto,7,1,1,779,141,6.659293919683638,1,0,1,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Lorenzetti | Argibay,Cámara Federal de Apelaciones de San Martín,2006Q1
329_p134,329,14 de febrero de 2006,2006-02-14,banco_de_7,otro,unanime,5,0,0,406,0,6.008813185442595,0,0,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni,Sala H de la Cámara Nacional de Apelaciones en lo Civil,2006Q1
329_p135,329,14 de febrero de 2006,2006-02-14,banco_de_7,inadmisible_280,disidencia,7,0,1,407,588,6.0112671744041615,1,1,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Lorenzetti | Argibay,Sala J de la Cámara Nacional de Apelaciones en lo Civil,2006Q1
329_p142,329,14 de febrero de 2006,2006-02-14,banco_de_7,hace_lugar,unanime,6,1,1,470,0,6.154858094016418,0,0,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Lorenzetti | Argibay,Cámara Federal de Apelaciones de Mar del Plata,2006Q1
329_p147,329,14 de febrero de 2006,2006-02-14,banco_de_7,desestima,segun_su_voto,5,0,0,318,116,5.765191102784844,1,0,1,Petracchi | Highton de Nolasco | Maqueda | Zaffaroni | Lorenzetti,Sala G de la Cámara Nacional de Apelaciones en lo Civil,2006Q1
329_p149,329,14 de febrero de 2006,2006-02-14,banco_de_7,hace_lugar,segun_su_voto,7,1,0,1257,2291,7.1372784372603855,1,0,1,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Lorenzetti | Argibay,Sala Ia. de la Cámara de Casación Penal,2006Q1
329_p158,329,14 de febrero de 2006,2006-02-14,banco_de_7,desestima,unanime,5,0,1,422,0,6.0473721790462776,0,0,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni,Sala B de la Cámara Nacional de Apelaciones en lo Comer-,2006Q1
329_p167,329,14 de febrero de 2006,2006-02-14,banco_de_7,competencia,unanime,5,0,1,307,0,5.730099782973574,0,0,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Lorenzetti,SIN_TRIBUNAL_ORIGEN,2006Q1
329_p171,329,14 de febrero de 2006,2006-02-14,banco_de_7,competencia,unanime,7,0,1,434,0,6.075346031088684,0,0,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Lorenzetti | Argibay,SIN_TRIBUNAL_ORIGEN,2006Q1
329_p175,329,14 de febrero de 2006,2006-02-14,banco_de_7,competencia,unanime,5,0,1,235,0,5.4638318050256105,0,0,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Lorenzetti,SIN_TRIBUNAL_ORIGEN,2006Q1
329_p177,329,14 de febrero de 2006,2006-02-14,banco_de_7,competencia,unanime,5,0,1,404,0,6.003887067106539,0,0,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Lorenzetti,"Cámara Federal de la Seguridad Social, Sala I",2006Q1
329_p182,329,14 de febrero de 2006,2006-02-14,banco_de_7,mal_concedido,segun_su_voto,5,0,0,272,452,5.60947179518496,1,0,1,Highton de Nolasco | Maqueda | Zaffaroni | Lorenzetti | Argibay,"Cámara Federal de la Seguridad Social, Sala I",2006Q1
329_p184,329,21 de febrero de 2006,2006-02-21,banco_de_7,confirma,unanime,5,1,1,323,0,5.780743515792329,0,0,0,Petracchi | Highton de Nolasco | Maqueda | Lorenzetti | Argibay,Cámara Federal de Apelaciones de Paraná,2006Q1
329_p187,329,21 de febrero de 2006,2006-02-21,banco_de_7,procedente,unanime,6,1,1,1300,0,7.170888478512505,0,0,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Lorenzetti | Argibay,Cámara Nacional Electoral,2006Q1
329_p201,329,21 de febrero de 2006,2006-02-21,banco_de_7,hace_lugar,unanime,6,1,1,571,0,6.349138991379798,0,0,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Lorenzetti | Argibay,Juzgado Nacional de Primera Instancia en lo Penal Econó-,2006Q1
329_p206,329,21 de febrero de 2006,2006-02-21,banco_de_7,desestima,unanime,5,0,1,645,0,6.470799503782602,0,0,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Lorenzetti,Cámara Nacional de Apelaciones en lo Comercial Sala D,2006Q1
329_p215,329,21 de febrero de 2006,2006-02-21,banco_de_7,otro,unanime,6,0,0,933,0,6.839476438228843,0,0,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Lorenzetti | Argibay,SIN_TRIBUNAL_ORIGEN,2006Q1
329_p218,329,21 de febrero de 2006,2006-02-21,banco_de_7,otro,unanime,5,0,1,495,0,6.206575926724928,0,0,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Lorenzetti,Juzgado Nacional de Primera Instancia en lo Civil y Comer-,2006Q1
329_p222,329,21 de febrero de 2006,2006-02-21,banco_de_7,otro,unanime,5,0,0,737,0,6.6039438246004725,0,0,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Lorenzetti,SIN_TRIBUNAL_ORIGEN,2006Q1
329_p229,329,21 de febrero de 2006,2006-02-21,banco_de_7,competencia,unanime,6,0,1,273,0,5.6131281063880705,0,0,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Lorenzetti | Argibay,SIN_TRIBUNAL_ORIGEN,2006Q1
329_p231,329,21 de febrero de 2006,2006-02-21,banco_de_7,competencia,unanime,5,0,1,258,0,5.556828061699537,0,0,0,Petracchi | Highton de Nolasco | Maqueda | Lorenzetti | Argibay,SIN_TRIBUNAL_ORIGEN,2006Q1
329_p234,329,21 de febrero de 2006,2006-02-21,banco_de_7,competencia,unanime,5,0,1,283,0,5.648974238161206,0,0,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Lorenzetti,SIN_TRIBUNAL_ORIGEN,2006Q1
329_p237,329,21 de febrero de 2006,2006-02-21,banco_de_7,competencia,unanime,5,0,1,202,0,5.313205979041787,0,0,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Lorenzetti,SIN_TRIBUNAL_ORIGEN,2006Q1
329_p239,329,21 de febrero de 2006,2006-02-21,banco_de_7,revoca,unanime,5,1,0,767,0,6.643789733147672,0,0,0,Petracchi | Highton de Nolasco | Maqueda | Lorenzetti | Argibay,Sala III de la Cámara Federal de la Seguridad Social,2006Q1
329_p243,329,28 de febrero de 2006,2006-02-28,banco_de_7,desestima,unanime,7,0,0,339,0,5.8289456176102075,0,0,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Lorenzetti | Argibay,SIN_TRIBUNAL_ORIGEN,2006Q1
329_p244,329,28 de febrero de 2006,2006-02-28,banco_de_7,desestima,mixed,7,0,1,1336,812,7.198183577101943,1,1,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Lorenzetti | Argibay,Cámara Nacional de Apelaciones en lo Criminal y Correccio-,2006Q1
329_p292,329,28 de febrero de 2006,2006-02-28,banco_de_7,inadmisible_280,segun_su_voto,7,0,1,450,98,6.111467339502679,1,0,1,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Lorenzetti | Argibay,Juzgado Nacional en lo Criminal y Correccional Federal,2006Q1
329_p297,329,28 de febrero de 2006,2006-02-28,banco_de_7,otro,disidencia,7,0,1,278,243,5.631211781821365,1,1,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Lorenzetti | Argibay,Cámara Nacional de Apelaciones en lo Criminal y Correccio-,2006Q1
329_p300,329,28 de febrero de 2006,2006-02-28,banco_de_7,confirma,unanime,6,1,1,468,0,6.150602768446279,0,0,0,Petracchi | Highton de Nolasco | Maqueda | Zaffaroni | Lorenzetti | Argibay,Suprema Corte de Justicia de la Provincia de Buenos Aires,2006Q1
329_p304,329,28 de febrero de 2006,2006-02-28,banco_de_7,confirma,unanime,5,1,1,820,0,6.710523109452428,0,0,0,Highton de Nolasco | Maqueda | Zaffaroni | Lorenzetti | Argibay,Cámara Nacional de Apelaciones en lo Contencioso Admi-,2006Q1
329_p309,329,28 de febrero de 2006,2006-02-28,banco_de_7,inadmisible_280,segun_su_voto,6,0,0,384,1389,5.953243334287785,1,0,1,Petracchi | Highton de Nolasco | Fayt | Maqueda | Lorenzetti | Argibay,"Cámara Nacional de Apelaciones del Trabajo, Sala V",2006Q1
329_p314,329,28 de febrero de 2006,2006-02-28,banco_de_7,procedente,disidencia,6,1,0,945,104,6.852242569051878,1,1,0,Petracchi | Fayt | Maqueda | Zaffaroni | Lorenzetti | Argibay,"Cámara Nacional de Apelaciones en lo Comercial, Sala B",2006Q1
329_p317,329,28 de febrero de 2006,2006-02-28,banco_de_7,otro,unanime,5,0,0,383,0,5.950642552587727,0,0,0,Highton de Nolasco | Maqueda | Zaffaroni | Lorenzetti | Argibay,Sala A de la Cámara Nacional de Apelaciones en lo Civil,2006Q1
329_p318,329,28 de febrero de 2006,2006-02-28,banco_de_7,hace_lugar,mixed,7,1,0,1418,579,7.257707677160043,1,1,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Lorenzetti | Argibay,Sala I de la Cámara Nacional de Casación Penal,2006Q1
329_p329,329,28 de febrero de 2006,2006-02-28,banco_de_7,desestima,unanime,6,0,0,340,0,5.831882477283517,0,0,0,Petracchi | Highton de Nolasco | Maqueda | Zaffaroni | Lorenzetti | Argibay,Sala IV de la Cámara Nacional de Apelaciones en lo Conten-,2006Q1
329_p330,329,28 de febrero de 2006,2006-02-28,banco_de_7,inadmisible_280,disidencia,6,0,0,531,1203,6.2766434893416445,1,1,0,Petracchi | Highton de Nolasco | Maqueda | Zaffaroni | Lorenzetti | Argibay,Sala J de la Cámara Nacional de Apelaciones en lo Civil,2006Q1
329_p335,329,28 de febrero de 2006,2006-02-28,banco_de_7,hace_lugar,mixed,7,1,1,980,985,6.8885724595653635,1,1,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Lorenzetti | Argibay,Cámara Nacional de Apelaciones del Trabajo: Sala IV,2006Q1
329_p342,329,28 de febrero de 2006,2006-02-28,banco_de_7,inadmisible_280,disidencia,6,0,1,518,909,6.251903883165888,1,1,0,Petracchi | Highton de Nolasco | Fayt | Zaffaroni | Lorenzetti | Argibay,"Cámara Nacional de Apelaciones en lo Civil, Sala A",2006Q1
329_p349,329,28 de febrero de 2006,2006-02-28,banco_de_7,otro,segun_su_voto,5,0,0,1162,389,7.0587581525186645,1,0,1,Petracchi | Highton de Nolasco | Fayt | Lorenzetti | Argibay,SIN_TRIBUNAL_ORIGEN,2006Q1
329_p358,329,28 de febrero de 2006,2006-02-28,banco_de_7,otro,unanime,6,0,1,1430,0,7.266128779556451,0,0,0,Petracchi | Highton de Nolasco | Maqueda | Zaffaroni | Lorenzetti | Argibay,SIN_TRIBUNAL_ORIGEN,2006Q1
329_p370,329,28 de febrero de 2006,2006-02-28,banco_de_7,competencia,unanime,5,0,1,343,0,5.840641657373398,0,0,0,Petracchi | Highton de Nolasco | Maqueda | Zaffaroni | Lorenzetti,SIN_TRIBUNAL_ORIGEN,2006Q1
329_p373,329,28 de febrero de 2006,2006-02-28,banco_de_7,competencia,unanime,7,0,1,704,0,6.558197802812269,0,0,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Lorenzetti | Argibay,Sala II de la Cámara Federal de la Seguridad Social,2006Q1
329_p381,329,28 de febrero de 2006,2006-02-28,banco_de_7,otro,unanime,5,0,0,545,0,6.302618975744905,0,0,0,Petracchi | Highton de Nolasco | Maqueda | Zaffaroni | Lorenzetti,Sala II de la Cámara Federal de la Seguridad Social,2006Q1
329_p383,329,28 de febrero de 2006,2006-02-28,banco_de_7,desestima,unanime,5,0,0,513,0,6.2422232654551655,0,0,0,Petracchi | Highton de Nolasco | Maqueda | Zaffaroni | Lorenzetti,SIN_TRIBUNAL_ORIGEN,2006Q1
329_p385,329,7 de marzo de 2006,2006-03-07,banco_de_7,confirma,mixed,7,1,1,5528,11389,8.617762246337932,1,1,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Lorenzetti | Argibay,Superior Tribunal de Justicia de Entre Ríos,2006Q1
329_p429,329,7 de marzo de 2006,2006-03-07,banco_de_7,nulidad,unanime,7,1,0,583,0,6.369900982828227,0,0,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Lorenzetti | Argibay,Superior Tribunal de Justicia de Misiones,2006Q1
329_p431,329,7 de marzo de 2006,2006-03-07,banco_de_7,procedente,unanime,5,1,0,526,0,6.267200548541362,0,0,0,Highton de Nolasco | Maqueda | Zaffaroni | Lorenzetti | Argibay,Sala B de la Cámara Nacional de Apelaciones en lo Civil,2006Q1
329_p432,329,7 de marzo de 2006,2006-03-07,banco_de_7,hace_lugar,disidencia,7,1,1,628,114,6.444131256700441,1,1,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Lorenzetti | Argibay,Superior Tribunal de Justicia de la Provincia de La Pampa,2006Q1
329_p437,329,7 de febrero de 2006,2006-02-07,banco_de_7,mal_concedido,segun_su_voto,6,0,0,762,113,6.637258031284457,1,0,1,Petracchi | Highton de Nolasco | Fayt | Maqueda | Lorenzetti | Argibay,Tribunal Superior de Justicia de la Provincia de Córdoba,2006Q1
329_p440,329,7 de marzo de 2006,2006-03-07,banco_de_7,mal_concedido,segun_su_voto,7,0,1,895,390,6.79794041297493,1,0,1,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Lorenzetti | Argibay,Cámara Federal de Apelaciones de Mar del Plata,2006Q1
329_p445,329,7 de marzo de 2006,2006-03-07,banco_de_7,hace_lugar,mixed,6,1,1,1544,3742,7.3427791893318455,1,1,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Lorenzetti | Argibay | Tyden de Skanata (conjuez) | Poclava Lafuente (conjuez),Suprema Corte de Justicia de la Provincia de Buenos Aires,2006Q1
329_p463,329,7 de marzo de 2006,2006-03-07,banco_de_7,procedente,segun_su_voto,7,1,1,575,664,6.3561076606958915,1,0,1,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Lorenzetti | Argibay,Cámara Nacional de Apelaciones en lo Civil y Comercial,2006Q1
329_p471,329,7 de marzo de 2006,2006-03-07,banco_de_7,otro,unanime,5,0,0,359,0,5.886104031450156,0,0,0,Petracchi | Highton de Nolasco | Maqueda | Zaffaroni | Lorenzetti,Sala III de la Cámara Nacional de Apelaciones en lo Conten-,2006Q1
329_p473,329,7 de marzo de 2006,2006-03-07,banco_de_7,revoca,segun_su_voto,5,1,0,1041,6181,6.948897222313312,1,0,1,Petracchi | Highton de Nolasco | Maqueda | Zaffaroni | Argibay,"Cámara Nacional de Apelaciones del Trabajo, Sala VII",2006Q1
329_p491,329,7 de marzo de 2006,2006-03-07,banco_de_7,desestima,segun_su_voto,5,0,0,243,171,5.497168225293202,1,0,1,Petracchi | Highton de Nolasco | Maqueda | Lorenzetti | Argibay,Sala II de la Cámara Nacional de Casación Penal,2006Q1
329_p493,329,7 de marzo de 2006,2006-03-07,banco_de_7,desestima,segun_su_voto,6,0,0,450,150,6.111467339502679,1,0,1,Petracchi | Highton de Nolasco | Fayt | Maqueda | Lorenzetti | Argibay,SIN_TRIBUNAL_ORIGEN,2006Q1
329_p495,329,7 de marzo de 2006,2006-03-07,banco_de_7,inadmisible_280,segun_su_voto,6,0,1,344,140,5.84354441703136,1,0,1,Petracchi | Highton de Nolasco | Maqueda | Zaffaroni | Lorenzetti | Argibay,Suprema Corte de Justicia de la Provincia de Mendoza,2006Q1
329_p500,329,7 de marzo de 2006,2006-03-07,banco_de_7,desestima,unanime,7,0,0,727,156,6.590301048196686,0,0,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Lorenzetti | Argibay,Cámara Nacional de Apelaciones en lo Contencioso Admi-,2006Q1
329_p502,329,7 de marzo de 2006,2006-03-07,banco_de_7,hace_lugar,segun_su_voto,7,1,1,527,701,6.269096283706261,1,0,1,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Lorenzetti | Argibay,Cámara Nacional de Apelaciones del Trabajo – Sala VI,2006Q1
329_p510,329,7 de marzo de 2006,2006-03-07,banco_de_7,inadmisible_280,segun_su_voto,7,0,0,608,421,6.411818267709897,1,0,1,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Lorenzetti | Argibay,SIN_TRIBUNAL_ORIGEN,2006Q1
329_p513,329,7 de marzo de 2006,2006-03-07,banco_de_7,hace_lugar,disidencia,7,1,1,554,88,6.318968113746434,1,1,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Lorenzetti | Argibay,Superior Tribunal de Justicia de la Provincia de Misiones,2006Q1
329_p518,329,7 de marzo de 2006,2006-03-07,banco_de_7,hace_lugar,segun_su_voto,6,1,1,402,181,5.998936561946683,1,0,1,Petracchi | Highton de Nolasco | Maqueda | Zaffaroni | Lorenzetti | Argibay,Sala I de la Cámara Nacional de Casación Penal,2006Q1
329_p526,329,7 de marzo de 2006,2006-03-07,banco_de_7,hace_lugar,disidencia,7,1,1,327,156,5.793013608384144,1,1,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Lorenzetti | Argibay,Sala I de la Cámara Nacional de Casación Penal,2006Q1
329_p530,329,7 de marzo de 2006,2006-03-07,banco_de_7,hace_lugar,segun_su_voto,7,1,0,390,1910,5.968707559985366,1,0,1,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Lorenzetti | Argibay,Superior Tribunal de Justicia de la Provincia de Formosa,2006Q1
329_p537,329,7 de marzo de 2006,2006-03-07,banco_de_7,originaria,disidencia,6,0,0,866,688,6.7650389767805414,1,1,0,Petracchi | Highton de Nolasco | Fayt | Zaffaroni | Lorenzetti | Argibay,SIN_TRIBUNAL_ORIGEN,2006Q1
329_p548,329,7 de marzo de 2006,2006-03-07,banco_de_7,otro,disidencia,7,0,0,570,454,6.3473892096560105,1,1,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Lorenzetti | Argibay,SIN_TRIBUNAL_ORIGEN,2006Q1
329_p565,329,7 de marzo de 2006,2006-03-07,banco_de_7,competencia,unanime,5,0,1,205,0,5.327876168789581,0,0,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Lorenzetti,SIN_TRIBUNAL_ORIGEN,2006Q1
329_p568,329,7 de marzo de 2006,2006-03-07,banco_de_7,competencia,unanime,6,0,1,266,0,5.58724865840025,0,0,0,Petracchi | Highton de Nolasco | Maqueda | Zaffaroni | Lorenzetti | Argibay,SIN_TRIBUNAL_ORIGEN,2006Q1
329_p570,329,7 de marzo de 2006,2006-03-07,banco_de_7,otro,unanime,6,0,1,216,0,5.37989735354046,0,0,0,Petracchi | Highton de Nolasco | Maqueda | Zaffaroni | Lorenzetti | Argibay,SIN_TRIBUNAL_ORIGEN,2006Q1
329_p573,329,7 de marzo de 2006,2006-03-07,banco_de_7,revoca,unanime,5,1,0,1184,0,7.077498053569231,0,0,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni,Sala I de la Cámara Federal de la Seguridad Social,2006Q1
329_p576,329,7 de marzo de 2006,2006-03-07,banco_de_7,procedente,unanime,5,1,1,1551,0,7.347299700743164,0,0,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni,Sala III de la Cámara Federal de la Seguridad Social,2006Q1
329_p584,329,7 de marzo de 2006,2006-03-07,banco_de_7,confirma,segun_su_voto,5,1,1,3038,188,8.019283792916793,1,0,1,Highton de Nolasco | Fayt | Zaffaroni | Lorenzetti | Argibay,Cámara Nacional de Apelaciones en lo Contencioso Admi-,2006Q1
329_p595,329,14 de marzo de 2006,2006-03-14,banco_de_7,revoca,unanime,6,1,1,4636,0,8.441822884391462,0,0,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Argibay,Cámara Nacional de Apelaciones en lo Contencioso Admi-,2006Q1
329_p619,329,14 de marzo de 2006,2006-03-14,banco_de_7,otro,unanime,6,0,0,166,0,5.117993812416755,0,0,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Argibay,SIN_TRIBUNAL_ORIGEN,2006Q1
329_p620,329,14 de marzo de 2006,2006-03-14,banco_de_7,desestima,segun_su_voto,5,0,0,254,188,5.541263545158426,1,0,1,Petracchi | Highton de Nolasco | Maqueda | Zaffaroni | Argibay,Secretaría General de la Cámara Nacional de Casación Pe-,2006Q1
329_p622,329,14 de marzo de 2006,2006-03-14,banco_de_7,otro,unanime,6,0,0,159,0,5.075173815233827,0,0,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Argibay,SIN_TRIBUNAL_ORIGEN,2006Q1
329_p623,329,15 de marzo de 2006,2006-03-15,banco_de_7,procedente,unanime,5,1,0,262,0,5.572154032177765,0,0,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Argibay,SIN_TRIBUNAL_ORIGEN,2006Q1
329_p624,329,21 de marzo de 2006,2006-03-21,banco_de_7,revoca,disidencia,7,1,0,1571,350,7.360103972989152,1,1,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Lorenzetti | Argibay,Cámara Nacional de Apelaciones en lo Contencioso Admi-,2006Q1
329_p629,329,21 de marzo de 2006,2006-03-21,banco_de_7,abstracto,unanime,7,0,1,825,0,6.716594773520978,0,0,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Lorenzetti | Argibay,Suprema Corte de Justicia de la Provincia de Buenos Aires,2006Q1
329_p634,329,21 de marzo de 2006,2006-03-21,banco_de_7,procedente,disidencia,7,1,1,407,98,6.0112671744041615,1,1,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Lorenzetti | Argibay,Sup. Tribunal de Justicia de Santiago del Estero,2006Q1
329_p639,329,21 de marzo de 2006,2006-03-21,banco_de_7,revoca,unanime,5,1,1,684,0,6.529418838262226,0,0,0,Petracchi | Highton de Nolasco | Zaffaroni | Lorenzetti | Argibay,Cámara Nacional de Apelaciones en lo Contencioso Admi-,2006Q1
329_p646,329,21 de marzo de 2006,2006-03-21,banco_de_7,inadmisible_280,mixed,7,0,1,2300,5906,7.741099090035366,1,1,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Lorenzetti | Argibay,Superior Tribunal de Justicia de la Provincia del Chaco,2006Q1
329_p669,329,21 de marzo de 2006,2006-03-21,banco_de_7,procedente,unanime,5,1,1,628,0,6.444131256700441,0,0,0,Highton de Nolasco | Maqueda | Zaffaroni | Lorenzetti | Argibay,Cámara Nacional de Apelaciones en lo Contencioso Admi-,2006Q1
329_p679,329,21 de marzo de 2006,2006-03-21,banco_de_7,procedente,segun_su_voto,6,1,1,1062,562,6.968850378341948,1,0,1,Petracchi | Highton de Nolasco | Maqueda | Zaffaroni | Lorenzetti | Argibay,Suprema Corte de Justicia de la Provincia de Buenos Aires,2006Q1
329_p689,329,21 de marzo de 2006,2006-03-21,banco_de_7,inadmisible_280,disidencia,6,0,1,337,341,5.823045895483019,1,1,0,Petracchi | Highton de Nolasco | Fayt | Maqueda | Zaffaroni | Lorenzetti,"Cámara Federal de Apelaciones de Resistencia, Chaco",2006Q1
