caso_id_canonico,tipo_cuestion_federal,source_file,tiene_apertura,tiene_dictamen,sumario_editorial,dictamen_text
329_p5,arbitrariedad,LibroVol329.1.md,si,si,"V. MUNICIPALIDAD DE C. DEL URUGUAY RECURSO EXTRAORDINARIO: Requisitos propios. Cuestiones no federales. Sentencias arbitrarias. Procedencia del recurso. Falta de fundamentación suficiente. Es condición de validez de las sentencias judiciales que ellas sean fundadas y que constituyan, por tanto, derivación razonada del derecho aplicable, con referencia a los hechos comprobados de la causa.","–Del dictamen de la Procuración General, al que remitió la Corte Suprema–. RECURSO EXTRAORDINARIO: Requisitos propios. Cuestiones no federales. Sentencias arbitrarias. Procedencia del recurso. Defectos en la fundamentación normativa. Corresponde dejar sin efecto la sentencia que sólo se apoya en una afirmación dogmática para resolver un punto controvertido de derecho y trasunta un análisis insuficiente de los preceptos del Convenio Multilateral del 18 de agosto de 1977. –Del dictamen de la Procuración General, al que remitió la Corte Suprema–. DICTAMEN DE LA PROCURACIÓN GENERAL Suprema Corte: – I – A fs. 399/405, la Cámara Federal de Apelaciones de Paraná confirmó la sentencia de la instancia anterior, en cuanto declaró que Yacimientos Petrolíferos Fiscales S.A. (en adelante Y.P.F.) debía liquidar la tasa por inspección sanitaria, higiene, profilaxis y seguridad de la Municipalidad de Concepción del Uruguay sobre la base del cien por ciento (100%) de los ingresos atribuibles a la Provincia de Entre Ríos. 6 FALLOS DE LA CORTE SUPREMA 329 Para así resolver, consideró acertada la interpretación del Convenio Multilateral efectuada por el a quo, pues se había apoyado en la capacidad contributiva del sujeto pasivo, la cual era evidenciada por sus ingresos brutos. Esta capacidad, en su criterio, confiere al Municipio aptitud recaudatoria sobre el total de los ingresos asignados a la jurisdicción provincial a la que pertenece, supeditado ello a la posibilidad que cabría al contribuyente de demostrar que –en otras localidades de la misma provincia– abonó una tasa similar, hipótesis en la cual se reduciría el monto a pagar. Afirmó que la actora ha omitido probar debidamente estas cancelaciones y, en consecuencia, la demandada puede exigir su tasa sobre el (100%) de los ingresos provinciales. – II – Disconforme, a fs. 408/417, la actora interpuso recurso extraordinario, concedido por el a quo a fs. 421. En lo sustancial, sus agravios pueden resumirse del siguiente modo: (i) el decisorio apelado se equivoca cuando sostiene que YPF ataca el art. 35 del Convenio Multilateral, pues en él sustenta su derecho; (ii) el a quo resuelve acerca de la posibilidad del Municipio de calcular la tasa sobre los ingresos brutos, aspecto que no era objeto del pleito ni es cuestionado por YPF; (iii) la sentencia es arbitraria por cuanto omite analizar la cuestión de fondo, que, en el caso, consiste en determinar si el Municipio de Concepción del Uruguay puede exigir que la empresa abone la tasa sobre el 100% de los ingresos atribuidos a la Provincia de Entre Ríos, en lugar de pagarla sobre aquellos que, por aplicación del art. 35 del Convenio Multilateral, le corresponden a dicha municipalidad. De esta manera, el tema sobre el cual correspondía pronunciarse ha quedado sin adecuada resolución; (iv) el a quo yerra al sostener que, si la empresa hubiera probado el pago de la tasa en otras jurisdicciones donde ejerce activida7 DE JUSTICIA DE LA NACION 329 des, Concepción del Uruguay no podría exigirle que la tribute sobre la totalidad de la base imponible provincial. En tal sentido, olvida que la potestad tributaria de un municipio no acrece porque el contribuyente no tribute en los otros municipios de la Provincia, o porque aquéllos decidan no gravarlo; (v) la tasa sólo puede recaer sobre el ejercicio de actividades económicas en el éjido de la Municipalidad demandada y como retribución o contraprestación por servicios públicos divisibles efectivamente prestados por aquélla dentro de su territorio; (vi) lo decidido, en la medida que autoriza al municipio de Concepción del Uruguay a computar, como base imponible de la tasa, aquellos ingresos brutos que YPF obtiene en otros municipios de la Provincia de Entre Ríos, vulnera tanto la ordenanza impositiva local como el Convenio Multilateral. – III – Desde mi óptica, se encuentra fuera de debate en el sub judice que la distribución de la materia imponible entre los diferentes municipios de la Provincia de Entre Ríos debió realizarse sobre la base de las disposiciones del Convenio Multilateral del 18 de agosto de 1977, ante la ausencia de un acuerdo interjurisdiccional específico que lo reemplace (cfr. párrafo 2º, art. 35 del Convenio). Mas es evidente que aquel Convenio –cuya finalidad es evitar la superposición tributaria respecto de aquellos contribuyentes que ejercen actividades en más de una jurisdicción fiscal (Fallos: 208:203, cons. 7º), fijando una determinada esfera de imposición para cada una de éstas (Fallos: 298:392, cons. 6º)– no prevé la posibilidad de acrecentamiento de la porción gravable de una jurisdicción frente a la falta de prueba de pago del tributo en otra u otras (cfr. arts. 2º a 13 del Convenio). Inveteradamente ha sostenido V.E. que es condición de validez de las sentencias judiciales que ellas sean fundadas y que constituyan, por tanto, derivación razonada del derecho aplicable, con referencia a los hechos comprobados de la causa (Fallos: 261:209; 262:144; 268:186 y sus citas, entre muchos otros). 8 FALLOS DE LA CORTE SUPREMA 329 En tales condiciones, pienso que el fallo cuestionado no cumple con tales recaudos, toda vez que sólo se apoya en una afirmación dogmática para resolver un punto controvertido de derecho y trasunta un análisis insuficiente de los preceptos del Convenio mencionado (Fallos: 304:504, cons. 4º), razón por la cual estimo que procede su descalificación con sustento en la conocida doctrina de V.E. sobre arbitrariedad de sentencias (Fallos: 294:420). – IV – Por lo expuesto, opino que corresponde hacer lugar al recurso extraordinario, revocar la sentencia de fs. 399/405 y ordenar que, por quien corresponda, se dicte una nueva conforme a derecho. Buenos Aires, 16 de septiembre de 2004. Ricardo O. Bausset."
329_p12,arbitrariedad,LibroVol329.1.md,si,no,"FORO DE ABOGADOS DE SAN JUAN V. JUEZ DEL JUZGADO DE PAZ DEL DEPARTAMENTO JUDICIAL DE SAN MARTIN RECURSO EXTRAORDINARIO: Requisitos propios. Cuestiones no federales. Sentencias arbitrarias. Improcedencia del recurso. Corresponde desestimar la queja si las objeciones formuladas –de estricto carácter procesal– sólo demuestran una mera discrepancia con lo decidido por lo que resultan inhábiles para tener por configurado, en forma nítida, inequívoca y concluyente, un grave menoscabo a las reglas del debido proceso. RECURSO EXTRAORDINARIO: Requisitos comunes. Cuestión justiciable. Las decisiones en materia de los llamados juicios políticos o enjuiciamientos de magistrados en la esfera provincial, cuyo trámite se efectuó ante órganos ajenos a los poderes judiciales locales, configuran una cuestión justiciable en la que le compete intervenir a la Corte Suprema por vía de recurso extraordinario sólo cuando se acredita la violación del debido proceso legal. RECURSO EXTRAORDINARIO: Principios generales. El recurso extraordinario contra la sentencia que desestimó los recursos contra la destitución de un magistrado provincial es inadmisible (art. 280 del Código Procesal Civil y Comercial de la Nación) (Voto de la Dra. Carmen M. Argibay).",
329_p28,arbitrariedad,LibroVol329.1.md,si,si,"LUIS ZUBELDIA Y OTROS V. MUNICIPALIDAD DE LA PLATA Y OTRO RECURSO EXTRAORDINARIO: Requisitos propios. Sentencia definitiva. Resoluciones anteriores a la sentencia definitiva. Medidas precautorias. Si bien las resoluciones sobre medidas cautelares, sea que las ordenen, modifiquen o levanten, no revisten, en principio, carácter de sentencias definitivas en los términos del art. 14 de la ley 48, la resolución que ordenó el retiro de la tribuna bajo apercibimiento de demolición y la ejecución del proyecto de remodelación puede ser equiparada a definitiva en sus efectos, toda vez que los argumentos esgrimidos por el a quo frustran todo replanteo posterior sobre el tema, a la vez que lo resuelto produce un menoscabo a los derechos constitucionales invocados por el recurrente.","–Del dictamen de la Procuración General, al que remitió la Corte Suprema–. MEDIDAS CAUTELARES. Los recaudos de viabilidad de las medidas precautorias deben ser ponderados con especial prudencia cuando la cautelar altera el estado de hecho o de derecho existente al momento de su dictado, habida cuenta de que configura un anticipo de jurisdicción favorable respecto del fallo final de la causa. –Del dictamen de la Procuración General, al que remitió la Corte Suprema–. 29 DE JUSTICIA DE LA NACION 329 MEDIDAS CAUTELARES. El criterio restrictivo en materia de medidas cautelares, cobra mayor intensidad si la cautelar ha sido deducida de manera autónoma, de modo que no accede a una pretensión de fondo cuya procedencia sustancial pueda ser esclarecida en un proceso de conocimiento. En esas circunstancias, su concesión constituye una suerte de decisión de mérito sobre cuestiones que no hallarán, en principio, otro espacio para su debate. –Del dictamen de la Procuración General, al que remitió la Corte Suprema–. RECURSO EXTRAORDINARIO: Requisitos propios. Cuestiones no federales. Sentencias arbitrarias. Procedencia del recurso. Excesos u omisiones en el pronunciamiento. Si los actores, al expresar agravios contra el pronunciamiento de primera instancia que rechazó la cautelar autónoma, ratificaron que el objeto de la causa era obtener la refacción del estadio a fin de que se autorice el proyecto de obra realizado por el club, la decisión de ordenar el retiro de la tribuna bajo apercibimiento de demolición de la obra sin habilitación municipal y la ejecución del proyecto de remodelación, constituye un exceso de jurisdicción por parte del juzgador, que torna arbitrario su pronunciamiento. –Del dictamen de la Procuración General, al que remitió la Corte Suprema–. RECURSO EXTRAORDINARIO: Requisitos propios. Cuestiones no federales. Sentencias arbitrarias. Procedencia del recurso. Excesos u omisiones en el pronunciamiento. La determinación de las peticiones de los litigantes es ajena a la instancia extraordinaria, salvo el caso de arbitrariedad, lo que acontece cuando el objeto de la condena no resulta congruente con la demanda y la decisión no significó suplir una omisión del litigante sino variar la acción que se dedujo. –Del dictamen de la Procuración General, al que remitió la Corte Suprema–. RECURSO EXTRAORDINARIO: Requisitos propios. Cuestiones no federales. Sentencias arbitrarias. Procedencia del recurso. Excesos u omisiones en el pronunciamiento. El principio de congruencia, ínsito en la garantía constitucional del debido proceso del justiciable, obliga a atender las posiciones de las partes, por lo que la decisión de intimar a la demandada a que retire la tribuna en construcción y ejecute el proyecto de remodelación, vulneran el referido principio al haber incurrido el tribunal de alzada en un exceso de jurisdicción, lo que torna descalificable la sentencia (Voto de los Dres. E. Raúl Zaffaroni y Ricardo Luis Lorenzetti). CONSTITUCION NACIONAL: Derechos y garantías. Protección de la seguridad. La protección de la seguridad es un derecho previsto en el art. 42 de la Constitución Nacional, por lo que no cabe interpretar que el constituyente introdujo esa norma con un propósito meramente declarativo, sino que, por el contrario, es 30 FALLOS DE LA CORTE SUPREMA 329 correcta la hermenéutica orientada hacia el goce directo y efectivo por parte de sus titulares (Voto de los Dres. E. Raúl Zaffaroni y Ricardo Luis Lorenzetti). CONSTITUCION NACIONAL: Derechos y garantías. Protección de la seguridad. La seguridad, que debe ser entendida como simple derecho de asistir a un espectáculo público sin sufrir daño alguno, es un propósito que debe constituir la máxima preocupación por parte de quienes organizan eventos que importan algún riesgo potencial para los asistentes, así como también de las autoridades públicas encargadas de la respectiva fiscalización (Voto de los Dres. E. Raúl Zaffaroni y Ricardo Luis Lorenzetti). CONSTITUCION NACIONAL: Derechos y garantías. Protección de la seguridad. El derecho a la seguridad, salud e integridad física se traduce en el derecho a no ser dañado durante un espectáculo deportivo y en el derecho a exigir a las personas responsables que arbitren los medios necesarios para prevenir ese daño (Disidencia de la Dra. Carmen M. Argibay). MEDIDAS CAUTELARES. Si bien la protección que se reclamó para el derecho a la seguridad de los espectadores consistía en la remodelación del estadio, es atribución de los jueces determinar el alcance de la tutela que a su juicio mejor salva el derecho invocado sin afectar más de lo necesario los derechos o prerrogativas de la contraparte. Este es el sentido del art. 204 del Código Procesal Civil y Comercial de la Nación, en cuanto autoriza al juez a dictar una medida cautelar distinta de la solicitada teniendo en cuenta la importancia de los derechos que se intentan proteger (Disidencia de la Dra. Carmen M. Argibay). DICTAMEN DE LA PROCURACIÓN GENERAL Suprema Corte: – I – A fs. 363/374 de los autos principales (a los que corresponderán las siguientes citas), la Cámara Federal de Apelaciones de La Plata –Sala Civil I– concedió parcialmente la medida cautelar que habían solicitado Luis Zubeldía, Osvaldo Emilio Casalia y Heriberto Angel Raggio –en el carácter de socios del Club Estudiantes de La Plata y asiduos espectadores de los espectáculos deportivos que se llevan a cabo en su 31 DE JUSTICIA DE LA NACION 329 estadio– para que, con el objeto de garantizar el derecho a la seguridad, a la salud y a la integridad física de los concurrentes se autorice la refacción de aquél. Los integrantes del tribunal emplazaron a la citada entidad para que en 60 días materializara el proyecto de refacción de acuerdo a las disposiciones federales y locales vigentes sobre seguridad y para que en 45 días acordara con la Municipalidad de La Plata el modo de retirar la tribuna en construcción de cemento cerrada que existe sobre la calle 55 y dentro del predio del Club, bajo apercibimiento de aplicar astreintes en caso de incumplir la Municipalidad y de, lisa y llanamente, ordenar la demolición de dicha obra, construida sin habilitación municipal, si incumpliera el Club de Estudiantes de La Plata. Para así decidir, en lo que aquí interesa, manifestaron que había una coincidencia básica entre las partes y los consultores sobre las deficientes condiciones edilicias del estadio, toda vez que la estructura de metal que sostiene las tribunas sufre un proceso de corrosión que torna potencialmente peligrosa la seguridad de los espectadores. Por consiguiente, y a fin de prevenir eventuales daños y garantizar la seguridad, salud e integridad física de los participantes, estimaron que resultaba necesaria su refacción, a cuyo fin debía tomarse como base el proyecto que la Municipalidad local había propuesto para el estadio del Club Gimnasia y Esgrima de La Plata, sin perjuicio de las soluciones alternativas del mismo tenor que pudieran acordar las partes. Aclararon que ello no implicaba que el Club de Estudiantes de La Plata se encontrara obligado a tener un estadio igual o similar al de aquél sino que, antes bien, debía tomarse como un punto de referencia que no podía ser superado. En cuanto a las obras que se ejecutaron sin autorización previa municipal y que podrían tener impacto negativo sobre el medio ambiente, dispusieron que debía procederse a su retiro o demolición con cargo a sus propios ejecutores. – II – A fs. 388/407, el Club Estudiantes de La Plata y, a fs. 408/420, el actor Juan Carlos Balparda interpusieron sendos recursos extraordinarios y, ante su denegación por el a quo a fs. 472/473, sólo el primero de los nombrados interpuso la pertinente queja. 32 FALLOS DE LA CORTE SUPREMA 329 Sostiene que el a quo incurrió en exceso de jurisdicción al ordenar el retiro de la tribuna construida sobre la calle 55, bajo apercibimiento de ser demolida, pues se expidió sobre una pretensión que ninguna de las partes había introducido en el proceso, ni tampoco se encontraba dentro del ámbito de entendimiento fijado por el propio tribunal al momento de delimitar su competencia a fs. 249/253 y a fs. 363/374. Enfatiza que resulta más claro aún el exceso incurrido, si se tiene en cuenta la falta absoluta de conexión entre las cuestiones de seguridad por las cuales abre su competencia funcional y el retiro bajo apercibimiento de demolición de la tribuna de la calle 55. Expresa que las únicas medidas de carácter preventivo que el a quo podía válidamente adoptar, en el limitado marco cognoscitivo del trámite iniciado y del art. 50 de la ley 24.192, eran la de emplazarle a superar los inconvenientes edilicios vinculados a la seguridad del estadio de fútbol y, en última instancia, a ordenar su clausura, pero no a disponer sobre la tribuna de la calle 55 pues, además de no presentar problemas de inseguridad, al fallar de ese modo, se inmiscuyó en cuestiones de estricto orden local, ajenas a la competencia de la justicia federal, máxime cuando el destino de tal tribuna está supeditado a la decisión que en definitiva adopte la Suprema Corte de la Provincia de Buenos Aires en el proceso que inició ante esta última. Considera que existe auto-contradicción cuando, en primer lugar, afirma de modo categórico que está absolutamente prohibido realizar toda construcción o ampliación de obra en el Paseo del Bosque (ley 6183, ordenanzas 3174/64 y 9231/00) y luego ordena que se ejecute el proyecto que propone el municipio sobre la base de la obra que realizó el Club Gimnasia y Esgrima de La Plata –la cual, agrega, se construyó sin autorización, ni estudios de impacto ambiental– pese al obstáculo legal citado. Alega que el a quo incurre en otra contradicción cuando, al momento de fijar su ámbito de conocimiento, dejó sentado que la refacción del estadio no era de su competencia sino de las autoridades locales, pero, igualmente, ordenó su remodelación de acuerdo a los términos antes expuestos. – III – Es doctrina reiterada de la Corte que las resoluciones sobre medidas cautelares, sea que las ordenen, modifiquen o levanten, no revis33 DE JUSTICIA DE LA NACION 329 ten, en principio, carácter de sentencias definitivas en los términos que exige el art. 14 de la ley 48 para la procedencia del recurso extraordinario (Fallos: 310:681 y 313:116). Sin embargo, la resolución apelada puede ser equiparada a definitiva en sus efectos, toda vez que los argumentos esgrimidos por el a quo para ordenar el retiro de la tribuna –bajo apercibimiento de demolición– frustra todo replanteo posterior sobre el tema, a la vez que produce un menoscabo a los derechos constitucionales invocados por el recurrente (v. doctrina de Fallos: 308:2230; 315:2927; 320:463; 322:571 y 1682; 324:946, 1114 y 1152, entre otros). Ha señalado el Tribunal que los recaudos de viabilidad de las medidas precautorias deben ser ponderados con especial prudencia cuando la cautelar altera el estado de hecho o de derecho existente al momento de su dictado, habida cuenta de que configura un anticipo de jurisdicción favorable respecto del fallo final de la causa (Fallos: 316:1833; 320:1633, entre otros). Ese criterio restrictivo, en este caso, cobra mayor intensidad en razón de que la cautelar ha sido deducida de manera autónoma, de modo que no accede a una pretensión de fondo cuya procedencia sustancial pueda ser esclarecida en un proceso de conocimiento. En esas circunstancias, la concesión de la medida cautelar constituye una suerte de decisión de mérito sobre cuestiones que no hallarán, en principio, otro espacio para su debate (Fallos: 323:3075). En ese contexto, resulta exigible el máximo grado de prudencia en la verificación de los recaudos que tornan procedente la medida solicitada. Por el contrario, estimo que lo actuado por el a quo aparece como un exceso de jurisdicción, pues resulta claro que los actores, al interponer la cautelar autónoma, lo hicieron expresamente para que autorizara “...la obra de remodelación del Estadio proyectada por el Club Estudiantes de La Plata, conforme al proyecto que en copia se adjunta” (confr. fs. 76), dejando, a su vez, también expresamente aclarado que el objeto de su pretensión “no es impugnar la decisión municipal, sino que (absolutamente al margen de la legitimidad de aquélla), la presente acción está fundada en el derecho de los espectadores a la seguridad (ley 24.240 de defensa al consumidor y arts. 42 C.N. y 38 C.Pcial.)” (subrayado del original) (confr. fs. 84). Coherentemente con ello, el magistrado de primera instancia, a fs. 101/105, rechazó la cautelar autónoma tras considerar que no estaba acreditado en el sub lite el peligro de la consumación del daño alegado –la inseguridad de las condiciones para realizar el espectáculo 34 FALLOS DE LA CORTE SUPREMA 329 deportivo–, pues no le producía el convencimiento de su urgencia debido al limitado marco cognoscitivo de la cautelar, que no le permitía comprobar el estado de las instalaciones deportivas, ni evaluar pericialmente las alternativas propuestas, como tampoco lo autorizado por la Municipalidad de La Plata. Los actores, al expresar agravios contra este pronunciamiento del juez de primer grado, ratificaron que el objeto de la causa era obtener la refacción del estadio a fin de que se autorice el proyecto de obra realizado por el Club Estudiantes de La Plata (confr. fs. 109/123). En tales condiciones, asiste razón al apelante cuando sostiene que la decisión de intimarlo para que en el plazo de 45 días acuerde con la Municipalidad el retiro de la tribuna en construcción de cemento cerrada que existe sobre la calle 55 y dentro del predio del Club y le comuniquen la orden impartida, bajo apercibimiento de aplicar astreintes en caso de incumplimiento de la Municipalidad y de –lisa y llanamente– ordenar la demolición de la obra sin habilitación municipal en el supuesto del Club de Estudiantes de La Plata es, como antes dije, un exceso de jurisdicción por parte del juzgador, que torna arbitrario su pronunciamiento. De igual modo, estimo que ha incurrido en exceso jurisdiccional cuando dispuso, como tutela judicial para el caso, emplazar al Club Estudiantes de La Plata para que en 60 días materialice el proyecto de remodelación según determinadas condiciones que no habían sido solicitadas junto con la cautelar. Procede recordar la jurisprudencia del Tribunal en cuanto a que la determinación de las peticiones de los litigantes es ajena a la instancia extraordinaria, salvo el caso de arbitrariedad, lo que acontece cuando el objeto de la condena no resulta congruente con la demanda y la decisión no significó suplir una omisión del litigante sino variar la acción que se dedujo (Fallos: 297:71 y 312:2011). En igual sentido, V.E. expresó que corresponde dejar sin efecto la sentencia por haberse el a quo excedido en sus facultades, al mediar un manifiesto apartamiento de la relación procesal (Fallos: 300:1015, entre otros). – IV – Las consideraciones que anteceden son, a mi modo de ver, suficientes para hacer lugar a esta queja y dejar sin efecto la resolución 35 DE JUSTICIA DE LA NACION 329 planteada, sin que sea necesario examinar los otros agravios que desarrolla el apelante, toda vez que, además de referirse a la cuestión de fondo, los correlativos aspectos de esa sentencia atañen a la justicia local y, en tales condiciones, serán examinados por los jueces de la causa en las instancias ordinarias. Buenos Aires, 10 de marzo de 2005. Ricardo O. Bausset."
329_p88,mixto,LibroVol329.1.md,si,si,"RAMON SILVANO SISTERNA V. ANSES RECURSO EXTRAORDINARIO: Requisitos propios. Cuestión federal. Cuestiones federales simples. Interpretación de las leyes federales. Leyes federales de carácter procesal. Existe cuestión federal si se encuentra en juego la interpretación de normas procesales con incidencia directa sobre derechos adquiridos bajo la órbita de una regulación anterior y media lesión a las garantías constitucionales invocadas (art. 14, inc. 2º, de la ley 48). 89 DE JUSTICIA DE LA NACION 329 PROCEDIMIENTO ADMINISTRATIVO. Aun cuando la nueva redacción del art. 31 de la ley de procedimientos administrativos, introducida por el art. 12 de la ley 25.344, prescribe un plazo perentorio de 90 días para deducir demanda en contra del Estado o de sus entes autárquicos, contados a partir de la notificación al interesado del acto expreso que agote la instancia administrativa o cuando hubiesen transcurrido 45 días del pedido de pronto despacho (art. 25), tal exigencia no puede recaer sobre aquellos supuestos en que el cumplimiento de los requisitos de procedencia de la acción se hubiese configurado antes de la sanción de la nueva ley. LEYES PROCESALES. Si bien es cierto que las leyes sobre procedimiento son de orden público y se aplican a las causas pendientes, también lo es que su aplicación se encuentra limitada a los supuestos en que no se prive de validez a los actos procesales cumplidos, ni se deje sin efecto lo actuado de conformidad con las leyes anteriores, máxime cuando ello desbarataría una situación consolidada a favor del recurrente con privación de justicia respecto de derechos de naturaleza alimentaria que gozan de protección constitucional. RECURSO EXTRAORDINARIO: Principios generales. El recurso extraordinario contra la sentencia que confirmó el pronunciamiento que declaró de oficio no habilitada la instancia judicial es inadmisible (art. 280 del Código Procesal Civil y Comercial de la Nación) (Disidencia de la Dra. Carmen M. Argibay).","DICTAMEN DE LA PROCURACIÓN GENERAL Suprema Corte: Los integrantes de la Sala III de la Cámara Federal de la Seguridad Social en remisión al dictamen del Ministerio Público del fuero confirmaron la resolución de la juez de grado que declaró de oficio no habilitada la instancia judicial (v. fs. 25, 35/vta. y 37 del principal, foliatura a citar, salvo indicación, en adelante). Para así decidir, entendieron que el actor no había dado cumplimiento con los plazos establecidos para la plena operatividad del instituto del silencio en sede administrativa, ello en virtud de que transcurrieron casi diez años entre su solicitud de reajuste y la interposición 90 FALLOS DE LA CORTE SUPREMA 329 de la demanda judicial. Asimismo, consideraron de aplicación al sub lite las disposiciones contenidas en la ley 25.344 en cuanto modificó el artículo 32 de la ley 19.549 y dejó sin efecto la posibilidad de obviar el reclamo administrativo previo en aquellas situaciones donde mediara una clara conducta del Estado que hiciera presumir la ineficacia cierta del procedimiento. Contra dicho pronunciamiento y con fundamento en la doctrina de la arbitrariedad de fallos judiciales la actora interpuso recurso extraordinario, cuya denegatoria, previo traslado de ley, motiva la presente queja. En relación con él, creo necesario recordar que, si bien V.E. tiene reiteradamente dicho que a los fines del recurso extraordinario previsto en el artículo 14 de la ley 48, revisten carácter de definitivas, no sólo aquellas sentencias que ponen fin al pleito e impiden su prosecución, sino también las que causan un agravio de imposible o insuficiente reparación ulterior (Fallos: 310:1045; 312:2348; 323:1084; 325:2623 entre muchos otros), considero que en el caso la resolución que declaró no habilitada la instancia judicial es asimilable a una sentencia definitiva, en cuanto clausura totalmente el acceso del actor a la jurisdicción (Fallos: 312:1724). Ello sentado, vale poner de resalto que la ley nacional de procedimientos administrativos prevé dos vías mediante las cuales se habilita la instancia judicial a efectos de accionar contra el Estado Nacional: la denominada impugnatoria o recursiva y la llamada reparatoria o reclamatoria. La primera de estas vías tiene por objeto la impugnación de actos administrativos mediante la necesaria deducción de los recursos administrativos que resulten procedentes, y la posterior interposición de acción judicial de impugnación de conformidad con los artículos 23 a 27 de la ley 19.549. La restante, por el contrario, exige la promoción de reclamo administrativo previo con el objeto de cuestionar el accionar de la Administración que como tal no constituye un acto administrativo, o efectuar dicho reclamo como medio de impugnación directa de actos de alcance general. En el sub lite, y tal como lo reconoce el quejoso, la presentación de fecha 17 de junio de 1992 tuvo el carácter de un reclamo administrativo en los términos del artículo 30 de la ley de procedimientos administrativos, reclamo que fue iniciado a efectos de solicitar un reajuste de su haber previsional (v. fs. 5/7). En consecuencia, y contrariamente a 91 DE JUSTICIA DE LA NACION 329 lo argumentado por el apelante, no son de aplicación a estas actuaciones las disposiciones contenidas en el artículo 26 de la ley 19.549 que presuponen el ejercicio previo de la vía impugnatoria o recursiva. Por otra parte, estimo que no resultan arbitrarias las conclusiones de los sentenciantes cuando afirman que la demanda judicial promovida por el recurrente se encuentra comprendida dentro de lo establecido por el artículo 31 de la ley 19.549, texto según ley 25.344. Ello, en razón de que toda reforma de las leyes de procedimientos es de aplicación plena e inmediata, aun cuando la situación jurídica que constituye el objeto del litigio se haya configurado y desarrollado bajo la ley anterior. Las normas procedimentales tienen carácter de orden público por lo que no existe derecho adquirido a ser juzgado de conformidad con un determinado procedimiento (Fallos: 211:725; 215:467; 321:1865, entre otros). De allí que, los presupuestos de admisibilidad de la acción contencioso administrativa no puedan sino ser verificados de acuerdo con la ley de procedimientos vigente a la fecha de promoción de la demanda. Por lo expuesto, soy de opinión que corresponde desestimar la presente queja. Buenos Aires, 23 de febrero de 2005. Marta A. Beiró de Gonçalvez."
329_p117,mixto,LibroVol329.1.md,si,no,"SILVESTRE MORE RECURSO EXTRAORDINARIO: Requisitos propios. Tribunal superior. Corresponde rechazar el recurso extraordinario interpuesto por el fiscal contra el pronunciamiento que declaró la inconstitucionalidad de la accesoria de incapacidad civil, pues el tribunal que dictó la sentencia no es el tribunal superior, según el art. 14 de la ley 48, ya que cuando se invoquen agravios de naturaleza 118 FALLOS DE LA CORTE SUPREMA 329 federal que habiliten la competencia de la Corte, por vía extraordinaria en el ámbito de la justicia penal nacional, éstos deben ser tratados previamente por la Cámara Nacional de Casación Penal en su carácter de tribunal intermedio. RECURSO EXTRAORDINARIO: Requisitos formales. Interposición del recurso. Fundamento. Corresponde desestimar el recurso extraordinario que no cumple con el requisito de fundamentación autónoma (Voto de los Dres. Carlos S. Fayt y Carmen M. Argibay). RECURSO EXTRAORDINARIO: Requisitos propios. Tribunal superior. Cuando lo que se pretende es el examen de un agravio federal, no es posible soslayar la intervención de la Cámara Nacional de Casación Penal (Voto del Dr. Enrique Santiago Petracchi).",
329_p120,arbitrariedad,LibroVol329.1.md,si,no,"OLIVERO Y RODRIGUEZ ELECTRICIDAD S.A.I.C.F.I. RECURSO EXTRAORDINARIO: Trámite. Si bien incumbe exclusivamente a la Corte juzgar sobre la existencia o no de arbitrariedad, ello no releva a los órganos judiciales de resolver circunstanciadamente si la apelación federal, “prima facie” valorada, cuenta con funda121 DE JUSTICIA DE LA NACION 329 mentos suficientes para dar sustento a la invocación de un caso excepcional, pues de lo contrario el Tribunal debería admitir que su jurisdicción extraordinaria se viese, en principio, habilitada o denegada sin razones que avalen uno u otro resultado, lo cual irroga un grave perjuicio al derecho de defensa de los litigantes y al adecuado servicio de justicia de la Corte. RECURSO EXTRAORDINARIO: Trámite. Corresponde declarar la nulidad de la concesión del remedio federal si no aparece debidamente fundada, al no dar satisfacción a los requisitos idóneos para la obtención de la finalidad a la que se hallaba destinada.",
