caso_id,tomo,linea_abs,zona,fuente,clasificacion,texto
329_p358,329,13884,adelante,solo_auditor,marcador_apertura,DICTAMEN DE LA PROCURACIÓN GENERAL
329_p370,329,13908,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p370,329,13959,adelante,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p370,329,13968,adelante,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN
329_p370,329,13980,adelante,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p373,329,14143,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p373,329,14227,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p373,329,14275,adelante,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p373,329,14285,adelante,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS
329_p373,329,14288,adelante,solo_auditor,linea_mayus_corta,NORMA LUISA VALERDI V. ANSES
329_p373,329,14297,adelante,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p373,329,14299,adelante,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p381,329,14340,adelante,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN
329_p381,329,14349,adelante,solo_auditor,linea_mayus_corta,DIRECCION GENERAL IMPOSITIVA V. ORLANDO ALBERTO SARMIENTO
329_p381,329,14358,adelante,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p381,329,14365,adelante,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p383,329,14398,atras,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN
329_p383,329,14404,adelante,solo_auditor,linea_mayus_corta,MARZO
329_p383,329,14405,adelante,solo_auditor,linea_mayus_corta,CARLOS ALBERTO CHIARA DIAZ V. ESTADO PROVINCIAL
329_p383,329,14437,adelante,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p385,329,15333,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p385,329,15420,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p385,329,15447,atras,solo_auditor,firma_juez,DOCTORA DOÑA ELENA I. HIGHTON DE NOLASCO
329_p385,329,15499,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p385,329,15584,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p385,329,15667,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p385,329,15673,atras,solo_auditor,firma_apellido_solo,DISIDENCIA DEL SEÑOR MINISTRO DOCTOR DON CARLOS S. FAYT
329_p385,329,15746,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p385,329,15832,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p385,329,15917,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p385,329,16003,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p385,329,16087,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p385,329,16093,atras,solo_auditor,linea_mayus_corta,DISIDENCIA DE LA SEÑORA
329_p385,329,16094,atras,solo_auditor,firma_juez,MINISTRA DOCTORA DOÑA CARMEN M. ARGIBAY
329_p385,329,16167,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p385,329,16225,adelante,solo_auditor,linea_mayus_corta,DANIEL ALFONSO DUARTE Y OTRO V. PROVINCIA DE MISIONES
329_p385,329,16232,adelante,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p385,329,16242,adelante,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p429,329,16275,atras,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS
329_p429,329,16291,adelante,solo_auditor,linea_mayus_corta,JORGE GRICHNER V. DOROTEA NATIVIDAD PEREZ Y OTRA
329_p429,329,16305,adelante,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p429,329,16316,adelante,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p431,329,16305,atras,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p431,329,16316,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p431,329,16338,adelante,solo_auditor,firma_juez,ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA — E. RAÚL
329_p432,329,16468,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p432,329,16487,atras,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p432,329,16506,adelante,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS
329_p432,329,16509,adelante,solo_auditor,linea_mayus_corta,DISIDENCIA DE LA SEÑORA
329_p432,329,16510,adelante,solo_auditor,firma_juez,MINISTRA DOCTORA DOÑA CARMEN M. ARGIBAY
329_p432,329,16523,adelante,solo_auditor,linea_mayus_corta,VICTOR CRISTIAN MARTINEZ
329_p432,329,16531,adelante,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p437,329,16557,atras,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p437,329,16605,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p437,329,16609,adelante,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS
329_p437,329,16626,adelante,solo_auditor,linea_mayus_corta,NUEVAS COMUNICACIONES ARGENTINAS S.R.L. Y OTRO
329_p440,329,16694,atras,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p440,329,16746,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p440,329,16750,atras,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS
329_p440,329,16794,adelante,solo_auditor,linea_mayus_corta,ARTURO JORGE PODESTA Y OTROS
329_p440,329,16813,adelante,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p445,329,17202,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p445,329,17281,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p445,329,17306,atras,solo_auditor,firma_apellido_solo,DISIDENCIA DEL SEÑOR MINISTRO DOCTOR DON JUAN CARLOS MAQUEDA
329_p445,329,17318,atras,solo_auditor,linea_mayus_corta,DISIDENCIA DE LA SEÑORA
329_p445,329,17319,atras,solo_auditor,firma_juez,MINISTRA DOCTORA DOÑA CARMEN M. ARGIBAY
329_p445,329,17352,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p445,329,17430,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p445,329,17500,adelante,solo_auditor,linea_mayus_corta,SOCIEDAD ITALIANA DE BENEFICENCIA EN BUENOS AIRES
329_p445,329,17508,adelante,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p463,329,17662,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p463,329,17687,atras,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p463,329,17704,atras,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS
329_p463,329,17731,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p463,329,17790,adelante,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p463,329,17803,adelante,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p463,329,17811,adelante,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN
329_p463,329,17820,adelante,solo_auditor,linea_mayus_corta,BIENVENIDO T. BARREIRO Y OTRO V. PODER EJECUTIVO NACIONAL
329_p471,329,17790,atras,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p471,329,17803,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p471,329,17811,adelante,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN
329_p471,329,17820,adelante,solo_auditor,linea_mayus_corta,BIENVENIDO T. BARREIRO Y OTRO V. PODER EJECUTIVO NACIONAL
329_p471,329,17824,adelante,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p471,329,17844,adelante,solo_auditor,firma_juez,ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA — E. RAÚL
329_p472,329,17820,atras,solo_auditor,linea_mayus_corta,BIENVENIDO T. BARREIRO Y OTRO V. PODER EJECUTIVO NACIONAL
329_p472,329,17824,atras,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p472,329,17844,adelante,solo_auditor,firma_juez,ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA — E. RAÚL
329_p472,329,17871,adelante,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p473,329,18276,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p473,329,18362,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p473,329,18446,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p473,329,18531,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p473,329,18583,adelante,solo_auditor,linea_mayus_corta,FERNANDO DE LA RUA
329_p473,329,18594,adelante,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p473,329,18601,adelante,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p473,329,18612,adelante,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN
329_p473,329,18613,adelante,solo_auditor,firma_juez,CARLOS MAQUEDA — RICARDO LUIS LORENZETTI — CARMEN M. ARGIBAY
329_p491,329,18612,atras,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN
329_p491,329,18613,atras,solo_auditor,firma_juez,CARLOS MAQUEDA — RICARDO LUIS LORENZETTI — CARMEN M. ARGIBAY
329_p491,329,18653,adelante,solo_auditor,marcador_apertura,FALLO DE LA CORTE SUPREMA
329_p491,329,18669,adelante,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
329_p491,329,18680,adelante,solo_auditor,firma_juez,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS
329_p493,329,18669,atras,solo_auditor,header_pagina,FALLOS DE LA CORTE SUPREMA
