caso_id,tipo,vp_base,vp_new,lfr_base,lfr_new,n_jueces_new,firma_new
329_p5793,lfr_cambio,unanime,unanime,34276,34278,5,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN
329_p5814,lfr_cambio,disidencia,disidencia,35368,35369,7,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT (en di
329_p5826,lfr_cambio,unanime,unanime,35490,35491,5,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN
329_p5836,lfr_cambio,unanime,unanime,35782,35783,5,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — E. RAÚL ZAFFARONI — R
329_p5837,lfr_cambio,unanime,unanime,35854,35855,6,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA —
329_p5844,lfr_cambio,unanime,unanime,36079,36080,6,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA —
329_p5851,lfr_cambio,unanime,unanime,36339,36340,6,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA —
329_p5892,lfr_cambio,segun_su_voto,segun_su_voto,37896,37897,6,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO (según su voto) — JUAN 
329_p5896,lfr_cambio,unanime,unanime,38050,38051,4,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA —
329_p5900,REGRESION,unanime,sin_firma,38108,38068,0,
329_p5902,lfr_cambio,disidencia,disidencia,38157,38156,7,ENRIQUE SANTIAGO PETRACCHI (en disidencia) — ELENA I. HIGHTON DE NOLASCO — CARLO
329_p5913,lfr_cambio,segun_su_voto,segun_su_voto,39808,39791,5,ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT (según su voto) — E. RAÚL ZAFFARONI
329_p5950,REGRESION,disidencia,sin_firma,40547,40267,0,
329_p5964,REGRESION,unanime,sin_firma,40622,40567,0,
329_p5966,lfr_cambio,disidencia,disidencia,40799,40800,7,ENRIQUE SANTIAGO PETRACCHI (en disidencia) — ELENA I. HIGHTON DE NOLASCO — CARLO
329_p5971,lfr_cambio,unanime,unanime,40867,40869,4,ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA — E. RAÚL ZAFFARONI — RICARDO 
329_p5994,lfr_cambio,segun_su_voto,segun_su_voto,41951,41952,5,ENRIQUE SANTIAGO PETRACCHI (según su voto) — ELENA I. HIGHTON DE NOLASCO — JUAN 
329_p6002,lfr_cambio,segun_su_voto,segun_su_voto,42229,42208,6,ENRIQUE SANTIAGO PETRACCHI (según su voto) — ELENA I. HIGHTON DE NOLASCO — JUAN 
329_p6032,lfr_cambio,unanime,unanime,43136,43110,1,JUAN CARLOS MAQUEDA.
329_p6033,lfr_cambio,unanime,unanime,43332,43333,4,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN
329_p6042,lfr_cambio,unanime,unanime,43546,43547,7,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN
329_p6044,lfr_cambio,unanime,unanime,43685,43652,6,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA —
329_p6047,lfr_cambio,unanime,unanime,43763,43764,5,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA —
329_p6050,lfr_cambio,unanime,unanime,43848,43849,5,ENRIQUE SANTIAGO PETRACCHI — JUAN CARLOS MAQUEDA — E. RAÚL ZAFFARONI — RICARDO L
329_p6058,lfr_cambio,unanime,unanime,44101,44102,6,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA —
329_p6060,lfr_cambio,unanime,unanime,44246,44247,6,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA —
329_p6064,lfr_cambio,unanime,unanime,44390,44391,7,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN
329_p6071,lfr_cambio,unanime,unanime,44551,44552,4,ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA — E. RAÚL ZAFFARONI — RICARDO 
329_p6076,lfr_cambio,disidencia,disidencia,44881,44883,6,ELENA I. HIGHTON DE NOLASCO (en disidencia) — CARLOS S. FAYT — JUAN CARLOS MAQUE
329_p617,lfr_cambio,unanime,unanime,23409,23405,5,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN
329_p619,REGRESION,unanime,sin_firma,23432,23410,0,
329_p620,lfr_cambio,segun_su_voto,segun_su_voto,23487,23488,5,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA —
329_p622,lfr_cambio,unanime,unanime,23510,23509,5,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN
329_p623,lfr_cambio,unanime,unanime,23543,23545,5,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN
329_p624,lfr_cambio,disidencia,disidencia,23742,23743,7,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO (en disidencia) — CARLO
329_p634,lfr_cambio,disidencia,disidencia,24111,24112,7,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO (en disidencia) — CARLO
329_p695,lfr_cambio,mixed,mixed,26839,26840,7,ENRIQUE SANTIAGO PETRACCHI (en disidencia) — ELENA I. HIGHTON DE NOLASCO (según 
329_p716,lfr_cambio,segun_su_voto,segun_su_voto,27077,27078,5,ENRIQUE SANTIAGO PETRACCHI (según su voto) — ELENA I. HIGHTON DE NOLASCO — JUAN 
329_p717,lfr_cambio,unanime,unanime,27335,27314,5,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN
329_p730,lfr_cambio,segun_su_voto,segun_su_voto,27710,27712,6,ENRIQUE SANTIAGO PETRACCHI (según su voto) — ELENA I. HIGHTON DE NOLASCO — CARLO
329_p741,lfr_cambio,segun_su_voto,segun_su_voto,28022,28023,5,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA —
329_p753,lfr_cambio,unanime,unanime,28466,28467,5,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN
329_p755,lfr_cambio,segun_su_voto,segun_su_voto,28604,28606,6,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA —
329_p759,lfr_cambio,unanime,unanime,29144,29146,6,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA —
329_p772,lfr_cambio,unanime,unanime,29322,29297,5,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA —
329_p78,lfr_cambio,unanime,unanime,2886,2888,5,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN
329_p803,lfr_cambio,unanime,unanime,30405,30406,5,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN
329_p805,lfr_cambio,unanime,unanime,30532,30534,5,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA —
329_p809,lfr_cambio,segun_su_voto,segun_su_voto,31495,31496,6,ENRIQUE SANTIAGO PETRACCHI — CARLOS S. FAYT (según su voto) — JUAN CARLOS MAQUED
329_p83,lfr_cambio,unanime,unanime,3101,3073,5,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN
329_p838,lfr_cambio,unanime,unanime,31764,31765,5,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN
329_p845,lfr_cambio,unanime,unanime,32017,32018,6,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA —
329_p847,lfr_cambio,unanime,unanime,32166,32167,5,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA —
329_p85,lfr_cambio,unanime,unanime,3191,3192,5,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA —
329_p863,lfr_cambio,unanime,unanime,32680,32681,5,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN
329_p865,lfr_cambio,unanime,unanime,32787,32788,5,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA —
329_p879,lfr_cambio,mixed,mixed,33558,33560,7,ENRIQUE SANTIAGO PETRACCHI (en disidencia) — ELENA I. HIGHTON DE NOLASCO (según 
329_p888,lfr_cambio,unanime,unanime,33708,33699,5,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN
329_p899,lfr_cambio,disidencia,disidencia,34173,34144,7,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN
329_p904,lfr_cambio,unanime,unanime,34216,34217,5,CARLOS S. FAYT — JUAN CARLOS MAQUEDA — E. RAÚL ZAFFARONI — RICARDO LUIS LORENZET
329_p906,lfr_cambio,disidencia,disidencia,34331,34332,7,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT (en di
329_p937,lfr_cambio,segun_su_voto,segun_su_voto,35583,35584,5,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN
329_p942,lfr_cambio,mixed,mixed,35949,35962,7,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO (en disidencia parcial)
329_p951,lfr_cambio,unanime,unanime,36100,36101,5,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN
329_p955,lfr_cambio,unanime,unanime,36235,36236,5,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA —
329_p984,lfr_cambio,unanime,unanime,37332,37333,6,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN
329_p988,REGRESION,unanime,sin_firma,37378,37333,0,
329_p989,lfr_cambio,segun_su_voto,segun_su_voto,37433,37434,5,CARLOS S. FAYT — JUAN CARLOS MAQUEDA — E. RAÚL ZAFFARONI — RICARDO LUIS LORENZET
329_p997,lfr_cambio,segun_su_voto,segun_su_voto,37812,37813,7,ENRIQUE SANTIAGO PETRACCHI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN
330_p1016,lfr_cambio,disidencia,disidencia,39230,39231,6,ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE SANTIAGO PETRACCHI — JUAN
330_p1025,REGRESION,unanime,sin_firma,39262,39231,0,
330_p1034,lfr_cambio,unanime,unanime,39585,39586,4,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — ENRIQUE SANTIAGO PETRACC
330_p1055,lfr_cambio,disidencia,disidencia,40499,40500,7,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE
330_p1066,lfr_cambio,disidencia,disidencia,40961,40962,6,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — ENRIQUE SANTIAGO PETRACC
330_p1072,lfr_cambio,disidencia,disidencia,41108,41102,7,RICARDO LUIS LORENZETTI (en disidencia) — ELENA I. HIGHTON DE NOLASCO (en diside
330_p1076,lfr_cambio,segun_su_voto,segun_su_voto,41371,41372,6,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE
330_p108,lfr_cambio,unanime,unanime,3975,3976,4,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE
330_p1083,lfr_cambio,disidencia,disidencia,41556,41550,7,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO (en disidencia) — CARLOS S
330_p1088,lfr_cambio,unanime,unanime,41786,41774,4,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA — E.
330_p1095,lfr_cambio,segun_su_voto,segun_su_voto,41998,41999,6,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — ENRIQUE SANTIAGO PETRACC
330_p1100,lfr_cambio,unanime,unanime,42095,42096,4,ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE SANTIAGO PETRACCHI — JUAN
330_p1103,lfr_cambio,unanime,unanime,42365,42367,4,ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE SANTIAGO PETRACCHI — JUAN
330_p1114,lfr_cambio,mixed,mixed,43391,43392,7,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT (en disid
330_p1167,lfr_cambio,unanime,unanime,44740,44741,5,ELENA I. HIGHTON DE NOLASCO — ENRIQUE SANTIAGO PETRACCHI — JUAN CARLOS MAQUEDA —
330_p1169,lfr_cambio,unanime,unanime,44849,44850,5,ELENA I. HIGHTON DE NOLASCO — ENRIQUE SANTIAGO PETRACCHI — JUAN CARLOS MAQUEDA —
330_p1172,lfr_cambio,unanime,unanime,44935,44936,5,ELENA I. HIGHTON DE NOLASCO — ENRIQUE SANTIAGO PETRACCHI — JUAN CARLOS MAQUEDA —
330_p1181,lfr_cambio,unanime,unanime,45229,45230,5,ELENA I. HIGHTON DE NOLASCO — ENRIQUE SANTIAGO PETRACCHI — JUAN CARLOS MAQUEDA —
330_p1183,REGRESION,unanime,sin_firma,45365,45321,0,
330_p1186,lfr_cambio,unanime,unanime,45439,45440,5,ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE SANTIAGO PETRACCHI — JUAN
330_p119,lfr_cambio,unanime,unanime,4338,4339,4,RICARDO LUIS LORENZETTI — CARLOS S. FAYT — ENRIQUE SANTIAGO PETRACCHI — JUAN CAR
330_p1191,lfr_cambio,unanime,unanime,45653,45649,5,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — ENRIQUE SANTIAGO PETRACC
330_p1195,lfr_cambio,segun_su_voto,segun_su_voto,46041,46042,6,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE
330_p1214,lfr_cambio,segun_su_voto,segun_su_voto,46526,46527,6,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO (según su voto) — CARLOS S
330_p1218,lfr_cambio,unanime,unanime,46611,46613,4,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN CA
330_p1221,lfr_cambio,unanime,unanime,46650,46651,4,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — ENRIQUE SANTIAGO PETRACC
330_p1236,lfr_cambio,disidencia,disidencia,47365,47372,5,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN CA
330_p1261,lfr_cambio,disidencia,disidencia,48493,48494,6,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE
330_p1271,lfr_cambio,unanime,unanime,48683,48684,4,ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE SANTIAGO PETRACCHI — JUAN
330_p1276,lfr_cambio,unanime,unanime,48788,48789,4,ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE SANTIAGO PETRACCHI — JUAN
330_p128,lfr_cambio,unanime,unanime,4687,4688,6,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — ENRIQUE SANTIAGO PETRACC
330_p1289,lfr_cambio,unanime,unanime,49244,49246,5,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE
330_p1291,lfr_cambio,unanime,unanime,49588,49589,6,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE
330_p1303,lfr_cambio,unanime,unanime,49765,49766,4,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — ENRIQUE SANTIAGO PETRACC
330_p1307,lfr_cambio,unanime,unanime,49900,49901,4,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — ENRIQUE SANTIAGO PETRACC
330_p133,lfr_cambio,unanime,unanime,4988,4989,4,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — ENRIQUE SANTIAGO PETRACC
330_p1332,lfr_cambio,disidencia,disidencia,504,505,5,RICARDO LUIS LORENZETTI (en disidencia) — ELENA I. HIGHTON DE NOLASCO — ENRIQUE 
330_p1356,lfr_cambio,disidencia,disidencia,1660,1653,7,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO (en disidencia) — CARLOS S
330_p1369,lfr_cambio,segun_su_voto,segun_su_voto,1983,1984,7,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT (según su
330_p1402,lfr_cambio,unanime,unanime,3105,3097,4,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA — E.
330_p1417,lfr_cambio,unanime,unanime,3734,3735,5,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — ENRIQUE SANTIAGO PETRACC
330_p1422,lfr_cambio,unanime,unanime,3931,3932,5,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN CA
330_p1451,lfr_cambio,unanime,unanime,5084,5085,4,ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE SANTIAGO PETRACCHI — JUAN
330_p1457,lfr_cambio,disidencia,disidencia,5371,5372,6,RICARDO LUIS LORENZETTI (en disidencia) — ELENA I. HIGHTON DE NOLASCO — ENRIQUE 
330_p147,lfr_cambio,unanime,unanime,5513,5514,6,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE
330_p1474,lfr_cambio,unanime,unanime,5852,5853,4,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA — E.
330_p1491,lfr_cambio,segun_su_voto,segun_su_voto,6564,6565,7,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE
330_p1503,lfr_cambio,unanime,unanime,6939,6940,6,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE
330_p1507,lfr_cambio,unanime,unanime,7216,7195,5,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA — E.
330_p1514,lfr_cambio,disidencia,disidencia,7273,7267,7,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE
330_p1516,lfr_cambio,disidencia,disidencia,7557,7558,6,RICARDO LUIS LORENZETTI (en disidencia) — ELENA I. HIGHTON DE NOLASCO — ENRIQUE 
330_p152,lfr_cambio,unanime,unanime,5795,5796,6,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE
330_p1525,lfr_cambio,unanime,unanime,7645,7647,4,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA — CA
330_p1528,lfr_cambio,unanime,unanime,7761,7762,6,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — ENRIQUE SANTIAGO PETRACC
330_p1545,lfr_cambio,segun_su_voto,segun_su_voto,8527,8528,6,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — ENRIQUE SANTIAGO PETRACC
330_p1550,lfr_cambio,disidencia,disidencia,9086,9087,7,RICARDO LUIS LORENZETTI (en disidencia) — ELENA I. HIGHTON DE NOLASCO — CARLOS S
330_p1567,lfr_cambio,disidencia,disidencia,9369,9370,7,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE
330_p1578,lfr_cambio,disidencia,disidencia,9656,9666,5,ELENA I. HIGHTON DE NOLASCO — ENRIQUE SANTIAGO PETRACCHI — JUAN CARLOS MAQUEDA —
330_p1587,lfr_cambio,unanime,unanime,10413,10399,4,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — ENRIQUE SANTIAGO PETRACC
330_p1599,lfr_cambio,unanime,unanime,10460,10461,5,ELENA I. HIGHTON DE NOLASCO — ENRIQUE SANTIAGO PETRACCHI — JUAN CARLOS MAQUEDA —
330_p16,lfr_cambio,disidencia,disidencia,719,720,6,ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE SANTIAGO PETRACCHI — JUAN
330_p1601,lfr_cambio,unanime,unanime,10548,10529,7,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE
330_p1606,lfr_cambio,unanime,unanime,10716,10674,4,ELENA I. HIGHTON DE NOLASCO — ENRIQUE SANTIAGO PETRACCHI — JUAN CARLOS MAQUEDA —
330_p1608,lfr_cambio,unanime,unanime,10803,10813,6,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — ENRIQUE SANTIAGO PETRACC
330_p1610,lfr_cambio,unanime,unanime,11133,11104,5,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — ENRIQUE SANTIAGO PETRACC
330_p1618,lfr_cambio,unanime,unanime,11180,11182,5,ELENA I. HIGHTON DE NOLASCO — ENRIQUE SANTIAGO PETRACCHI — JUAN CARLOS MAQUEDA —
330_p1626,lfr_cambio,unanime,unanime,11507,11508,4,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — ENRIQUE SANTIAGO PETRACC
330_p1629,lfr_cambio,unanime,unanime,11610,11611,5,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE
330_p1635,lfr_cambio,unanime,unanime,11987,11989,6,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE
330_p170,lfr_cambio,unanime,unanime,6287,6288,4,ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE SANTIAGO PETRACCHI — CARM
330_p1718,lfr_cambio,unanime,unanime,15197,15193,6,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — ENRIQUE SANTIAGO PETRACC
330_p1748,lfr_cambio,unanime,unanime,16310,16312,5,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN CA
330_p1751,lfr_cambio,disidencia,disidencia,16622,16624,7,RICARDO LUIS LORENZETTI (en disidencia) — ELENA I. HIGHTON DE NOLASCO — CARLOS S
330_p1762,REGRESION,unanime,sin_firma,16771,16736,0,
330_p1763,lfr_cambio,disidencia,disidencia,17104,17106,6,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — ENRIQUE SANTIAGO PETRACC
330_p1777,lfr_cambio,segun_su_voto,segun_su_voto,17614,17613,7,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO (según su voto) — CARLOS S
330_p178,lfr_cambio,unanime,unanime,6630,6631,5,ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE SANTIAGO PETRACCHI — JUAN
330_p1785,lfr_cambio,mixed,mixed,17829,17830,6,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — JUAN CA
330_p1802,lfr_cambio,unanime,unanime,18328,18329,6,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — ENRIQUE SANTIAGO PETRACC
330_p1804,lfr_cambio,unanime,unanime,18427,18428,7,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE
330_p1807,lfr_cambio,unanime,unanime,18701,18703,4,ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE SANTIAGO PETRACCHI — JUAN
330_p1817,lfr_cambio,unanime,unanime,18916,18917,4,ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE SANTIAGO PETRACCHI — JUAN
330_p1829,lfr_cambio,unanime,unanime,19336,19337,5,ELENA I. HIGHTON DE NOLASCO — ENRIQUE SANTIAGO PETRACCHI — JUAN CARLOS MAQUEDA —
330_p1832,lfr_cambio,unanime,unanime,19505,19506,6,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — ENRIQUE SANTIAGO PETRACC
330_p1836,lfr_cambio,unanime,unanime,19575,19576,7,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE
330_p1838,lfr_cambio,disidencia,disidencia,19792,19794,6,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — ENRIQUE SANTIAGO PETRACC
330_p1844,lfr_cambio,segun_su_voto,segun_su_voto,19982,19984,4,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — ENRIQUE SANTIAGO PETRACC
330_p185,lfr_cambio,unanime,unanime,6813,6814,4,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — JUAN CARLOS MAQUEDA — CA
330_p1888,lfr_cambio,unanime,unanime,21731,21737,4,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — ENRIQUE SANTIAGO PETRACC
330_p1893,REGRESION,unanime,sin_firma,21804,21754,0,
330_p1895,lfr_cambio,disidencia,disidencia,22112,22114,5,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — ENRIQUE SANTIAGO PETRACC
330_p1903,lfr_cambio,unanime,unanime,22258,22259,5,RICARDO LUIS LORENZETTI — ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE
330_p1918,lfr_cambio,unanime,unanime,22928,22929,4,ELENA I. HIGHTON DE NOLASCO — CARLOS S. FAYT — ENRIQUE SANTIAGO PETRACCHI — JUAN
