caso_id,tipo,vp_base,vp_new,lfr_base,lfr_new,n_jueces_new,firma_new
332_p363,lfr_cambio,unanime,unanime,14351,14352,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p387,lfr_cambio,unanime,unanime,15147,15130,5,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
332_p391,lfr_cambio,segun_su_voto,segun_su_voto,15246,15247,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p405,lfr_cambio,disidencia,disidencia,16368,16350,7,Ricardo Luis Lorenzetti (en disidencia) — Elena I. Highton de Nolasco — Carlos S
332_p422,lfr_cambio,disidencia,disidencia,16417,16419,7,Ricardo Luis Lorenzetti (en disidencia) — Elena I. Highton de Nolasco — Carlos S
332_p459,lfr_cambio,unanime,unanime,17864,17866,5,Elena I. Highton de Nolasco — Enrique Santiago Petracchi — Juan Carlos Maqueda —
332_p47,lfr_cambio,unanime,unanime,1814,1815,4,Ricardo Luis Lorenzetti — Enrique Santiago Petracchi — Juan Carlos Maqueda — E. 
332_p479,lfr_cambio,disidencia,disidencia,19207,19224,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
332_p5,lfr_cambio,unanime,unanime,323,324,2,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco.
332_p504,lfr_cambio,unanime,unanime,19703,19678,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p507,lfr_cambio,disidencia,disidencia,19866,19867,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt (en disid
332_p531,lfr_cambio,disidencia,disidencia,21261,21262,5,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — E.
332_p585,MEJORA,sin_firma,unanime,22879,22869,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
332_p595,lfr_cambio,disidencia,disidencia,23413,23414,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p60,lfr_cambio,unanime,unanime,2408,2409,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p602,lfr_cambio,unanime,unanime,23604,23606,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p607,lfr_cambio,unanime,unanime,23739,23749,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p640,lfr_cambio,unanime,unanime,25755,25757,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p663,lfr_cambio,unanime,unanime,26004,26006,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p820,lfr_cambio,unanime,unanime,32206,32208,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p826,lfr_cambio,disidencia,disidencia,32342,32349,7,Ricardo Luis Lorenzetti (en disidencia) — Elena I. Highton de Nolasco — Carlos S
332_p837,lfr_cambio,disidencia,disidencia,32959,32960,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S
332_p846,lfr_cambio,unanime,unanime,33111,33112,5,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
332_p850,lfr_cambio,unanime,unanime,33213,33198,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p852,lfr_cambio,unanime,unanime,33261,33262,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p857,lfr_cambio,disidencia,disidencia,33559,33560,6,Elena I. Highton de Nolasco (en disidencia) — Carlos S. Fayt — Enrique Santiago 
332_p862,lfr_cambio,unanime,unanime,33750,33751,4,Elena I. Highton de Nolasco — Enrique Santiago Petracchi — Juan Carlos Maqueda —
332_p867,lfr_cambio,unanime,unanime,33811,33812,5,Elena I. Highton de Nolasco — Enrique Santiago Petracchi — Juan Carlos Maqueda —
332_p873,lfr_cambio,unanime,unanime,34055,34027,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p877,lfr_cambio,unanime,unanime,34402,34403,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p885,lfr_cambio,unanime,unanime,34681,34682,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p892,lfr_cambio,unanime,unanime,34859,34860,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p897,lfr_cambio,unanime,unanime,34958,34959,4,Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan
332_p903,lfr_cambio,unanime,unanime,35355,35238,4,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
332_p911,lfr_cambio,unanime,unanime,35420,35421,4,Ricardo Luis Lorenzetti — Enrique Santiago Petracchi — Juan Carlos Maqueda — E. 
332_p913,lfr_cambio,unanime,unanime,35580,35581,4,Ricardo Luis Lorenzetti — Carlos S. Fayt — Juan Carlos Maqueda — E. Raúl Zaffaro
332_p930,lfr_cambio,unanime,unanime,648,649,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p936,lfr_cambio,unanime,unanime,913,914,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
332_p97,lfr_cambio,unanime,unanime,3858,3859,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p975,lfr_cambio,disidencia,disidencia,2302,2304,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p985,lfr_cambio,disidencia,disidencia,3035,3036,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
332_p998,lfr_cambio,segun_su_voto,segun_su_voto,3374,3375,5,Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan
333_p1062,lfr_cambio,segun_su_voto,segun_su_voto,11849,11850,5,Ricardo Luis Lorenzetti (según su voto) — Elena I. Highton de Nolasco — Enrique 
333_p1075,lfr_cambio,mixed,mixed,12340,12341,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
333_p1088,lfr_cambio,mixed,mixed,14081,14082,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
333_p1133,lfr_cambio,unanime,unanime,14462,14463,5,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
333_p1156,lfr_cambio,unanime,unanime,15287,15288,4,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
333_p1163,lfr_cambio,unanime,unanime,15893,15894,5,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
333_p1179,lfr_cambio,unanime,unanime,16393,16395,5,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
333_p119,lfr_cambio,unanime,unanime,4624,4625,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
333_p1217,lfr_cambio,unanime,unanime,17350,17352,4,Elena I. Highton de Nolasco — Enrique Santiago Petracchi — Juan Carlos Maqueda —
333_p1218,lfr_cambio,unanime,unanime,17568,17569,5,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Ca
333_p1224,lfr_cambio,unanime,unanime,18002,18003,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
333_p1244,lfr_cambio,unanime,unanime,18615,18624,4,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ca
333_p1251,lfr_cambio,unanime,unanime,18731,18732,4,Elena I. Highton de Nolasco — Enrique Santiago Petracchi — Juan Carlos Maqueda —
333_p1264,lfr_cambio,unanime,unanime,19284,19286,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
333_p1268,lfr_cambio,disidencia,disidencia,19459,19460,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S
333_p1273,lfr_cambio,unanime,unanime,19715,19676,4,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — E.
333_p1279,lfr_cambio,mixed,mixed,20696,20698,6,Elena I. Highton de Nolasco (en disidencia) — Carlos S. Fayt — Enrique Santiago 
333_p1304,lfr_cambio,disidencia,disidencia,20894,20895,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt (en disid
333_p1325,lfr_cambio,disidencia,disidencia,21717,21718,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S
333_p1331,lfr_cambio,segun_su_voto,segun_su_voto,22673,22675,5,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (según su voto) — Carlos S
333_p1376,lfr_cambio,segun_su_voto,segun_su_voto,23948,23950,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (según su voto) — Carlos S
333_p138,lfr_cambio,segun_su_voto,segun_su_voto,5360,5362,4,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ca
333_p1397,lfr_cambio,unanime,unanime,24551,24531,4,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
333_p1401,lfr_cambio,unanime,unanime,24636,24639,5,Carlos S. Fayt — Enrique Santiago Petracchi — Juan Carlos Maqueda — E. Raúl Zaff
333_p1613,lfr_cambio,disidencia,disidencia,33388,33389,5,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia parcial) — 
333_p1619,lfr_cambio,mixed,mixed,33517,33518,7,Ricardo Luis Lorenzetti (en disidencia) — Elena I. Highton de Nolasco — Carlos S
333_p1643,lfr_cambio,unanime,unanime,34594,34572,4,Ricardo Luis Lorenzetti — Enrique Santiago Petracchi — Juan Carlos Maqueda — E. 
333_p1657,lfr_cambio,unanime,unanime,35430,35407,4,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — E.
333_p1671,lfr_cambio,disidencia,disidencia,35527,35528,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S
333_p1674,lfr_cambio,disidencia,disidencia,36024,36025,6,Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan
333_p171,lfr_cambio,disidencia,disidencia,6837,6838,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
333_p1729,REGRESION,unanime,sin_firma,37723,37709,0,
333_p1776,lfr_cambio,unanime,unanime,39742,39743,5,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Ca
333_p1784,lfr_cambio,unanime,unanime,39957,39922,5,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
333_p1789,lfr_cambio,mixed,mixed,40556,40557,6,Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan
333_p1808,REGRESION,unanime,sin_firma,40827,40805,0,
333_p1817,lfr_cambio,unanime,unanime,41123,41124,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
333_p1849,lfr_cambio,disidencia,disidencia,42562,42563,7,Ricardo Luis Lorenzetti (en disidencia) — Elena I. Highton de Nolasco (en diside
333_p1863,lfr_cambio,disidencia,disidencia,43030,43031,7,Ricardo Luis Lorenzetti (en disidencia) — Elena I. Highton de Nolasco (en diside
333_p1922,lfr_cambio,disidencia,disidencia,1813,1814,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S
333_p1946,lfr_cambio,unanime,unanime,2623,2624,4,Elena I. Highton de Nolasco — Enrique Santiago Petracchi — Juan Carlos Maqueda —
333_p1979,lfr_cambio,unanime,unanime,4001,4002,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
333_p2010,lfr_cambio,disidencia,disidencia,5012,5013,6,Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi (en di
333_p203,lfr_cambio,disidencia,disidencia,8204,8202,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S
333_p2044,lfr_cambio,unanime,unanime,6494,6495,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
333_p2052,lfr_cambio,unanime,unanime,6630,6592,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
333_p2125,lfr_cambio,disidencia,disidencia,9746,9747,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S
333_p2136,lfr_cambio,segun_su_voto,segun_su_voto,9942,9943,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt (según su
333_p2141,lfr_cambio,disidencia,disidencia,10566,10568,5,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S
333_p215,lfr_cambio,disidencia,disidencia,8587,8588,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Ca
333_p2179,lfr_cambio,unanime,unanime,11664,11665,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
333_p2237,lfr_cambio,disidencia,disidencia,14247,14248,5,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — E.
333_p2261,lfr_cambio,unanime,unanime,14982,14983,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
333_p2271,lfr_cambio,disidencia,disidencia,15995,15996,6,Elena I. Highton de Nolasco (en disidencia parcial) — Carlos S. Fayt (en disiden
333_p228,lfr_cambio,segun_su_voto,segun_su_voto,9240,9241,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (según su voto) — Carlos S
333_p2335,lfr_cambio,unanime,unanime,17730,17731,4,Carlos S. Fayt – Enrique Santiago Petracchi – Juan Carlos Maqueda – E. Raúl Zaff
333_p2338,lfr_cambio,unanime,unanime,17973,17974,5,Ricardo Luis Lorenzetti – Carlos S. Fayt – Enrique Santiago Petracchi – Juan Car
333_p241,lfr_cambio,unanime,unanime,9339,9340,5,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Ca
333_p2435,lfr_cambio,disidencia,disidencia,21714,21715,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt (en disid
333_p264,lfr_cambio,unanime,unanime,10461,10463,5,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
333_p273,lfr_cambio,disidencia,disidencia,10743,10722,5,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
333_p296,lfr_cambio,unanime,unanime,11458,11460,4,Carlos S. Fayt — Enrique Santiago Petracchi — Juan Carlos Maqueda — E. Raúl Zaff
333_p31,lfr_cambio,disidencia,disidencia,1328,1330,7,Ricardo Luis Lorenzetti (en disidencia parcial)— Elena I. Highton de Nolasco — C
333_p335,lfr_cambio,disidencia,disidencia,13531,13532,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt (en disid
333_p360,lfr_cambio,unanime,unanime,13902,13903,4,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
333_p405,lfr_cambio,segun_su_voto,segun_su_voto,16659,16660,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (según su voto) — Carlos S
333_p462,lfr_cambio,disidencia,disidencia,18463,18464,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt (en disid
333_p498,lfr_cambio,unanime,unanime,19391,19393,4,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
333_p508,lfr_cambio,disidencia,disidencia,20012,20013,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S
333_p535,lfr_cambio,unanime,unanime,20759,20732,4,Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan
333_p563,lfr_cambio,disidencia,disidencia,21778,21779,5,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S
333_p570,lfr_cambio,segun_su_voto,segun_su_voto,22526,22502,5,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
333_p604,lfr_cambio,unanime,unanime,24352,24353,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
333_p662,lfr_cambio,disidencia,disidencia,25793,25796,6,Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi (en di
333_p677,lfr_cambio,disidencia,disidencia,26286,26302,7,Ricardo Luis Lorenzetti (en disidencia) — Elena I. Highton de Nolasco — Carlos S
333_p721,lfr_cambio,disidencia,disidencia,27954,27955,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
333_p724,lfr_cambio,disidencia,disidencia,28173,28175,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
333_p730,lfr_cambio,disidencia,disidencia,28377,28379,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
333_p735,lfr_cambio,disidencia,disidencia,28740,28741,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Ca
333_p744,lfr_cambio,unanime,unanime,28892,28887,6,Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan
333_p748,lfr_cambio,mixed,mixed,29430,29431,7,Ricardo Luis Lorenzetti (según su voto) — Elena I. Highton de Nolasco — Carlos S
333_p762,REGRESION,unanime,sin_firma,29540,29523,0,
333_p777,lfr_cambio,segun_su_voto,segun_su_voto,670,671,7,Ricardo Luis Lorenzetti (según su voto) — Elena I. Highton de Nolasco — Carlos S
333_p78,lfr_cambio,unanime,unanime,3012,3018,5,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — E.
333_p792,lfr_cambio,unanime,unanime,809,810,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
333_p802,lfr_cambio,disidencia,disidencia,1699,1701,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt (en disid
333_p825,lfr_cambio,unanime,unanime,2022,2023,4,Carlos S. Fayt — Enrique Santiago Petracchi — Juan Carlos Maqueda — E. Raúl Zaff
333_p831,lfr_cambio,disidencia,disidencia,2779,2780,5,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
333_p855,lfr_cambio,unanime,unanime,3226,3235,5,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — E.
333_p86,lfr_cambio,segun_su_voto,segun_su_voto,3331,3332,7,Ricardo Luis Lorenzetti (según su voto) — Elena I. Highton de Nolasco — Carlos S
333_p866,lfr_cambio,mixed,mixed,5434,5435,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
333_p914,lfr_cambio,unanime,unanime,5533,5534,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
333_p917,lfr_cambio,mixed,mixed,5807,5802,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
333_p924,lfr_cambio,unanime,unanime,5933,5893,4,Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan
333_p927,lfr_cambio,segun_su_voto,segun_su_voto,6200,6201,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
333_p935,lfr_cambio,disidencia,disidencia,8586,8588,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S
333_p993,lfr_cambio,disidencia,disidencia,9548,9549,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia)— Carlos S.
334_p1002,lfr_cambio,disidencia,disidencia,11391,11392,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S
334_p1010,REGRESION,unanime,sin_firma,11698,11622,0,
334_p109,lfr_cambio,unanime,unanime,4693,4695,1,Juan Carlos Maqueda.
334_p1092,lfr_cambio,unanime,unanime,1471,1473,4,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — E.
334_p1101,REGRESION,unanime,sin_firma,1753,1731,0,
334_p1106,lfr_cambio,unanime,unanime,2003,2005,5,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
334_p1113,lfr_cambio,unanime,unanime,2406,2409,5,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
334_p1133,lfr_cambio,unanime,unanime,3059,3028,4,Ricardo Luis Lorenzetti — Enrique Santiago Petracchi — Juan Carlos Maqueda — E. 
334_p1182,lfr_cambio,unanime,unanime,4895,4910,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
334_p1193,lfr_cambio,unanime,unanime,5332,5334,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
334_p1204,lfr_cambio,segun_su_voto,segun_su_voto,6016,6017,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (según su voto) — Carlos S
334_p1216,lfr_cambio,unanime,unanime,6640,6641,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
334_p1237,lfr_cambio,unanime,unanime,6955,6957,4,Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Carm
334_p1239,lfr_cambio,unanime,unanime,7031,7033,5,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
334_p1272,lfr_cambio,unanime,unanime,8441,8443,4,Elena I. Highton de Nolasco — Enrique Santiago Petracchi — Juan Carlos Maqueda —
334_p128,lfr_cambio,disidencia,disidencia,5436,5437,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S
334_p1287,lfr_cambio,unanime,unanime,9499,9501,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
334_p13,lfr_cambio,unanime,unanime,1078,1080,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
334_p1346,lfr_cambio,unanime,unanime,11887,11889,5,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Ca
334_p1372,lfr_cambio,segun_su_voto,segun_su_voto,12734,12736,5,Ricardo Luis Lorenzetti (según su voto) — Carlos S. Fayt — Juan Carlos Maqueda —
334_p1406,lfr_cambio,unanime,unanime,13945,13947,5,Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Carlos Maqueda — E. Raúl Zaf
334_p1412,lfr_cambio,unanime,unanime,14513,14515,4,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — E.
334_p1426,lfr_cambio,unanime,unanime,14695,14696,4,Ricardo Luis Lorenzetti — Carlos S. Fayt — Juan Carlos Maqueda — Carmen M. Argib
334_p1431,lfr_cambio,unanime,unanime,14916,14918,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Ca
334_p144,lfr_cambio,segun_su_voto,segun_su_voto,6088,6089,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt (según su
334_p1445,lfr_cambio,unanime,unanime,15834,15728,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Ca
334_p1461,lfr_cambio,disidencia,disidencia,16275,16277,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S
334_p1472,lfr_cambio,mixed,mixed,16944,16946,7,Ricardo Luis Lorenzetti (en disidencia parcial) — Elena I. Highton de Nolasco (e
334_p1609,lfr_cambio,disidencia,disidencia,22027,22029,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia parcial) Ca
334_p1614,lfr_cambio,unanime,unanime,22336,22337,4,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — E.
334_p1626,lfr_cambio,unanime,unanime,23019,23021,6,Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan
334_p1640,lfr_cambio,unanime,unanime,23170,23171,4,Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique Santiago Petracchi — Juan
334_p1691,lfr_cambio,disidencia,disidencia,25872,25457,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Ca
334_p173,lfr_cambio,unanime,unanime,6964,6966,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
334_p1768,lfr_cambio,unanime,unanime,28949,28953,4,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — E.
334_p178,lfr_cambio,unanime,unanime,7323,7325,5,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Ca
334_p1821,lfr_cambio,unanime,unanime,30969,30971,4,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — E.
334_p1848,lfr_cambio,unanime,unanime,31438,31439,5,Ricardo Luis Lorenzetti — Carlos S. Fayt — Enrique Santiago Petracchi — Juan Car
334_p187,lfr_cambio,disidencia,disidencia,7647,7649,5,Elena I. Highton de Nolasco (en disidencia) — Carlos S. Fayt — Enrique Santiago 
334_p1882,lfr_cambio,mixed,mixed,33101,33102,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S
334_p1903,lfr_cambio,unanime,unanime,33578,33580,4,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Juan Carlos Maqueda — Ca
334_p198,lfr_cambio,unanime,unanime,8212,8213,4,Ricardo Luis Lorenzetti — Carlos S. Fayt — Enrique Santiago Petracchi — E. Raúl 
334_p223,lfr_cambio,unanime,unanime,8943,8945,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
334_p259,lfr_cambio,mixed,mixed,10783,10785,7,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco (en disidencia) — Carlos S
334_p287,lfr_cambio,segun_su_voto,segun_su_voto,11564,11565,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Juan Ca
334_p324,lfr_cambio,segun_su_voto,segun_su_voto,13471,13473,5,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Enrique Santiago Petracc
334_p357,lfr_cambio,unanime,unanime,14129,14130,6,Ricardo Luis Lorenzetti — Elena I. Highton de Nolasco — Carlos S. Fayt — Enrique
