caso_id,tipo,vp_base,vp_new,lfr_base,lfr_new,n_jueces_new
329_p2860,lfr_cambio,segun_su_voto,segun_su_voto,56295,56267,7
329_p2896,MEJORA,sin_firma,unanime,57501,57533,6
329_p292,lfr_cambio,segun_su_voto,segun_su_voto,11122,11121,7
329_p2922,lfr_cambio,unanime,unanime,58560,58533,5
329_p2939,lfr_cambio,unanime,unanime,59141,59149,6
329_p2941,lfr_cambio,unanime,unanime,59269,59251,5
329_p2967,lfr_cambio,disidencia,disidencia,418,416,6
329_p2975,lfr_cambio,unanime,unanime,797,796,5
329_p3162,lfr_cambio,unanime,unanime,7660,7624,5
329_p3165,lfr_cambio,unanime,unanime,7740,7738,6
329_p3168,lfr_cambio,unanime,unanime,8062,8051,7
329_p317,lfr_cambio,unanime,unanime,11942,11923,5
329_p3235,lfr_cambio,unanime,unanime,15102,16015,3
329_p324,MEJORA,sin_firma,unanime,12156,12214,4
329_p326,lfr_cambio,segun_su_voto,segun_su_voto,12303,12289,6
329_p335,lfr_cambio,mixed,mixed,12813,12810,7
329_p3457,lfr_cambio,unanime,unanime,19447,19446,5
329_p3470,lfr_cambio,unanime,unanime,20160,20153,6
329_p3486,lfr_cambio,unanime,unanime,20510,20509,5
329_p3488,lfr_cambio,disidencia,disidencia,20687,20685,6
329_p349,lfr_cambio,segun_su_voto,segun_su_voto,13203,13212,5
329_p353,lfr_cambio,segun_su_voto,segun_su_voto,13392,13404,7
329_p3589,lfr_cambio,unanime,unanime,24546,24545,5
329_p3843,lfr_cambio,unanime,unanime,34485,34461,5
329_p3848,MEJORA,sin_firma,unanime,34652,34665,7
329_p3890,MEJORA,sin_firma,unanime,36300,36308,6
329_p3925,lfr_cambio,unanime,unanime,37578,37560,5
329_p4032,lfr_cambio,unanime,unanime,41849,41813,5
329_p4147,lfr_cambio,unanime,unanime,45946,45945,7
329_p4168,MEJORA,sin_firma,unanime,46777,46783,5
329_p4172,MEJORA,sin_firma,unanime,46999,47007,5
329_p4176,lfr_cambio,sin_firma,sin_firma,47062,47077,0
329_p4194,lfr_cambio,unanime,unanime,47742,47720,5
329_p4259,lfr_cambio,unanime,unanime,50174,50173,5
329_p4271,lfr_cambio,unanime,unanime,50528,50534,6
329_p432,lfr_cambio,disidencia,disidencia,16523,16522,7
329_p4369,lfr_cambio,unanime,unanime,54213,54214,6
329_p4396,lfr_cambio,unanime,unanime,55470,55433,6
329_p440,lfr_cambio,segun_su_voto,segun_su_voto,16794,16793,7
329_p4409,lfr_cambio,unanime,unanime,55758,55753,5
329_p4438,lfr_cambio,unanime,unanime,57009,56994,6
329_p445,lfr_cambio,mixed,mixed,17501,17500,8
329_p4464,lfr_cambio,disidencia,disidencia,57939,57946,6
329_p4481,lfr_cambio,unanime,unanime,58465,58436,6
329_p4531,lfr_cambio,unanime,unanime,60387,60386,5
329_p4535,lfr_cambio,segun_su_voto,segun_su_voto,60631,60629,6
329_p4570,lfr_cambio,unanime,unanime,62019,62017,6
329_p4634,lfr_cambio,disidencia,disidencia,64688,64687,7
329_p4645,lfr_cambio,disidencia,disidencia,64934,64931,7
329_p4663,lfr_cambio,disidencia,disidencia,65492,65491,7
329_p4677,lfr_cambio,segun_su_voto,segun_su_voto,66037,66036,7
329_p4688,lfr_cambio,mixed,mixed,67295,67294,8
329_p47,lfr_cambio,unanime,unanime,1729,1691,7
329_p4729,lfr_cambio,unanime,unanime,67862,67861,7
329_p4741,lfr_cambio,segun_su_voto,segun_su_voto,68842,68859,7
329_p4755,lfr_cambio,mixed,mixed,69099,69105,8
329_p4789,lfr_cambio,sin_firma,sin_firma,70647,70658,0
329_p4808,lfr_cambio,unanime,unanime,70951,70909,5
329_p4822,MEJORA,sin_firma,unanime,71458,71472,7
329_p49,lfr_cambio,unanime,unanime,1842,1845,6
329_p4901,lfr_cambio,unanime,unanime,502,500,5
329_p4902,lfr_cambio,disidencia,disidencia,715,689,7
329_p493,lfr_cambio,segun_su_voto,segun_su_voto,18707,18701,6
329_p4979,lfr_cambio,disidencia,disidencia,3570,3566,7
329_p4981,lfr_cambio,unanime,unanime,3643,3642,5
329_p4983,lfr_cambio,unanime,unanime,3745,3744,5
329_p4990,lfr_cambio,unanime,unanime,3981,3980,5
329_p5007,MEJORA,sin_firma,unanime,4598,4616,5
329_p502,lfr_cambio,segun_su_voto,segun_su_voto,19282,19256,7
329_p5033,lfr_cambio,disidencia,disidencia,5909,5907,6
329_p5138,lfr_cambio,unanime,unanime,9509,9481,5
329_p5148,lfr_cambio,unanime,unanime,9969,9968,6
329_p5157,lfr_cambio,disidencia,disidencia,10326,10323,8
329_p5160,lfr_cambio,disidencia,disidencia,10669,10667,7
329_p5178,MEJORA,sin_firma,unanime,11223,11231,5
329_p5187,lfr_cambio,unanime,unanime,11456,11453,5
329_p5259,lfr_cambio,unanime,unanime,14210,14179,6
329_p53,lfr_cambio,unanime,unanime,2059,2057,6
329_p5323,lfr_cambio,disidencia,disidencia,17005,16995,7
329_p5346,lfr_cambio,unanime,unanime,17754,17750,5
329_p537,lfr_cambio,disidencia,disidencia,20456,20411,6
329_p5375,lfr_cambio,unanime,unanime,18672,18640,5
329_p5410,lfr_cambio,mixed,mixed,20483,20482,6
329_p5448,lfr_cambio,disidencia,disidencia,21652,21651,6
329_p5493,lfr_cambio,unanime,unanime,23255,23243,5
329_p551,MEJORA,sin_firma,unanime,20817,20824,5
329_p5528,lfr_cambio,unanime,unanime,24526,24524,5
329_p5543,lfr_cambio,unanime,unanime,25175,25174,5
329_p5555,lfr_cambio,unanime,unanime,25401,25400,5
329_p5556,lfr_cambio,segun_su_voto,segun_su_voto,25816,25814,7
329_p5567,lfr_cambio,unanime,unanime,26135,26125,6
329_p5590,lfr_cambio,segun_su_voto,segun_su_voto,26808,26806,7
329_p5605,MEJORA,sin_firma,unanime,27264,27284,5
329_p5611,lfr_cambio,unanime,unanime,27497,27485,5
329_p5619,lfr_cambio,segun_su_voto,segun_su_voto,27756,27754,6
329_p5689,MEJORA,sin_firma,unanime,30392,30400,6
329_p5694,lfr_cambio,unanime,unanime,30609,30593,7
329_p5702,lfr_cambio,unanime,unanime,30881,30880,5
329_p5762,lfr_cambio,mixed,mixed,33198,33197,7
329_p5769,lfr_cambio,segun_su_voto,segun_su_voto,33484,33451,6
329_p5778,lfr_cambio,mixed,mixed,33927,33942,6
329_p5791,lfr_cambio,unanime,unanime,34076,34075,5
329_p5842,lfr_cambio,unanime,unanime,36018,36017,6
329_p5846,lfr_cambio,unanime,unanime,36169,36141,6
329_p5870,lfr_cambio,disidencia,disidencia,36985,36984,6
329_p5913,lfr_cambio,segun_su_voto,segun_su_voto,39808,39790,5
329_p5944,lfr_cambio,unanime,unanime,39970,39957,5
329_p5976,lfr_cambio,mixed,mixed,41301,41300,7
329_p5985,lfr_cambio,disidencia,disidencia,41460,41465,7
329_p6002,lfr_cambio,segun_su_voto,segun_su_voto,42229,42207,6
329_p6019,lfr_cambio,disidencia,disidencia,43022,43021,7
329_p6030,lfr_cambio,disidencia,disidencia,43110,43109,5
329_p6038,lfr_cambio,segun_su_voto,segun_su_voto,43482,43461,4
329_p6044,lfr_cambio,unanime,unanime,43685,43651,6
329_p646,lfr_cambio,mixed,mixed,25267,25266,7
329_p669,lfr_cambio,unanime,unanime,25684,25646,5
329_p679,lfr_cambio,segun_su_voto,segun_su_voto,26018,26017,6
329_p717,lfr_cambio,unanime,unanime,27335,27313,5
329_p772,lfr_cambio,unanime,unanime,29322,29295,5
329_p789,lfr_cambio,segun_su_voto,segun_su_voto,29899,29897,5
329_p792,lfr_cambio,unanime,unanime,30347,30306,5
329_p83,lfr_cambio,unanime,unanime,3101,3074,6
329_p868,lfr_cambio,unanime,unanime,32909,32908,5
329_p899,lfr_cambio,disidencia,disidencia,34173,34143,7
329_p972,lfr_cambio,unanime,unanime,36879,36878,7
329_p976,lfr_cambio,unanime,unanime,37183,37162,7
329_p988,lfr_cambio,unanime,unanime,37378,37364,6
329_p993,lfr_cambio,disidencia,disidencia,37624,37623,7
330_p1088,lfr_cambio,unanime,unanime,41786,41773,4
330_p1094,lfr_cambio,unanime,unanime,41817,41816,4
330_p111,lfr_cambio,segun_su_voto,segun_su_voto,4293,4292,7
330_p1110,lfr_cambio,unanime,unanime,42507,42506,4
330_p1183,lfr_cambio,unanime,unanime,45365,45333,5
330_p1189,lfr_cambio,unanime,unanime,45511,45509,5
330_p1234,lfr_cambio,disidencia,disidencia,47165,47164,6
330_p1241,lfr_cambio,segun_su_voto,segun_su_voto,47567,47526,5
330_p1257,lfr_cambio,unanime,unanime,48089,48081,4
330_p1286,lfr_cambio,unanime,unanime,49177,49176,5
330_p1336,lfr_cambio,disidencia,disidencia,1026,1025,7
330_p1402,lfr_cambio,unanime,unanime,3105,3096,4
330_p1407,lfr_cambio,disidencia,disidencia,3556,3555,6
330_p1507,lfr_cambio,unanime,unanime,7216,7194,5
330_p1578,lfr_cambio,disidencia,disidencia,9656,9665,5
330_p1587,lfr_cambio,unanime,unanime,10413,10398,4
330_p1601,lfr_cambio,unanime,unanime,10548,10528,7
330_p1603,lfr_cambio,sin_firma,sin_firma,10642,10645,0
330_p1610,lfr_cambio,unanime,unanime,11133,11103,5
330_p1642,MEJORA,sin_firma,unanime,11989,12012,4
330_p1718,lfr_cambio,unanime,unanime,15197,15191,6
330_p1733,lfr_cambio,disidencia,disidencia,15872,15870,7
330_p1791,lfr_cambio,segun_su_voto,segun_su_voto,18265,18243,7
330_p1814,lfr_cambio,unanime,unanime,18796,18795,4
330_p1823,lfr_cambio,unanime,unanime,19153,19152,7
330_p1854,lfr_cambio,unanime,unanime,20224,20223,5
330_p1915,lfr_cambio,unanime,unanime,22673,22672,4
330_p1987,lfr_cambio,unanime,unanime,25348,25347,4
330_p2047,lfr_cambio,unanime,unanime,27715,27713,4
330_p2049,lfr_cambio,disidencia,disidencia,28080,28060,6
330_p205,lfr_cambio,unanime,unanime,7568,7567,5
330_p2059,MEJORA,sin_firma,unanime,28139,28148,4
330_p2061,lfr_cambio,unanime,unanime,28267,28250,4
330_p208,lfr_cambio,unanime,unanime,7646,7645,5
330_p210,lfr_cambio,unanime,unanime,7749,7736,5
330_p2112,lfr_cambio,disidencia,disidencia,30179,30170,6
330_p2168,lfr_cambio,disidencia,disidencia,32634,32632,7
330_p2180,lfr_cambio,disidencia,disidencia,32858,32868,7
330_p222,lfr_cambio,sin_firma,sin_firma,8110,8084,0
330_p2231,lfr_cambio,mixed,mixed,34694,34665,6
330_p224,lfr_cambio,unanime,unanime,8260,8257,4
330_p2241,lfr_cambio,disidencia,disidencia,35074,35073,6
330_p2268,lfr_cambio,unanime,unanime,36196,36194,7
330_p2342,lfr_cambio,unanime,unanime,38882,38879,5
330_p2429,lfr_cambio,disidencia,disidencia,42478,42477,7
330_p2452,lfr_cambio,disidencia,disidencia,43622,43621,7
330_p2491,lfr_cambio,unanime,unanime,44818,44775,4
330_p2575,MEJORA,sin_firma,unanime,48159,48178,6
330_p2658,lfr_cambio,disidencia,disidencia,51484,51482,7
330_p2696,lfr_cambio,mixed,mixed,53062,53061,6
330_p2735,lfr_cambio,unanime,unanime,54074,54072,5
330_p2737,lfr_cambio,unanime,unanime,54167,54140,7
330_p2792,lfr_cambio,sin_firma,sin_firma,56277,56283,0
330_p2877,lfr_cambio,unanime,unanime,643,642,5
330_p2927,lfr_cambio,unanime,unanime,2203,2196,4
330_p298,lfr_cambio,disidencia,disidencia,11053,11051,7
330_p3092,lfr_cambio,segun_su_voto,segun_su_voto,8563,8557,6
330_p3126,lfr_cambio,mixed,mixed,10313,10285,6
330_p337,lfr_cambio,unanime,unanime,12590,12582,7
330_p3379,lfr_cambio,unanime,unanime,20941,20939,7
330_p3426,lfr_cambio,segun_su_voto,segun_su_voto,22190,22189,5
330_p3444,lfr_cambio,disidencia,disidencia,22747,22759,7
330_p3483,lfr_cambio,segun_su_voto,segun_su_voto,24616,24617,5
330_p3509,lfr_cambio,disidencia,disidencia,25327,25326,7
330_p3513,lfr_cambio,segun_su_voto,segun_su_voto,25511,25531,5
330_p3546,lfr_cambio,segun_su_voto,segun_su_voto,26686,26681,6
330_p3552,lfr_cambio,unanime,unanime,26998,26999,4
330_p3593,lfr_cambio,unanime,unanime,29013,29007,4
330_p3623,lfr_cambio,unanime,unanime,29736,29716,6
330_p3640,lfr_cambio,disidencia,disidencia,30648,30646,7
330_p3773,lfr_cambio,unanime,unanime,35550,35546,4
330_p3801,lfr_cambio,unanime,unanime,37853,37847,2
330_p3848,lfr_cambio,disidencia,disidencia,38472,38471,7
330_p3853,lfr_cambio,mixed,mixed,39950,39912,7
330_p3899,lfr_cambio,unanime,unanime,40540,40528,4
330_p3908,lfr_cambio,mixed,mixed,43475,43474,7
330_p393,lfr_cambio,disidencia,disidencia,14791,14790,7
330_p3977,lfr_cambio,unanime,unanime,44190,44141,7
330_p3994,lfr_cambio,unanime,unanime,44381,44380,7
330_p4101,lfr_cambio,unanime,unanime,48284,48283,5
330_p4103,lfr_cambio,disidencia,disidencia,48690,48689,6
330_p4113,lfr_cambio,disidencia,disidencia,49283,49284,6
330_p4144,lfr_cambio,mixed,mixed,50493,50476,7
330_p4182,lfr_cambio,disidencia,disidencia,51827,51825,6
330_p4328,lfr_cambio,disidencia,disidencia,733,705,5
330_p4409,lfr_cambio,unanime,unanime,3763,3727,4
330_p4429,lfr_cambio,disidencia,disidencia,4621,4620,7
330_p4632,lfr_cambio,unanime,unanime,12102,12101,4
330_p4713,lfr_cambio,unanime,unanime,15402,15400,6
330_p4796,MEJORA,sin_firma,unanime,18330,18372,5
330_p4804,lfr_cambio,unanime,unanime,18772,18747,4
330_p4807,MEJORA,sin_firma,unanime,18886,18901,4
330_p4826,lfr_cambio,segun_su_voto,segun_su_voto,19983,20079,5
330_p4848,lfr_cambio,unanime,unanime,20452,20450,4
330_p4851,MEJORA,sin_firma,unanime,20704,20719,4
330_p4866,lfr_cambio,unanime,unanime,21369,21368,6
330_p487,lfr_cambio,unanime,unanime,18413,18383,7
330_p4875,lfr_cambio,unanime,unanime,21565,21523,6
330_p4893,lfr_cambio,unanime,unanime,22137,22136,4
330_p4945,lfr_cambio,disidencia,disidencia,24254,24211,7
330_p496,lfr_cambio,segun_su_voto,segun_su_voto,18738,18707,4
330_p499,lfr_cambio,disidencia,disidencia,19013,18988,7
330_p5032,lfr_cambio,disidencia,disidencia,28166,28165,7
330_p5052,lfr_cambio,disidencia,disidencia,28636,28635,7
330_p5201,lfr_cambio,unanime,unanime,34127,34125,4
330_p549,lfr_cambio,unanime,unanime,20859,20817,4
330_p563,lfr_cambio,disidencia,disidencia,22900,22891,7
330_p58,lfr_cambio,unanime,unanime,2046,2025,4
330_p607,MEJORA,sin_firma,unanime,23003,23014,4
330_p638,lfr_cambio,unanime,unanime,24117,24097,6
330_p64,lfr_cambio,unanime,unanime,2428,2411,4
330_p71,lfr_cambio,disidencia,disidencia,2626,2649,5
330_p829,lfr_cambio,disidencia,disidencia,31584,31592,7
330_p834,lfr_cambio,mixed,mixed,32449,32456,7
330_p940,lfr_cambio,segun_su_voto,segun_su_voto,36238,36221,7
331_p100,lfr_cambio,unanime,unanime,3595,3594,6
331_p108,lfr_cambio,disidencia,disidencia,4011,4010,6
331_p1332,lfr_cambio,mixed,mixed,12699,12698,6
331_p1364,lfr_cambio,unanime,unanime,14004,14005,6
331_p1429,lfr_cambio,unanime,unanime,16346,16325,6
331_p147,lfr_cambio,unanime,unanime,5798,5797,5
331_p1500,lfr_cambio,unanime,unanime,19011,19016,6
331_p1510,lfr_cambio,unanime,unanime,19573,19547,4
331_p1524,lfr_cambio,unanime,unanime,20038,20024,4
331_p1528,lfr_cambio,unanime,unanime,20085,20084,6
331_p1530,lfr_cambio,segun_su_voto,segun_su_voto,22103,22067,7
331_p1581,lfr_cambio,unanime,unanime,22144,22139,7
331_p1592,lfr_cambio,disidencia,disidencia,22639,22646,5
331_p162,lfr_cambio,segun_su_voto,segun_su_voto,6655,6631,5
331_p1655,lfr_cambio,unanime,unanime,25016,25006,6
331_p1660,lfr_cambio,disidencia,disidencia,25240,25239,5
331_p1664,lfr_cambio,disidencia,disidencia,25559,25544,5
331_p1676,lfr_cambio,unanime,unanime,25798,25826,5
331_p1712,lfr_cambio,segun_su_voto,segun_su_voto,27199,27197,7
331_p1815,lfr_cambio,disidencia,disidencia,32404,32402,6
331_p1985,lfr_cambio,unanime,unanime,125,124,6
331_p2149,lfr_cambio,disidencia,disidencia,6756,6755,6
331_p2156,lfr_cambio,unanime,unanime,7074,7057,6
331_p2473,lfr_cambio,unanime,unanime,19149,19147,4
331_p2494,lfr_cambio,disidencia,disidencia,19870,19866,7
331_p2534,lfr_cambio,unanime,unanime,21379,21378,4
331_p2567,lfr_cambio,unanime,unanime,22721,22719,6
331_p2590,lfr_cambio,disidencia,disidencia,23886,23857,7
331_p2608,lfr_cambio,unanime,unanime,24301,24299,5
331_p2614,lfr_cambio,disidencia,disidencia,24545,24539,5
331_p2633,lfr_cambio,unanime,unanime,25182,25180,5
331_p2638,lfr_cambio,segun_su_voto,segun_su_voto,25567,25535,5
331_p2672,lfr_cambio,unanime,unanime,26958,26925,6
331_p2685,lfr_cambio,disidencia,disidencia,27146,27145,7
331_p2715,lfr_cambio,disidencia,disidencia,28335,28334,7
331_p2745,lfr_cambio,unanime,unanime,29823,29821,6
331_p2893,lfr_cambio,unanime,unanime,35211,35181,4
331_p310,MEJORA,sin_firma,unanime,12003,12013,7
331_p360,MEJORA,sin_firma,unanime,13619,13628,4
331_p371,lfr_cambio,unanime,unanime,13957,13955,6
331_p373,lfr_cambio,disidencia,disidencia,14132,14120,6
331_p432,lfr_cambio,unanime,unanime,16174,16161,4
331_p436,lfr_cambio,unanime,unanime,16359,16324,4
331_p488,lfr_cambio,mixed,mixed,18462,18461,6
331_p505,lfr_cambio,disidencia,disidencia,19362,19361,7
331_p525,lfr_cambio,disidencia,disidencia,19759,19758,7
331_p549,lfr_cambio,unanime,unanime,21032,21030,7
331_p570,lfr_cambio,segun_su_voto,segun_su_voto,21839,21819,7
331_p592,lfr_cambio,disidencia,disidencia,22344,22343,5
331_p597,lfr_cambio,unanime,unanime,22428,22427,5
331_p636,lfr_cambio,mixed,mixed,26402,26053,7
331_p699,lfr_cambio,unanime,unanime,26792,26790,5
331_p710,lfr_cambio,disidencia,disidencia,27114,27113,6
331_p735,lfr_cambio,unanime,unanime,28114,28113,7
331_p789,lfr_cambio,disidencia,disidencia,29914,29913,6
331_p846,lfr_cambio,unanime,unanime,32114,32113,4
331_p854,lfr_cambio,unanime,unanime,32284,32269,4
331_p886,lfr_cambio,mixed,mixed,34033,34032,6
331_p923,lfr_cambio,segun_su_voto,segun_su_voto,34967,34966,5
331_p964,lfr_cambio,unanime,unanime,36813,36812,6
332_p1082,lfr_cambio,unanime,unanime,6415,6413,7
332_p111,lfr_cambio,disidencia,disidencia,5996,5995,7
332_p1200,lfr_cambio,unanime,unanime,11148,11147,6
332_p1276,lfr_cambio,unanime,unanime,14003,14001,7
332_p1332,lfr_cambio,disidencia,disidencia,16142,16107,6
332_p1394,lfr_cambio,mixed,mixed,18706,18705,7
332_p1430,lfr_cambio,unanime,unanime,19752,19739,4
332_p1544,lfr_cambio,unanime,unanime,24460,24459,5
332_p161,lfr_cambio,unanime,unanime,6450,6429,5
332_p1663,lfr_cambio,unanime,unanime,28930,28928,6
332_p1704,lfr_cambio,disidencia,disidencia,31535,31509,6
332_p1835,lfr_cambio,mixed,mixed,38565,38544,7
332_p1933,lfr_cambio,disidencia,disidencia,40186,40160,6
332_p2094,lfr_cambio,unanime,unanime,2714,2713,4
332_p21,lfr_cambio,segun_su_voto,segun_su_voto,941,940,5
332_p211,lfr_cambio,unanime,unanime,8263,8264,4
332_p212,lfr_cambio,unanime,unanime,9321,9546,7
332_p2302,lfr_cambio,unanime,unanime,10761,10759,4
332_p249,lfr_cambio,unanime,unanime,9864,9839,6
332_p2595,lfr_cambio,unanime,unanime,22302,22301,4
332_p2698,lfr_cambio,segun_su_voto,segun_su_voto,26401,26400,7
332_p274,lfr_cambio,unanime,unanime,10728,10727,5
332_p2779,lfr_cambio,segun_su_voto,segun_su_voto,29386,29384,7
332_p2813,lfr_cambio,unanime,unanime,30652,30651,5
332_p2815,lfr_cambio,disidencia,disidencia,31162,31161,6
332_p2842,lfr_cambio,segun_su_voto,segun_su_voto,32638,32637,7
332_p387,lfr_cambio,unanime,unanime,15147,15129,5
332_p399,lfr_cambio,unanime,unanime,15684,15683,7
332_p405,lfr_cambio,disidencia,disidencia,16368,16349,7
332_p504,lfr_cambio,unanime,unanime,19703,19677,6
332_p548,lfr_cambio,unanime,unanime,21377,21376,4
332_p582,lfr_cambio,unanime,unanime,22752,22739,6
332_p585,MEJORA,sin_firma,unanime,22879,22868,6
332_p669,lfr_cambio,unanime,unanime,26095,26094,4
332_p850,lfr_cambio,unanime,unanime,33213,33197,7
332_p873,lfr_cambio,unanime,unanime,34055,34025,6
332_p943,lfr_cambio,disidencia,disidencia,1276,1275,6
333_p1192,lfr_cambio,unanime,unanime,16881,16852,5
333_p1205,lfr_cambio,segun_su_voto,segun_su_voto,17102,17127,7
333_p1254,lfr_cambio,unanime,unanime,18835,18834,4
333_p1273,lfr_cambio,unanime,unanime,19715,19674,4
333_p133,lfr_cambio,unanime,unanime,5153,5151,5
333_p1397,lfr_cambio,unanime,unanime,24551,24531,4
333_p143,lfr_cambio,unanime,unanime,5818,5817,5
333_p161,lfr_cambio,disidencia,disidencia,6421,6419,6
333_p1643,lfr_cambio,unanime,unanime,34594,34571,4
333_p1657,lfr_cambio,unanime,unanime,35430,35406,4
333_p1723,lfr_cambio,unanime,unanime,37606,37605,4
333_p1732,lfr_cambio,unanime,unanime,38772,38771,6
333_p1784,lfr_cambio,unanime,unanime,39957,39922,5
333_p1909,lfr_cambio,unanime,unanime,1278,1277,4
333_p2017,lfr_cambio,unanime,unanime,6048,6047,6
333_p203,lfr_cambio,disidencia,disidencia,8204,8200,7
333_p2052,lfr_cambio,unanime,unanime,6630,6590,6
333_p2079,lfr_cambio,segun_su_voto,segun_su_voto,9330,9314,7
333_p2200,lfr_cambio,unanime,unanime,12540,12538,7
333_p225,lfr_cambio,unanime,unanime,8686,8682,4
333_p2251,lfr_cambio,disidencia,disidencia,14578,14544,6
333_p2306,lfr_cambio,disidencia,disidencia,17645,17623,7
333_p2410,lfr_cambio,disidencia,disidencia,20983,20982,7
333_p244,lfr_cambio,unanime,unanime,9760,9758,6
333_p255,lfr_cambio,segun_su_voto,segun_su_voto,10132,10087,5
333_p273,lfr_cambio,disidencia,disidencia,10743,10721,5
333_p280,lfr_cambio,unanime,unanime,10980,10977,6
333_p327,lfr_cambio,unanime,unanime,12544,12542,4
333_p333,lfr_cambio,unanime,unanime,12752,12751,6
333_p373,lfr_cambio,unanime,unanime,14525,14524,6
333_p479,lfr_cambio,unanime,unanime,18761,18759,5
333_p519,lfr_cambio,unanime,unanime,20331,20329,4
333_p535,lfr_cambio,unanime,unanime,20759,20731,4
333_p570,lfr_cambio,segun_su_voto,segun_su_voto,22526,22501,5
333_p690,lfr_cambio,segun_su_voto,segun_su_voto,26990,26989,5
333_p699,lfr_cambio,segun_su_voto,segun_su_voto,27398,27397,6
333_p709,lfr_cambio,disidencia,disidencia,27849,27847,7
333_p744,lfr_cambio,unanime,unanime,28892,28886,6
333_p796,lfr_cambio,mixed,mixed,1026,1025,7
333_p859,lfr_cambio,disidencia,disidencia,3511,3502,7
333_p917,lfr_cambio,mixed,mixed,5807,5800,6
333_p924,lfr_cambio,unanime,unanime,5933,5892,4
333_p93,lfr_cambio,unanime,unanime,3508,3506,5
334_p1018,lfr_cambio,unanime,unanime,12101,12293,4
334_p1041,lfr_cambio,unanime,unanime,12666,12664,5
334_p1043,lfr_cambio,unanime,unanime,12807,12799,5
334_p1133,lfr_cambio,unanime,unanime,3059,3026,4
334_p120,lfr_cambio,unanime,unanime,4971,4975,5
334_p1659,lfr_cambio,unanime,unanime,24244,24242,1
334_p1791,lfr_cambio,unanime,unanime,29128,29126,4
334_p1795,lfr_cambio,mixed,mixed,29434,29432,6
