caso_id_canonico,materia,materia_capa,materia_fuente
339_p889,,pendiente_capa2,sin_ancla
339_p891,,pendiente_capa2,sin_ancla
339_p893,contencioso_administrativo,capa1,regla:contencioso administrativo
339_p897,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
339_p901,,pendiente_capa2,sin_ancla
339_p906,penal,capa2,kw+norma:24767+objeto(3)
339_p919,civil_comercial,capa1,regla:\ben lo civil\b
339_p921,contencioso_administrativo,capa1,regla:contencioso administrativo
339_p927,contencioso_administrativo,capa2,provincia:ca
339_p930,previsional,capa1,regla:seguridad social
339_p933,,pendiente_capa2,sin_ancla
339_p1027,civil_comercial,capa2,objeto(1)
339_p1033,,originaria,originaria
339_p1041,previsional,capa1,regla:seguridad social
339_p1044,penal,capa1,regla:casacion penal
339_p1045,previsional,capa1,regla:seguridad social
339_p1048,,pendiente_capa2,sin_ancla
339_p1058,,pendiente_capa2,sin_ancla
339_p1066,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
339_p1077,consumo,capa2,kw(1)
339_p1168,penal,capa2,kw+objeto(2)
339_p1171,,pendiente_capa2,sin_ancla
339_p1172,,originaria,originaria
339_p1188,,pendiente_capa2,sin_ancla
339_p1192,penal,capa2,objeto(1)
339_p1193,civil_comercial,capa2,kw(1)
339_p1195,,originaria,originaria
339_p1199,penal,capa1,regla:casacion penal
339_p1203,,pendiente_capa2,sin_ancla
339_p1204,penal,capa1,regla:casacion penal
339_p1206,contencioso_administrativo,capa1,regla:contencioso administrativo
339_p1207,contencioso_administrativo,capa1,regla:contencioso administrativo
339_p1208,,residual,Superior Tribual de Justicia de Corrientes
339_p1215,civil_comercial,capa1,regla:\ben lo civil\b
339_p1218,,pendiente_capa2,sin_ancla
339_p1219,civil_comercial,capa1,regla:\ben lo civil\b
339_p1223,contencioso_administrativo,capa2,provincia:ca
339_p1254,contencioso_administrativo,capa2,provincia:ca
339_p1261,civil_comercial,capa2,objeto(1)
339_p1264,civil_comercial,capa2,objeto(1)
339_p1269,,pendiente_capa2,sin_ancla
339_p1277,,pendiente_capa2,sin_ancla
339_p1302,contencioso_administrativo,capa2,provincia:ca
339_p1304,civil_comercial,capa1,regla:\ben lo civil\b
339_p1305,laboral,capa1,regla:\bdel trabajo\b
339_p1307,laboral,capa1,regla:\bdel trabajo\b
339_p1308,civil_comercial,capa1,regla:\ben lo civil\b
339_p1311,civil_comercial,capa1,regla:\ben lo civil\b
339_p1314,contencioso_administrativo,capa1,regla:contencioso administrativo
339_p1316,,originaria,originaria
339_p1323,penal,capa2,norma:23737(1)
339_p1328,laboral,capa2,objeto(1)
339_p1331,,originaria,originaria
339_p1336,civil_comercial,capa2,kw(1)
339_p1339,,pendiente_capa2,sin_ancla
339_p1341,,pendiente_capa2,sin_ancla
339_p1342,penal,capa1,regla:criminal y correccional
339_p1349,penal,capa2,objeto(1)
339_p1351,penal,capa2,objeto(1)
339_p1353,,no_aplica,tipo_entrada=sumario_editorial
339_p1355,penal,capa1,regla:casacion penal
339_p1357,penal,capa1,regla:criminal y correccional
339_p1371,penal,capa2,kw(1)
339_p1373,,pendiente_capa2,sin_ancla
339_p1376,contencioso_administrativo,capa2,provincia:ca
339_p1378,,pendiente_capa2,sin_ancla
339_p1380,,no_aplica,tipo_entrada=sumario_editorial
339_p1382,penal,capa2,objeto(1)
339_p1385,penal,capa2,objeto(1)
339_p1388,,pendiente_capa2,sin_ancla
339_p1393,civil_comercial,capa2,objeto(1)
339_p1397,contencioso_administrativo,capa2,provincia:ca
339_p1400,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
339_p1414,previsional,capa2,parte(1)
339_p1417,contencioso_administrativo,capa2,objeto(1)
339_p1419,,pendiente_capa2,sin_ancla
339_p1420,penal,capa1,regla:casacion penal
339_p1423,ambiental,capa2,norma:25675(1)
339_p1436,contencioso_administrativo,capa2,provincia:ca
339_p1437,,pendiente_capa2,sin_ancla
339_p1439,,pendiente_capa2,sin_ancla
339_p1441,penal,capa1,regla:casacion penal
339_p1448,penal,capa1,regla:casacion penal
339_p1453,contencioso_administrativo,capa2,provincia:ca
339_p1459,,pendiente_capa2,sin_ancla
339_p1461,,originaria,originaria
339_p1463,,pendiente_capa2,sin_ancla
339_p1478,civil_comercial,capa1,regla:\ben lo civil\b
339_p1483,contencioso_administrativo,capa2,objeto(1)
339_p1489,laboral,capa1,regla:\bdel trabajo\b
339_p1493,penal,capa1,regla:casacion penal
339_p1514,penal,capa1,regla:casacion penal
339_p1520,previsional,capa1,regla:seguridad social
339_p1523,laboral,capa1,regla:\bdel trabajo\b
339_p1528,,pendiente_capa2,sin_ancla
339_p1530,,pendiente_capa2,sin_ancla
339_p1534,civil_comercial,capa1,regla:\ben lo civil\b
339_p1559,,pendiente_capa2,sin_ancla
339_p1562,civil_comercial,capa2,objeto(1)
339_p1565,penal,capa2,objeto(1)
339_p1567,laboral,capa1,regla:\bdel trabajo\b
339_p1571,,pendiente_capa2,sin_ancla
339_p1576,,pendiente_capa2,sin_ancla
339_p1577,,pendiente_capa2,sin_ancla
339_p1579,,pendiente_capa2,sin_ancla
339_p1581,tributario,capa2,objeto(1)
339_p1583,laboral,capa1,regla:\bdel trabajo\b
339_p1591,penal,capa2,objeto(1)
339_p1592,civil_comercial,capa2,objeto(1)
339_p1593,,pendiente_capa2,sin_ancla
339_p1599,tributario,capa2,objeto(1)
339_p1601,,pendiente_capa2,sin_ancla
339_p1603,penal,capa2,objeto(1)
339_p1605,laboral,capa1,regla:\bdel trabajo\b
339_p1607,laboral,capa1,regla:\bdel trabajo\b
339_p1608,,pendiente_capa2,sin_ancla
339_p1615,,pendiente_capa2,sin_ancla
339_p1621,laboral,capa2,objeto+parte(2)
339_p1622,penal,capa1,regla:criminal y correccional
339_p1628,contencioso_administrativo,capa2,provincia:ca
339_p1635,laboral,capa1,regla:\bdel trabajo\b
339_p1642,,pendiente_capa2,sin_ancla
339_p1644,civil_comercial,capa2,objeto(1)
339_p1648,,pendiente_capa2,sin_ancla
339_p1651,,pendiente_capa2,sin_ancla
339_p1654,penal,capa2,objeto(1)
339_p1656,penal,capa2,objeto(1)
339_p1659,,pendiente_capa2,sin_ancla
339_p1661,,pendiente_capa2,sin_ancla
339_p1663,contencioso_administrativo,capa2,provincia:ca
339_p1671,,pendiente_capa2,sin_ancla
339_p1674,laboral,capa1,regla:\bdel trabajo\b
339_p1678,,pendiente_capa2,sin_ancla
339_p1680,,pendiente_capa2,sin_ancla
339_p1683,,pendiente_capa2,sin_ancla
339_p1689,contencioso_administrativo,capa1,regla:contencioso administrativo
339_p1691,civil_comercial,capa1,regla:\ben lo civil\b
339_p1695,civil_comercial,capa1,regla:\ben lo civil\b
339_p1701,,pendiente_capa2,sin_ancla
339_p1702,,pendiente_capa2,sin_ancla
339_p1704,penal,capa2,objeto(1)
339_p1707,penal,capa2,objeto(1)
339_p1709,,pendiente_capa2,sin_ancla
339_p1711,,pendiente_capa2,sin_ancla
339_p1713,,pendiente_capa2,sin_ancla
339_p1715,,pendiente_capa2,sin_ancla
339_p1717,laboral,capa1,regla:\bdel trabajo\b
339_p1720,laboral,capa1,regla:\bdel trabajo\b
339_p1722,contencioso_administrativo,capa2,provincia:ca
339_p1727,civil_comercial,capa1,regla:civil y comercial federal
339_p1732,,originaria,originaria
339_p1742,civil_comercial,capa2,objeto(1)
339_p1750,,pendiente_capa2,sin_ancla
339_p1751,civil_comercial,capa2,objeto(1)
339_p1754,contencioso_administrativo,capa1,regla:contencioso administrativo
339_p1760,salud,capa2,coocur:salud_amparo
339_p1763,,pendiente_capa2,sin_ancla
339_p1787,,pendiente_capa2,sin_ancla
339_p1791,,pendiente_capa2,sin_ancla
339_p1793,civil_comercial,capa2,objeto(1)
339_p1795,,pendiente_capa2,conflicto_capa2:ambiental/civil_comercial
339_p1801,civil_comercial,capa1,regla:\ben lo civil\b
339_p1804,civil_comercial,capa1,regla:\ben lo civil\b
339_p1808,previsional,capa1,regla:seguridad social
339_p1811,,pendiente_capa2,sin_ancla
339_p1812,contencioso_administrativo,capa1,regla:contencioso administrativo
339_p1818,civil_comercial,capa1,regla:\ben lo civil\b
339_p1819,penal,capa1,regla:casacion penal
339_p1820,civil_comercial,capa1,regla:\ben lo civil\b
339_p1831,salud,capa2,coocur:salud_amparo
339_p1834,civil_comercial,capa2,objeto(1)
340_p7,civil_comercial,capa2,objeto(1)
340_p10,,pendiente_capa2,sin_ancla
340_p11,previsional,capa2,parte(1)
340_p14,contencioso_administrativo,capa1,regla:contencioso administrativo
340_p21,previsional,capa1,regla:seguridad social
340_p24,,pendiente_capa2,sin_ancla
340_p28,contencioso_administrativo,capa2,provincia:ca
340_p29,civil_comercial,capa1,regla:\ben lo civil\b
340_p33,laboral,capa2,objeto+parte(2)
340_p37,,pendiente_capa2,sin_ancla
340_p39,,pendiente_capa2,sin_ancla
340_p44,,pendiente_capa2,sin_ancla
340_p47,civil_comercial,capa1,regla:civil y comercial federal
340_p72,civil_comercial,capa1,regla:civil y comercial federal
340_p76,,pendiente_capa2,conflicto_capa2:laboral/previsional/tributario
340_p82,civil_comercial,capa2,objeto(1)
340_p85,tributario,capa2,kw+parte(2)
340_p88,consumo,capa2,norma:24240(1)
340_p93,previsional,capa1,regla:seguridad social
340_p95,civil_comercial,capa2,objeto(1)
340_p98,,pendiente_capa2,sin_ancla
340_p101,,pendiente_capa2,sin_ancla
340_p103,laboral,capa1,regla:\bdel trabajo\b
340_p113,civil_comercial,capa2,objeto(1)
340_p114,,pendiente_capa2,sin_ancla
340_p117,constitucional,capa2,objeto(1)
340_p121,contencioso_administrativo,capa2,coocur:corralito_emergencia
340_p122,civil_comercial,capa1,regla:civil y comercial federal
340_p124,penal,capa2,objeto(1)
340_p126,civil_comercial,capa1,regla:\ben lo civil\b
340_p128,,pendiente_capa2,sin_ancla
340_p130,contencioso_administrativo,capa1,regla:contencioso administrativo
340_p131,laboral,capa1,regla:\bdel trabajo\b
340_p136,,pendiente_capa2,sin_ancla
340_p141,laboral,capa1,regla:\bdel trabajo\b
340_p151,,originaria,originaria
340_p156,,pendiente_capa2,sin_ancla
340_p158,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
340_p164,penal,capa2,objeto(1)
340_p169,tributario,capa2,objeto(1)
340_p172,civil_comercial,capa1,regla:\ben lo comercial\b
340_p185,civil_comercial,capa1,regla:\ben lo civil\b
340_p188,penal,capa1,regla:casacion penal
340_p204,constitucional,capa2,objeto(1)
340_p207,constitucional,capa2,objeto(1)
340_p212,civil_comercial,capa2,objeto(1)
340_p217,,pendiente_capa2,sin_ancla
340_p218,,pendiente_capa2,sin_ancla
340_p221,contencioso_administrativo,capa1,regla:contencioso administrativo
340_p225,contencioso_administrativo,capa1,regla:contencioso administrativo
340_p226,laboral,capa1,regla:\bdel trabajo\b
340_p229,contencioso_administrativo,capa1,regla:contencioso administrativo
340_p232,,no_aplica,tipo_entrada=sumario_editorial
340_p236,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
340_p251,civil_comercial,capa1,regla:civil y comercial federal
340_p257,lesa_humanidad,capa2,kw(1)
340_p345,,pendiente_capa2,conflicto_capa2:civil_comercial/contencioso_administrativo/lesa_humanidad
340_p387,,pendiente_capa2,sin_ancla
340_p391,,pendiente_capa2,sin_ancla
340_p394,civil_comercial,capa2,coocur:danos_transito(desempate)
340_p397,,pendiente_capa2,sin_ancla
340_p400,laboral,capa2,kw(1)
340_p403,,pendiente_capa2,sin_ancla
340_p406,laboral,capa2,objeto(1)
340_p411,previsional,capa1,regla:seguridad social
340_p415,civil_comercial,capa2,objeto(1)
340_p421,,pendiente_capa2,sin_ancla
340_p429,,originaria,originaria
340_p431,contencioso_administrativo,capa2,provincia:ca
340_p437,laboral,capa1,regla:\bdel trabajo\b
340_p481,civil_comercial,capa2,objeto(1)
340_p483,previsional,capa1,regla:seguridad social
340_p493,penal,capa1,regla:casacion penal
340_p516,civil_comercial,capa1,regla:\ben lo civil\b
340_p518,contencioso_administrativo,capa2,provincia:ca
340_p521,,pendiente_capa2,sin_ancla
340_p524,,pendiente_capa2,sin_ancla
340_p526,contencioso_administrativo,capa1,regla:contencioso administrativo
340_p538,,no_aplica,tipo_entrada=sumario_editorial
340_p540,penal,capa2,objeto(1)
340_p543,contencioso_administrativo,capa1,regla:contencioso administrativo
340_p545,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
340_p549,penal,capa1,regla:casacion penal
340_p607,civil_comercial,capa2,objeto(1)
340_p609,,pendiente_capa2,sin_ancla
340_p611,,pendiente_capa2,sin_ancla
340_p614,,pendiente_capa2,sin_ancla
340_p620,laboral,capa2,objeto(1)
340_p626,,pendiente_capa2,sin_ancla
340_p628,salud,capa2,coocur:salud_amparo
340_p630,,pendiente_capa2,sin_ancla
340_p632,,pendiente_capa2,sin_ancla
340_p634,,pendiente_capa2,sin_ancla
340_p636,,pendiente_capa2,sin_ancla
340_p639,,pendiente_capa2,sin_ancla
340_p641,laboral,capa2,kw+objeto(2)
340_p644,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
340_p658,civil_comercial,capa2,objeto(1)
340_p660,laboral,capa1,regla:\bdel trabajo\b
340_p669,penal,capa1,regla:casacion penal
340_p686,,pendiente_capa2,sin_ancla
340_p689,,pendiente_capa2,sin_ancla
340_p691,contencioso_administrativo,capa2,objeto(1)
340_p693,,pendiente_capa2,sin_ancla
340_p695,penal,capa2,objeto(1)
340_p697,,pendiente_capa2,sin_ancla
340_p699,penal,capa2,kw(1)
340_p702,,pendiente_capa2,sin_ancla
340_p705,penal,capa2,kw(1)
340_p708,penal,capa2,objeto(1)
340_p711,contencioso_administrativo,capa1,regla:contencioso administrativo
340_p722,,pendiente_capa2,sin_ancla
340_p724,,pendiente_capa2,sin_ancla
340_p725,contencioso_administrativo,capa1,regla:contencioso administrativo
340_p729,,originaria,originaria
340_p732,,pendiente_capa2,sin_ancla
340_p734,,pendiente_capa2,sin_ancla
340_p737,penal,capa2,objeto(1)
340_p739,,originaria,originaria
340_p745,tributario,capa2,norma:20628+norma:23548(2)
340_p757,,originaria,originaria
340_p765,civil_comercial,capa1,regla:\ben lo civil\b
340_p786,penal,capa2,norma:23737(1)
340_p788,,pendiente_capa2,sin_ancla
340_p790,penal,capa2,objeto(1)
340_p793,,no_aplica,tipo_entrada=sumario_editorial
340_p797,penal,capa2,objeto(1)
340_p799,,pendiente_capa2,sin_ancla
340_p802,constitucional,capa2,objeto(1)
340_p808,penal,capa2,kw(1)
340_p810,civil_comercial,capa2,objeto(1)
340_p812,civil_comercial,capa2,objeto(1)
340_p815,,pendiente_capa2,sin_ancla
340_p819,civil_comercial,capa2,objeto(1)
340_p822,laboral,capa2,objeto(1)
340_p824,,pendiente_capa2,sin_ancla
340_p827,,pendiente_capa2,sin_ancla
340_p829,penal,capa2,kw+objeto(2)
340_p832,penal,capa1,regla:casacion penal
340_p839,penal,capa2,objeto(1)
340_p840,contencioso_administrativo,capa2,provincia:ca
340_p850,civil_comercial,capa2,objeto(1)
340_p853,civil_comercial,capa2,objeto(1)
340_p858,penal,capa2,objeto(1)
340_p861,contencioso_administrativo,capa2,provincia:ca
340_p863,contencioso_administrativo,capa2,provincia:ca
340_p864,,pendiente_capa2,sin_ancla
340_p866,penal,capa2,objeto(1)
340_p868,penal,capa2,objeto(1)
340_p869,penal,capa2,objeto(1)
340_p872,previsional,capa1,regla:seguridad social
340_p878,contencioso_administrativo,capa1,regla:contencioso administrativo
340_p888,penal,capa2,objeto(1)
340_p891,tributario,capa2,kw(1)
340_p895,contencioso_administrativo,capa2,provincia:ca
340_p898,previsional,capa1,regla:seguridad social
340_p900,contencioso_administrativo,capa1,regla:contencioso administrativo
340_p902,laboral,capa1,regla:\bdel trabajo\b
340_p905,consumo,capa2,kw+norma:24240(2)
340_p910,laboral,capa1,regla:\bdel trabajo\b
340_p914,contencioso_administrativo,capa2,provincia:ca
340_p951,penal,capa1,regla:penal economico
340_p979,contencioso_administrativo,capa2,objeto(1)
340_p982,contencioso_administrativo,capa1,regla:contencioso administrativo
340_p983,contencioso_administrativo,capa1,regla:contencioso administrativo
340_p991,,originaria,originaria
340_p1025,constitucional,capa2,objeto(1)
340_p1035,,pendiente_capa2,sin_ancla
340_p1038,laboral,capa2,kw+norma:24557+norma:26773+objeto(4)
340_p1062,civil_comercial,capa1,regla:civil y comercial federal
340_p1068,civil_comercial,capa1,regla:\ben lo civil\b
340_p1070,contencioso_administrativo,capa2,provincia:ca
340_p1074,laboral,capa1,regla:\bdel trabajo\b
340_p1078,,originaria,originaria
340_p1084,electoral,capa1,regla:electoral
340_p1089,,pendiente_capa2,sin_ancla
340_p1094,penal,capa1,regla:casacion penal
340_p1097,,pendiente_capa2,sin_ancla
340_p1110,tributario,capa2,parte(1)
340_p1111,civil_comercial,capa1,regla:\ben lo civil\b
340_p1129,,originaria,originaria
340_p1136,laboral,capa1,regla:\bdel trabajo\b
340_p1144,contencioso_administrativo,capa1,regla:contencioso administrativo
340_p1149,civil_comercial,capa2,norma:24901+objeto(2)
340_p1154,civil_comercial,capa1,regla:civil y comercial federal
340_p1175,penal,capa1,regla:criminal y correccional
340_p1185,civil_comercial,capa1,regla:\ben lo civil\b
340_p1193,ambiental,capa2,kw+norma:25675(2)
340_p1213,contencioso_administrativo,capa1,regla:contencioso administrativo
340_p1226,civil_comercial,capa1,regla:\ben lo comercial\b
340_p1232,civil_comercial,capa1,regla:\ben lo comercial\b
340_p1236,civil_comercial,capa1,regla:\ben lo civil\b
340_p1252,civil_comercial,capa1,regla:civil y comercial federal
340_p1256,laboral,capa1,regla:\bdel trabajo\b
340_p1259,laboral,capa1,regla:\bdel trabajo\b
340_p1263,,pendiente_capa2,sin_ancla
340_p1265,,pendiente_capa2,sin_ancla
340_p1266,laboral,capa1,regla:\bdel trabajo\b
340_p1269,civil_comercial,capa2,norma:24901(1)
340_p1280,laboral,capa1,regla:\bdel trabajo\b
340_p1283,penal,capa1,regla:casacion penal
340_p1293,civil_comercial,capa1,regla:civil y comercial federal
340_p1294,,pendiente_capa2,sin_ancla
340_p1296,civil_comercial,capa1,regla:civil y comercial federal
340_p1311,,pendiente_capa2,sin_ancla
340_p1327,,pendiente_capa2,sin_ancla
340_p1331,laboral,capa1,regla:\bdel trabajo\b
340_p1338,tributario,capa2,kw(2)
340_p1346,civil_comercial,capa1,regla:\ben lo comercial\b
340_p1355,penal,capa2,objeto(1)
340_p1357,laboral,capa2,objeto(1)
340_p1362,,pendiente_capa2,sin_ancla
340_p1364,civil_comercial,capa1,regla:\ben lo civil\b
340_p1380,laboral,capa1,regla:\bdel trabajo\b
340_p1383,electoral,capa1,regla:electoral
340_p1388,laboral,capa2,parte(1)
340_p1392,contencioso_administrativo,capa2,provincia:ca
340_p1395,,pendiente_capa2,sin_ancla
340_p1398,laboral,capa1,regla:\bdel trabajo\b
340_p1401,laboral,capa1,regla:\bdel trabajo\b
340_p1414,laboral,capa1,regla:\bdel trabajo\b
340_p1421,civil_comercial,capa1,regla:civil y comercial federal
340_p1426,penal,capa2,norma:24767(1)
340_p1428,previsional,capa1,regla:seguridad social
340_p1430,penal,capa2,kw(1)
340_p1433,tributario,capa2,kw+parte(2)
340_p1441,laboral,capa1,regla:\bdel trabajo\b
340_p1450,,pendiente_capa2,sin_ancla
340_p1472,,originaria,originaria
340_p1480,,originaria,originaria
340_p1510,,originaria,originaria
340_p1513,contencioso_administrativo,capa1,regla:contencioso administrativo
340_p1542,contencioso_administrativo,capa1,regla:contencioso administrativo
