caso_id_canonico,tipo,norma,ambito,n_menciones
330_p2800,ley,24284,voto,1
330_p2800,ley,25466,voto,1
330_p2826,ley,24390,considerando,2
330_p2849,ley,9477,considerando,4
330_p2849,ley,9521,considerando,1
330_p2877,ley,16986,considerando,1
330_p2877,ley,23696,considerando,1
330_p2877,ley,24093,considerando,1
330_p2900,ley,23853,considerando,1
330_p2902,ley,17711,considerando,1
330_p2902,ley,25561,considerando,2
330_p2902,ley,25798,considerando,8
330_p2902,ley,25820,considerando,1
330_p2902,ley,25908,considerando,2
330_p2902,ley,26167,considerando,6
330_p2902,ley,25561,voto,1
330_p2902,ley,25798,voto,4
330_p2902,ley,25908,voto,1
330_p2902,ley,26167,voto,1
330_p2921,ley,19550,voto,1
330_p2921,ley,24013,voto,1
330_p2921,ley,25561,voto,1
330_p2927,ley,1285,considerando,2
330_p2932,ley,15336,considerando,20
330_p2932,ley,19549,considerando,2
330_p2932,ley,23164,considerando,8
330_p2932,ley,24065,considerando,10
330_p2952,ley,19032,considerando,1
330_p2964,ley,18037,considerando,2
330_p2964,ley,22955,considerando,6
330_p2964,ley,23966,considerando,1
330_p2964,ley,24019,considerando,3
330_p2964,ley,24241,considerando,1
330_p2964,ley,24463,considerando,2
330_p2964,ley,22955,voto,1
330_p2968,ley,23226,considerando,1
330_p2968,ley,23570,considerando,4
330_p2968,ley,24463,considerando,1
330_p2975,ley,4055,considerando,1
330_p2981,ley,25565,voto,1
330_p2999,ley,23697,considerando,1
330_p2999,ley,23697,voto,1
330_p3002,ley,11672,voto,1
330_p3002,ley,17418,voto,1
330_p3002,ley,23982,voto,3
330_p3002,ley,24156,voto,1
330_p3002,ley,25344,voto,1
330_p3002,ley,25565,voto,4
330_p3015,ley,11683,considerando,1
330_p3015,ley,25239,considerando,1
330_p3025,ley,19550,voto,2
330_p3025,ley,24522,voto,1
330_p3025,ley,24552,voto,1
330_p3036,ley,24441,voto,2
330_p3045,ley,11683,considerando,1
330_p3098,ley,19798,voto,1
330_p3098,ley,24240,voto,2
330_p3098,ley,3674,voto,2
330_p3109,ley,23928,considerando,3
330_p3109,ley,24241,considerando,1
330_p3141,ley,23984,voto,1
330_p3145,ley,18038,considerando,1
330_p3145,ley,24241,considerando,2
330_p3145,ley,24463,considerando,1
330_p3145,ley,24476,considerando,3
330_p3145,ley,25231,considerando,1
330_p3145,ley,18038,voto,2
330_p3145,ley,24241,voto,1
330_p3145,ley,24463,voto,1
330_p3145,ley,24476,voto,4
330_p3149,ley,8024,considerando,8
330_p3149,ley,8472,considerando,1
330_p3149,ley,8024,voto,1
330_p3160,ley,16986,voto,1
330_p3248,ley,14467,considerando,1
330_p3248,ley,19865,considerando,1
330_p3248,ley,23492,considerando,1
330_p3248,ley,25390,considerando,1
330_p3379,ley,15869,considerando,1
330_p3379,ley,24767,considerando,1
330_p3400,ley,20572,considerando,4
330_p3400,ley,23982,considerando,4
330_p3400,ley,24241,considerando,3
330_p3400,ley,24463,considerando,1
330_p3400,ley,25344,considerando,4
330_p3400,ley,20572,voto,3
330_p3400,ley,23982,voto,2
330_p3400,ley,24241,voto,3
330_p3400,ley,24463,voto,1
330_p3400,ley,25344,voto,3
330_p3422,ley,18345,voto,1
330_p3422,ley,19550,voto,1
330_p3426,ley,25344,voto,1
330_p3447,ley,1285,considerando,1
330_p3447,ley,17801,considerando,1
330_p3447,ley,4484,considerando,1
330_p3455,ley,23737,considerando,1
330_p3458,ley,18037,considerando,3
330_p3458,ley,24463,considerando,1
330_p3461,ley,17562,considerando,1
330_p3461,ley,2393,considerando,1
330_p3461,ley,24463,considerando,1
330_p3483,ley,17418,voto,1
330_p3483,ley,24449,voto,1
330_p3519,ley,19551,voto,1
330_p3519,ley,21526,voto,1
330_p3519,ley,22529,voto,1
330_p3552,ley,11682,considerando,1
330_p3552,ley,1285,considerando,1
330_p3552,ley,20628,considerando,1
330_p3557,ley,1285,considerando,1
330_p3557,ley,23018,considerando,8
330_p3557,ley,23018,voto,3
330_p3565,ley,16986,caratula,1
330_p3579,ley,16986,caratula,1
330_p3579,ley,16986,considerando,1
330_p3581,ley,16183,considerando,1
330_p3581,ley,26183,considerando,1
330_p3593,ley,25561,considerando,6
330_p3593,ley,25798,considerando,3
330_p3593,ley,25820,considerando,2
330_p3593,ley,26167,considerando,2
330_p3593,ley,25561,dispositivo,1
330_p3609,ley,15336,considerando,4
330_p3609,ley,23164,considerando,3
330_p3609,ley,24065,considerando,1
330_p3609,ley,1303,voto,3
330_p3609,ley,1745,voto,1
330_p3609,ley,2386,voto,1
330_p3623,ley,1285,considerando,1
330_p3659,ley,21839,considerando,2
330_p3659,ley,23982,considerando,1
330_p3673,ley,24767,considerando,1
330_p3680,ley,16986,caratula,1
330_p3680,ley,25561,caratula,1
330_p3680,ley,16986,considerando,2
330_p3680,ley,25561,considerando,2
330_p3680,ley,16986,voto,1
330_p3685,ley,10067,considerando,2
330_p3685,ley,10067,voto,6
330_p3725,ley,23313,considerando,1
330_p3725,ley,23660,considerando,1
330_p3725,ley,23661,considerando,4
330_p3725,ley,24240,considerando,1
330_p3725,ley,24754,considerando,10
330_p3725,ley,24901,considerando,3
330_p3725,ley,22341,voto,1
330_p3725,ley,22431,voto,1
330_p3725,ley,23313,voto,1
330_p3725,ley,23660,voto,1
330_p3725,ley,23661,voto,8
330_p3725,ley,24754,voto,11
330_p3725,ley,24901,voto,7
330_p3725,ley,25404,voto,2
330_p3771,ley,23853,considerando,1
330_p3784,ley,20091,considerando,1
330_p3784,ley,24557,considerando,1
330_p3787,ley,25561,considerando,6
330_p3787,ley,24013,voto,1
330_p3787,ley,25561,voto,1
330_p3793,ley,5113,considerando,3
330_p3801,ley,23737,caratula,1
330_p3801,ley,2372,considerando,1
330_p3801,ley,23737,considerando,3
330_p3801,ley,23737,voto,2
330_p3843,ley,26167,considerando,2
330_p3843,ley,26167,dispositivo,1
330_p3843,ley,25798,voto,1
330_p3843,ley,26167,voto,1
330_p3853,ley,13478,considerando,4
330_p3853,ley,18910,considerando,1
330_p3853,ley,24241,considerando,1
330_p3853,ley,13478,voto,7
330_p3853,ley,16986,voto,1
330_p3853,ley,18910,voto,1
330_p3853,ley,20267,voto,1
330_p3906,ley,23737,considerando,1
330_p3906,ley,26052,considerando,1
330_p3908,ley,16986,considerando,1
330_p3908,ley,16986,voto,1
330_p3977,ley,14294,considerando,1
330_p3977,ley,17016,considerando,1
330_p3977,ley,24767,considerando,1
330_p3977,ley,25095,considerando,1
330_p3977,ley,25304,considerando,2
330_p3994,ley,1285,considerando,1
330_p3994,ley,23349,considerando,1
330_p3994,ley,24037,considerando,1
330_p3994,ley,24156,considerando,1
330_p4001,ley,25561,considerando,3
330_p4001,ley,25713,considerando,2
330_p4001,ley,25796,considerando,1
330_p4001,ley,25798,considerando,1
330_p4001,ley,25908,considerando,1
330_p4001,ley,26167,considerando,6
330_p4001,ley,26167,dispositivo,1
330_p4001,ley,25561,voto,3
330_p4001,ley,25563,voto,1
330_p4001,ley,25713,voto,1
330_p4001,ley,25796,voto,1
330_p4001,ley,25798,voto,1
330_p4001,ley,25908,voto,1
330_p4001,ley,26167,voto,3
330_p4030,ley,25561,considerando,1
330_p4030,ley,25561,voto,1
330_p4045,ley,4677,considerando,2
330_p4045,ley,4677,voto,2
330_p4062,ley,1285,considerando,1
330_p4064,ley,24624,considerando,1
330_p4064,ley,25973,considerando,1
330_p4071,ley,25587,considerando,1
330_p4081,ley,1285,considerando,1
330_p4081,ley,19108,considerando,1
330_p4084,ley,5613,considerando,1
330_p4090,ley,18302,considerando,2
330_p4090,ley,26134,considerando,4
330_p4101,ley,25561,caratula,2
330_p4113,ley,21965,considerando,2
330_p4134,ley,23302,considerando,1
330_p4144,ley,22351,considerando,1
330_p4144,ley,16986,voto,2
330_p4160,ley,24901,voto,5
330_p4170,ley,24767,considerando,2
330_p4172,ley,24767,considerando,3
330_p4172,ley,24767,voto,3
330_p4182,ley,21499,voto,2
330_p4195,ley,15464,considerando,1
330_p4195,ley,18345,considerando,1
330_p4195,ley,19108,considerando,1
330_p4195,ley,20581,considerando,2
330_p4195,ley,22866,considerando,1
330_p4195,ley,22969,considerando,4
330_p4195,ley,4055,considerando,1
330_p4199,ley,25344,considerando,1
330_p4199,ley,23982,voto,2
330_p4199,ley,25344,voto,4
330_p4211,ley,1565,considerando,1
330_p4216,ley,23982,considerando,6
330_p4226,ley,23928,considerando,1
330_p4234,ley,1285,considerando,1
330_p4234,ley,24295,considerando,1
330_p4234,ley,24375,considerando,1
330_p4234,ley,24708,considerando,1
330_p4234,ley,25675,considerando,3
330_p4234,ley,25688,considerando,1
330_p4234,ley,5949,considerando,1
330_p4252,ley,4738,considerando,1
330_p4252,ley,5040,considerando,1
330_p4252,ley,5639,dispositivo,1
330_p4313,ley,23719,voto,2
330_p4313,ley,24767,voto,1
330_p4322,ley,22802,caratula,1
330_p4338,ley,18345,considerando,2
330_p4338,ley,25344,considerando,1
330_p4338,ley,18345,voto,2
330_p4338,ley,25344,voto,2
330_p4368,ley,23898,considerando,2
330_p4368,ley,24133,considerando,1
330_p4372,ley,15336,considerando,1
330_p4396,ley,1285,considerando,1
330_p4399,ley,24767,considerando,2
330_p4399,ley,3495,considerando,2
330_p4399,ley,4055,considerando,1
330_p4411,ley,24441,caratula,1
330_p4413,ley,23098,considerando,1
330_p4416,ley,24390,voto,1
330_p4416,ley,24660,voto,2
330_p4435,ley,25561,voto,6
330_p4445,ley,19359,considerando,1
330_p4489,ley,1960,voto,1
330_p4511,ley,20840,voto,1
330_p4523,ley,23898,considerando,1
330_p4528,ley,24463,considerando,1
330_p4549,ley,25990,voto,1
330_p4549,ley,4055,voto,1
330_p4554,ley,19549,considerando,1
330_p4564,ley,14772,considerando,3
330_p4564,ley,15336,considerando,2
330_p4564,ley,24065,considerando,1
330_p4592,ley,14934,considerando,1
330_p4592,ley,24321,considerando,3
330_p4592,ley,24411,considerando,4
330_p4592,ley,24321,voto,2
330_p4592,ley,24411,voto,1
330_p4633,ley,24557,considerando,1
330_p4633,ley,24557,voto,2
330_p4647,ley,8369,considerando,1
330_p4673,ley,20705,considerando,1
330_p4685,ley,18037,considerando,1
330_p4685,ley,23928,considerando,1
330_p4685,ley,24463,considerando,2
330_p4685,ley,26153,considerando,1
330_p4687,ley,18037,considerando,2
330_p4687,ley,24241,considerando,5
330_p4687,ley,24463,considerando,1
330_p4690,ley,20475,considerando,1
330_p4690,ley,24463,considerando,1
330_p4697,ley,1612,caratula,1
330_p4697,ley,23719,considerando,1
330_p4703,ley,25798,dispositivo,1
330_p4706,ley,25561,voto,5
330_p4706,ley,4055,voto,1
330_p4733,ley,22434,considerando,1
330_p4733,ley,23853,considerando,1
330_p4749,ley,23898,dispositivo,1
330_p4770,ley,24241,voto,1
330_p4770,ley,7173,voto,6
330_p4770,ley,7207,voto,2
330_p4770,ley,7235,voto,1
330_p4782,ley,20606,considerando,1
330_p4782,ley,24463,considerando,1
330_p4782,ley,25344,considerando,2
330_p4786,ley,21965,considerando,1
330_p4788,ley,25798,considerando,1
330_p4797,ley,8767,considerando,1
330_p4811,ley,1285,considerando,2
330_p4811,ley,23251,considerando,3
330_p4820,ley,24241,caratula,1
330_p4820,ley,24241,considerando,2
330_p4820,ley,24241,voto,1
330_p4824,ley,1285,considerando,1
330_p4824,ley,15271,considerando,1
330_p4824,ley,26183,considerando,1
330_p4826,ley,24937,voto,1
330_p4858,ley,22021,considerando,1
330_p4858,ley,23658,considerando,2
330_p4862,ley,17562,considerando,2
330_p4862,ley,18037,considerando,2
330_p4862,ley,21388,considerando,1
330_p4862,ley,22611,considerando,2
330_p4862,ley,23570,considerando,2
330_p4862,ley,24463,considerando,1
330_p4866,ley,18037,considerando,1
330_p4866,ley,24241,considerando,2
330_p4866,ley,24463,considerando,4
330_p4866,ley,26198,considerando,8
330_p4866,ley,24463,dispositivo,1
330_p4900,ley,18037,considerando,3
330_p4900,ley,18038,considerando,2
330_p4900,ley,24463,considerando,1
330_p4914,ley,1285,considerando,1
330_p4914,ley,23696,considerando,2
330_p4914,ley,24156,considerando,1
330_p4936,ley,25565,voto,1
330_p4953,ley,21526,considerando,1
330_p4953,ley,5800,considerando,1
330_p4960,ley,25675,voto,2
330_p4960,ley,25831,voto,1
330_p4960,ley,25841,voto,1
330_p4988,ley,1029,considerando,4
330_p4988,ley,1355,considerando,1
330_p4988,ley,24447,considerando,1
330_p5020,ley,23737,voto,1
330_p5032,ley,25344,considerando,12
330_p5064,ley,16986,caratula,1
330_p5064,ley,24625,voto,2
330_p5064,ley,25239,voto,1
330_p5082,ley,25430,caratula,1
330_p5082,ley,24390,voto,7
330_p5095,ley,1285,considerando,2
330_p5095,ley,18705,considerando,5
330_p5095,ley,6968,considerando,3
330_p5111,ley,24083,considerando,2
330_p5131,ley,21839,voto,1
330_p5144,ley,11585,considerando,1
330_p5144,ley,17319,considerando,1
330_p5144,ley,12161,voto,1
330_p5144,ley,17319,voto,7
330_p5158,ley,13569,voto,1
330_p5158,ley,25990,voto,4
330_p5201,ley,16986,dispositivo,1
330_p5205,ley,19349,considerando,1
330_p5212,ley,22278,voto,1
330_p5226,ley,13648,considerando,2
330_p5226,ley,23548,considerando,2
330_p5226,ley,23966,considerando,1
330_p5234,ley,1285,considerando,1
330_p5251,ley,15336,voto,1
330_p5251,ley,24065,voto,1
330_p5279,ley,1285,considerando,2
330_p5279,ley,1893,considerando,1
330_p5279,ley,23660,considerando,1
330_p5279,ley,23661,considerando,1
330_p5279,ley,1285,voto,2
330_p5279,ley,14467,voto,1
330_p5294,ley,22278,considerando,3
330_p5294,ley,24390,considerando,6
330_p5303,ley,14399,considerando,2
330_p5303,ley,24463,considerando,1
330_p5306,ley,1285,considerando,1
330_p5306,ley,17319,considerando,2
330_p5306,ley,17711,considerando,1
330_p5306,ley,21499,considerando,1
330_p5306,ley,21708,considerando,1
330_p5306,ley,21778,considerando,1
330_p5306,ley,23928,considerando,2
330_p5306,ley,23982,considerando,12
330_p5306,ley,24145,considerando,7
330_p5306,ley,24283,considerando,4
330_p5306,ley,1285,voto,1
330_p5306,ley,21708,voto,1
330_p5306,ley,21778,voto,1
330_p5306,ley,23982,voto,1
330_p5306,ley,24145,voto,1
330_p5342,ley,18037,considerando,1
330_p5342,ley,18038,considerando,2
330_p5342,ley,24463,considerando,3
330_p5342,ley,26198,considerando,1
330_p5345,ley,16986,considerando,1
330_p5345,ley,25561,considerando,13
330_p5345,ley,25713,considerando,5
330_p5345,ley,25820,considerando,7
330_p5345,ley,25967,considerando,2
330_p5345,ley,26167,considerando,3
330_p5345,ley,16986,voto,2
330_p5345,ley,23928,voto,2
330_p5345,ley,25445,voto,1
330_p5345,ley,25561,voto,8
330_p5345,ley,25563,voto,1
330_p5345,ley,25820,voto,3
330_p5345,ley,5392,voto,1
330_p5404,ley,1285,considerando,1
330_p5404,ley,17319,considerando,2
330_p5404,ley,17711,considerando,1
330_p5404,ley,19549,considerando,2
330_p5404,ley,20705,considerando,1
330_p5404,ley,21499,considerando,1
330_p5404,ley,21708,considerando,1
330_p5404,ley,24245,considerando,1
330_p5404,ley,24283,considerando,1
330_p5404,ley,17319,voto,1
330_p5404,ley,19549,voto,1
330_p5404,ley,23982,voto,1
330_p5435,ley,24557,considerando,2
330_p5435,ley,11729,voto,1
330_p5435,ley,12631,voto,1
330_p5435,ley,18913,voto,1
330_p5435,ley,24557,voto,3
330_p5435,ley,9688,voto,2
331_p13,ley,9688,caratula,1
331_p13,ley,24028,considerando,5
331_p13,ley,25561,considerando,3
331_p17,ley,23898,dispositivo,1
331_p17,ley,11683,voto,2
331_p31,ley,5238,voto,2
331_p58,ley,24051,considerando,1
331_p62,ley,11723,considerando,1
331_p62,ley,22362,considerando,1
331_p68,ley,1285,considerando,1
331_p72,ley,18037,considerando,1
331_p72,ley,18037,voto,1
331_p76,ley,24241,considerando,1
331_p76,ley,24463,considerando,1
331_p77,ley,25871,caratula,1
331_p87,ley,25798,considerando,2
331_p89,ley,26167,dispositivo,1
331_p93,ley,23853,considerando,1
331_p116,ley,25752,considerando,1
331_p121,ley,24463,considerando,2
331_p121,ley,26153,considerando,1
331_p123,ley,24241,considerando,2
331_p123,ley,24347,considerando,2
331_p123,ley,24463,considerando,1
331_p127,ley,22765,considerando,1
331_p127,ley,23916,considerando,2
331_p127,ley,24522,considerando,2
331_p127,ley,25561,considerando,2
331_p132,ley,20091,voto,2
331_p144,ley,19419,considerando,1
331_p183,ley,1301,considerando,1
331_p183,ley,24241,considerando,5
331_p194,ley,1285,considerando,1
331_p202,ley,14771,considerando,1
331_p202,ley,22016,considerando,1
331_p202,ley,14771,voto,1
331_p202,ley,22016,voto,1
331_p202,ley,22026,voto,1
331_p211,ley,12318,considerando,1
331_p211,ley,1285,considerando,2
331_p211,ley,21708,considerando,1
331_p211,ley,22431,considerando,1
331_p211,ley,22914,considerando,1
331_p211,ley,25280,considerando,1
331_p232,ley,24241,considerando,3
331_p232,ley,24307,considerando,1
331_p232,ley,24463,considerando,3
331_p232,ley,3900,considerando,6
331_p232,ley,4579,considerando,1
331_p232,ley,5089,considerando,1
331_p238,ley,14370,considerando,2
331_p238,ley,18037,considerando,2
331_p238,ley,21153,considerando,1
331_p238,ley,23604,considerando,5
331_p238,ley,24463,considerando,1
331_p240,ley,24241,considerando,1
331_p240,ley,24463,considerando,2
331_p240,ley,26153,considerando,2
331_p240,ley,26153,dispositivo,1
331_p241,ley,24557,considerando,1
331_p262,ley,24240,caratula,1
331_p266,ley,20744,voto,1
331_p281,ley,19550,voto,1
331_p287,ley,24240,considerando,1
331_p287,ley,25065,considerando,1
331_p287,ley,24240,voto,3
331_p293,ley,23982,considerando,1
331_p293,ley,25344,considerando,3
331_p293,ley,23982,voto,1
331_p293,ley,25344,voto,2
331_p303,ley,19550,voto,2
331_p303,ley,24013,voto,2
331_p310,ley,10397,considerando,2
331_p310,ley,10731,considerando,2
331_p310,ley,11484,considerando,1
331_p310,ley,9420,considerando,5
331_p322,ley,23696,considerando,1
331_p337,ley,10397,considerando,1
331_p337,ley,11484,considerando,1
331_p337,ley,11904,considerando,1
331_p337,ley,9420,considerando,1
331_p352,ley,12836,considerando,1
331_p352,ley,13436,considerando,3
331_p352,ley,23982,considerando,2
331_p352,ley,25344,considerando,2
331_p364,ley,25675,considerando,1
331_p371,ley,24241,caratula,1
331_p371,ley,24241,considerando,1
331_p371,ley,24463,considerando,1
331_p382,ley,1285,considerando,1
331_p382,ley,7764,considerando,5
331_p391,ley,25344,considerando,4
331_p391,ley,25973,considerando,1
331_p391,ley,6987,considerando,2
331_p391,ley,6995,considerando,1
331_p391,ley,7132,considerando,2
331_p400,ley,10397,considerando,1
331_p415,ley,19549,considerando,1
331_p415,ley,25344,considerando,1
331_p419,ley,23853,considerando,1
331_p427,ley,25886,considerando,1
331_p430,ley,18037,considerando,1
331_p430,ley,18038,considerando,1
331_p430,ley,24463,considerando,3
331_p432,ley,18037,considerando,1
331_p432,ley,24463,considerando,1
331_p434,ley,22278,considerando,2
331_p434,ley,26061,considerando,5
331_p439,ley,24767,considerando,2
331_p446,ley,25304,considerando,1
331_p462,ley,26167,considerando,1
331_p505,ley,23737,considerando,2
331_p505,ley,25126,considerando,1
331_p505,ley,25246,considerando,4
331_p505,ley,3759,considerando,1
331_p505,ley,25246,voto,1
331_p525,ley,23737,caratula,1
331_p530,ley,15262,voto,1
331_p570,ley,24557,considerando,1
331_p570,ley,24557,voto,4
331_p588,ley,23551,voto,4
331_p588,ley,24600,voto,2
331_p600,ley,2372,considerando,1
331_p608,ley,24767,considerando,1
331_p608,ley,25126,considerando,1
331_p608,ley,24767,voto,1
331_p608,ley,25126,voto,1
331_p622,ley,17901,voto,1
331_p632,ley,23098,considerando,1
331_p632,ley,23098,voto,1
331_p699,ley,11497,considerando,1
331_p699,ley,20009,considerando,1
331_p699,ley,20099,considerando,2
331_p699,ley,20645,considerando,1
331_p699,ley,25675,considerando,3
331_p710,ley,14346,voto,1
331_p718,ley,23548,considerando,1
331_p748,ley,24240,considerando,2
331_p752,ley,24441,considerando,1
331_p752,ley,6372,considerando,1
331_p756,ley,1285,voto,2
331_p756,ley,24522,voto,2
331_p756,ley,26086,voto,4
331_p769,ley,26165,considerando,1
331_p781,ley,17811,considerando,1
331_p781,ley,22262,considerando,1
331_p781,ley,24065,considerando,1
331_p781,ley,24076,considerando,1
331_p793,ley,11683,considerando,1
331_p831,ley,16986,voto,1
331_p831,ley,24447,voto,2
331_p831,ley,24557,voto,1
331_p846,ley,23660,considerando,1
331_p851,ley,23592,considerando,1
331_p854,ley,24411,considerando,1
331_p854,ley,24820,considerando,1
331_p858,ley,23737,caratula,1
331_p858,ley,23737,considerando,1
331_p858,ley,24050,considerando,1
331_p881,ley,1285,considerando,1
331_p881,ley,21708,considerando,1
331_p886,ley,13512,voto,1
331_p886,ley,22427,voto,2
331_p886,ley,24522,voto,4
331_p901,ley,25561,caratula,3
331_p901,ley,25561,considerando,2
331_p901,ley,25587,considerando,1
331_p901,ley,16986,voto,2
331_p901,ley,25561,voto,6
331_p916,ley,23049,caratula,2
331_p923,ley,16986,considerando,2
331_p923,ley,25561,considerando,1
331_p923,ley,16986,voto,1
331_p926,ley,25798,considerando,1
331_p926,ley,26062,considerando,1
331_p926,ley,26167,considerando,5
331_p994,ley,24946,considerando,4
331_p1007,ley,24463,considerando,1
331_p1013,ley,24521,caratula,1
331_p1013,ley,24195,considerando,2
331_p1013,ley,24521,considerando,5
331_p1013,ley,24658,considerando,1
331_p1024,ley,26167,considerando,2
331_p1028,ley,24767,considerando,2
331_p1040,ley,16986,considerando,1
331_p1040,ley,25561,considerando,9
331_p1040,ley,25713,considerando,5
331_p1040,ley,25796,considerando,2
331_p1040,ley,25820,considerando,6
331_p1040,ley,25967,considerando,2
331_p1040,ley,26167,considerando,2
331_p1040,ley,16986,voto,3
331_p1040,ley,25561,voto,6
331_p1040,ley,25563,voto,1
331_p1040,ley,25798,voto,3
331_p1040,ley,25820,voto,1
331_p1040,ley,25908,voto,1
331_p1040,ley,25967,voto,2
331_p1040,ley,26167,voto,1
331_p1105,ley,25798,considerando,1
331_p1105,ley,26167,considerando,4
331_p1116,ley,18037,considerando,4
331_p1116,ley,22955,considerando,7
331_p1116,ley,23568,considerando,1
331_p1116,ley,23682,considerando,1
331_p1116,ley,23966,considerando,3
331_p1116,ley,24019,considerando,3
331_p1116,ley,24241,considerando,1
331_p1120,ley,25561,dispositivo,1
331_p1123,ley,24521,caratula,1
331_p1123,ley,21658,considerando,1
331_p1123,ley,24521,considerando,11
331_p1123,ley,24521,voto,13
331_p1123,ley,25421,voto,1
331_p1171,ley,1285,considerando,1
331_p1171,ley,19549,considerando,1
331_p1171,ley,19870,considerando,1
331_p1171,ley,21708,considerando,1
331_p1171,ley,24522,considerando,1
331_p1212,ley,14473,considerando,1
331_p1212,ley,18037,considerando,2
331_p1212,ley,24016,considerando,1
331_p1212,ley,24463,considerando,2
331_p1212,ley,26153,considerando,1
331_p1212,ley,26153,dispositivo,1
331_p1215,ley,19032,considerando,1
331_p1215,ley,23360,considerando,1
331_p1215,ley,24764,considerando,1
331_p1224,ley,23737,considerando,2
331_p1224,ley,26052,considerando,1
331_p1231,ley,24051,considerando,1
331_p1234,ley,19798,considerando,5
331_p1243,ley,1893,considerando,1
331_p1243,ley,25675,considerando,6
331_p1243,ley,25688,considerando,1
331_p1255,ley,23660,considerando,1
331_p1255,ley,23661,considerando,1
331_p1262,ley,23660,considerando,3
331_p1262,ley,23661,considerando,5
331_p1262,ley,24049,considerando,2
331_p1262,ley,4762,considerando,1
331_p1282,ley,24463,considerando,1
331_p1282,ley,26198,considerando,1
331_p1284,ley,1285,considerando,1
331_p1284,ley,1285,dispositivo,1
331_p1284,ley,24289,dispositivo,1
331_p1287,ley,24522,voto,1
331_p1293,ley,19550,voto,2
331_p1312,ley,1285,considerando,1
331_p1312,ley,16986,considerando,1
331_p1312,ley,20099,considerando,1
331_p1312,ley,25675,considerando,2
331_p1329,ley,18037,considerando,2
331_p1329,ley,21864,considerando,1
331_p1329,ley,23928,considerando,1
331_p1329,ley,24463,considerando,3
331_p1329,ley,26153,considerando,1
331_p1329,ley,26153,dispositivo,1
331_p1332,ley,25086,caratula,1
331_p1336,ley,1285,considerando,1
331_p1336,ley,26061,considerando,1
331_p1344,ley,1285,considerando,1
331_p1344,ley,26061,considerando,1
331_p1352,ley,26061,considerando,1
331_p1352,ley,26082,considerando,1
331_p1352,ley,23338,voto,1
331_p1352,ley,23652,voto,1
331_p1382,ley,24521,caratula,1
331_p1387,ley,25344,voto,1
331_p1397,ley,1285,voto,1
331_p1399,ley,17562,considerando,3
331_p1399,ley,24463,considerando,2
331_p1403,ley,16986,caratula,1
331_p1412,ley,25232,considerando,6
331_p1412,ley,6584,considerando,1
331_p1412,ley,25232,dispositivo,1
331_p1412,ley,25232,voto,1
331_p1429,ley,25188,caratula,2
331_p1429,ley,25188,considerando,1
331_p1434,ley,1285,considerando,1
331_p1434,ley,21708,considerando,1
331_p1434,ley,23982,considerando,10
331_p1434,ley,24624,considerando,2
331_p1434,ley,25344,considerando,12
331_p1434,ley,25561,considerando,1
331_p1434,ley,25827,considerando,1
331_p1434,ley,25967,considerando,1
331_p1434,ley,26078,considerando,1
331_p1434,ley,26198,considerando,1
331_p1478,ley,17562,considerando,1
331_p1478,ley,2393,considerando,2
331_p1478,ley,24463,considerando,1
331_p1488,ley,9688,considerando,1
331_p1488,ley,24557,voto,1
331_p1496,ley,12992,considerando,1
331_p1496,ley,18037,considerando,4
331_p1496,ley,21695,considerando,1
331_p1496,ley,21965,considerando,3
331_p1496,ley,23570,considerando,4
331_p1496,ley,24241,considerando,2
331_p1496,ley,25370,considerando,1
331_p1510,ley,24557,considerando,5
331_p1510,ley,9688,considerando,1
331_p1524,ley,1285,considerando,1
331_p1528,ley,18037,considerando,1
331_p1528,ley,24463,considerando,1
331_p1581,ley,18037,considerando,1
331_p1581,ley,24463,considerando,1
331_p1583,ley,16986,caratula,1
331_p1583,ley,16986,considerando,1
331_p1583,ley,24946,considerando,1
331_p1592,ley,16986,voto,2
331_p1592,ley,23660,voto,2
331_p1611,ley,8293,considerando,1
331_p1611,ley,8293,voto,1
331_p1620,ley,18037,considerando,1
331_p1620,ley,24463,considerando,1
331_p1620,ley,24463,dispositivo,1
331_p1622,ley,25675,considerando,3
331_p1622,ley,26168,considerando,2
331_p1646,ley,18345,voto,2
331_p1646,ley,25344,voto,3
331_p1651,ley,17562,considerando,1
331_p1651,ley,23263,considerando,2
331_p1651,ley,2393,considerando,4
331_p1651,ley,24463,considerando,1
331_p1655,ley,23853,considerando,1
331_p1655,ley,23898,considerando,3
331_p1658,ley,17562,considerando,1
331_p1658,ley,18037,considerando,1
331_p1658,ley,23263,considerando,3
331_p1658,ley,2363,considerando,1
331_p1658,ley,2393,considerando,1
331_p1658,ley,24463,considerando,1
331_p1676,ley,24946,considerando,4
331_p1679,ley,24051,considerando,1
331_p1679,ley,24145,considerando,2
331_p1679,ley,25675,considerando,3
331_p1690,ley,24432,considerando,1
331_p1701,ley,1285,considerando,1
331_p1701,ley,19550,considerando,2
331_p1730,ley,1285,considerando,1
331_p1730,ley,19640,considerando,3
331_p1730,ley,21708,considerando,1
331_p1755,ley,24660,considerando,4
331_p1755,ley,6944,considerando,2
331_p1771,ley,24043,caratula,2
331_p1771,ley,21650,considerando,1
331_p1771,ley,24043,considerando,7
331_p1804,ley,17132,voto,1
331_p1815,ley,19549,considerando,1
331_p1815,ley,19550,considerando,6
331_p1815,ley,23696,considerando,20
331_p1815,ley,23696,voto,8
331_p1846,ley,23696,considerando,1
331_p1846,ley,25344,considerando,1
