caso_id_canonico,disposicion,reenvia,parte_ganadora,via_recurso,multi_recurso,es_revision_fondo,admisibilidad,causa_inadmisibilidad,es_queja
329_p4925,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1
329_p4928,no_fondo,no,no_aplica,,no,no,inadmite,INADMISIBLE_REMITE_DICTAMEN,1
329_p4931,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p4944,no_revision_demanda,no,no_aplica,,no,no,sin_marcador,,0
329_p4979,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
329_p4981,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p4983,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
329_p4986,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
329_p4988,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p4990,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p4993,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p4995,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p4998,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5001,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5004,confirma,no,recurrente_pierde,recurso_ordinario,no,si,admite,,0
329_p5007,revoca,no,recurrente_gana,recurso_ordinario,si,si,admite,,0
329_p5010,revoca,no,recurrente_gana,recurso_ordinario,no,si,admite,,0
329_p5015,revoca,no,recurrente_gana,recurso_ordinario,no,si,admite,,0
329_p5019,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p5023,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,CUESTION_ABSTRACTA,1
329_p5027,revoca,no,recurrente_gana,,no,si,admite,,0
329_p5033,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p5044,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p5051,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p5064,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p5068,revoca,no,recurrente_gana,recurso_extraordinario,si,si,admite,,0
329_p5074,nulidad,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p5078,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p5085,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_REMITE_DICTAMEN,0
329_p5089,no_revision_procesal,no,no_aplica,recurso_extraordinario,no,no,inadmite,FALTA_SENTENCIA_DEFINITIVA,1
329_p5091,no_revision_procesal,no,no_aplica,recurso_extraordinario,no,no,inadmite,FALTA_SENTENCIA_DEFINITIVA,1
329_p5094,no_fondo,no,no_aplica,,no,no,inadmite,INADMISIBLE_REMITE_DICTAMEN,1
329_p5098,no_fondo,si,no_aplica,,no,no,inadmite,CUESTION_ABSTRACTA,1
329_p5103,nulidad,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p5108,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,1
329_p5115,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p5123,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,1
329_p5136,no_revision_procesal,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,1
329_p5138,no_revision_procesal,no,no_aplica,,no,no,inadmite,RESOLUCION_NO_RECURRIBLE,0
329_p5139,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p5148,no_revision_procesal,no,no_aplica,recurso_ordinario,si,no,admite,,1
329_p5151,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p5157,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
329_p5160,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p5169,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p5172,no_revision_procesal,no,no_aplica,,no,no,sin_marcador,,0
329_p5175,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
329_p5178,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p5184,no_revision_procesal,no,no_aplica,,no,no,sin_marcador,,0
329_p5187,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5190,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5192,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5195,revoca,no,recurrente_gana,recurso_ordinario,no,si,admite,,0
329_p5198,no_fondo,no,no_aplica,recurso_ordinario,si,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
329_p5203,revoca,no,recurrente_gana,recurso_ordinario,no,si,admite,,0
329_p5210,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
329_p5227,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_REMITE_DICTAMEN,0
329_p5234,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p5239,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p5259,nulidad,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p5261,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p5265,no_fondo,no,no_aplica,,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
329_p5266,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p5310,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p5316,no_revision_procesal,no,no_aplica,,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
329_p5317,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
329_p5319,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,FALTA_FUNDAMENTACION_AUTONOMA,1
329_p5323,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p5332,no_fondo,no,no_aplica,,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
329_p5333,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p5336,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p5343,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
329_p5346,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p5352,no_fondo,no,no_aplica,,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
329_p5354,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5358,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
329_p5361,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5364,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5366,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p5368,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p5375,no_revision_procesal,no,no_aplica,recurso_extraordinario,no,no,sin_marcador,,0
329_p5377,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_REMITE_DICTAMEN,0
329_p5382,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p5410,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p5424,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p5438,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p5446,no_revision_procesal,no,no_aplica,,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1
329_p5448,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p5454,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,1
329_p5460,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p5467,no_fondo,no,no_aplica,recurso_extraordinario,si,no,inadmite,ART_280,1
329_p5491,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1
329_p5493,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
329_p5496,no_revision_competencia,no,no_aplica,,no,no,no_aplica,,0
329_p5498,no_revision_procesal,no,no_aplica,,no,no,sin_marcador,,0
329_p5502,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
329_p5505,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5510,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5512,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5514,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5518,confirma,no,recurrente_pierde,recurso_ordinario,no,si,admite,,0
329_p5520,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,0
329_p5525,revoca,no,recurrente_gana,recurso_ordinario,si,si,admite,,0
329_p5528,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p5531,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p5534,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,1
329_p5543,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p5550,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5552,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5555,no_revision_procesal,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
329_p5556,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p5567,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
329_p5575,no_fondo,no,no_aplica,recurso_extraordinario,no,no,sin_marcador,,0
329_p5578,no_revision_procesal,no,no_aplica,recurso_extraordinario,no,no,sin_marcador,,0
329_p5579,nulidad,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p5581,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_REMITE_DICTAMEN,0
329_p5586,no_revision_competencia,no,no_aplica,recurso_extraordinario,no,no,admite,,1
329_p5590,no_fondo,no,no_aplica,,no,no,inadmite,INADMISIBLE_REMITE_DICTAMEN,1
329_p5594,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p5600,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p5605,no_revision_procesal,no,no_aplica,recurso_extraordinario,no,no,sin_marcador,,0
329_p5607,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1
329_p5611,no_fondo,no,no_aplica,recurso_extraordinario,no,no,sin_marcador,,0
329_p5613,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,FALTA_SENTENCIA_DEFINITIVA,1
329_p5614,no_fondo,no,no_aplica,,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
329_p5615,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p5619,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,FALTA_SENTENCIA_DEFINITIVA,1
329_p5621,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p5628,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p5648,no_fondo,si,no_aplica,,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1
329_p5655,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,FALTA_SENTENCIA_DEFINITIVA,1
329_p5658,no_revision_competencia,no,no_aplica,,no,no,no_aplica,,0
329_p5661,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p5666,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p5670,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p5675,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p5681,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5683,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5686,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5689,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
329_p5691,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5694,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
329_p5697,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5699,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5702,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5705,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5707,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5709,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
329_p5711,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5713,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5716,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5718,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5720,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5722,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5724,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5726,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5728,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5731,confirma,no,recurrente_pierde,recurso_ordinario,no,si,admite,,0
329_p5734,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p5737,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p5741,no_fondo,no,no_aplica,,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
329_p5745,no_revision_procesal,no,no_aplica,,no,no,sin_marcador,,0
329_p5749,confirma,no,recurrente_pierde,recurso_ordinario,no,si,admite,,0
329_p5755,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p5762,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p5769,no_fondo,no,no_aplica,,no,no,inadmite,INADMISIBLE_REMITE_DICTAMEN,1
329_p5776,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p5778,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p5789,no_revision_procesal,no,no_aplica,,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1
329_p5791,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
329_p5793,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
329_p5798,no_fondo,no,no_aplica,recurso_extraordinario,no,no,no_aplica,,0
329_p5809,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p5814,no_fondo,no,no_aplica,recurso_extraordinario,no,no,no_aplica,,0
329_p5826,no_revision_procesal,no,no_aplica,,no,no,sin_marcador,,0
329_p5829,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p5836,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5837,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5839,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5842,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5844,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5846,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5848,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
329_p5851,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5853,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5855,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p5857,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,inadmite,INADMISIBLE_REMITE_DICTAMEN,1
329_p5861,revoca,no,recurrente_gana,,no,si,admite,,0
329_p5870,no_fondo,no,no_aplica,,no,no,inadmite,DESISTIMIENTO,1
329_p5871,revoca,no,recurrente_gana,,no,si,admite,,0
329_p5879,revoca,no,recurrente_gana,,no,si,admite,,0
329_p5890,no_revision_procesal,no,no_aplica,recurso_ordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
329_p5892,confirma,no,recurrente_pierde,,no,si,admite,,0
329_p5896,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_REMITE_DICTAMEN,0
329_p5900,no_revision_procesal,no,no_aplica,,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
329_p5902,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
329_p5903,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p5913,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p5944,revoca,si,recurrente_gana,,no,si,admite,,0
329_p5949,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,CUESTION_ABSTRACTA,0
329_p5950,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p5964,no_fondo,no,no_aplica,recurso_extraordinario,no,no,sin_marcador,,0
329_p5966,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p5971,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p5973,no_revision_procesal,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,1
329_p5976,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p5985,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,1
329_p5989,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,1
329_p5994,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p6002,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p6009,confirma,no,recurrente_pierde,recurso_extraordinario,no,no,admite,,1
329_p6019,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p6030,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p6032,no_fondo,no,no_aplica,recurso_extraordinario,no,no,sin_marcador,,1
329_p6033,no_fondo,no,no_aplica,,no,no,no_aplica,,0
329_p6038,no_revision_procesal,no,no_aplica,,no,no,sin_marcador,,0
329_p6042,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p6044,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p6047,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p6050,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p6053,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
329_p6056,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p6058,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p6060,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
329_p6064,revoca,no,recurrente_gana,recurso_ordinario,no,si,admite,,0
329_p6068,revoca,no,recurrente_gana,recurso_ordinario,no,si,admite,,0
329_p6071,no_fondo,no,no_aplica,recurso_ordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
329_p6072,no_revision_procesal,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
329_p6076,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
329_p6081,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
329_p6087,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,si,si,admite,,0
330_p5,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,1
330_p16,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1
330_p22,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
330_p24,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
330_p26,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
330_p29,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
330_p32,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
330_p36,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
330_p38,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
330_p41,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
330_p45,revoca,no,recurrente_gana,recurso_ordinario,si,si,admite,,0
330_p47,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
330_p48,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
330_p50,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,si,si,admite,,0
330_p51,no_fondo,no,no_aplica,recurso_extraordinario,si,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
330_p53,revoca,si,recurrente_gana,,no,si,admite,,1
330_p58,no_revision_procesal,no,no_aplica,,no,no,sin_marcador,,0
330_p59,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,1
330_p64,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
330_p69,no_fondo,no,no_aplica,,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
330_p71,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,1
330_p76,revoca,no,recurrente_gana,recurso_extraordinario,si,si,admite,,1
330_p85,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,CUESTION_ABSTRACTA,1
330_p88,no_revision_procesal,no,no_aplica,recurso_extraordinario,si,no,inadmite,ART_280,0
330_p98,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
330_p103,no_revision_procesal,no,no_aplica,,no,no,no_aplica,,0
330_p108,no_fondo,no,no_aplica,,no,no,no_aplica,,0
330_p111,no_fondo,no,no_aplica,,no,no,no_aplica,,0
330_p119,no_revision_procesal,no,no_aplica,,no,no,sin_marcador,,0
330_p120,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
330_p124,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
330_p128,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
330_p130,revoca,no,recurrente_gana,recurso_ordinario,no,si,admite,,0
330_p132,no_fondo,no,no_aplica,,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
330_p133,no_revision_procesal,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_REMITE_DICTAMEN,0
330_p138,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,si,si,admite,,0
330_p147,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
330_p152,no_revision_competencia,no,no_aplica,recurso_extraordinario,no,no,admite,,1
330_p159,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,1
330_p164,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
330_p169,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1
330_p170,no_fondo,no,no_aplica,,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
330_p173,no_fondo,no,no_aplica,,no,no,no_aplica,,0
330_p178,no_fondo,no,no_aplica,,no,no,no_aplica,,0
330_p182,no_revision_procesal,no,no_aplica,,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
330_p185,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
330_p187,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
330_p191,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
330_p194,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
330_p198,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
330_p200,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
330_p202,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
330_p205,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
330_p208,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
330_p210,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
330_p213,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
330_p215,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
330_p217,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
330_p220,confirma,no,recurrente_pierde,recurso_ordinario,no,si,admite,,0
330_p222,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
330_p224,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,CUESTION_ABSTRACTA,0
330_p228,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
330_p230,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
330_p235,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
330_p238,no_fondo,no,no_aplica,recurso_extraordinario,no,no,sin_marcador,,0
330_p240,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,CUESTION_ABSTRACTA,0
330_p243,no_revision_procesal,no,no_aplica,,no,no,sin_marcador,,0
330_p246,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
330_p249,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
330_p251,no_revision_procesal,no,no_aplica,,no,no,sin_marcador,,0
330_p261,revoca,no,recurrente_gana,recurso_ordinario,no,si,admite,,0
330_p284,revoca,no,recurrente_gana,,no,si,admite,,0
330_p287,no_revision_procesal,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
330_p289,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
330_p294,revoca,si,recurrente_gana,,no,si,admite,,0
330_p298,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
330_p304,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
330_p331,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
330_p335,no_fondo,no,no_aplica,,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
330_p337,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
330_p342,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
330_p345,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1
330_p358,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
330_p366,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1
330_p372,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
330_p380,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
330_p393,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
330_p399,nulidad,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
330_p444,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,1
