voto_id,caso_id_canonico,juez,marco,origen_b,doble_cod,parser_posicion,parser_tipo_voto_sep,parser_fragmenta_ratio,parser_punto_divergencia
332_p391::0,332_p391,Lorenzetti,B,,0,mayoria,,,
332_p391::1,332_p391,Highton de Nolasco,B,,0,mayoria,,,
332_p391::2,332_p391,Fayt,B,,0,mayoria,,,
332_p391::3,332_p391,Petracchi,B,,0,según su voto,,,
332_p391::4,332_p391,Maqueda,B,tipo_voto_sep=E|fragmenta_ratio=parcial|punto_divergencia=dispositivo,0,según su voto,E,parcial,dispositivo
332_p391::5,332_p391,Zaffaroni,B,,0,mayoria,,,
332_p391::6,332_p391,Argibay,B,,0,según su voto,,,
332_p5::0,332_p5,Lorenzetti,A,,0,mayoria,B,False,
332_p5::1,332_p5,Highton de Nolasco,A,,0,mayoria,,,
332_p507::0,332_p507,Lorenzetti,A,,0,mayoria,,,
332_p507::1,332_p507,Highton de Nolasco,A,,0,mayoria,,,
332_p507::2,332_p507,Fayt,A,,0,en disidencia,,,
332_p507::3,332_p507,Petracchi,A,,0,mayoria,,,
332_p507::4,332_p507,Maqueda,A,,0,en disidencia,indeterminado,False,
332_p507::5,332_p507,Zaffaroni,A,,0,en disidencia,,,
332_p507::6,332_p507,Argibay,A,,0,mayoria,,,
332_p548::0,332_p548,Highton de Nolasco,A,,0,mayoria,,,
332_p548::1,332_p548,Fayt,A,,0,mayoria,,,
332_p548::2,332_p548,Petracchi,A,,0,mayoria,,,
332_p548::3,332_p548,Maqueda,A,,0,mayoria,,,
332_p582::0,332_p582,Lorenzetti,A,,0,mayoria,,,
332_p582::1,332_p582,Highton de Nolasco,A,,0,mayoria,,,
332_p582::2,332_p582,Petracchi,A,,0,mayoria,,,
332_p582::3,332_p582,Maqueda,A,,0,mayoria,,,
332_p582::4,332_p582,Zaffaroni,A,,0,mayoria,,,
332_p582::5,332_p582,Argibay,A,,0,mayoria,,,
332_p595::0,332_p595,Lorenzetti,A,,0,mayoria,,,
332_p595::1,332_p595,Highton de Nolasco,A,,0,mayoria,,,
332_p595::2,332_p595,Fayt,A,,0,mayoria,,,
332_p595::3,332_p595,Petracchi,A,,0,mayoria,,,
332_p595::4,332_p595,Maqueda,A,,0,mayoria,,,
332_p595::5,332_p595,Argibay,A,,0,en disidencia,B,False,
332_p700::0,332_p700,Lorenzetti,A,,0,mayoria,,,
332_p700::1,332_p700,Highton de Nolasco,A,,0,mayoria,,,
332_p700::2,332_p700,Fayt,A,,0,mayoria,,,
332_p700::3,332_p700,Petracchi,A,,0,según su voto,indeterminado,False,
332_p700::4,332_p700,Maqueda,A,,0,mayoria,,,
332_p700::5,332_p700,Zaffaroni,A,,0,mayoria,,,
332_p700::6,332_p700,Argibay,A,,0,en disidencia,indeterminado,False,
332_p761::0,332_p761,Lorenzetti,A,,0,mayoria,,,
332_p761::1,332_p761,Highton de Nolasco,A,,0,mayoria,,,
332_p761::2,332_p761,Fayt,A,,0,mayoria,,,
332_p761::3,332_p761,Petracchi,A,,0,mayoria,,,
332_p761::4,332_p761,Maqueda,A,,0,mayoria,,,
332_p761::5,332_p761,Zaffaroni,A,,0,mayoria,,,
332_p810::0,332_p810,Lorenzetti,A,,0,mayoria,,,
332_p810::1,332_p810,Highton de Nolasco,A,,0,mayoria,,,
332_p810::2,332_p810,Petracchi,A,,0,mayoria,,,
332_p810::3,332_p810,Maqueda,A,,0,mayoria,,,
332_p810::4,332_p810,Zaffaroni,A,,0,mayoria,,,
332_p810::5,332_p810,Argibay,A,,0,mayoria,,,
332_p850::0,332_p850,Lorenzetti,A,,0,mayoria,,,
332_p850::1,332_p850,Highton de Nolasco,A,,0,mayoria,,,
332_p850::2,332_p850,Fayt,A,,0,mayoria,,,
332_p850::3,332_p850,Petracchi,A,,0,mayoria,,,
332_p850::4,332_p850,Maqueda,A,,0,mayoria,,,
332_p850::5,332_p850,Zaffaroni,A,,0,mayoria,,,
332_p850::6,332_p850,Argibay,A,,0,mayoria,,,
332_p930::0,332_p930,Lorenzetti,A,,0,mayoria,,,
332_p930::1,332_p930,Highton de Nolasco,A,,0,mayoria,,,
332_p930::2,332_p930,Fayt,A,,0,mayoria,,,
332_p930::3,332_p930,Petracchi,A,,0,mayoria,,,
332_p930::4,332_p930,Maqueda,A,,0,mayoria,,,
332_p930::5,332_p930,Zaffaroni,A,,0,mayoria,,,
332_p930::6,332_p930,Argibay,A,,0,mayoria,,,
332_p962::0,332_p962,Lorenzetti,A,,1,mayoria,,,
332_p962::1,332_p962,Highton de Nolasco,A,,0,mayoria,,,
332_p962::2,332_p962,Petracchi,A,,0,mayoria,,,
332_p962::3,332_p962,Maqueda,A,,0,mayoria,,,
332_p962::4,332_p962,Zaffaroni,A,,0,mayoria,,,
332_p962::5,332_p962,Argibay,A,,0,mayoria,,,
332_p979::0,332_p979,Lorenzetti,A,,0,mayoria,,,
332_p979::1,332_p979,Highton de Nolasco,A,,0,mayoria,,,
332_p979::2,332_p979,Fayt,A,,0,mayoria,,,
332_p979::3,332_p979,Petracchi,A,,0,mayoria,,,
332_p979::4,332_p979,Maqueda,A,,0,mayoria,,,
332_p979::5,332_p979,Zaffaroni,A,,0,mayoria,,,
332_p979::6,332_p979,Argibay,A,,0,en disidencia,B,False,
333_p1140::0,333_p1140,Highton de Nolasco,A,,0,mayoria,,,
333_p1140::1,333_p1140,Petracchi,A,,0,mayoria,,,
333_p1140::2,333_p1140,Maqueda,A,,0,mayoria,,,
333_p1140::3,333_p1140,Argibay,A,,0,mayoria,,,
333_p1152::0,333_p1152,Lorenzetti,A,,0,mayoria,,,
333_p1152::1,333_p1152,Highton de Nolasco,A,,0,mayoria,,,
333_p1152::2,333_p1152,Fayt,A,,0,mayoria,,,
333_p1152::3,333_p1152,Petracchi,A,,0,mayoria,,,
333_p1152::4,333_p1152,Argibay,A,,0,mayoria,,,
333_p123::0,333_p123,Lorenzetti,A,,0,mayoria,,,
333_p123::1,333_p123,Highton de Nolasco,A,,0,mayoria,,,
333_p123::2,333_p123,Maqueda,A,,0,mayoria,,,
333_p123::3,333_p123,Argibay,A,,0,mayoria,,,
333_p1235::0,333_p1235,Lorenzetti,A,,0,mayoria,,,
333_p1235::1,333_p1235,Highton de Nolasco,A,,0,mayoria,,,
333_p1235::2,333_p1235,Petracchi,A,,0,mayoria,,,
333_p1235::3,333_p1235,Maqueda,A,,0,en disidencia,indeterminado,False,
333_p1235::4,333_p1235,Zaffaroni,A,,0,en disidencia,,,
333_p1235::5,333_p1235,Argibay,A,,0,mayoria,,,
333_p1446::0,333_p1446,Lorenzetti,A,,0,mayoria,,,
333_p1446::1,333_p1446,Highton de Nolasco,A,,0,en disidencia,D,True,dispositivo
333_p1446::2,333_p1446,Fayt,A,,0,en disidencia,,,
333_p1446::3,333_p1446,Petracchi,A,,0,mayoria,,,
333_p1446::4,333_p1446,Maqueda,A,,0,mayoria,,,
333_p1446::5,333_p1446,Zaffaroni,A,,0,mayoria,,,
333_p1446::6,333_p1446,Argibay,A,,0,en disidencia,,,
333_p1464::0,333_p1464,Lorenzetti,A,,0,mayoria,,,
333_p1464::1,333_p1464,Highton de Nolasco,A,,0,según su voto,B,False,
333_p1464::2,333_p1464,Petracchi,A,,0,mayoria,,,
333_p1464::3,333_p1464,Maqueda,A,,0,mayoria,indeterminado,False,
333_p1464::4,333_p1464,Zaffaroni,A,,0,en disidencia,,,
333_p1464::5,333_p1464,Argibay,A,,0,mayoria,,,
333_p1474::0,333_p1474,Lorenzetti,A,,0,mayoria,,,
333_p1474::1,333_p1474,Highton de Nolasco,A,,0,mayoria,,,
333_p1474::2,333_p1474,Fayt,A,,0,mayoria,,,
333_p1474::3,333_p1474,Petracchi,A,,0,mayoria,,,
333_p1474::4,333_p1474,Maqueda,A,,0,mayoria,,,
333_p1474::5,333_p1474,Zaffaroni,A,,0,mayoria,,,
333_p1474::6,333_p1474,Argibay,A,,0,mayoria,,,
333_p1639::0,333_p1639,Lorenzetti,A,,0,en disidencia,B,False,
333_p1639::1,333_p1639,Highton de Nolasco,A,,0,en disidencia,,,
333_p1639::2,333_p1639,Fayt,A,,0,mayoria,,,
333_p1639::3,333_p1639,Petracchi,A,,0,mayoria,,,
333_p1639::4,333_p1639,Maqueda,A,,0,mayoria,,,
333_p1639::5,333_p1639,Zaffaroni,A,,0,mayoria,,,
333_p1639::6,333_p1639,Argibay,A,,0,en disidencia,,,
333_p1650::0,333_p1650,Lorenzetti,B,,0,mayoria,,,
333_p1650::1,333_p1650,Highton de Nolasco,B,,0,mayoria,,,
333_p1650::2,333_p1650,Petracchi,B,tipo_voto_sep=B|fragmenta_ratio=False|punto_divergencia=VACIO,0,en disidencia,B,False,
333_p1650::3,333_p1650,Maqueda,B,,0,mayoria,,,
333_p1650::4,333_p1650,Zaffaroni,B,,0,mayoria,,,
333_p1650::5,333_p1650,Argibay,B,,0,en disidencia,,,
333_p1759::0,333_p1759,Highton de Nolasco,A,,0,mayoria,,,
333_p1759::1,333_p1759,Petracchi,A,,0,mayoria,,,
333_p1759::2,333_p1759,Maqueda,A,,0,mayoria,,,
333_p1759::3,333_p1759,Zaffaroni,A,,0,mayoria,,,
333_p1759::4,333_p1759,Argibay,A,,0,mayoria,,,
333_p1820::0,333_p1820,Lorenzetti,B,,0,mayoria,,,
333_p1820::1,333_p1820,Highton de Nolasco,B,,0,mayoria,,,
333_p1820::2,333_p1820,Fayt,B,,0,mayoria,,,
333_p1820::3,333_p1820,Petracchi,B,,0,mayoria,,,
333_p1820::4,333_p1820,Maqueda,B,,0,en disidencia,indeterminado,False,
333_p1820::5,333_p1820,Zaffaroni,B,posicion=en disidencia|tipo_voto_sep=VACIO|fragmenta_ratio=VACIO|punto_divergencia=VACIO,0,en disidencia,,,
333_p1820::6,333_p1820,Argibay,B,,0,mayoria,,,
333_p1849::0,333_p1849,Lorenzetti,A,,0,en disidencia,D,True,dispositivo
333_p1849::1,333_p1849,Highton de Nolasco,A,,0,en disidencia,,,
333_p1849::2,333_p1849,Fayt,A,,0,en disidencia,,,
333_p1849::3,333_p1849,Petracchi,A,,0,mayoria,,,
333_p1849::4,333_p1849,Maqueda,A,,0,mayoria,,,
333_p1849::5,333_p1849,Zaffaroni,A,,0,mayoria,,,
333_p1849::6,333_p1849,Argibay,A,,0,mayoria,,,
333_p1863::0,333_p1863,Lorenzetti,B,,0,en disidencia,B,False,
333_p1863::1,333_p1863,Highton de Nolasco,B,,0,en disidencia,,,
333_p1863::2,333_p1863,Fayt,B,,0,mayoria,,,
333_p1863::3,333_p1863,Petracchi,B,,0,mayoria,,,
333_p1863::4,333_p1863,Maqueda,B,,0,mayoria,,,
333_p1863::5,333_p1863,Zaffaroni,B,posicion=mayoria|tipo_voto_sep=VACIO|fragmenta_ratio=VACIO|punto_divergencia=VACIO,0,mayoria,,,
333_p1863::6,333_p1863,Argibay,B,,0,en disidencia,,,
333_p2010::0,333_p2010,Highton de Nolasco,A,,0,mayoria,,,
333_p2010::1,333_p2010,Fayt,A,,0,mayoria,,,
333_p2010::2,333_p2010,Petracchi,A,,0,en disidencia,B,False,
333_p2010::3,333_p2010,Maqueda,A,,0,mayoria,,,
333_p2010::4,333_p2010,Zaffaroni,A,,0,mayoria,,,
333_p2010::5,333_p2010,Argibay,A,,0,en disidencia,,,
333_p2044::0,333_p2044,Lorenzetti,B,,0,mayoria,,,
333_p2044::1,333_p2044,Highton de Nolasco,B,posicion=mayoria|tipo_voto_sep=VACIO|fragmenta_ratio=VACIO|punto_divergencia=VACIO,0,mayoria,,,
333_p2044::2,333_p2044,Fayt,B,,0,mayoria,,,
333_p2044::3,333_p2044,Petracchi,B,,0,mayoria,,,
333_p2044::4,333_p2044,Maqueda,B,,0,mayoria,,,
333_p2044::5,333_p2044,Zaffaroni,B,,0,mayoria,,,
333_p215::0,333_p215,Lorenzetti,A,,0,mayoria,,,
333_p215::1,333_p215,Highton de Nolasco,A,,0,mayoria,,,
333_p215::2,333_p215,Fayt,A,,0,mayoria,,,
333_p215::3,333_p215,Maqueda,A,,0,en disidencia,indeterminado,False,
333_p215::4,333_p215,Zaffaroni,A,,0,en disidencia,,,
333_p215::5,333_p215,Argibay,A,,0,mayoria,,,
333_p2222::0,333_p2222,Lorenzetti,B,,0,mayoria,,,
333_p2222::1,333_p2222,Highton de Nolasco,B,,0,mayoria,,,
333_p2222::2,333_p2222,Petracchi,B,,0,mayoria,,,
333_p2222::3,333_p2222,Maqueda,B,,0,mayoria,,,
333_p2222::4,333_p2222,Argibay,B,tipo_voto_sep=A|fragmenta_ratio=False|punto_divergencia=VACIO,0,en disidencia,A,False,
333_p241::0,333_p241,Lorenzetti,A,,0,mayoria,,,
333_p241::1,333_p241,Highton de Nolasco,A,,0,mayoria,,,
333_p241::2,333_p241,Fayt,A,,0,mayoria,,,
333_p241::3,333_p241,Maqueda,A,,0,mayoria,,,
333_p241::4,333_p241,Zaffaroni,A,,0,mayoria,,,
333_p273::0,333_p273,Lorenzetti,B,,0,mayoria,,,
333_p273::1,333_p273,Highton de Nolasco,B,,0,mayoria,,,
333_p273::2,333_p273,Petracchi,B,,0,mayoria,,,
333_p273::3,333_p273,Maqueda,B,,0,mayoria,,,
333_p273::4,333_p273,Zaffaroni,B,posicion=en disidencia|tipo_voto_sep=B|fragmenta_ratio=False|punto_divergencia=VACIO,0,en disidencia,B,False,
333_p290::0,333_p290,Petracchi,A,,0,mayoria,,,
333_p290::1,333_p290,Maqueda,A,,0,mayoria,,,
333_p290::2,333_p290,Zaffaroni,A,,0,mayoria,,,
333_p290::3,333_p290,Argibay,A,,0,mayoria,,,
333_p300::0,333_p300,Lorenzetti,A,,0,mayoria,,,
333_p300::1,333_p300,Highton de Nolasco,A,,0,mayoria,,,
333_p300::2,333_p300,Fayt,A,,0,mayoria,,,
333_p300::3,333_p300,Petracchi,A,,0,mayoria,,,
333_p300::4,333_p300,Maqueda,A,,0,mayoria,,,
333_p300::5,333_p300,Zaffaroni,A,,0,en disidencia,indeterminado,False,
333_p300::6,333_p300,Argibay,A,,0,mayoria,,,
333_p335::0,333_p335,Lorenzetti,B,,0,mayoria,,,
333_p335::1,333_p335,Highton de Nolasco,B,,0,mayoria,,,
333_p335::2,333_p335,Fayt,B,,0,en disidencia,,,
333_p335::3,333_p335,Petracchi,B,,0,mayoria,,,
333_p335::4,333_p335,Maqueda,B,,0,en disidencia,D,True,dispositivo
333_p335::5,333_p335,Zaffaroni,B,posicion=en disidencia|tipo_voto_sep=VACIO|fragmenta_ratio=VACIO|punto_divergencia=VACIO,0,en disidencia,,,
333_p335::6,333_p335,Argibay,B,,0,mayoria,,,
333_p447::0,333_p447,Highton de Nolasco,A,,0,mayoria,,,
333_p447::1,333_p447,Petracchi,A,,0,según su voto,indeterminado,False,
333_p447::2,333_p447,Maqueda,A,,0,mayoria,,,
333_p447::3,333_p447,Zaffaroni,A,,0,mayoria,,,
333_p479::0,333_p479,Lorenzetti,B,posicion=mayoria|tipo_voto_sep=VACIO|fragmenta_ratio=VACIO|punto_divergencia=VACIO,0,mayoria,,,
333_p479::1,333_p479,Highton de Nolasco,B,,0,mayoria,,,
333_p479::2,333_p479,Fayt,B,,0,mayoria,,,
333_p479::3,333_p479,Petracchi,B,,0,mayoria,,,
333_p479::4,333_p479,Maqueda,B,,0,mayoria,,,
333_p508::0,333_p508,Lorenzetti,A,,0,mayoria,,,
333_p508::1,333_p508,Highton de Nolasco,A,,0,en disidencia,indeterminado,False,
333_p508::2,333_p508,Fayt,A,,0,en disidencia,,,
333_p508::3,333_p508,Petracchi,A,,0,en disidencia,,,
333_p508::4,333_p508,Maqueda,A,,0,mayoria,,,
333_p508::5,333_p508,Zaffaroni,A,,0,mayoria,,,
333_p508::6,333_p508,Argibay,A,,0,mayoria,,,
333_p60::0,333_p60,Highton de Nolasco,A,,0,mayoria,,,
333_p60::1,333_p60,Fayt,A,,0,mayoria,,,
333_p60::2,333_p60,Petracchi,A,,0,mayoria,,,
333_p60::3,333_p60,Argibay,A,,0,mayoria,,,
333_p633::0,333_p633,Lorenzetti,B,,0,mayoria,,,
333_p633::1,333_p633,Highton de Nolasco,B,,0,según su voto,C,parcial,considerando 2
333_p633::2,333_p633,Fayt,B,,0,mayoria,,,
333_p633::3,333_p633,Petracchi,B,,0,según su voto,A,False,
333_p633::4,333_p633,Maqueda,B,tipo_voto_sep=C|fragmenta_ratio=parcial|punto_divergencia=considerando 2,0,según su voto,C,parcial,considerando 2
333_p633::5,333_p633,Zaffaroni,B,,0,mayoria,,,
333_p633::6,333_p633,Argibay,B,,0,según su voto,C,parcial,considerando 2
333_p748::0,333_p748,Lorenzetti,A,,0,según su voto,D,True,dispositivo
333_p748::1,333_p748,Highton de Nolasco,A,,0,mayoria,,,
333_p748::2,333_p748,Fayt,A,,0,en disidencia,indeterminado,False,
333_p748::3,333_p748,Petracchi,A,,0,mayoria,,,
333_p748::4,333_p748,Maqueda,A,,0,en disidencia,,,
333_p748::5,333_p748,Zaffaroni,A,,0,en disidencia,,,
333_p748::6,333_p748,Argibay,A,,0,mayoria,,,
333_p802::0,333_p802,Lorenzetti,B,,0,mayoria,,,
333_p802::1,333_p802,Highton de Nolasco,B,,0,mayoria,,,
333_p802::2,333_p802,Fayt,B,,0,en disidencia,,,
333_p802::3,333_p802,Petracchi,B,tipo_voto_sep=D|fragmenta_ratio=True|punto_divergencia=dispositivo,0,en disidencia,D,True,dispositivo
333_p802::4,333_p802,Maqueda,B,,0,mayoria,,,
333_p802::5,333_p802,Zaffaroni,B,,0,en disidencia,,,
333_p802::6,333_p802,Argibay,B,,0,mayoria,,,
333_p82::0,333_p82,Lorenzetti,A,,0,mayoria,,,
333_p82::1,333_p82,Highton de Nolasco,A,,0,mayoria,,,
333_p82::2,333_p82,Petracchi,A,,0,mayoria,,,
333_p82::3,333_p82,Maqueda,A,,0,mayoria,,,
333_p82::4,333_p82,Zaffaroni,A,,0,mayoria,,,
333_p82::5,333_p82,Argibay,A,,0,mayoria,,,
333_p828::0,333_p828,Lorenzetti,A,,0,mayoria,,,
333_p828::1,333_p828,Highton de Nolasco,A,,0,mayoria,,,
333_p828::2,333_p828,Fayt,A,,0,mayoria,,,
333_p828::3,333_p828,Maqueda,A,,0,mayoria,,,
333_p9::0,333_p9,Lorenzetti,A,,0,mayoria,,,
333_p9::1,333_p9,Highton de Nolasco,A,,0,mayoria,,,
333_p9::2,333_p9,Petracchi,A,,0,mayoria,,,
333_p9::3,333_p9,Maqueda,A,,0,mayoria,,,
333_p9::4,333_p9,Argibay,A,,0,mayoria,,,
333_p93::0,333_p93,Lorenzetti,A,,0,mayoria,,,
333_p93::1,333_p93,Highton de Nolasco,A,,0,mayoria,,,
333_p93::2,333_p93,Petracchi,A,,0,mayoria,,,
333_p93::3,333_p93,Maqueda,A,,0,mayoria,,,
333_p93::4,333_p93,Argibay,A,,0,mayoria,,,
333_p95::0,333_p95,Highton de Nolasco,B,,0,mayoria,,,
333_p95::1,333_p95,Fayt,B,,0,en disidencia,,,
333_p95::2,333_p95,Petracchi,B,,0,mayoria,,,
333_p95::3,333_p95,Maqueda,B,,0,mayoria,,,
333_p95::4,333_p95,Zaffaroni,B,,0,en disidencia,A,False,
333_p95::5,333_p95,Argibay,B,punto_divergencia=considerando 13,0,según su voto,C,parcial,considerando 13
334_p1033::0,334_p1033,Lorenzetti,A,,0,mayoria,,,
334_p1033::1,334_p1033,Highton de Nolasco,A,,0,mayoria,,,
334_p1033::2,334_p1033,Maqueda,A,,0,mayoria,,,
334_p1033::3,334_p1033,Zaffaroni,A,,0,mayoria,,,
334_p1033::4,334_p1033,Argibay,A,,0,mayoria,,,
334_p1043::0,334_p1043,Lorenzetti,A,,0,mayoria,,,
334_p1043::1,334_p1043,Highton de Nolasco,A,,0,mayoria,,,
334_p1043::2,334_p1043,Maqueda,A,,0,mayoria,,,
334_p1043::3,334_p1043,Zaffaroni,A,,0,mayoria,,,
334_p1043::4,334_p1043,Argibay,A,,0,mayoria,,,
334_p1070::0,334_p1070,Lorenzetti,A,,0,mayoria,,,
334_p1070::1,334_p1070,Highton de Nolasco,A,,0,mayoria,,,
334_p1070::2,334_p1070,Petracchi,A,,0,mayoria,,,
334_p1070::3,334_p1070,Maqueda,A,,0,mayoria,,,
334_p1070::4,334_p1070,Zaffaroni,A,,0,en disidencia,indeterminado,False,
334_p1070::5,334_p1070,Argibay,A,,0,mayoria,,,
334_p1074::0,334_p1074,Lorenzetti,A,,0,mayoria,,,
334_p1074::1,334_p1074,Petracchi,A,,0,mayoria,,,
334_p1074::2,334_p1074,Maqueda,A,,0,mayoria,,,
334_p1074::3,334_p1074,Zaffaroni,A,,0,mayoria,,,
334_p1074::4,334_p1074,Argibay,A,,0,mayoria,,,
334_p1081::0,334_p1081,Lorenzetti,A,,0,mayoria,,,
334_p1081::1,334_p1081,Highton de Nolasco,A,,0,mayoria,,,
334_p1081::2,334_p1081,Petracchi,A,,0,mayoria,,,
334_p1081::3,334_p1081,Maqueda,A,,0,mayoria,,,
334_p1081::4,334_p1081,Zaffaroni,A,,0,mayoria,,,
334_p1081::5,334_p1081,Argibay,A,,0,mayoria,,,
334_p109::0,334_p109,Lorenzetti,B,,0,mayoria,,,
334_p109::1,334_p109,Highton de Nolasco,B,,0,mayoria,,,
334_p109::2,334_p109,Fayt,B,,0,mayoria,,,
334_p109::3,334_p109,Petracchi,B,posicion=según su voto|tipo_voto_sep=VACIO|fragmenta_ratio=VACIO|punto_divergencia=VACIO,0,según su voto,,,
334_p109::4,334_p109,Maqueda,B,,0,según su voto,,,
334_p109::5,334_p109,Zaffaroni,B,,0,mayoria,,,
334_p109::6,334_p109,Argibay,B,,0,según su voto,,,
334_p1092::0,334_p1092,Lorenzetti,A,,0,mayoria,,,
334_p1092::1,334_p1092,Highton de Nolasco,A,,0,mayoria,,,
334_p1092::2,334_p1092,Maqueda,A,,0,mayoria,,,
334_p1092::3,334_p1092,Zaffaroni,A,,0,mayoria,,,
334_p1139::0,334_p1139,Highton de Nolasco,A,,0,mayoria,,,
334_p1139::1,334_p1139,Fayt,A,,0,mayoria,,,
334_p1139::2,334_p1139,Maqueda,A,,0,mayoria,,,
334_p1139::3,334_p1139,Zaffaroni,A,,0,mayoria,,,
334_p1204::0,334_p1204,Lorenzetti,A,,0,mayoria,,,
334_p1204::1,334_p1204,Highton de Nolasco,A,,0,según su voto,indeterminado,False,
334_p1204::2,334_p1204,Fayt,A,,0,mayoria,,,
334_p1204::3,334_p1204,Petracchi,A,,0,mayoria,,,
334_p1204::4,334_p1204,Maqueda,A,,0,mayoria,,,
334_p1204::5,334_p1204,Zaffaroni,A,,0,mayoria,,,
334_p1204::6,334_p1204,Argibay,A,,0,según su voto,A,False,
334_p1239::0,334_p1239,Lorenzetti,A,,0,mayoria,,,
334_p1239::1,334_p1239,Highton de Nolasco,A,,0,mayoria,,,
334_p1239::2,334_p1239,Petracchi,A,,0,mayoria,,,
334_p1239::3,334_p1239,Maqueda,A,,0,mayoria,,,
334_p1239::4,334_p1239,Argibay,A,,0,mayoria,,,
334_p1272::0,334_p1272,Highton de Nolasco,A,,0,mayoria,,,
334_p1272::1,334_p1272,Petracchi,A,,0,mayoria,,,
334_p1272::2,334_p1272,Maqueda,A,,0,mayoria,,,
334_p1272::3,334_p1272,Zaffaroni,A,,0,mayoria,,,
334_p1276::0,334_p1276,Lorenzetti,A,,0,mayoria,,,
334_p1276::1,334_p1276,Highton de Nolasco,A,,0,mayoria,,,
334_p1276::2,334_p1276,Fayt,A,,0,mayoria,,,
334_p1276::3,334_p1276,Petracchi,A,,0,mayoria,,,
334_p1276::4,334_p1276,Maqueda,A,,0,mayoria,,,
334_p1276::5,334_p1276,Zaffaroni,A,,0,mayoria,,,
334_p1276::6,334_p1276,Argibay,A,posicion=mayoria|tipo_voto_sep=VACIO|fragmenta_ratio=VACIO|punto_divergencia=VACIO,0,mayoria,,,
334_p144::0,334_p144,Lorenzetti,A,,0,mayoria,,,
334_p144::1,334_p144,Highton de Nolasco,A,,0,mayoria,,,
334_p144::2,334_p144,Fayt,A,,0,según su voto,,,
334_p144::3,334_p144,Petracchi,A,,0,según su voto,C,parcial,considerando 2
334_p144::4,334_p144,Maqueda,A,,0,según su voto,indeterminado,False,
334_p144::5,334_p144,Zaffaroni,A,,0,según su voto,indeterminado,False,
334_p144::6,334_p144,Argibay,A,,0,mayoria,,,
334_p156::0,334_p156,Lorenzetti,B,tipo_voto_sep=B|fragmenta_ratio=False|punto_divergencia=VACIO,0,en disidencia,B,False,
334_p156::1,334_p156,Highton de Nolasco,B,,0,mayoria,,,
334_p156::2,334_p156,Petracchi,B,,0,mayoria,,,
334_p156::3,334_p156,Maqueda,B,,0,mayoria,,,
334_p156::4,334_p156,Zaffaroni,B,,0,según su voto,D,True,dispositivo
334_p156::5,334_p156,Argibay,B,,0,en disidencia,,,
334_p187::0,334_p187,Highton de Nolasco,B,,0,en disidencia,B,False,
334_p187::1,334_p187,Fayt,B,,0,mayoria,,,
334_p187::2,334_p187,Petracchi,B,,0,mayoria,,,
334_p187::3,334_p187,Maqueda,B,posicion=mayoria|tipo_voto_sep=VACIO|fragmenta_ratio=VACIO|punto_divergencia=VACIO,0,mayoria,,,
334_p187::4,334_p187,Zaffaroni,B,,0,mayoria,,,
334_p1876::0,334_p1876,Lorenzetti,A,,0,mayoria,,,
334_p1876::1,334_p1876,Highton de Nolasco,A,,0,mayoria,,,
334_p1876::2,334_p1876,Maqueda,A,,0,según su voto,indeterminado,False,
334_p1876::3,334_p1876,Zaffaroni,A,,0,mayoria,,,
334_p1876::4,334_p1876,Argibay,A,,0,según su voto,,,
334_p259::0,334_p259,Lorenzetti,B,,0,mayoria,,,
334_p259::1,334_p259,Highton de Nolasco,B,,0,en disidencia,indeterminado,False,
334_p259::2,334_p259,Fayt,B,,0,según su voto,,,
334_p259::3,334_p259,Petracchi,B,posicion=según su voto|tipo_voto_sep=indeterminado|fragmenta_ratio=False|punto_divergencia=VACIO,0,según su voto,indeterminado,False,
334_p259::4,334_p259,Maqueda,B,,0,mayoria,,,
334_p259::5,334_p259,Zaffaroni,B,,0,mayoria,,,
334_p259::6,334_p259,Argibay,B,,0,según su voto,,,
334_p376::0,334_p376,Lorenzetti,A,,0,en disidencia,,,
334_p376::1,334_p376,Highton de Nolasco,A,,0,mayoria,,,
334_p376::2,334_p376,Fayt,A,,0,mayoria,,,
334_p376::3,334_p376,Petracchi,A,,0,en disidencia,D,True,dispositivo
334_p376::4,334_p376,Maqueda,A,,0,mayoria,,,
334_p376::5,334_p376,Argibay,A,,0,mayoria,,,
334_p396::0,334_p396,Lorenzetti,B,,0,mayoria,,,
334_p396::1,334_p396,Highton de Nolasco,B,,0,mayoria,,,
334_p396::2,334_p396,Fayt,B,posicion=en disidencia|tipo_voto_sep=VACIO|fragmenta_ratio=VACIO|punto_divergencia=VACIO,0,en disidencia,,,
334_p396::3,334_p396,Petracchi,B,,0,en disidencia,indeterminado,False,
334_p396::4,334_p396,Zaffaroni,B,,0,mayoria,,,
334_p396::5,334_p396,Argibay,B,,0,mayoria,,,
334_p44::0,334_p44,Lorenzetti,A,,0,mayoria,,,
334_p44::1,334_p44,Highton de Nolasco,A,,0,mayoria,,,
334_p44::2,334_p44,Petracchi,A,,0,mayoria,,,
334_p44::3,334_p44,Maqueda,A,,0,mayoria,,,
334_p463::0,334_p463,Lorenzetti,B,,0,mayoria,,,
334_p463::1,334_p463,Highton de Nolasco,B,tipo_voto_sep=B|fragmenta_ratio=False|punto_divergencia=VACIO,0,en disidencia,B,False,
334_p463::2,334_p463,Fayt,B,,0,mayoria,,,
334_p463::3,334_p463,Maqueda,B,,0,mayoria,,,
334_p463::4,334_p463,Zaffaroni,B,,0,mayoria,,,
