voto_id,caso_id_canonico,juez,marco,origen_b,doble_cod,parser_posicion,parser_tipo_voto_sep,parser_fragmenta_ratio,parser_punto_divergencia
330_p1158::1,330_p1158,Highton de Nolasco,A,,0,mayoria,,,
330_p1158::2,330_p1158,Fayt,A,,0,en disidencia,,,
330_p1158::3,330_p1158,Petracchi,A,,0,en disidencia,indeterminado,False,
330_p1158::4,330_p1158,Maqueda,A,,0,mayoria,,,
330_p1158::5,330_p1158,Zaffaroni,A,,0,mayoria,,,
330_p1158::6,330_p1158,Argibay,A,,0,en disidencia,,,
330_p1172::0,330_p1172,Highton de Nolasco,A,,0,mayoria,,,
330_p1172::1,330_p1172,Petracchi,A,,0,mayoria,,,
330_p1172::2,330_p1172,Maqueda,A,,0,mayoria,,,
330_p1172::3,330_p1172,Zaffaroni,A,,0,mayoria,,,
330_p1172::4,330_p1172,Argibay,A,,0,mayoria,,,
330_p1179::0,330_p1179,Highton de Nolasco,A,,0,mayoria,,,
330_p1179::1,330_p1179,Fayt,A,,0,mayoria,,,
330_p1179::2,330_p1179,Petracchi,A,,0,mayoria,,,
330_p1179::3,330_p1179,Maqueda,A,,0,mayoria,,,
330_p1179::4,330_p1179,Zaffaroni,A,,0,mayoria,,,
330_p1179::5,330_p1179,Argibay,A,,0,mayoria,,,
330_p1236::0,330_p1236,Lorenzetti,B,,0,mayoria,,,
330_p1236::1,330_p1236,Highton de Nolasco,B,,0,mayoria,,,
330_p1236::2,330_p1236,Fayt,B,,0,mayoria,,,
330_p1236::3,330_p1236,Maqueda,B,,0,mayoria,,,
330_p1236::4,330_p1236,Argibay,B,posicion=en disidencia|tipo_voto_sep=B|fragmenta_ratio=False|punto_divergencia=VACIO,0,en disidencia,B,False,
330_p1303::0,330_p1303,Lorenzetti,A,,0,mayoria,,,
330_p1303::1,330_p1303,Highton de Nolasco,A,,0,mayoria,,,
330_p1303::2,330_p1303,Petracchi,A,,0,mayoria,,,
330_p1303::3,330_p1303,Maqueda,A,,0,mayoria,,,
330_p1375::0,330_p1375,Lorenzetti,A,,0,mayoria,,,
330_p1375::1,330_p1375,Highton de Nolasco,A,,0,mayoria,,,
330_p1375::2,330_p1375,Petracchi,A,,0,mayoria,,,
330_p1375::3,330_p1375,Maqueda,A,,0,mayoria,,,
330_p1427::0,330_p1427,Lorenzetti,B,,0,mayoria,,,
330_p1427::1,330_p1427,Highton de Nolasco,B,,0,mayoria,,,
330_p1427::2,330_p1427,Fayt,B,posicion=según su voto|tipo_voto_sep=VACIO|fragmenta_ratio=VACIO|punto_divergencia=VACIO,0,según su voto,,,
330_p1427::3,330_p1427,Petracchi,B,,0,mayoria,,,
330_p1427::4,330_p1427,Maqueda,B,,0,mayoria,,,
330_p1427::5,330_p1427,Zaffaroni,B,,0,según su voto,indeterminado,False,
330_p1427::6,330_p1427,Argibay,B,,0,en disidencia,B,False,
330_p1465::0,330_p1465,Lorenzetti,A,,0,mayoria,,,
330_p1465::1,330_p1465,Highton de Nolasco,A,,0,mayoria,,,
330_p1465::2,330_p1465,Petracchi,A,,0,mayoria,,,
330_p1465::3,330_p1465,Maqueda,A,,0,mayoria,,,
330_p1465::4,330_p1465,Zaffaroni,A,,0,mayoria,,,
330_p1465::5,330_p1465,Argibay,A,,0,en disidencia,B,False,
330_p1469::0,330_p1469,Lorenzetti,A,,0,mayoria,,,
330_p1469::1,330_p1469,Highton de Nolasco,A,,0,mayoria,,,
330_p1469::2,330_p1469,Maqueda,A,,0,mayoria,,,
330_p1469::3,330_p1469,Zaffaroni,A,,0,mayoria,,,
330_p1469::4,330_p1469,Argibay,A,,0,en disidencia,B,False,
330_p1525::0,330_p1525,Lorenzetti,A,,0,mayoria,,,
330_p1525::1,330_p1525,Highton de Nolasco,A,,0,mayoria,,,
330_p1525::2,330_p1525,Maqueda,A,,0,mayoria,,,
330_p1525::3,330_p1525,Argibay,A,,0,mayoria,,,
330_p1534::0,330_p1534,Lorenzetti,A,,0,mayoria,,,
330_p1534::1,330_p1534,Highton de Nolasco,A,,0,mayoria,,,
330_p1534::2,330_p1534,Petracchi,A,,0,mayoria,,,
330_p1534::3,330_p1534,Maqueda,A,,0,mayoria,,,
330_p1534::4,330_p1534,Zaffaroni,A,,0,mayoria,,,
330_p1534::5,330_p1534,Argibay,A,,1,según su voto,B,False,
330_p1545::0,330_p1545,Lorenzetti,B,,0,mayoria,,,
330_p1545::1,330_p1545,Highton de Nolasco,B,,0,mayoria,,,
330_p1545::2,330_p1545,Petracchi,B,,0,mayoria,,,
330_p1545::3,330_p1545,Maqueda,B,,0,mayoria,,,
330_p1545::4,330_p1545,Zaffaroni,B,,0,mayoria,,,
330_p1545::5,330_p1545,Argibay,B,posicion=según su voto|tipo_voto_sep=E|fragmenta_ratio=parcial|punto_divergencia=dispositivo,0,según su voto,E,parcial,dispositivo
330_p1564::0,330_p1564,Lorenzetti,A,,0,según su voto,B,False,
330_p1564::1,330_p1564,Highton de Nolasco,A,,0,según su voto,,,
330_p1564::2,330_p1564,Fayt,A,,0,mayoria,,,
330_p1564::3,330_p1564,Petracchi,A,,0,mayoria,,,
330_p1564::4,330_p1564,Maqueda,A,,0,mayoria,,,
330_p1564::5,330_p1564,Zaffaroni,A,,0,mayoria,,,
330_p1564::6,330_p1564,Argibay,A,,0,según su voto,,,
330_p164::0,330_p164,Lorenzetti,A,,0,mayoria,,,
330_p164::1,330_p164,Highton de Nolasco,A,,0,mayoria,,,
330_p164::2,330_p164,Fayt,A,,0,mayoria,,,
330_p164::3,330_p164,Maqueda,A,,0,mayoria,,,
330_p164::4,330_p164,Argibay,A,,0,en disidencia,B,False,
330_p1642::0,330_p1642,Lorenzetti,A,,0,mayoria,,,
330_p1642::1,330_p1642,Maqueda,A,,0,mayoria,,,
330_p1642::2,330_p1642,Zaffaroni,A,,0,mayoria,,,
330_p1642::3,330_p1642,Pérez Petit (conjuez),A,,0,mayoria,,,
330_p1642::4,330_p1642,Romano (conjuez),A,,0,mayoria,,,
330_p1642::5,330_p1642,Tyden de Skanata (conjuez),A,,0,mayoria,,,
330_p1642::6,330_p1642,Petra Fernández (conjuez),A,,0,mayoria,,,
330_p1791::0,330_p1791,Lorenzetti,B,tipo_voto_sep=D|fragmenta_ratio=True|punto_divergencia=dispositivo,0,según su voto,D,True,dispositivo
330_p1791::1,330_p1791,Highton de Nolasco,B,,0,mayoria,,,
330_p1791::2,330_p1791,Fayt,B,,0,según su voto,,,
330_p1791::3,330_p1791,Petracchi,B,,0,según su voto,,,
330_p1791::4,330_p1791,Maqueda,B,,0,mayoria,,,
330_p1791::5,330_p1791,Zaffaroni,B,,0,mayoria,,,
330_p1791::6,330_p1791,Argibay,B,,0,mayoria,,,
330_p182::0,330_p182,Highton de Nolasco,A,,0,mayoria,,,
330_p182::1,330_p182,Fayt,A,,0,mayoria,,,
330_p182::2,330_p182,Petracchi,A,,0,mayoria,,,
330_p182::3,330_p182,Maqueda,A,,0,mayoria,,,
330_p1844::0,330_p1844,Lorenzetti,B,,0,mayoria,,,
330_p1844::1,330_p1844,Highton de Nolasco,B,,0,mayoria,,,
330_p1844::2,330_p1844,Petracchi,B,,0,según su voto,indeterminado,False,
330_p1844::3,330_p1844,Maqueda,B,posicion=mayoria|tipo_voto_sep=VACIO|fragmenta_ratio=VACIO|punto_divergencia=VACIO,0,mayoria,,,
330_p1854::0,330_p1854,Lorenzetti,A,,0,mayoria,,,
330_p1854::1,330_p1854,Highton de Nolasco,A,,0,mayoria,,,
330_p1854::2,330_p1854,Fayt,A,,0,mayoria,,,
330_p1854::3,330_p1854,Maqueda,A,,0,mayoria,,,
330_p1854::4,330_p1854,Argibay,A,,0,mayoria,,,
330_p1907::0,330_p1907,Lorenzetti,A,,0,mayoria,,,
330_p1907::1,330_p1907,Highton de Nolasco,A,,0,mayoria,,,
330_p1907::2,330_p1907,Fayt,A,,0,mayoria,,,
330_p1907::3,330_p1907,Petracchi,A,,0,mayoria,,,
330_p1907::4,330_p1907,Maqueda,A,,0,mayoria,,,
330_p1987::0,330_p1987,Lorenzetti,A,,0,mayoria,,,
330_p1987::1,330_p1987,Highton de Nolasco,A,,0,mayoria,,,
330_p1987::2,330_p1987,Maqueda,A,,0,mayoria,,,
330_p1987::3,330_p1987,Argibay,A,,0,mayoria,,,
330_p1989::0,330_p1989,Lorenzetti,B,,0,mayoria,,,
330_p1989::1,330_p1989,Highton de Nolasco,B,,0,según su voto,indeterminado,False,
330_p1989::2,330_p1989,Fayt,B,,0,mayoria,,,
330_p1989::3,330_p1989,Petracchi,B,,0,mayoria,,,
330_p1989::4,330_p1989,Maqueda,B,,0,según su voto,,,
330_p1989::5,330_p1989,Argibay,B,posicion=según su voto|tipo_voto_sep=E|fragmenta_ratio=parcial|punto_divergencia=dispositivo,0,según su voto,E,parcial,dispositivo
330_p2014::0,330_p2014,Lorenzetti,A,,0,mayoria,,,
330_p2014::1,330_p2014,Highton de Nolasco,A,,0,mayoria,,,
330_p2014::2,330_p2014,Fayt,A,,0,mayoria,,,
330_p2014::3,330_p2014,Petracchi,A,,0,mayoria,,,
330_p2014::4,330_p2014,Maqueda,A,,0,mayoria,,,
330_p2074::0,330_p2074,Lorenzetti,B,,0,mayoria,,,
330_p2074::1,330_p2074,Highton de Nolasco,B,,0,mayoria,,,
330_p2074::2,330_p2074,Fayt,B,tipo_voto_sep=E|fragmenta_ratio=parcial|punto_divergencia=dispositivo,0,según su voto,E,parcial,dispositivo
330_p2074::3,330_p2074,Zaffaroni,B,,0,mayoria,,,
330_p2074::4,330_p2074,Argibay,B,,0,en disidencia,indeterminado,False,
330_p2081::0,330_p2081,Lorenzetti,A,,0,según su voto,indeterminado,False,
330_p2081::1,330_p2081,Highton de Nolasco,A,,0,mayoria,,,
330_p2081::2,330_p2081,Fayt,A,,0,mayoria,,,
330_p2081::3,330_p2081,Petracchi,A,,0,mayoria,,,
330_p2081::4,330_p2081,Maqueda,A,,0,mayoria,,,
330_p2081::5,330_p2081,Zaffaroni,A,,0,mayoria,,,
330_p2081::6,330_p2081,Argibay,A,,1,según su voto,,,
330_p2101::0,330_p2101,Lorenzetti,A,,0,mayoria,,,
330_p2101::1,330_p2101,Highton de Nolasco,A,,0,mayoria,,,
330_p2101::2,330_p2101,Fayt,A,,0,mayoria,,,
330_p2101::3,330_p2101,Petracchi,A,,0,según su voto,D,True,dispositivo
330_p2101::4,330_p2101,Maqueda,A,,0,mayoria,,,
330_p2101::5,330_p2101,Argibay,A,,0,mayoria,,,
330_p2231::0,330_p2231,Lorenzetti,A,,0,mayoria,,,
330_p2231::1,330_p2231,Highton de Nolasco,A,,0,mayoria,,,
330_p2231::2,330_p2231,Petracchi,A,,0,según su voto,indeterminado,False,
330_p2231::3,330_p2231,Maqueda,A,,0,mayoria,,,
330_p2231::4,330_p2231,Zaffaroni,A,,0,mayoria,,,
330_p2231::5,330_p2231,Argibay,A,,0,en disidencia,indeterminado,False,
330_p2345::0,330_p2345,Lorenzetti,A,,0,mayoria,,,
330_p2345::1,330_p2345,Highton de Nolasco,A,,0,mayoria,,,
330_p2345::2,330_p2345,Petracchi,A,,0,mayoria,,,
330_p2345::3,330_p2345,Maqueda,A,,0,mayoria,,,
330_p238::0,330_p238,Lorenzetti,A,,0,mayoria,,,
330_p238::1,330_p238,Fayt,A,,0,mayoria,,,
330_p238::2,330_p238,Zaffaroni,A,,0,mayoria,,,
330_p238::3,330_p238,Argibay,A,,0,mayoria,,,
330_p24::0,330_p24,Lorenzetti,A,,0,mayoria,,,
330_p24::1,330_p24,Highton de Nolasco,A,,0,mayoria,,,
330_p24::2,330_p24,Fayt,A,,0,mayoria,,,
330_p24::3,330_p24,Petracchi,A,,0,mayoria,,,
330_p24::4,330_p24,Maqueda,A,,0,mayoria,,,
330_p2434::0,330_p2434,Highton de Nolasco,A,,0,mayoria,,,
330_p2434::1,330_p2434,Fayt,A,,0,mayoria,,,
330_p2434::2,330_p2434,Petracchi,A,,0,mayoria,,,
330_p2434::3,330_p2434,Maqueda,A,,0,mayoria,,,
330_p2434::4,330_p2434,Zaffaroni,A,tipo_voto_sep=E|fragmenta_ratio=parcial|punto_divergencia=dispositivo,0,en disidencia,E,parcial,dispositivo
330_p2434::5,330_p2434,Argibay,A,,0,según su voto,B,False,
330_p2445::0,330_p2445,Lorenzetti,A,,0,en disidencia,D,True,dispositivo
330_p2445::1,330_p2445,Highton de Nolasco,A,,0,mayoria,,,
330_p2445::2,330_p2445,Petracchi,A,,0,mayoria,,,
330_p2445::3,330_p2445,Maqueda,A,,0,mayoria,,,
330_p2445::4,330_p2445,Zaffaroni,A,,0,mayoria,,,
330_p2445::5,330_p2445,Argibay,A,,0,mayoria,,,
330_p246::0,330_p246,Lorenzetti,A,,0,mayoria,,,
330_p246::1,330_p246,Fayt,A,,0,mayoria,,,
330_p246::2,330_p246,Petracchi,A,,0,mayoria,,,
330_p246::3,330_p246,Maqueda,A,,0,mayoria,,,
330_p2470::0,330_p2470,Highton de Nolasco,A,,0,mayoria,,,
330_p2470::1,330_p2470,Petracchi,A,,0,mayoria,,,
330_p2470::2,330_p2470,Maqueda,A,,0,mayoria,,,
330_p2470::3,330_p2470,Argibay,A,,0,mayoria,,,
330_p2478::0,330_p2478,Lorenzetti,B,,0,mayoria,,,
330_p2478::1,330_p2478,Highton de Nolasco,B,,0,mayoria,,,
330_p2478::2,330_p2478,Fayt,B,tipo_voto_sep=C|fragmenta_ratio=parcial|punto_divergencia=considerando 2,0,según su voto,C,parcial,considerando 2
330_p2478::3,330_p2478,Petracchi,B,,0,mayoria,,,
330_p2478::4,330_p2478,Maqueda,B,,0,mayoria,,,
330_p2478::5,330_p2478,Zaffaroni,B,,0,mayoria,,,
330_p2478::6,330_p2478,Argibay,B,,0,mayoria,,,
330_p2520::0,330_p2520,Lorenzetti,A,,0,mayoria,,,
330_p2520::1,330_p2520,Highton de Nolasco,A,,0,mayoria,,,
330_p2520::2,330_p2520,Fayt,A,,0,mayoria,,,
330_p2520::3,330_p2520,Maqueda,A,,0,mayoria,,,
330_p2520::4,330_p2520,Zaffaroni,A,,0,mayoria,,,
330_p2520::5,330_p2520,Argibay,A,,0,mayoria,,,
330_p2521::0,330_p2521,Lorenzetti,B,tipo_voto_sep=E|fragmenta_ratio=parcial|punto_divergencia=dispositivo,0,en disidencia,E,parcial,dispositivo
330_p2521::1,330_p2521,Highton de Nolasco,B,tipo_voto_sep=A|fragmenta_ratio=False|punto_divergencia=VACIO,0,según su voto,A,False,
330_p2521::2,330_p2521,Petracchi,B,,0,mayoria,,,
330_p2521::3,330_p2521,Maqueda,B,,0,mayoria,,,
330_p2521::4,330_p2521,Zaffaroni,B,,0,en disidencia,,,
330_p2521::5,330_p2521,Argibay,B,tipo_voto_sep=A|fragmenta_ratio=False|punto_divergencia=VACIO,0,según su voto,A,False,
330_p2533::0,330_p2533,Lorenzetti,B,posicion=según su voto|tipo_voto_sep=indeterminado|fragmenta_ratio=False|punto_divergencia=VACIO,0,según su voto,indeterminado,False,
330_p2533::1,330_p2533,Highton de Nolasco,B,,0,según su voto,indeterminado,False,
330_p2533::2,330_p2533,Petracchi,B,,0,en disidencia,indeterminado,False,
330_p2533::3,330_p2533,Maqueda,B,,0,mayoria,,,
330_p2533::4,330_p2533,Zaffaroni,B,,0,según su voto,D,True,dispositivo
330_p2533::5,330_p2533,Argibay,B,,0,mayoria,,,
330_p2574::0,330_p2574,Lorenzetti,A,,0,mayoria,,,
330_p2574::1,330_p2574,Highton de Nolasco,A,,0,mayoria,,,
330_p2574::2,330_p2574,Fayt,A,,0,mayoria,,,
330_p2574::3,330_p2574,Petracchi,A,,0,mayoria,,,
330_p2574::4,330_p2574,Maqueda,A,,0,mayoria,,,
330_p2574::5,330_p2574,Zaffaroni,A,,0,mayoria,,,
330_p2574::6,330_p2574,Argibay,A,,0,mayoria,,,
330_p2599::0,330_p2599,Lorenzetti,A,,0,según su voto,indeterminado,False,
330_p2599::1,330_p2599,Highton de Nolasco,A,,0,mayoria,,,
330_p2599::2,330_p2599,Petracchi,A,,0,según su voto,,,
330_p2599::3,330_p2599,Maqueda,A,,0,mayoria,,,
330_p2599::4,330_p2599,Zaffaroni,A,,0,mayoria,,,
330_p2599::5,330_p2599,Argibay,A,,0,mayoria,,,
330_p2610::0,330_p2610,Lorenzetti,A,,0,mayoria,,,
330_p2610::1,330_p2610,Highton de Nolasco,A,,0,mayoria,,,
330_p2610::2,330_p2610,Fayt,A,,0,mayoria,,,
330_p2610::3,330_p2610,Petracchi,A,,0,mayoria,,,
330_p2610::4,330_p2610,Maqueda,A,,0,mayoria,,,
330_p2610::5,330_p2610,Argibay,A,,0,mayoria,,,
330_p2774::0,330_p2774,Lorenzetti,B,tipo_voto_sep=A|fragmenta_ratio=False|punto_divergencia=VACIO,0,en disidencia,A,False,
330_p2774::1,330_p2774,Highton de Nolasco,B,,0,mayoria,,,
330_p2774::2,330_p2774,Fayt,B,,0,mayoria,,,
330_p2774::3,330_p2774,Petracchi,B,,0,mayoria,,,
330_p2774::4,330_p2774,Maqueda,B,,0,mayoria,,,
330_p2774::5,330_p2774,Zaffaroni,B,,0,en disidencia,,,
330_p2774::6,330_p2774,Argibay,B,,0,en disidencia,C,parcial,considerando 2
330_p2794::0,330_p2794,Nazareno,A,,0,mayoria,,,
330_p2794::1,330_p2794,Belluscio,A,,0,mayoria,,,
330_p2794::2,330_p2794,Petracchi,A,,0,mayoria,,,
330_p2794::3,330_p2794,Vázquez,A,,0,mayoria,,,
330_p287::0,330_p287,Lorenzetti,A,,0,mayoria,,,
330_p287::1,330_p287,Highton de Nolasco,A,,0,mayoria,,,
330_p287::2,330_p287,Fayt,A,,0,mayoria,,,
330_p287::3,330_p287,Petracchi,A,,0,mayoria,,,
330_p287::4,330_p287,Zaffaroni,A,,0,mayoria,,,
330_p2900::0,330_p2900,Lorenzetti,A,,0,mayoria,,,
330_p2900::1,330_p2900,Highton de Nolasco,A,,0,mayoria,,,
330_p2900::2,330_p2900,Petracchi,A,,0,mayoria,,,
330_p2900::3,330_p2900,Maqueda,A,,0,mayoria,,,
330_p2915::0,330_p2915,Lorenzetti,A,,0,mayoria,,,
330_p2915::1,330_p2915,Highton de Nolasco,A,,0,mayoria,,,
330_p2915::2,330_p2915,Fayt,A,,0,mayoria,,,
330_p2915::3,330_p2915,Petracchi,A,,0,mayoria,,,
330_p2915::4,330_p2915,Argibay,A,,0,en disidencia,B,False,
330_p2921::0,330_p2921,Lorenzetti,A,,0,en disidencia,D,True,dispositivo
330_p2921::1,330_p2921,Highton de Nolasco,A,,0,mayoria,,,
330_p2921::2,330_p2921,Petracchi,A,,0,mayoria,,,
330_p2921::3,330_p2921,Maqueda,A,,0,mayoria,,,
330_p2921::4,330_p2921,Argibay,A,,0,según su voto,B,False,
330_p2999::0,330_p2999,Lorenzetti,A,,0,mayoria,,,
330_p2999::1,330_p2999,Highton de Nolasco,A,,0,mayoria,,,
330_p2999::2,330_p2999,Fayt,A,,0,según su voto,,,
330_p2999::3,330_p2999,Maqueda,A,,0,mayoria,,,
330_p2999::4,330_p2999,Zaffaroni,A,,0,mayoria,,,
330_p2999::5,330_p2999,Argibay,A,,0,según su voto,indeterminado,False,
330_p3020::0,330_p3020,Lorenzetti,A,,0,mayoria,,,
330_p3020::1,330_p3020,Highton de Nolasco,A,,0,mayoria,,,
330_p3020::2,330_p3020,Fayt,A,,0,mayoria,,,
330_p3020::3,330_p3020,Petracchi,A,,0,mayoria,,,
330_p3020::4,330_p3020,Maqueda,A,,0,mayoria,,,
330_p3020::5,330_p3020,Zaffaroni,A,,0,en disidencia,indeterminado,False,
330_p3020::6,330_p3020,Argibay,A,,0,mayoria,,,
330_p304::0,330_p304,Lorenzetti,A,,0,mayoria,,,
330_p304::1,330_p304,Highton de Nolasco,A,,0,según su voto,D,True,dispositivo
330_p304::2,330_p304,Fayt,A,,0,mayoria,,,
330_p304::3,330_p304,Petracchi,A,,0,en disidencia,indeterminado,False,
330_p304::4,330_p304,Maqueda,A,,0,mayoria,,,
330_p304::5,330_p304,Zaffaroni,A,,0,mayoria,,,
330_p304::6,330_p304,Argibay,A,,0,mayoria,,,
330_p3098::0,330_p3098,Lorenzetti,A,,0,en disidencia,D,True,dispositivo
330_p3098::1,330_p3098,Highton de Nolasco,A,,0,mayoria,,,
330_p3098::2,330_p3098,Fayt,A,,0,mayoria,,,
330_p3098::3,330_p3098,Petracchi,A,,0,mayoria,,,
330_p3098::4,330_p3098,Maqueda,A,,0,mayoria,,,
330_p3098::5,330_p3098,Zaffaroni,A,,0,en disidencia,,,
330_p3098::6,330_p3098,Argibay,A,,0,en disidencia,indeterminado,False,
330_p3126::0,330_p3126,Lorenzetti,B,,0,mayoria,,,
330_p3126::1,330_p3126,Highton de Nolasco,B,,0,según su voto,C,parcial,considerando 2
330_p3126::2,330_p3126,Fayt,B,,0,mayoria,,,
330_p3126::3,330_p3126,Petracchi,B,,0,mayoria,,,
330_p3126::4,330_p3126,Maqueda,B,,0,mayoria,,,
330_p3126::5,330_p3126,Argibay,B,posicion=en disidencia|tipo_voto_sep=C|fragmenta_ratio=parcial|punto_divergencia=considerando 2,0,en disidencia,C,parcial,considerando 2
330_p3458::0,330_p3458,Lorenzetti,A,,0,mayoria,,,
330_p3458::1,330_p3458,Highton de Nolasco,A,,0,mayoria,,,
330_p3458::2,330_p3458,Petracchi,A,,0,mayoria,,,
330_p3458::3,330_p3458,Maqueda,A,,0,mayoria,,,
330_p3458::4,330_p3458,Argibay,A,,0,mayoria,,,
330_p3483::0,330_p3483,Lorenzetti,A,,0,según su voto,D,True,dispositivo
330_p3483::1,330_p3483,Highton de Nolasco,A,,0,según su voto,indeterminado,False,
330_p3483::2,330_p3483,Petracchi,A,,0,mayoria,,,
330_p3483::3,330_p3483,Maqueda,A,,0,mayoria,,,
330_p3483::4,330_p3483,Zaffaroni,A,,0,mayoria,,,
330_p3509::0,330_p3509,Lorenzetti,A,,0,mayoria,,,
330_p3509::1,330_p3509,Highton de Nolasco,A,,0,mayoria,,,
330_p3509::2,330_p3509,Fayt,A,,0,en disidencia,,,
330_p3509::3,330_p3509,Petracchi,A,,0,mayoria,,,
330_p3509::4,330_p3509,Maqueda,A,,0,mayoria,,,
330_p3509::5,330_p3509,Zaffaroni,A,,0,en disidencia,E,parcial,dispositivo
330_p3509::6,330_p3509,Argibay,A,,0,en disidencia,indeterminado,False,
330_p3513::0,330_p3513,Lorenzetti,A,,0,mayoria,,,
330_p3513::1,330_p3513,Highton de Nolasco,A,,0,mayoria,,,
330_p3513::2,330_p3513,Petracchi,A,,0,según su voto,A,False,
330_p3513::3,330_p3513,Zaffaroni,A,,0,mayoria,,,
330_p3513::4,330_p3513,Argibay,A,,0,mayoria,,,
330_p3519::0,330_p3519,Lorenzetti,A,,1,en disidencia,indeterminado,False,
330_p3519::1,330_p3519,Highton de Nolasco,A,,0,mayoria,,,
330_p3519::2,330_p3519,Fayt,A,,0,mayoria,,,
330_p3519::3,330_p3519,Petracchi,A,,0,en disidencia,,,
330_p3519::4,330_p3519,Maqueda,A,,0,en disidencia,,,
330_p3519::5,330_p3519,Zaffaroni,A,,0,mayoria,,,
330_p3519::6,330_p3519,Argibay,A,,0,mayoria,,,
330_p3565::0,330_p3565,Lorenzetti,A,,0,mayoria,,,
330_p3565::1,330_p3565,Highton de Nolasco,A,,0,mayoria,,,
330_p3565::2,330_p3565,Fayt,A,,0,mayoria,,,
330_p3565::3,330_p3565,Petracchi,A,,0,mayoria,,,
330_p3565::4,330_p3565,Maqueda,A,,0,mayoria,,,
330_p3565::5,330_p3565,Zaffaroni,A,,0,mayoria,,,
330_p3565::6,330_p3565,Argibay,A,,0,mayoria,,,
330_p3593::0,330_p3593,Lorenzetti,A,,0,mayoria,,,
330_p3593::1,330_p3593,Highton de Nolasco,A,,0,mayoria,,,
330_p3593::2,330_p3593,Maqueda,A,,0,mayoria,,,
330_p3593::3,330_p3593,Zaffaroni,A,,0,mayoria,,,
330_p3609::0,330_p3609,Lorenzetti,A,,0,mayoria,,,
330_p3609::1,330_p3609,Highton de Nolasco,A,,0,en disidencia,D,True,dispositivo
330_p3609::2,330_p3609,Fayt,A,,0,en disidencia,,,
330_p3609::3,330_p3609,Petracchi,A,,0,mayoria,,,
330_p3609::4,330_p3609,Maqueda,A,,0,mayoria,,,
330_p3609::5,330_p3609,Zaffaroni,A,,0,en disidencia,,,
330_p3609::6,330_p3609,Argibay,A,,0,mayoria,,,
330_p3630::0,330_p3630,Lorenzetti,A,,0,mayoria,,,
330_p3630::1,330_p3630,Highton de Nolasco,A,,0,mayoria,,,
330_p3630::2,330_p3630,Petracchi,A,,0,mayoria,,,
330_p3630::3,330_p3630,Maqueda,A,,0,mayoria,,,
330_p3630::4,330_p3630,Zaffaroni,A,,0,mayoria,,,
330_p3635::0,330_p3635,Lorenzetti,B,posicion=mayoria|tipo_voto_sep=VACIO|fragmenta_ratio=VACIO|punto_divergencia=VACIO,0,mayoria,,,
330_p3635::1,330_p3635,Highton de Nolasco,B,,0,mayoria,,,
330_p3635::2,330_p3635,Fayt,B,,0,mayoria,,,
330_p3635::3,330_p3635,Petracchi,B,,0,mayoria,,,
330_p3635::4,330_p3635,Maqueda,B,,0,mayoria,,,
330_p3635::5,330_p3635,Zaffaroni,B,,0,mayoria,,,
330_p3635::6,330_p3635,Argibay,B,,0,mayoria,,,
330_p3657::0,330_p3657,Lorenzetti,A,,0,mayoria,,,
330_p3657::1,330_p3657,Highton de Nolasco,A,,0,mayoria,,,
330_p3657::2,330_p3657,Petracchi,A,,0,mayoria,,,
330_p3657::3,330_p3657,Maqueda,A,,0,mayoria,,,
330_p3764::0,330_p3764,Lorenzetti,A,,0,mayoria,,,
330_p3764::1,330_p3764,Highton de Nolasco,A,,0,mayoria,,,
330_p3764::2,330_p3764,Fayt,A,,0,mayoria,,,
330_p3764::3,330_p3764,Petracchi,A,,0,mayoria,,,
330_p3764::4,330_p3764,Maqueda,A,,0,mayoria,,,
330_p3777::0,330_p3777,Lorenzetti,A,,0,mayoria,,,
330_p3777::1,330_p3777,Highton de Nolasco,A,,0,mayoria,,,
330_p3777::2,330_p3777,Fayt,A,,0,mayoria,,,
330_p3777::3,330_p3777,Petracchi,A,,0,mayoria,,,
330_p3777::4,330_p3777,Maqueda,A,,0,mayoria,,,
330_p3777::5,330_p3777,Argibay,A,,0,mayoria,,,
330_p3801::0,330_p3801,Highton de Nolasco,A,,0,mayoria,indeterminado,False,
330_p3801::1,330_p3801,Fayt,A,,0,mayoria,,,
330_p3836::0,330_p3836,Lorenzetti,A,,0,mayoria,,,
330_p3836::1,330_p3836,Highton de Nolasco,A,,0,mayoria,,,
330_p3836::2,330_p3836,Petracchi,A,,0,mayoria,,,
330_p3836::3,330_p3836,Maqueda,A,,0,mayoria,,,
330_p3836::4,330_p3836,Argibay,A,,0,mayoria,,,
330_p3906::0,330_p3906,Lorenzetti,B,,0,mayoria,,,
330_p3906::1,330_p3906,Highton de Nolasco,B,tipo_voto_sep=A|fragmenta_ratio=False|punto_divergencia=VACIO,0,en disidencia,A,False,
330_p3906::2,330_p3906,Petracchi,B,,0,mayoria,,,
330_p3906::3,330_p3906,Maqueda,B,,0,mayoria,,,
330_p3906::4,330_p3906,Zaffaroni,B,,0,mayoria,,,
330_p3906::5,330_p3906,Argibay,B,,0,mayoria,,,
330_p4040::0,330_p4040,Lorenzetti,A,,0,mayoria,,,
330_p4040::1,330_p4040,Highton de Nolasco,A,,0,mayoria,,,
330_p4040::2,330_p4040,Fayt,A,,0,mayoria,,,
330_p4040::3,330_p4040,Petracchi,A,,0,en disidencia,,,
330_p4040::4,330_p4040,Maqueda,A,,0,en disidencia,B,False,
